# Potential und Feldstaerke in einem festen Fenster, identisch fuer jede
# vorgeschriebene Form.  Punkte im Leiter tragen kein Feld und sind leer.
shape,r_m,z_m,phi_V,E_V_per_m
pi+0.00,6.458333333e-06,2.175000000e-05,1.127307963e+03,7.317812698e+06
pi+0.00,6.666666667e-06,2.175000000e-05,1.127100008e+03,7.302948336e+06
pi+0.00,6.875000000e-06,2.175000000e-05,1.126883080e+03,7.287409787e+06
pi+0.00,7.083333333e-06,2.175000000e-05,1.126664391e+03,7.271916556e+06
pi+0.00,7.291666667e-06,2.175000000e-05,1.126435422e+03,7.256680944e+06
pi+0.00,7.500000000e-06,2.175000000e-05,1.126206453e+03,7.241552739e+06
pi+0.00,7.708333333e-06,2.175000000e-05,1.125966122e+03,7.225758270e+06
pi+0.00,7.916666667e-06,2.175000000e-05,1.125725790e+03,7.210067464e+06
pi+0.00,8.125000000e-06,2.175000000e-05,1.125475761e+03,7.192711678e+06
pi+0.00,8.333333333e-06,2.175000000e-05,1.125224118e+03,7.175261835e+06
pi+0.00,8.541666667e-06,2.175000000e-05,1.124964436e+03,7.157213659e+06
pi+0.00,8.750000000e-06,2.175000000e-05,1.124701035e+03,7.138963080e+06
pi+0.00,8.958333333e-06,2.175000000e-05,1.124433321e+03,7.120456224e+06
pi+0.00,9.166666667e-06,2.175000000e-05,1.124159243e+03,7.101491013e+06
pi+0.00,9.375000000e-06,2.175000000e-05,1.123880676e+03,7.082257365e+06
pi+0.00,9.583333333e-06,2.175000000e-05,1.123597546e+03,7.062744575e+06
pi+0.00,9.791666667e-06,2.175000000e-05,1.123309811e+03,7.042945334e+06
pi+0.00,1.000000000e-05,2.175000000e-05,1.123017637e+03,7.021831301e+06
pi+0.00,1.020833333e-05,2.175000000e-05,1.122720313e+03,7.000572490e+06
pi+0.00,1.041666667e-05,2.175000000e-05,1.122418730e+03,6.979834639e+06
pi+0.00,1.062500000e-05,2.175000000e-05,1.122112920e+03,6.958872336e+06
pi+0.00,1.083333333e-05,2.175000000e-05,1.121803116e+03,6.937673573e+06
pi+0.00,1.104166667e-05,2.175000000e-05,1.121488948e+03,6.916222415e+06
pi+0.00,1.125000000e-05,2.175000000e-05,1.121170052e+03,6.894516860e+06
pi+0.00,1.145833333e-05,2.175000000e-05,1.120848009e+03,6.872652612e+06
pi+0.00,1.166666667e-05,2.175000000e-05,1.120522079e+03,6.850560955e+06
pi+0.00,1.187500000e-05,2.175000000e-05,1.120191464e+03,6.828220999e+06
pi+0.00,1.208333333e-05,2.175000000e-05,1.119858838e+03,6.805819822e+06
pi+0.00,1.229166667e-05,2.175000000e-05,1.119520340e+03,6.783070741e+06
pi+0.00,1.250000000e-05,2.175000000e-05,1.119180470e+03,6.760299354e+06
pi+0.00,1.270833333e-05,2.175000000e-05,1.118835375e+03,6.737249410e+06
pi+0.00,1.291666667e-05,2.175000000e-05,1.118487734e+03,6.714099773e+06
pi+0.00,1.312500000e-05,2.175000000e-05,1.118138020e+03,6.690883461e+06
pi+0.00,1.333333333e-05,2.175000000e-05,1.117782129e+03,6.667318872e+06
pi+0.00,1.354166667e-05,2.175000000e-05,1.117426237e+03,6.643823257e+06
pi+0.00,1.375000000e-05,2.175000000e-05,1.117065925e+03,6.620138673e+06
pi+0.00,1.395833333e-05,2.175000000e-05,1.116701380e+03,6.596271174e+06
pi+0.00,1.416666667e-05,2.175000000e-05,1.116336835e+03,6.572467474e+06
pi+0.00,1.437500000e-05,2.175000000e-05,1.115968665e+03,6.548504430e+06
pi+0.00,1.458333333e-05,2.175000000e-05,1.115595194e+03,6.524273895e+06
pi+0.00,1.479166667e-05,2.175000000e-05,1.115221722e+03,6.500101669e+06
pi+0.00,1.500000000e-05,2.175000000e-05,1.114848251e+03,6.475988405e+06
pi+0.00,1.520833333e-05,2.175000000e-05,1.114466703e+03,6.451549675e+06
pi+0.00,1.541666667e-05,2.175000000e-05,1.114084208e+03,6.427118041e+06
pi+0.00,1.562500000e-05,2.175000000e-05,1.113701713e+03,6.402738842e+06
pi+0.00,1.583333333e-05,2.175000000e-05,1.113319218e+03,6.378412679e+06
pi+0.00,1.604166667e-05,2.175000000e-05,1.112928571e+03,6.355075525e+06
pi+0.00,1.625000000e-05,2.175000000e-05,1.112537191e+03,6.331863872e+06
pi+0.00,1.645833333e-05,2.175000000e-05,1.112145811e+03,6.308693533e+06
pi+0.00,1.666666667e-05,2.175000000e-05,1.111754430e+03,6.285564966e+06
pi+0.00,1.687500000e-05,2.175000000e-05,1.111359707e+03,6.262604718e+06
pi+0.00,1.708333333e-05,2.175000000e-05,1.110960288e+03,6.239858189e+06
pi+0.00,1.729166667e-05,2.175000000e-05,1.110560870e+03,6.217146268e+06
pi+0.00,1.750000000e-05,2.175000000e-05,1.110161451e+03,6.194469335e+06
pi+0.00,1.770833333e-05,2.175000000e-05,1.109762033e+03,6.171827776e+06
pi+0.00,1.791666667e-05,2.175000000e-05,1.109357413e+03,6.147671273e+06
pi+0.00,1.812500000e-05,2.175000000e-05,1.108951687e+03,6.123219838e+06
pi+0.00,1.833333333e-05,2.175000000e-05,1.108545961e+03,6.098803924e+06
pi+0.00,1.854166667e-05,2.175000000e-05,1.108140234e+03,6.074423961e+06
pi+0.00,1.875000000e-05,2.175000000e-05,1.107731054e+03,6.049994128e+06
pi+0.00,1.895833333e-05,2.175000000e-05,1.107320781e+03,6.025568797e+06
pi+0.00,1.916666667e-05,2.175000000e-05,1.106910507e+03,6.001174982e+06
pi+0.00,1.937500000e-05,2.175000000e-05,1.106499672e+03,5.976574386e+06
pi+0.00,1.958333333e-05,2.175000000e-05,1.106086135e+03,5.950857018e+06
pi+0.00,1.979166667e-05,2.175000000e-05,1.105672597e+03,5.925170740e+06
pi+0.00,2.000000000e-05,2.175000000e-05,1.105259060e+03,5.899515957e+06
pi+0.00,2.020833333e-05,2.175000000e-05,1.104843062e+03,5.874021062e+06
pi+0.00,2.041666667e-05,2.175000000e-05,1.104427064e+03,5.848553503e+06
pi+0.00,2.062500000e-05,2.175000000e-05,1.104011066e+03,5.823113638e+06
pi+0.00,2.083333333e-05,2.175000000e-05,1.103593413e+03,5.798935889e+06
pi+0.00,2.104166667e-05,2.175000000e-05,1.103175396e+03,5.775052551e+06
pi+0.00,2.125000000e-05,2.175000000e-05,1.102757378e+03,5.751190903e+06
pi+0.00,2.145833333e-05,2.175000000e-05,1.102339014e+03,5.727407867e+06
pi+0.00,2.166666667e-05,2.175000000e-05,1.101919408e+03,5.703847758e+06
pi+0.00,2.187500000e-05,2.175000000e-05,1.101499802e+03,5.680306174e+06
pi+0.00,2.208333333e-05,2.175000000e-05,1.101080196e+03,5.656783345e+06
pi+0.00,2.229166667e-05,2.175000000e-05,1.100660454e+03,5.633327271e+06
pi+0.00,2.250000000e-05,2.175000000e-05,1.100239871e+03,5.610184839e+06
pi+0.00,2.270833333e-05,2.175000000e-05,1.099819287e+03,5.587057947e+06
pi+0.00,2.291666667e-05,2.175000000e-05,1.099398703e+03,5.563946789e+06
pi+0.00,2.312500000e-05,2.175000000e-05,1.098978120e+03,5.540851561e+06
pi+0.00,2.333333333e-05,2.175000000e-05,1.098557455e+03,5.518005800e+06
pi+0.00,2.354166667e-05,2.175000000e-05,1.098136714e+03,5.495389978e+06
pi+0.00,2.375000000e-05,2.175000000e-05,1.097715974e+03,5.472786880e+06
pi+0.00,2.395833333e-05,2.175000000e-05,1.097295234e+03,5.450196664e+06
pi+0.00,2.416666667e-05,2.175000000e-05,1.096874493e+03,5.427619493e+06
pi+0.00,2.437500000e-05,2.175000000e-05,1.096454011e+03,5.405221141e+06
pi+0.00,2.458333333e-05,2.175000000e-05,1.096034169e+03,5.383243763e+06
pi+0.00,2.479166667e-05,2.175000000e-05,1.095614327e+03,5.361276354e+06
pi+0.00,2.500000000e-05,2.175000000e-05,1.095194485e+03,5.339319037e+06
pi+0.00,0.000000000e+00,2.200000000e-05,1.128741885e+03,7.475705310e+06
pi+0.00,2.083333333e-07,2.200000000e-05,1.128734245e+03,7.474818863e+06
pi+0.00,4.166666667e-07,2.200000000e-05,1.128722824e+03,7.473716074e+06
pi+0.00,6.250000000e-07,2.200000000e-05,1.128704070e+03,7.472134947e+06
pi+0.00,8.333333333e-07,2.200000000e-05,1.128679125e+03,7.470100645e+06
pi+0.00,1.041666667e-06,2.200000000e-05,1.128646690e+03,7.467510384e+06
pi+0.00,1.250000000e-06,2.200000000e-05,1.128609484e+03,7.464669711e+06
pi+0.00,1.458333333e-06,2.200000000e-05,1.128561375e+03,7.461071230e+06
pi+0.00,1.666666667e-06,2.200000000e-05,1.128513267e+03,7.457607989e+06
pi+0.00,1.875000000e-06,2.200000000e-05,1.128450404e+03,7.453420436e+06
pi+0.00,2.083333333e-06,2.200000000e-05,1.128385114e+03,7.449207860e+06
pi+0.00,2.291666667e-06,2.200000000e-05,1.128315874e+03,7.444701799e+06
pi+0.00,2.500000000e-06,2.200000000e-05,1.128233996e+03,7.439017459e+06
pi+0.00,2.708333333e-06,2.200000000e-05,1.128152118e+03,7.433469531e+06
pi+0.00,2.916666667e-06,2.200000000e-05,1.128057094e+03,7.426787688e+06
pi+0.00,3.125000000e-06,2.200000000e-05,1.127960639e+03,7.420107433e+06
pi+0.00,3.333333333e-06,2.200000000e-05,1.127853389e+03,7.412552727e+06
pi+0.00,3.541666667e-06,2.200000000e-05,1.127743720e+03,7.404910675e+06
pi+0.00,3.750000000e-06,2.200000000e-05,1.127623521e+03,7.396418403e+06
pi+0.00,3.958333333e-06,2.200000000e-05,1.127498880e+03,7.387643878e+06
pi+0.00,4.166666667e-06,2.200000000e-05,1.127368479e+03,7.378462540e+06
pi+0.00,4.375000000e-06,2.200000000e-05,1.127230306e+03,7.368694913e+06
pi+0.00,4.583333333e-06,2.200000000e-05,1.127085961e+03,7.358482411e+06
pi+0.00,4.791666667e-06,2.200000000e-05,1.126935602e+03,7.347842750e+06
pi+0.00,5.000000000e-06,2.200000000e-05,1.126779219e+03,7.336490073e+06
pi+0.00,5.208333333e-06,2.200000000e-05,1.126615787e+03,7.324020725e+06
pi+0.00,5.416666667e-06,2.200000000e-05,1.126446431e+03,7.311901446e+06
pi+0.00,5.625000000e-06,2.200000000e-05,1.126271093e+03,7.299367067e+06
pi+0.00,5.833333333e-06,2.200000000e-05,1.126089984e+03,7.286434510e+06
pi+0.00,6.041666667e-06,2.200000000e-05,1.125903325e+03,7.273120410e+06
pi+0.00,6.250000000e-06,2.200000000e-05,1.125709077e+03,7.259261407e+06
pi+0.00,6.458333333e-06,2.200000000e-05,1.125509873e+03,7.245076910e+06
pi+0.00,6.666666667e-06,2.200000000e-05,1.125306409e+03,7.230627816e+06
pi+0.00,6.875000000e-06,2.200000000e-05,1.125094147e+03,7.215522116e+06
pi+0.00,7.083333333e-06,2.200000000e-05,1.124880157e+03,7.200459834e+06
pi+0.00,7.291666667e-06,2.200000000e-05,1.124656083e+03,7.185646651e+06
pi+0.00,7.500000000e-06,2.200000000e-05,1.124432010e+03,7.170937489e+06
pi+0.00,7.708333333e-06,2.200000000e-05,1.124196786e+03,7.155578964e+06
pi+0.00,7.916666667e-06,2.200000000e-05,1.123961561e+03,7.140320866e+06
pi+0.00,8.125000000e-06,2.200000000e-05,1.123716816e+03,7.123441901e+06
pi+0.00,8.333333333e-06,2.200000000e-05,1.123470485e+03,7.106470803e+06
pi+0.00,8.541666667e-06,2.200000000e-05,1.123216259e+03,7.088915903e+06
pi+0.00,8.750000000e-06,2.200000000e-05,1.122958378e+03,7.071162946e+06
pi+0.00,8.958333333e-06,2.200000000e-05,1.122696257e+03,7.053159421e+06
pi+0.00,9.166666667e-06,2.200000000e-05,1.122427881e+03,7.034708101e+06
pi+0.00,9.375000000e-06,2.200000000e-05,1.122155089e+03,7.015994068e+06
pi+0.00,9.583333333e-06,2.200000000e-05,1.121877810e+03,6.997006805e+06
pi+0.00,9.791666667e-06,2.200000000e-05,1.121595998e+03,6.977739082e+06
pi+0.00,1.000000000e-05,2.200000000e-05,1.121309817e+03,6.957189913e+06
pi+0.00,1.020833333e-05,2.200000000e-05,1.121018566e+03,6.936497410e+06
pi+0.00,1.041666667e-05,2.200000000e-05,1.120723119e+03,6.916309979e+06
pi+0.00,1.062500000e-05,2.200000000e-05,1.120423506e+03,6.895902037e+06
pi+0.00,1.083333333e-05,2.200000000e-05,1.120119956e+03,6.875261892e+06
pi+0.00,1.104166667e-05,2.200000000e-05,1.119812103e+03,6.854373735e+06
pi+0.00,1.125000000e-05,2.200000000e-05,1.119499585e+03,6.833235238e+06
pi+0.00,1.145833333e-05,2.200000000e-05,1.119183963e+03,6.811940307e+06
pi+0.00,1.166666667e-05,2.200000000e-05,1.118864501e+03,6.790421573e+06
pi+0.00,1.187500000e-05,2.200000000e-05,1.118540412e+03,6.768657929e+06
pi+0.00,1.208333333e-05,2.200000000e-05,1.118214336e+03,6.746833319e+06
pi+0.00,1.229166667e-05,2.200000000e-05,1.117882454e+03,6.724665588e+06
pi+0.00,1.250000000e-05,2.200000000e-05,1.117549216e+03,6.702475132e+06
pi+0.00,1.270833333e-05,2.200000000e-05,1.117210806e+03,6.680009094e+06
pi+0.00,1.291666667e-05,2.200000000e-05,1.116869876e+03,6.657443915e+06
pi+0.00,1.312500000e-05,2.200000000e-05,1.116526891e+03,6.634811880e+06
pi+0.00,1.333333333e-05,2.200000000e-05,1.116177783e+03,6.611834911e+06
pi+0.00,1.354166667e-05,2.200000000e-05,1.115828676e+03,6.588925208e+06
pi+0.00,1.375000000e-05,2.200000000e-05,1.115475181e+03,6.565826789e+06
pi+0.00,1.395833333e-05,2.200000000e-05,1.115117484e+03,6.542545801e+06
pi+0.00,1.416666667e-05,2.200000000e-05,1.114759786e+03,6.519327091e+06
pi+0.00,1.437500000e-05,2.200000000e-05,1.114398484e+03,6.495948732e+06
pi+0.00,1.458333333e-05,2.200000000e-05,1.114031908e+03,6.472303322e+06
pi+0.00,1.479166667e-05,2.200000000e-05,1.113665331e+03,6.448714898e+06
pi+0.00,1.500000000e-05,2.200000000e-05,1.113298755e+03,6.425184087e+06
pi+0.00,1.520833333e-05,2.200000000e-05,1.112924126e+03,6.401324596e+06
pi+0.00,1.541666667e-05,2.200000000e-05,1.112548551e+03,6.377470868e+06
pi+0.00,1.562500000e-05,2.200000000e-05,1.112172976e+03,6.353668451e+06
pi+0.00,1.583333333e-05,2.200000000e-05,1.111797401e+03,6.329917923e+06
pi+0.00,1.604166667e-05,2.200000000e-05,1.111413669e+03,6.307121161e+06
pi+0.00,1.625000000e-05,2.200000000e-05,1.111029204e+03,6.284446012e+06
pi+0.00,1.645833333e-05,2.200000000e-05,1.110644738e+03,6.261811354e+06
pi+0.00,1.666666667e-05,2.200000000e-05,1.110260273e+03,6.239217626e+06
pi+0.00,1.687500000e-05,2.200000000e-05,1.109872446e+03,6.216783058e+06
pi+0.00,1.708333333e-05,2.200000000e-05,1.109479900e+03,6.194549853e+06
pi+0.00,1.729166667e-05,2.200000000e-05,1.109087354e+03,6.172350619e+06
pi+0.00,1.750000000e-05,2.200000000e-05,1.108694808e+03,6.150185726e+06
pi+0.00,1.770833333e-05,2.200000000e-05,1.108302262e+03,6.128055545e+06
pi+0.00,1.791666667e-05,2.200000000e-05,1.107904458e+03,6.104433003e+06
pi+0.00,1.812500000e-05,2.200000000e-05,1.107505534e+03,6.080519885e+06
pi+0.00,1.833333333e-05,2.200000000e-05,1.107106610e+03,6.056641688e+06
pi+0.00,1.854166667e-05,2.200000000e-05,1.106707686e+03,6.032798828e+06
pi+0.00,1.875000000e-05,2.200000000e-05,1.106305245e+03,6.008896770e+06
pi+0.00,1.895833333e-05,2.200000000e-05,1.105901690e+03,5.984995968e+06
pi+0.00,1.916666667e-05,2.200000000e-05,1.105498136e+03,5.961126200e+06
pi+0.00,1.937500000e-05,2.200000000e-05,1.105094004e+03,5.937051897e+06
pi+0.00,1.958333333e-05,2.200000000e-05,1.104687097e+03,5.911873550e+06
pi+0.00,1.979166667e-05,2.200000000e-05,1.104280190e+03,5.886725867e+06
pi+0.00,2.000000000e-05,2.200000000e-05,1.103873283e+03,5.861609245e+06
pi+0.00,2.020833333e-05,2.200000000e-05,1.103463821e+03,5.836635648e+06
pi+0.00,2.041666667e-05,2.200000000e-05,1.103054359e+03,5.811689060e+06
pi+0.00,2.062500000e-05,2.200000000e-05,1.102644897e+03,5.786769830e+06
pi+0.00,2.083333333e-05,2.200000000e-05,1.102233690e+03,5.763076451e+06
pi+0.00,2.104166667e-05,2.200000000e-05,1.101822099e+03,5.739669324e+06
pi+0.00,2.125000000e-05,2.200000000e-05,1.101410507e+03,5.716283661e+06
pi+0.00,2.145833333e-05,2.200000000e-05,1.100998539e+03,5.692972256e+06
pi+0.00,2.166666667e-05,2.200000000e-05,1.100585223e+03,5.669868815e+06
pi+0.00,2.187500000e-05,2.200000000e-05,1.100171907e+03,5.646783742e+06
pi+0.00,2.208333333e-05,2.200000000e-05,1.099758591e+03,5.623717266e+06
pi+0.00,2.229166667e-05,2.200000000e-05,1.099345117e+03,5.600714359e+06
pi+0.00,2.250000000e-05,2.200000000e-05,1.098930660e+03,5.578006224e+06
pi+0.00,2.270833333e-05,2.200000000e-05,1.098516202e+03,5.555313533e+06
pi+0.00,2.291666667e-05,2.200000000e-05,1.098101745e+03,5.532636477e+06
pi+0.00,2.312500000e-05,2.200000000e-05,1.097687288e+03,5.509975249e+06
pi+0.00,2.333333333e-05,2.200000000e-05,1.097272648e+03,5.487550492e+06
pi+0.00,2.354166667e-05,2.200000000e-05,1.096857838e+03,5.465343658e+06
pi+0.00,2.375000000e-05,2.200000000e-05,1.096443028e+03,5.443149503e+06
pi+0.00,2.395833333e-05,2.200000000e-05,1.096028219e+03,5.420968184e+06
pi+0.00,2.416666667e-05,2.200000000e-05,1.095613409e+03,5.398799857e+06
pi+0.00,2.437500000e-05,2.200000000e-05,1.095198792e+03,5.376802243e+06
pi+0.00,2.458333333e-05,2.200000000e-05,1.094784651e+03,5.355205647e+06
pi+0.00,2.479166667e-05,2.200000000e-05,1.094370510e+03,5.333619017e+06
pi+0.00,2.500000000e-05,2.200000000e-05,1.093956368e+03,5.312042474e+06
pi+0.00,0.000000000e+00,2.225000000e-05,1.126870938e+03,7.396220171e+06
pi+0.00,2.083333333e-07,2.225000000e-05,1.126863474e+03,7.395360554e+06
pi+0.00,4.166666667e-07,2.225000000e-05,1.126852316e+03,7.394290889e+06
pi+0.00,6.250000000e-07,2.225000000e-05,1.126833993e+03,7.392757146e+06
pi+0.00,8.333333333e-07,2.225000000e-05,1.126809621e+03,7.390783683e+06
pi+0.00,1.041666667e-06,2.225000000e-05,1.126777931e+03,7.388270813e+06
pi+0.00,1.250000000e-06,2.225000000e-05,1.126741579e+03,7.385514714e+06
pi+0.00,1.458333333e-06,2.225000000e-05,1.126694575e+03,7.382023717e+06
pi+0.00,1.666666667e-06,2.225000000e-05,1.126647570e+03,7.378663244e+06
pi+0.00,1.875000000e-06,2.225000000e-05,1.126586148e+03,7.374600530e+06
pi+0.00,2.083333333e-06,2.225000000e-05,1.126522354e+03,7.370513154e+06
pi+0.00,2.291666667e-06,2.225000000e-05,1.126454698e+03,7.366140721e+06
pi+0.00,2.500000000e-06,2.225000000e-05,1.126374692e+03,7.360625323e+06
pi+0.00,2.708333333e-06,2.225000000e-05,1.126294686e+03,7.355241604e+06
pi+0.00,2.916666667e-06,2.225000000e-05,1.126201829e+03,7.348757964e+06
pi+0.00,3.125000000e-06,2.225000000e-05,1.126107573e+03,7.342275291e+06
pi+0.00,3.333333333e-06,2.225000000e-05,1.126002764e+03,7.334944149e+06
pi+0.00,3.541666667e-06,2.225000000e-05,1.125895589e+03,7.327527738e+06
pi+0.00,3.750000000e-06,2.225000000e-05,1.125778118e+03,7.319286220e+06
pi+0.00,3.958333333e-06,2.225000000e-05,1.125656302e+03,7.310770341e+06
pi+0.00,4.166666667e-06,2.225000000e-05,1.125528853e+03,7.301859290e+06
pi+0.00,4.375000000e-06,2.225000000e-05,1.125393801e+03,7.292378903e+06
pi+0.00,4.583333333e-06,2.225000000e-05,1.125252712e+03,7.282466288e+06
pi+0.00,4.791666667e-06,2.225000000e-05,1.125105738e+03,7.272138588e+06
pi+0.00,5.000000000e-06,2.225000000e-05,1.124952868e+03,7.261118251e+06
pi+0.00,5.208333333e-06,2.225000000e-05,1.124793101e+03,7.249013283e+06
pi+0.00,5.416666667e-06,2.225000000e-05,1.124627534e+03,7.237247492e+06
pi+0.00,5.625000000e-06,2.225000000e-05,1.124456111e+03,7.225078026e+06
pi+0.00,5.833333333e-06,2.225000000e-05,1.124279036e+03,7.212521250e+06
pi+0.00,6.041666667e-06,2.225000000e-05,1.124096527e+03,7.199593269e+06
pi+0.00,6.250000000e-06,2.225000000e-05,1.123906583e+03,7.186135246e+06
pi+0.00,6.458333333e-06,2.225000000e-05,1.123711784e+03,7.172360267e+06
pi+0.00,6.666666667e-06,2.225000000e-05,1.123512810e+03,7.158327541e+06
pi+0.00,6.875000000e-06,2.225000000e-05,1.123305213e+03,7.143655791e+06
pi+0.00,7.083333333e-06,2.225000000e-05,1.123095922e+03,7.129025584e+06
pi+0.00,7.291666667e-06,2.225000000e-05,1.122876744e+03,7.114635877e+06
pi+0.00,7.500000000e-06,2.225000000e-05,1.122657567e+03,7.100346841e+06
pi+0.00,7.708333333e-06,2.225000000e-05,1.122427450e+03,7.085425320e+06
pi+0.00,7.916666667e-06,2.225000000e-05,1.122197333e+03,7.070601021e+06
pi+0.00,8.125000000e-06,2.225000000e-05,1.121957871e+03,7.054200019e+06
pi+0.00,8.333333333e-06,2.225000000e-05,1.121716853e+03,7.037708839e+06
pi+0.00,8.541666667e-06,2.225000000e-05,1.121468082e+03,7.020648374e+06
pi+0.00,8.750000000e-06,2.225000000e-05,1.121215720e+03,7.003394208e+06
pi+0.00,8.958333333e-06,2.225000000e-05,1.120959193e+03,6.985895187e+06
pi+0.00,9.166666667e-06,2.225000000e-05,1.120696518e+03,6.967958921e+06
pi+0.00,9.375000000e-06,2.225000000e-05,1.120429503e+03,6.949765664e+06
pi+0.00,9.583333333e-06,2.225000000e-05,1.120158073e+03,6.931305086e+06
pi+0.00,9.791666667e-06,2.225000000e-05,1.119882185e+03,6.912570033e+06
pi+0.00,1.000000000e-05,2.225000000e-05,1.119601997e+03,6.892586933e+06
pi+0.00,1.020833333e-05,2.225000000e-05,1.119316818e+03,6.872461912e+06
pi+0.00,1.041666667e-05,2.225000000e-05,1.119027507e+03,6.852826021e+06
pi+0.00,1.062500000e-05,2.225000000e-05,1.118734091e+03,6.832973548e+06
pi+0.00,1.083333333e-05,2.225000000e-05,1.118436796e+03,6.812893120e+06
pi+0.00,1.104166667e-05,2.225000000e-05,1.118135258e+03,6.792569045e+06
pi+0.00,1.125000000e-05,2.225000000e-05,1.117829119e+03,6.771998661e+06
pi+0.00,1.145833333e-05,2.225000000e-05,1.117519916e+03,6.751274094e+06
pi+0.00,1.166666667e-05,2.225000000e-05,1.117206924e+03,6.730329315e+06
pi+0.00,1.187500000e-05,2.225000000e-05,1.116889360e+03,6.709142983e+06
pi+0.00,1.208333333e-05,2.225000000e-05,1.116569835e+03,6.687895940e+06
pi+0.00,1.229166667e-05,2.225000000e-05,1.116244568e+03,6.666310508e+06
pi+0.00,1.250000000e-05,2.225000000e-05,1.115917962e+03,6.644701941e+06
pi+0.00,1.270833333e-05,2.225000000e-05,1.115586236e+03,6.622820717e+06
pi+0.00,1.291666667e-05,2.225000000e-05,1.115252017e+03,6.600840892e+06
pi+0.00,1.312500000e-05,2.225000000e-05,1.114915762e+03,6.578794025e+06
pi+0.00,1.333333333e-05,2.225000000e-05,1.114573438e+03,6.556405493e+06
pi+0.00,1.354166667e-05,2.225000000e-05,1.114231115e+03,6.534082545e+06
pi+0.00,1.375000000e-05,2.225000000e-05,1.113884437e+03,6.511571081e+06
pi+0.00,1.395833333e-05,2.225000000e-05,1.113533587e+03,6.488877347e+06
pi+0.00,1.416666667e-05,2.225000000e-05,1.113182738e+03,6.466244391e+06
pi+0.00,1.437500000e-05,2.225000000e-05,1.112828302e+03,6.443451439e+06
pi+0.00,1.458333333e-05,2.225000000e-05,1.112468621e+03,6.420391799e+06
pi+0.00,1.479166667e-05,2.225000000e-05,1.112108941e+03,6.397387843e+06
pi+0.00,1.500000000e-05,2.225000000e-05,1.111749260e+03,6.374440173e+06
pi+0.00,1.520833333e-05,2.225000000e-05,1.111381548e+03,6.351160465e+06
pi+0.00,1.541666667e-05,2.225000000e-05,1.111012893e+03,6.327885186e+06
pi+0.00,1.562500000e-05,2.225000000e-05,1.110644239e+03,6.304660114e+06
pi+0.00,1.583333333e-05,2.225000000e-05,1.110275584e+03,6.281485803e+06
pi+0.00,1.604166667e-05,2.225000000e-05,1.109898767e+03,6.259229839e+06
pi+0.00,1.625000000e-05,2.225000000e-05,1.109521216e+03,6.237091598e+06
pi+0.00,1.645833333e-05,2.225000000e-05,1.109143666e+03,6.214993039e+06
pi+0.00,1.666666667e-05,2.225000000e-05,1.108766115e+03,6.192934586e+06
pi+0.00,1.687500000e-05,2.225000000e-05,1.108385185e+03,6.171026074e+06
pi+0.00,1.708333333e-05,2.225000000e-05,1.107999512e+03,6.149306480e+06
pi+0.00,1.729166667e-05,2.225000000e-05,1.107613838e+03,6.127620236e+06
pi+0.00,1.750000000e-05,2.225000000e-05,1.107228165e+03,6.105967696e+06
pi+0.00,1.770833333e-05,2.225000000e-05,1.106842492e+03,6.084349220e+06
pi+0.00,1.791666667e-05,2.225000000e-05,1.106451502e+03,6.061260863e+06
pi+0.00,1.812500000e-05,2.225000000e-05,1.106059381e+03,6.037886274e+06
pi+0.00,1.833333333e-05,2.225000000e-05,1.105667259e+03,6.014546021e+06
pi+0.00,1.854166667e-05,2.225000000e-05,1.105275138e+03,5.991240503e+06
pi+0.00,1.875000000e-05,2.225000000e-05,1.104879436e+03,5.967866362e+06
