# boundary elements; revolved_area = pi*(r_a+r_b)*L, exactly 0 on the axis
index,curve_name,boundary_id,kind,side_a,side_b,node_a,node_b,r_a_m,z_a_m,r_b_m,z_b_m,r_mid_m,z_mid_m,n_r,n_z,meridian_length_m,revolved_area_m2
86,free_surface_reference,free_surface_reference,ring,liquid,vacuum,87,88,1.50585306780934502e-06,0.00000000000000000e+00,6.64590177346823362e-07,0.00000000000000000e+00,1.08522162257808419e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,8.41262890462521658e-07,5.73627599159976922e-12
87,free_surface_reference,free_surface_reference,ring,liquid,vacuum,88,0,6.64590177346823362e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.32295088673411681e-07,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,6.64590177346823362e-07,1.38757896941616841e-12
88,bore_wall,bore_wall,ring,liquid,emitter_solid,89,90,4.99999999999999956e-06,-3.99999999999999965e-04,4.99999999999999956e-06,-3.99306071018672756e-04,4.99999999999999956e-06,-3.99653035509336388e-04,1.000000000e+00,-0.000000000e+00,6.93928981327209069e-07,2.18004218985060856e-11
89,bore_wall,bore_wall,ring,liquid,emitter_solid,90,91,4.99999999999999956e-06,-3.99306071018672756e-04,4.99999999999999956e-06,-3.98419558473820312e-04,4.99999999999999956e-06,-3.98862814746246534e-04,1.000000000e+00,-0.000000000e+00,8.86512544852444302e-07,2.78506129822363072e-11
90,bore_wall,bore_wall,ring,liquid,emitter_solid,91,92,4.99999999999999956e-06,-3.98419558473820312e-04,4.99999999999999956e-06,-3.97286963096463099e-04,4.99999999999999956e-06,-3.97853260785141732e-04,1.000000000e+00,-0.000000000e+00,1.13259537735721288e-06,3.55815331699517930e-11
91,bore_wall,bore_wall,ring,liquid,emitter_solid,92,93,4.99999999999999956e-06,-3.97286963096463099e-04,4.99999999999999956e-06,-3.95839996780858526e-04,4.99999999999999956e-06,-3.96563479938660812e-04,1.000000000e+00,-0.000000000e+00,1.44696631560457291e-06,4.54577874709521598e-11
92,bore_wall,bore_wall,ring,liquid,emitter_solid,93,94,4.99999999999999956e-06,-3.95839996780858526e-04,4.99999999999999956e-06,-3.93991389451296356e-04,4.99999999999999956e-06,-3.94915693116077468e-04,1.000000000e+00,-0.000000000e+00,1.84860732956217003e-06,5.80757120592475815e-11
93,bore_wall,bore_wall,ring,liquid,emitter_solid,94,95,4.99999999999999956e-06,-3.93991389451296356e-04,4.99999999999999956e-06,-3.91629674228660912e-04,4.99999999999999956e-06,-3.92810531839978634e-04,1.000000000e+00,-0.000000000e+00,2.36171522263544341e-06,7.41954719330269047e-11
94,bore_wall,bore_wall,ring,liquid,emitter_solid,95,96,4.99999999999999956e-06,-3.91629674228660912e-04,4.99999999999999956e-06,-3.88612424339294319e-04,4.99999999999999956e-06,-3.90121049283977616e-04,1.000000000e+00,-0.000000000e+00,3.01724988936659302e-06,9.47897008647870328e-11
95,bore_wall,bore_wall,ring,liquid,emitter_solid,96,97,4.99999999999999956e-06,-3.88612424339294319e-04,4.99999999999999956e-06,-3.84757674840787312e-04,4.99999999999999956e-06,-3.86685049590040843e-04,1.000000000e+00,-0.000000000e+00,3.85474949850700714e-06,1.21100527059385520e-10
96,bore_wall,bore_wall,ring,liquid,emitter_solid,97,98,4.99999999999999956e-06,-3.84757674840787312e-04,4.99999999999999956e-06,-3.79832972476855857e-04,4.99999999999999956e-06,-3.82295323658821584e-04,1.000000000e+00,-0.000000000e+00,4.92470236393145570e-06,1.54714087676433475e-10
97,bore_wall,bore_wall,ring,liquid,emitter_solid,98,99,4.99999999999999956e-06,-3.79832972476855857e-04,4.99999999999999956e-06,-3.73541329366203494e-04,4.99999999999999956e-06,-3.76687150921529675e-04,1.000000000e+00,-0.000000000e+00,6.29164311065236268e-06,1.97657797754342946e-10
98,bore_wall,bore_wall,ring,liquid,emitter_solid,99,100,4.99999999999999956e-06,-3.73541329366203494e-04,4.99999999999999956e-06,-3.65503325998518911e-04,4.99999999999999956e-06,-3.69522327682361229e-04,1.000000000e+00,-0.000000000e+00,8.03800336768458303e-06,2.52521323294478979e-10
99,bore_wall,bore_wall,ring,liquid,emitter_solid,100,101,4.99999999999999956e-06,-3.65503325998518911e-04,4.99999999999999956e-06,-3.55234228965372603e-04,4.99999999999999956e-06,-3.60368777481945757e-04,1.000000000e+00,-0.000000000e+00,1.02690970331463082e-05,3.22613197983331777e-10
100,bore_wall,bore_wall,ring,liquid,emitter_solid,101,102,4.99999999999999956e-06,-3.55234228965372603e-04,4.99999999999999956e-06,-3.42114755781469605e-04,4.99999999999999956e-06,-3.48674492373421104e-04,1.000000000e+00,-0.000000000e+00,1.31194731839029974e-05,4.12160405735179461e-10
101,bore_wall,bore_wall,ring,liquid,emitter_solid,102,103,4.99999999999999956e-06,-3.42114755781469605e-04,4.99999999999999956e-06,-3.25353735694630555e-04,4.99999999999999956e-06,-3.33734245738050053e-04,1.000000000e+00,-0.000000000e+00,1.67610200868390500e-05,5.26562975714845149e-10
102,bore_wall,bore_wall,ring,liquid,emitter_solid,103,104,4.99999999999999956e-06,-3.25353735694630555e-04,4.99999999999999956e-06,-3.03940389493746982e-04,4.99999999999999956e-06,-3.14647062594188768e-04,1.000000000e+00,-0.000000000e+00,2.14133462008835734e-05,6.72720111134707342e-10
103,bore_wall,bore_wall,ring,liquid,emitter_solid,104,105,4.99999999999999956e-06,-3.03940389493746982e-04,4.99999999999999956e-06,-2.76583380643413332e-04,4.99999999999999956e-06,-2.90261885068580157e-04,1.000000000e+00,-0.000000000e+00,2.73570088503336493e-05,8.59445780283991353e-10
104,bore_wall,bore_wall,ring,liquid,emitter_solid,105,106,4.99999999999999956e-06,-2.76583380643413332e-04,4.99999999999999956e-06,-2.41632936721464426e-04,4.99999999999999956e-06,-2.59108158682438906e-04,1.000000000e+00,-0.000000000e+00,3.49504439219489060e-05,1.09800057864896718e-09
105,bore_wall,bore_wall,ring,liquid,emitter_solid,106,107,4.99999999999999956e-06,-2.41632936721464426e-04,4.99999999999999956e-06,-2.01405148037030483e-04,4.99999999999999956e-06,-2.21519042379247455e-04,1.000000000e+00,-0.000000000e+00,4.02277886844339431e-05,1.26379325401180264e-09
106,bore_wall,bore_wall,ring,liquid,emitter_solid,107,108,4.99999999999999956e-06,-2.01405148037030483e-04,4.99999999999999956e-06,-1.68855785839157780e-04,4.99999999999999956e-06,-1.85130466938094131e-04,1.000000000e+00,-0.000000000e+00,3.25493621978727036e-05,1.02256837159870199e-09
107,bore_wall,bore_wall,ring,liquid,emitter_solid,108,109,4.99999999999999956e-06,-1.68855785839157780e-04,4.99999999999999956e-06,-1.43318956166274655e-04,4.99999999999999956e-06,-1.56087371002716218e-04,1.000000000e+00,-0.000000000e+00,2.55368296728831243e-05,8.02263164963034554e-10
108,bore_wall,bore_wall,ring,liquid,emitter_solid,109,110,4.99999999999999956e-06,-1.43318956166274655e-04,4.99999999999999956e-06,-1.23251658212854775e-04,4.99999999999999956e-06,-1.33285307189564715e-04,1.000000000e+00,-0.000000000e+00,2.00672979534198808e-05,6.30432758278613834e-10
109,bore_wall,bore_wall,ring,liquid,emitter_solid,110,111,4.99999999999999956e-06,-1.23251658212854775e-04,4.99999999999999956e-06,-1.07438541659801603e-04,4.99999999999999956e-06,-1.15345099936328189e-04,1.000000000e+00,-0.000000000e+00,1.58131165530531713e-05,4.96783707934309876e-10
110,bore_wall,bore_wall,ring,liquid,emitter_solid,111,112,4.99999999999999956e-06,-1.07438541659801603e-04,4.99999999999999956e-06,-9.49169058423713382e-05,4.99999999999999956e-06,-1.01177723751086471e-04,1.000000000e+00,-0.000000000e+00,1.25216358174302651e-05,3.93378790949657397e-10
111,bore_wall,bore_wall,ring,liquid,emitter_solid,112,113,4.99999999999999956e-06,-9.49169058423713382e-05,4.99999999999999956e-06,-8.49154957946758994e-05,4.99999999999999956e-06,-8.99162008185236188e-05,1.000000000e+00,-0.000000000e+00,1.00014100476954388e-05,3.14203563313791308e-10
112,bore_wall,bore_wall,ring,liquid,emitter_solid,113,114,4.99999999999999956e-06,-8.49154957946758994e-05,4.99999999999999956e-06,-7.68023000435392230e-05,4.99999999999999956e-06,-8.08588979191075612e-05,1.000000000e+00,-0.000000000e+00,8.11319575113667642e-06,2.54883561689069041e-10
113,bore_wall,bore_wall,ring,liquid,emitter_solid,114,115,4.99999999999999956e-06,-7.68023000435392230e-05,4.99999999999999956e-06,-7.00367911287087591e-05,4.99999999999999956e-06,-7.34195455861239910e-05,1.000000000e+00,-0.000000000e+00,6.76550891483046393e-06,2.12544731046276355e-10
114,bore_wall,bore_wall,ring,liquid,emitter_solid,115,116,4.99999999999999956e-06,-7.00367911287087591e-05,4.99999999999999956e-06,-6.41241681270399979e-05,4.99999999999999956e-06,-6.70804796278743785e-05,1.000000000e+00,-0.000000000e+00,5.91262300166876115e-06,1.85750529854886090e-10
115,bore_wall,bore_wall,ring,liquid,emitter_solid,116,117,4.99999999999999956e-06,-6.41241681270399979e-05,4.99999999999999956e-06,-5.85774294924481490e-05,4.99999999999999956e-06,-6.13507988097440735e-05,1.000000000e+00,-0.000000000e+00,5.54673863459184896e-06,1.74255933458164303e-10
116,bore_wall,bore_wall,ring,liquid,emitter_solid,117,118,4.99999999999999956e-06,-5.85774294924481490e-05,4.99999999999999956e-06,-5.29032546111622638e-05,4.99999999999999956e-06,-5.57403420518052064e-05,1.000000000e+00,-0.000000000e+00,5.67417488128588512e-06,1.78259461222314721e-10
117,bore_wall,bore_wall,ring,liquid,emitter_solid,118,119,4.99999999999999956e-06,-5.29032546111622638e-05,4.99999999999999956e-06,-4.66114096249751662e-05,4.99999999999999956e-06,-4.97573321180687150e-05,1.000000000e+00,-0.000000000e+00,6.29184498618709769e-06,1.97664139861311568e-10
118,bore_wall,bore_wall,ring,liquid,emitter_solid,119,120,4.99999999999999956e-06,-4.66114096249751662e-05,4.99999999999999956e-06,-3.92145344868402384e-05,4.99999999999999956e-06,-4.29129720559077023e-05,1.000000000e+00,-0.000000000e+00,7.39687513813492778e-06,2.32379685934856725e-10
119,bore_wall,bore_wall,ring,liquid,emitter_solid,120,121,4.99999999999999956e-06,-3.92145344868402384e-05,4.99999999999999956e-06,-3.08517558751908688e-05,4.99999999999999956e-06,-3.50331451810155536e-05,1.000000000e+00,-0.000000000e+00,8.36277861164936957e-06,2.62724438499555040e-10
120,bore_wall,bore_wall,ring,liquid,emitter_solid,121,122,4.99999999999999956e-06,-3.08517558751908688e-05,4.99999999999999956e-06,-2.40130260631014132e-05,4.99999999999999956e-06,-2.74323909691461410e-05,1.000000000e+00,-0.000000000e+00,6.83872981208945557e-06,2.14845033375457392e-10
121,bore_wall,bore_wall,ring,liquid,emitter_solid,122,123,4.99999999999999956e-06,-2.40130260631014132e-05,4.99999999999999956e-06,-1.86600986885158970e-05,4.99999999999999956e-06,-2.13365623758086551e-05,1.000000000e+00,-0.000000000e+00,5.35292737458551620e-06,1.68167173151975557e-10
122,bore_wall,bore_wall,ring,liquid,emitter_solid,123,124,4.99999999999999956e-06,-1.86600986885158970e-05,4.99999999999999956e-06,-1.44701626857071794e-05,4.99999999999999956e-06,-1.65651306871115382e-05,1.000000000e+00,-0.000000000e+00,4.18993600280871768e-06,1.31630721654352479e-10
123,bore_wall,bore_wall,ring,liquid,emitter_solid,124,125,4.99999999999999956e-06,-1.44701626857071794e-05,4.99999999999999956e-06,-1.11905445597953752e-05,4.99999999999999956e-06,-1.28303536227512773e-05,1.000000000e+00,-0.000000000e+00,3.27961812591180419e-06,1.03032242109444480e-10
124,bore_wall,bore_wall,ring,liquid,emitter_solid,125,126,4.99999999999999956e-06,-1.11905445597953752e-05,4.99999999999999956e-06,-8.62347108579789544e-06,4.99999999999999956e-06,-9.90700782279663530e-06,1.000000000e+00,-0.000000000e+00,2.56707347399747973e-06,8.06469916713571063e-11
125,bore_wall,bore_wall,ring,liquid,emitter_solid,126,127,4.99999999999999956e-06,-8.62347108579789544e-06,4.99999999999999956e-06,-6.61412520460097440e-06,4.99999999999999956e-06,-7.61879814519943492e-06,1.000000000e+00,-0.000000000e+00,2.00934588119692104e-06,6.31254625888915627e-11
126,bore_wall,bore_wall,ring,liquid,emitter_solid,127,128,4.99999999999999956e-06,-6.61412520460097440e-06,4.99999999999999956e-06,-5.04133279405143912e-06,4.99999999999999956e-06,-5.82772899932620676e-06,1.000000000e+00,-0.000000000e+00,1.57279241054953528e-06,4.94107308260420132e-11
127,bore_wall,bore_wall,ring,liquid,emitter_solid,128,129,4.99999999999999956e-06,-5.04133279405143912e-06,4.99999999999999956e-06,-3.81025233443506393e-06,4.99999999999999956e-06,-4.42579256424325152e-06,1.000000000e+00,-0.000000000e+00,1.23108045961637519e-06,3.86755332790874968e-11
128,bore_wall,bore_wall,ring,liquid,emitter_solid,129,130,4.99999999999999956e-06,-3.81025233443506393e-06,4.99999999999999956e-06,-2.84664787435185643e-06,4.99999999999999956e-06,-3.32845010439346018e-06,1.000000000e+00,-0.000000000e+00,9.63604460083207492e-07,3.02725269276376333e-11
129,bore_wall,bore_wall,ring,liquid,emitter_solid,130,131,4.99999999999999956e-06,-2.84664787435185643e-06,4.99999999999999956e-06,-2.09239195887321507e-06,4.99999999999999956e-06,-2.46951991661253575e-06,1.000000000e+00,-0.000000000e+00,7.54255915478641362e-07,2.36956484299434355e-11
130,bore_wall,bore_wall,ring,liquid,emitter_solid,131,132,4.99999999999999956e-06,-2.09239195887321507e-06,4.99999999999999956e-06,-1.50201098883810842e-06,4.99999999999999956e-06,-1.79720147385566175e-06,1.000000000e+00,-0.000000000e+00,5.90380970035106652e-07,1.85473651828150651e-11
131,bore_wall,bore_wall,ring,liquid,emitter_solid,132,133,4.99999999999999956e-06,-1.50201098883810842e-06,4.99999999999999956e-06,-1.03991265939411878e-06,4.99999999999999956e-06,-1.27096182411611360e-06,1.000000000e+00,-0.000000000e+00,4.62098329443989646e-07,1.45172471701735370e-11
132,bore_wall,bore_wall,ring,liquid,emitter_solid,133,134,4.99999999999999956e-06,-1.03991265939411878e-06,4.99999999999999956e-06,-6.78211260755684150e-07,4.99999999999999956e-06,-8.59061960074901463e-07,1.000000000e+00,-0.000000000e+00,3.61701398638434625e-07,1.13631845675565933e-11
133,bore_wall,bore_wall,ring,liquid,emitter_solid,134,135,4.99999999999999956e-06,-6.78211260755684150e-07,4.99999999999999956e-06,-3.95093672929099169e-07,4.99999999999999956e-06,-5.36652466842391660e-07,1.000000000e+00,-0.000000000e+00,2.83117587826584981e-07,8.89440134018062348e-12
134,bore_wall,bore_wall,ring,liquid,emitter_solid,135,136,4.99999999999999956e-06,-3.95093672929099169e-07,4.99999999999999956e-06,-1.73480083533487581e-07,4.99999999999999956e-06,-2.84286878231293375e-07,1.000000000e+00,-0.000000000e+00,2.21613589395611588e-07,6.96219624380918220e-12
135,bore_wall,bore_wall,ring,liquid,emitter_solid,136,79,4.99999999999999956e-06,-1.73480083533487581e-07,4.99999999999999956e-06,0.00000000000000000e+00,4.99999999999999956e-06,-8.67400417667437904e-08,1.000000000e+00,-0.000000000e+00,1.73480083533487581e-07,5.45003755972948201e-12
136,liquid_inlet,liquid_inlet,ring,liquid,outside,41,137,0.00000000000000000e+00,-3.99999999999999965e-04,6.49805904880143609e-07,-3.99999999999999965e-04,3.24902952440071804e-07,-3.99999999999999965e-04,0.000000000e+00,-1.000000000e+00,6.49805904880143609e-07,1.32653031635121216e-12
137,liquid_inlet,liquid_inlet,ring,liquid,outside,137,138,6.49805904880143609e-07,-3.99999999999999965e-04,1.46850492411232024e-06,-3.99999999999999965e-04,1.05915541449623193e-06,-3.99999999999999965e-04,0.000000000e+00,-1.000000000e+00,8.18699019232176635e-07,5.44833532793158697e-12
138,liquid_inlet,liquid_inlet,ring,liquid,outside,138,139,1.46850492411232024e-06,-3.99999999999999965e-04,2.50000000000000020e-06,-3.99999999999999965e-04,1.98425246205616033e-06,-3.99999999999999965e-04,0.000000000e+00,-1.000000000e+00,1.03149507588767996e-06,1.28600884406534123e-11
139,liquid_inlet,liquid_inlet,ring,liquid,outside,139,140,2.50000000000000020e-06,-3.99999999999999965e-04,3.53149507588767995e-06,-3.99999999999999965e-04,3.01574753794384008e-06,-3.99999999999999965e-04,0.000000000e+00,-1.000000000e+00,1.03149507588767975e-06,1.95452850855744017e-11
140,liquid_inlet,liquid_inlet,ring,liquid,outside,140,141,3.53149507588767995e-06,-3.99999999999999965e-04,4.35019409511985659e-06,-3.99999999999999965e-04,3.94084458550376848e-06,-3.99999999999999965e-04,0.000000000e+00,-1.000000000e+00,8.18699019232176635e-07,2.02718529152781632e-11
141,liquid_inlet,liquid_inlet,ring,liquid,outside,141,89,4.35019409511985659e-06,-3.99999999999999965e-04,4.99999999999999956e-06,-3.99999999999999965e-04,4.67509704755992808e-06,-3.99999999999999965e-04,0.000000000e+00,-1.000000000e+00,6.49805904880142973e-07,1.90877242539560383e-11
142,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,142,143,9.99999999999999912e-06,0.00000000000000000e+00,9.82440600019668112e-06,0.00000000000000000e+00,9.91220300009834012e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,1.75593999803318001e-07,1.09360308755521708e-11
143,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,143,144,9.82440600019668112e-06,0.00000000000000000e+00,9.59947789241287352e-06,0.00000000000000000e+00,9.71194194630477817e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,2.24928107783807607e-07,1.37255474599190385e-11
144,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,144,145,9.59947789241287352e-06,0.00000000000000000e+00,9.31134406039093054e-06,0.00000000000000000e+00,9.45541097640190203e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,2.88133832021942975e-07,1.71180595779544953e-11
145,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,145,146,9.31134406039093054e-06,0.00000000000000000e+00,8.94226946978841405e-06,0.00000000000000000e+00,9.12680676508967230e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,3.69074590602516488e-07,2.11647367332399349e-11
146,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,146,147,8.94226946978841405e-06,0.00000000000000000e+00,8.46949727429674532e-06,0.00000000000000000e+00,8.70588337204258053e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,4.72772195491668730e-07,2.58609598642404781e-11
147,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,147,148,8.46949727429674532e-06,0.00000000000000000e+00,7.86389404970175336e-06,0.00000000000000000e+00,8.16669566199924934e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,6.05603224594991959e-07,3.10752348064804300e-11
148,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,148,149,7.86389404970175336e-06,0.00000000000000000e+00,7.13610595029823770e-06,0.00000000000000000e+00,7.49999999999999595e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,7.27788099403515664e-07,3.42962061968424266e-11
149,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,149,150,7.13610595029823770e-06,0.00000000000000000e+00,6.53050272570324828e-06,0.00000000000000000e+00,6.83330433800074257e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,6.05603224594989418e-07,2.60015244348569178e-11
150,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,150,151,6.53050272570324828e-06,0.00000000000000000e+00,6.05773053021158124e-06,0.00000000000000000e+00,6.29411662795741476e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,4.72772195491667036e-07,1.86967698211037592e-11
151,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,151,152,6.05773053021158124e-06,0.00000000000000000e+00,5.68865593960906730e-06,0.00000000000000000e+00,5.87319323491032469e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,3.69074590602513947e-07,1.36197239406657542e-11
152,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,152,153,5.68865593960906730e-06,0.00000000000000000e+00,5.40052210758712432e-06,0.00000000000000000e+00,5.54458902359809581e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,2.88133832021942975e-07,1.00379143199698473e-11
153,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,153,154,5.40052210758712432e-06,0.00000000000000000e+00,5.17559399980331756e-06,0.00000000000000000e+00,5.28805805369522052e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,2.24928107783806760e-07,7.47342727006482522e-12
154,emitter_tip_land,emitter_tip_land,ring,emitter_solid,vacuum,154,79,5.17559399980331756e-06,0.00000000000000000e+00,4.99999999999999956e-06,0.00000000000000000e+00,5.08779699990165856e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,1.75593999803318001e-07,5.61331371834437046e-12
155,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,155,156,1.99999999999999982e-05,-3.99999999999999965e-04,1.99999999999999982e-05,-3.97906750100880126e-04,1.99999999999999982e-05,-3.98953375050440046e-04,1.000000000e+00,-0.000000000e+00,2.09324989911983863e-06,2.63045540208098398e-10
156,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,156,157,1.99999999999999982e-05,-3.97906750100880126e-04,1.99999999999999982e-05,-3.95229071936032577e-04,1.99999999999999982e-05,-3.96567911018456325e-04,1.000000000e+00,-0.000000000e+00,2.67767816484754942e-06,3.36486962054514392e-10
157,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,157,158,1.99999999999999982e-05,-3.95229071936032577e-04,1.99999999999999982e-05,-3.91804854015809288e-04,1.99999999999999982e-05,-3.93516962975920905e-04,1.000000000e+00,-0.000000000e+00,3.42421792022328886e-06,4.30299914498560152e-10
158,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,158,159,1.99999999999999982e-05,-3.91804854015809288e-04,1.99999999999999982e-05,-3.87423981744350061e-04,1.99999999999999982e-05,-3.89614417880079647e-04,1.000000000e+00,-0.000000000e+00,4.38087227145922712e-06,5.50516645773261489e-10
159,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,159,160,1.99999999999999982e-05,-3.87423981744350061e-04,1.99999999999999982e-05,-3.81820678443703669e-04,1.99999999999999982e-05,-3.84622330094026865e-04,1.000000000e+00,-0.000000000e+00,5.60330330064639191e-06,7.04131859405845721e-10
160,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,160,161,1.99999999999999982e-05,-3.81820678443703669e-04,1.99999999999999982e-05,-3.74739659379122502e-04,1.99999999999999982e-05,-3.78280168911413112e-04,1.000000000e+00,-0.000000000e+00,7.08101906458116727e-06,8.89827098928698457e-10
161,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,161,162,1.99999999999999982e-05,-3.74739659379122502e-04,1.99999999999999982e-05,-3.65976503524391677e-04,1.99999999999999982e-05,-3.70358081451757117e-04,1.000000000e+00,-0.000000000e+00,8.76315585473082465e-06,1.10121064221938961e-09
162,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,162,163,1.99999999999999982e-05,-3.65976503524391677e-04,1.99999999999999982e-05,-3.55002135667329788e-04,1.99999999999999982e-05,-3.60489319595860705e-04,1.000000000e+00,-0.000000000e+00,1.09743678570618894e-05,1.37907973750150348e-09
163,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,163,164,1.99999999999999982e-05,-3.55002135667329788e-04,1.99999999999999982e-05,-3.41142717662287027e-04,1.99999999999999982e-05,-3.48072426664808407e-04,1.000000000e+00,-0.000000000e+00,1.38594180050427606e-05,1.74162583150689761e-09
164,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,164,165,1.99999999999999982e-05,-3.41142717662287027e-04,1.99999999999999982e-05,-3.23551136724910412e-04,1.99999999999999982e-05,-3.32346927193598719e-04,1.000000000e+00,-0.000000000e+00,1.75915809373766155e-05,2.21062325751570449e-09
165,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,165,166,1.99999999999999982e-05,-3.23551136724910412e-04,1.99999999999999982e-05,-3.01154036730244101e-04,1.99999999999999982e-05,-3.12352586727577229e-04,1.000000000e+00,-0.000000000e+00,2.23970999946663109e-05,2.81450259219838665e-09
166,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,166,167,1.99999999999999982e-05,-3.01154036730244101e-04,1.99999999999999982e-05,-2.72586086696139751e-04,1.99999999999999982e-05,-2.86870061713191899e-04,1.000000000e+00,-0.000000000e+00,2.85679500341043499e-05,3.58995447821049990e-09
167,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,167,168,1.99999999999999982e-05,-2.72586086696139751e-04,1.99999999999999982e-05,-2.36106663363244793e-04,1.99999999999999982e-05,-2.54346375029692272e-04,1.000000000e+00,-0.000000000e+00,3.64794233328949577e-05,4.58413953399259488e-09
168,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,168,169,1.99999999999999982e-05,-2.36106663363244793e-04,1.99999999999999982e-05,-1.96362143116816874e-04,1.99999999999999982e-05,-2.16234403240030820e-04,1.000000000e+00,-0.000000000e+00,3.97445202464279188e-05,4.99444371306514894e-09
169,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,169,170,1.99999999999999982e-05,-1.96362143116816874e-04,1.99999999999999982e-05,-1.64969960335916826e-04,1.99999999999999982e-05,-1.80666051726366850e-04,1.000000000e+00,-0.000000000e+00,3.13921827809000484e-05,3.94485803218494349e-09
170,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,170,171,1.99999999999999982e-05,-1.64969960335916826e-04,1.99999999999999982e-05,-1.40427932162170467e-04,1.99999999999999982e-05,-1.52698946249043633e-04,1.000000000e+00,-0.000000000e+00,2.45420281737463591e-05,3.08404221659341133e-09
171,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,171,172,1.99999999999999982e-05,-1.40427932162170467e-04,1.99999999999999982e-05,-1.21241227594007456e-04,1.99999999999999982e-05,-1.30834579878088961e-04,1.000000000e+00,-0.000000000e+00,1.91867045681630107e-05,2.41107240471754542e-09
172,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,172,173,1.99999999999999982e-05,-1.21241227594007456e-04,1.99999999999999982e-05,-1.06241262168542329e-04,1.99999999999999982e-05,-1.13741244881274893e-04,1.000000000e+00,-0.000000000e+00,1.49999654254651268e-05,1.88495124738968535e-09
173,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,173,174,1.99999999999999982e-05,-1.06241262168542329e-04,1.99999999999999982e-05,-9.45144553621673762e-05,1.99999999999999982e-05,-1.00377858765354853e-04,1.000000000e+00,-0.000000000e+00,1.17268068063749531e-05,1.47363400451897334e-09
174,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,174,175,1.99999999999999982e-05,-9.45144553621673762e-05,1.99999999999999982e-05,-8.53465353367050656e-05,1.99999999999999982e-05,-8.99304953494362209e-05,1.000000000e+00,-0.000000000e+00,9.16792002546231062e-06,1.15207480802764558e-09
175,emitter_outer_surface,emitter_outer_surface,ring,emitter_solid,vacuum,175,176,1.99999999999999982e-05,-8.53465353367050656e-05,1.99999999999999982e-05,-7.81793215562962907e-05,1.99999999999999982e-05,-8.17629284465006781e-05,1.000000000e+00,-0.000000000e+00,7.16721378040877490e-06,9.00658646369589340e-10
