# boundary elements; revolved_area = pi*(r_a+r_b)*L, exactly 0 on the axis
index,curve_name,boundary_id,kind,side_a,side_b,node_a,node_b,r_a_m,z_a_m,r_b_m,z_b_m,r_mid_m,z_mid_m,n_r,n_z,meridian_length_m,revolved_area_m2
10,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,10,11,0.00000000000000000e+00,-2.58101254027462640e-05,0.00000000000000000e+00,-3.34116127720345053e-05,0.00000000000000000e+00,-2.96108690873903847e-05,-1.000000000e+00,0.000000000e+00,7.60148736928824130e-06,0.00000000000000000e+00
11,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,11,12,0.00000000000000000e+00,-3.34116127720345053e-05,0.00000000000000000e+00,-4.23958843233044068e-05,0.00000000000000000e+00,-3.79037485476694527e-05,-1.000000000e+00,0.000000000e+00,8.98427155126990147e-06,0.00000000000000000e+00
12,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,12,13,0.00000000000000000e+00,-4.23958843233044068e-05,0.00000000000000000e+00,-5.03044389256808200e-05,0.00000000000000000e+00,-4.63501616244926134e-05,-1.000000000e+00,0.000000000e+00,7.90855460237641322e-06,0.00000000000000000e+00
13,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,13,14,0.00000000000000000e+00,-5.03044389256808200e-05,0.00000000000000000e+00,-5.74069160991290769e-05,0.00000000000000000e+00,-5.38556775124049485e-05,-1.000000000e+00,0.000000000e+00,7.10247717344825689e-06,0.00000000000000000e+00
14,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,14,15,0.00000000000000000e+00,-5.74069160991290769e-05,0.00000000000000000e+00,-6.42885967554485284e-05,0.00000000000000000e+00,-6.08477564272888027e-05,-1.000000000e+00,0.000000000e+00,6.88168065631945152e-06,0.00000000000000000e+00
15,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,15,16,0.00000000000000000e+00,-6.42885967554485284e-05,0.00000000000000000e+00,-7.15341548551631399e-05,0.00000000000000000e+00,-6.79113758053058274e-05,-1.000000000e+00,0.000000000e+00,7.24555809971461149e-06,0.00000000000000000e+00
16,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,16,17,0.00000000000000000e+00,-7.15341548551631399e-05,0.00000000000000000e+00,-7.97300636943002518e-05,0.00000000000000000e+00,-7.56321092747316891e-05,-1.000000000e+00,0.000000000e+00,8.19590883913711191e-06,0.00000000000000000e+00
17,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,17,18,0.00000000000000000e+00,-7.97300636943002518e-05,0.00000000000000000e+00,-8.94832817127074799e-05,0.00000000000000000e+00,-8.46066727035038591e-05,-1.000000000e+00,0.000000000e+00,9.75321801840722802e-06,0.00000000000000000e+00
18,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,18,19,0.00000000000000000e+00,-8.94832817127074799e-05,0.00000000000000000e+00,-1.01462286839736762e-04,0.00000000000000000e+00,-9.54727842762221278e-05,-1.000000000e+00,0.000000000e+00,1.19790051270292824e-05,0.00000000000000000e+00
19,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,19,20,0.00000000000000000e+00,-1.01462286839736762e-04,0.00000000000000000e+00,-1.16449881084037919e-04,0.00000000000000000e+00,-1.08956083961887334e-04,-1.000000000e+00,0.000000000e+00,1.49875942443011568e-05,0.00000000000000000e+00
20,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,20,21,0.00000000000000000e+00,-1.16449881084037919e-04,0.00000000000000000e+00,-1.35401724946396452e-04,0.00000000000000000e+00,-1.25925803015217185e-04,-1.000000000e+00,0.000000000e+00,1.89518438623585326e-05,0.00000000000000000e+00
21,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,21,22,0.00000000000000000e+00,-1.35401724946396452e-04,0.00000000000000000e+00,-1.59512353739791528e-04,0.00000000000000000e+00,-1.47457039343093976e-04,-1.000000000e+00,0.000000000e+00,2.41106287933950763e-05,0.00000000000000000e+00
22,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,22,23,0.00000000000000000e+00,-1.59512353739791528e-04,0.00000000000000000e+00,-1.90293407045028504e-04,0.00000000000000000e+00,-1.74902880392410016e-04,-1.000000000e+00,0.000000000e+00,3.07810533052369764e-05,0.00000000000000000e+00
23,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,23,24,0.00000000000000000e+00,-1.90293407045028504e-04,0.00000000000000000e+00,-2.29627330343832328e-04,0.00000000000000000e+00,-2.09960368694430430e-04,-1.000000000e+00,0.000000000e+00,3.93339232988038242e-05,0.00000000000000000e+00
24,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,24,25,0.00000000000000000e+00,-2.29627330343832328e-04,0.00000000000000000e+00,-2.67758447161168547e-04,0.00000000000000000e+00,-2.48692888752500424e-04,-1.000000000e+00,0.000000000e+00,3.81311168173362181e-05,0.00000000000000000e+00
25,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,25,26,0.00000000000000000e+00,-2.67758447161168547e-04,0.00000000000000000e+00,-2.97478852094701276e-04,0.00000000000000000e+00,-2.82618649627934884e-04,-1.000000000e+00,0.000000000e+00,2.97204049335327296e-05,0.00000000000000000e+00
26,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,26,27,0.00000000000000000e+00,-2.97478852094701276e-04,0.00000000000000000e+00,-3.20643723964338795e-04,0.00000000000000000e+00,-3.09061288029520063e-04,-1.000000000e+00,0.000000000e+00,2.31648718696375188e-05,0.00000000000000000e+00
27,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,27,28,0.00000000000000000e+00,-3.20643723964338795e-04,0.00000000000000000e+00,-3.38699036270847359e-04,0.00000000000000000e+00,-3.29671380117593077e-04,-1.000000000e+00,0.000000000e+00,1.80553123065085646e-05,0.00000000000000000e+00
28,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,28,29,0.00000000000000000e+00,-3.38699036270847359e-04,0.00000000000000000e+00,-3.52771823908665997e-04,0.00000000000000000e+00,-3.45735430089756678e-04,-1.000000000e+00,0.000000000e+00,1.40727876378186380e-05,0.00000000000000000e+00
29,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,29,30,0.00000000000000000e+00,-3.52771823908665997e-04,0.00000000000000000e+00,-3.63740537552495176e-04,0.00000000000000000e+00,-3.58256180730580614e-04,-1.000000000e+00,0.000000000e+00,1.09687136438291785e-05,0.00000000000000000e+00
30,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,30,31,0.00000000000000000e+00,-3.63740537552495176e-04,0.00000000000000000e+00,-3.72289824106192073e-04,0.00000000000000000e+00,-3.68015180829343652e-04,-1.000000000e+00,0.000000000e+00,8.54928655369689748e-06,0.00000000000000000e+00
31,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,31,32,0.00000000000000000e+00,-3.72289824106192073e-04,0.00000000000000000e+00,-3.78953364103355771e-04,0.00000000000000000e+00,-3.75621594104773922e-04,-1.000000000e+00,0.000000000e+00,6.66353999716369754e-06,0.00000000000000000e+00
32,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,32,33,0.00000000000000000e+00,-3.78953364103355771e-04,0.00000000000000000e+00,-3.84147127330800356e-04,0.00000000000000000e+00,-3.81550245717078064e-04,-1.000000000e+00,0.000000000e+00,5.19376322744458541e-06,0.00000000000000000e+00
33,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,33,34,0.00000000000000000e+00,-3.84147127330800356e-04,0.00000000000000000e+00,-3.88195260422216973e-04,0.00000000000000000e+00,-3.86171193876508638e-04,-1.000000000e+00,0.000000000e+00,4.04813309141661666e-06,0.00000000000000000e+00
34,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,34,35,0.00000000000000000e+00,-3.88195260422216973e-04,0.00000000000000000e+00,-3.91350447275594815e-04,0.00000000000000000e+00,-3.89772853848905894e-04,-1.000000000e+00,0.000000000e+00,3.15518685337784228e-06,0.00000000000000000e+00
35,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,35,36,0.00000000000000000e+00,-3.91350447275594815e-04,0.00000000000000000e+00,-3.93809700122614028e-04,0.00000000000000000e+00,-3.92580073699104449e-04,-1.000000000e+00,0.000000000e+00,2.45925284701921246e-06,0.00000000000000000e+00
36,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,36,37,0.00000000000000000e+00,-3.93809700122614028e-04,0.00000000000000000e+00,-3.95726474518180282e-04,0.00000000000000000e+00,-3.94768087320397155e-04,-1.000000000e+00,0.000000000e+00,1.91677439556625379e-06,0.00000000000000000e+00
37,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,37,38,0.00000000000000000e+00,-3.95726474518180282e-04,0.00000000000000000e+00,-3.97220429214971231e-04,0.00000000000000000e+00,-3.96473451866575784e-04,-1.000000000e+00,0.000000000e+00,1.49395469679094962e-06,0.00000000000000000e+00
38,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,38,39,0.00000000000000000e+00,-3.97220429214971231e-04,0.00000000000000000e+00,-3.98384860127505135e-04,0.00000000000000000e+00,-3.97802644671238210e-04,-1.000000000e+00,0.000000000e+00,1.16443091253390406e-06,0.00000000000000000e+00
39,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,39,40,0.00000000000000000e+00,-3.98384860127505135e-04,0.00000000000000000e+00,-3.99292567234513576e-04,0.00000000000000000e+00,-3.98838713681009356e-04,-1.000000000e+00,0.000000000e+00,9.07707107008440955e-07,0.00000000000000000e+00
40,symmetry_axis.liquid,symmetry_axis,axis_symmetry,liquid,liquid,40,41,0.00000000000000000e+00,-3.99292567234513576e-04,0.00000000000000000e+00,-3.99999999999999965e-04,0.00000000000000000e+00,-3.99646283617256771e-04,-1.000000000e+00,0.000000000e+00,7.07432765486388712e-07,0.00000000000000000e+00
41,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,42,43,0.00000000000000000e+00,1.50000000000000003e-03,0.00000000000000000e+00,1.41321132017072928e-03,0.00000000000000000e+00,1.45660566008536455e-03,-1.000000000e+00,0.000000000e+00,8.67886798292707550e-05,0.00000000000000000e+00
42,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,43,44,0.00000000000000000e+00,1.41321132017072928e-03,0.00000000000000000e+00,1.32642264034145787e-03,0.00000000000000000e+00,1.36981698025609357e-03,-1.000000000e+00,0.000000000e+00,8.67886798292714055e-05,0.00000000000000000e+00
43,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,44,45,0.00000000000000000e+00,1.32642264034145787e-03,0.00000000000000000e+00,1.23963396051220728e-03,0.00000000000000000e+00,1.28302830042683258e-03,-1.000000000e+00,0.000000000e+00,8.67886798292505889e-05,0.00000000000000000e+00
44,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,45,46,0.00000000000000000e+00,1.23963396051220728e-03,0.00000000000000000e+00,1.15284528068295778e-03,0.00000000000000000e+00,1.19623962059758242e-03,-1.000000000e+00,0.000000000e+00,8.67886798292495047e-05,0.00000000000000000e+00
45,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,46,47,0.00000000000000000e+00,1.15284528068295778e-03,0.00000000000000000e+00,1.06605660085370849e-03,0.00000000000000000e+00,1.10945094076833313e-03,-1.000000000e+00,0.000000000e+00,8.67886798292492878e-05,0.00000000000000000e+00
46,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,47,48,0.00000000000000000e+00,1.06605660085370849e-03,0.00000000000000000e+00,9.79267921024458768e-04,0.00000000000000000e+00,1.02266226093908363e-03,-1.000000000e+00,0.000000000e+00,8.67886798292497215e-05,0.00000000000000000e+00
47,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,48,49,0.00000000000000000e+00,9.79267921024458768e-04,0.00000000000000000e+00,8.92479241195209263e-04,0.00000000000000000e+00,9.35873581109834016e-04,-1.000000000e+00,0.000000000e+00,8.67886798292495047e-05,0.00000000000000000e+00
48,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,49,50,0.00000000000000000e+00,8.92479241195209263e-04,0.00000000000000000e+00,8.11205940157694273e-04,0.00000000000000000e+00,8.51842590676451768e-04,-1.000000000e+00,0.000000000e+00,8.12733010375149903e-05,0.00000000000000000e+00
49,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,50,51,0.00000000000000000e+00,8.11205940157694273e-04,0.00000000000000000e+00,7.42915433113697926e-04,0.00000000000000000e+00,7.77060686635696100e-04,-1.000000000e+00,0.000000000e+00,6.82905070439963468e-05,0.00000000000000000e+00
50,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,51,52,0.00000000000000000e+00,7.42915433113697926e-04,0.00000000000000000e+00,6.83637259504241840e-04,0.00000000000000000e+00,7.13276346308969883e-04,-1.000000000e+00,0.000000000e+00,5.92781736094560863e-05,0.00000000000000000e+00
51,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,52,53,0.00000000000000000e+00,6.83637259504241840e-04,0.00000000000000000e+00,6.29666605001353457e-04,0.00000000000000000e+00,6.56651932252797594e-04,-1.000000000e+00,0.000000000e+00,5.39706545028883827e-05,0.00000000000000000e+00
52,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,53,54,0.00000000000000000e+00,6.29666605001353457e-04,0.00000000000000000e+00,5.77585733173914843e-04,0.00000000000000000e+00,6.03626169087634204e-04,-1.000000000e+00,0.000000000e+00,5.20808718274386141e-05,0.00000000000000000e+00
53,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,54,55,0.00000000000000000e+00,5.77585733173914843e-04,0.00000000000000000e+00,5.24798734055200019e-04,0.00000000000000000e+00,5.51192233614557431e-04,-1.000000000e+00,0.000000000e+00,5.27869991187148238e-05,0.00000000000000000e+00
54,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,55,56,0.00000000000000000e+00,5.24798734055200019e-04,0.00000000000000000e+00,4.72724862713252503e-04,0.00000000000000000e+00,4.98761798384226261e-04,-1.000000000e+00,0.000000000e+00,5.20738713419475162e-05,0.00000000000000000e+00
55,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,56,57,0.00000000000000000e+00,4.72724862713252503e-04,0.00000000000000000e+00,4.18913382493889567e-04,0.00000000000000000e+00,4.45819122603571035e-04,-1.000000000e+00,0.000000000e+00,5.38114802193629359e-05,0.00000000000000000e+00
56,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,57,58,0.00000000000000000e+00,4.18913382493889567e-04,0.00000000000000000e+00,3.59955019869688704e-04,0.00000000000000000e+00,3.89434201181789136e-04,-1.000000000e+00,0.000000000e+00,5.89583626242008631e-05,0.00000000000000000e+00
57,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,58,59,0.00000000000000000e+00,3.59955019869688704e-04,0.00000000000000000e+00,2.92225991898613282e-04,0.00000000000000000e+00,3.26090505884150993e-04,-1.000000000e+00,0.000000000e+00,6.77290279710754221e-05,0.00000000000000000e+00
58,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,59,60,0.00000000000000000e+00,2.92225991898613282e-04,0.00000000000000000e+00,2.28717251806652162e-04,0.00000000000000000e+00,2.60471621852632722e-04,-1.000000000e+00,0.000000000e+00,6.35087400919611203e-05,0.00000000000000000e+00
59,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,60,61,0.00000000000000000e+00,2.28717251806652162e-04,0.00000000000000000e+00,1.78976024487103279e-04,0.00000000000000000e+00,2.03846638146877720e-04,-1.000000000e+00,0.000000000e+00,4.97412273195488829e-05,0.00000000000000000e+00
60,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,61,62,0.00000000000000000e+00,1.78976024487103279e-04,0.00000000000000000e+00,1.40016324193394754e-04,0.00000000000000000e+00,1.59496174340249017e-04,-1.000000000e+00,0.000000000e+00,3.89597002937085244e-05,0.00000000000000000e+00
61,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,62,63,0.00000000000000000e+00,1.40016324193394754e-04,0.00000000000000000e+00,1.09499362283653695e-04,0.00000000000000000e+00,1.24757843238524225e-04,-1.000000000e+00,0.000000000e+00,3.05169619097410590e-05,0.00000000000000000e+00
62,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,63,64,0.00000000000000000e+00,1.09499362283653695e-04,0.00000000000000000e+00,8.55931784520471035e-05,0.00000000000000000e+00,9.75462703678503995e-05,-1.000000000e+00,0.000000000e+00,2.39061838316065919e-05,0.00000000000000000e+00
63,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,64,65,0.00000000000000000e+00,8.55931784520471035e-05,0.00000000000000000e+00,6.68626420162554778e-05,0.00000000000000000e+00,7.62279102341512907e-05,-1.000000000e+00,0.000000000e+00,1.87305364357916258e-05,0.00000000000000000e+00
64,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,65,66,0.00000000000000000e+00,6.68626420162554778e-05,0.00000000000000000e+00,5.21833140768865941e-05,0.00000000000000000e+00,5.95229780465710359e-05,-1.000000000e+00,0.000000000e+00,1.46793279393688837e-05,0.00000000000000000e+00
65,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,66,67,0.00000000000000000e+00,5.21833140768865941e-05,0.00000000000000000e+00,4.06739386917642602e-05,0.00000000000000000e+00,4.64286263843254271e-05,-1.000000000e+00,0.000000000e+00,1.15093753851223338e-05,0.00000000000000000e+00
66,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,67,68,0.00000000000000000e+00,4.06739386917642602e-05,0.00000000000000000e+00,3.16434442198887736e-05,0.00000000000000000e+00,3.61586914558265169e-05,-1.000000000e+00,0.000000000e+00,9.03049447187548662e-06,0.00000000000000000e+00
67,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,68,69,0.00000000000000000e+00,3.16434442198887736e-05,0.00000000000000000e+00,2.45495985825466053e-05,0.00000000000000000e+00,2.80965214012176894e-05,-1.000000000e+00,0.000000000e+00,7.09384563734216829e-06,0.00000000000000000e+00
68,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,69,70,0.00000000000000000e+00,2.45495985825466053e-05,0.00000000000000000e+00,1.89662103933440577e-05,0.00000000000000000e+00,2.17579044879453315e-05,-1.000000000e+00,0.000000000e+00,5.58338818920254762e-06,0.00000000000000000e+00
69,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,70,71,0.00000000000000000e+00,1.89662103933440577e-05,0.00000000000000000e+00,1.45576373896609112e-05,0.00000000000000000e+00,1.67619238915024844e-05,-1.000000000e+00,0.000000000e+00,4.40857300368314650e-06,0.00000000000000000e+00
70,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,71,72,0.00000000000000000e+00,1.45576373896609112e-05,0.00000000000000000e+00,1.10584029126359687e-05,0.00000000000000000e+00,1.28080201511484399e-05,-1.000000000e+00,0.000000000e+00,3.49923447702494249e-06,0.00000000000000000e+00
71,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,72,73,0.00000000000000000e+00,1.10584029126359687e-05,0.00000000000000000e+00,8.25711215038361056e-06,0.00000000000000000e+00,9.65775753150978963e-06,-1.000000000e+00,0.000000000e+00,2.80129076225235814e-06,0.00000000000000000e+00
72,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,73,74,0.00000000000000000e+00,8.25711215038361056e-06,0.00000000000000000e+00,5.98349887591343929e-06,0.00000000000000000e+00,7.12030551314852492e-06,-1.000000000e+00,0.000000000e+00,2.27361327447017127e-06,0.00000000000000000e+00
73,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,74,75,0.00000000000000000e+00,5.98349887591343929e-06,0.00000000000000000e+00,4.14479797429859707e-06,0.00000000000000000e+00,5.06414842510601818e-06,-1.000000000e+00,0.000000000e+00,1.83870090161484222e-06,0.00000000000000000e+00
74,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,75,76,0.00000000000000000e+00,4.14479797429859707e-06,0.00000000000000000e+00,2.70418027978878463e-06,0.00000000000000000e+00,3.42448912704369085e-06,-1.000000000e+00,0.000000000e+00,1.44061769450981245e-06,0.00000000000000000e+00
75,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,76,77,0.00000000000000000e+00,2.70418027978878463e-06,0.00000000000000000e+00,1.57581509053236583e-06,0.00000000000000000e+00,2.13999768516057523e-06,-1.000000000e+00,0.000000000e+00,1.12836518925641879e-06,0.00000000000000000e+00
76,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,77,78,0.00000000000000000e+00,1.57581509053236583e-06,0.00000000000000000e+00,6.92161216384263103e-07,0.00000000000000000e+00,1.13398815345831447e-06,-1.000000000e+00,0.000000000e+00,8.83653874148102730e-07,0.00000000000000000e+00
77,symmetry_axis.vacuum,symmetry_axis,axis_symmetry,vacuum,vacuum,78,0,0.00000000000000000e+00,6.92161216384263103e-07,0.00000000000000000e+00,0.00000000000000000e+00,0.00000000000000000e+00,3.46080608192131552e-07,-1.000000000e+00,0.000000000e+00,6.92161216384263103e-07,0.00000000000000000e+00
78,free_surface_reference,free_surface_reference,ring,liquid,vacuum,79,80,4.99999999999999956e-06,0.00000000000000000e+00,4.83385755349557957e-06,0.00000000000000000e+00,4.91692877674778999e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,1.66142446504419988e-07,5.13280053001673046e-12
79,free_surface_reference,free_surface_reference,ring,liquid,vacuum,80,81,4.83385755349557957e-06,0.00000000000000000e+00,4.62353707509285238e-06,0.00000000000000000e+00,4.72869731429421555e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,2.10320478402727195e-07,6.24889093636134649e-12
80,free_surface_reference,free_surface_reference,ring,liquid,vacuum,81,82,4.62353707509285238e-06,0.00000000000000000e+00,4.35732470393480686e-06,0.00000000000000000e+00,4.49043088951382962e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,2.66212371158045519e-07,7.51097158150208830e-12
81,free_surface_reference,free_surface_reference,ring,liquid,vacuum,82,83,4.35732470393480686e-06,0.00000000000000000e+00,4.02033441028774764e-06,0.00000000000000000e+00,4.18882955711127725e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,3.36990293647059221e-07,8.86931235100478013e-12
82,free_surface_reference,free_surface_reference,ring,liquid,vacuum,83,84,4.02033441028774764e-06,0.00000000000000000e+00,3.59376639702673721e-06,0.00000000000000000e+00,3.80705040365724264e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,4.26568013261010429e-07,1.02036788523428212e-11
83,free_surface_reference,free_surface_reference,ring,liquid,vacuum,84,85,3.59376639702673721e-06,0.00000000000000000e+00,3.05378871394347815e-06,0.00000000000000000e+00,3.32377755548510789e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,5.39977683083259058e-07,1.12768454980295364e-11
84,free_surface_reference,free_surface_reference,ring,liquid,vacuum,85,86,3.05378871394347815e-06,0.00000000000000000e+00,2.37027058385068038e-06,0.00000000000000000e+00,2.71202964889707948e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,6.83518130092797768e-07,1.16472752800397058e-11
85,free_surface_reference,free_surface_reference,ring,liquid,vacuum,86,87,2.37027058385068038e-06,0.00000000000000000e+00,1.50585306780934502e-06,0.00000000000000000e+00,1.93806182583001270e-06,0.00000000000000000e+00,0.000000000e+00,1.000000000e+00,8.64417516041335363e-07,1.05261863494318694e-11
