# Bahnen im r-z-Schnitt.  Jede Zeile ist ein Bahnpunkt; die Bahnen sind
# durch Neustarten der Integration mit wachsender Schrittzahl abgetastet,
# damit die Datei nicht die ganze Historie tragen muss.
case,particle,step,r_m,z_m
kation_mit_raumladung,4,21880,1.871847840e-06,7.077571691e-05
kation_mit_raumladung,4,22309,1.918510102e-06,7.374421103e-05
kation_mit_raumladung,4,22738,1.966751291e-06,7.678070723e-05
kation_mit_raumladung,4,23167,2.016775734e-06,7.988578721e-05
kation_mit_raumladung,4,23596,2.068407247e-06,8.306002367e-05
kation_mit_raumladung,4,24025,2.121691885e-06,8.630402501e-05
kation_mit_raumladung,4,24454,2.176878332e-06,8.961842977e-05
kation_mit_raumladung,4,24883,2.233891997e-06,9.300429685e-05
kation_mit_raumladung,4,25312,2.292513823e-06,9.646298532e-05
kation_mit_raumladung,4,25742,2.352309796e-06,1.000000000e-04
kation_mit_raumladung,8,1,2.073170733e-06,1.000001314e-07
kation_mit_raumladung,8,429,2.073363824e-06,1.241889453e-07
kation_mit_raumladung,8,858,2.073948297e-06,1.967850851e-07
kation_mit_raumladung,8,1286,2.074936919e-06,3.175375665e-07
kation_mit_raumladung,8,1715,2.076360137e-06,4.871567743e-07
kation_mit_raumladung,8,2144,2.078252202e-06,7.056219911e-07
kation_mit_raumladung,8,2572,2.080653301e-06,9.725190080e-07
kation_mit_raumladung,8,3001,2.083637973e-06,1.289507643e-06
kation_mit_raumladung,8,3430,2.087282269e-06,1.656601404e-06
kation_mit_raumladung,8,3858,2.091652941e-06,2.073380844e-06
kation_mit_raumladung,8,4287,2.096797090e-06,2.542220904e-06
kation_mit_raumladung,8,4715,2.102726379e-06,3.061367866e-06
kation_mit_raumladung,8,5144,2.109577859e-06,3.633821056e-06
kation_mit_raumladung,8,5573,2.117518962e-06,4.259162037e-06
kation_mit_raumladung,8,6001,2.126700517e-06,4.936433408e-06
kation_mit_raumladung,8,6430,2.137218992e-06,5.669045438e-06
kation_mit_raumladung,8,6859,2.149226667e-06,6.455818030e-06
kation_mit_raumladung,8,7287,2.162939998e-06,7.295428268e-06
kation_mit_raumladung,8,7716,2.178354745e-06,8.192274535e-06
kation_mit_raumladung,8,8145,2.195357688e-06,9.144653140e-06
kation_mit_raumladung,8,8573,2.214056419e-06,1.015065684e-05
kation_mit_raumladung,8,9002,2.234583758e-06,1.121527086e-05
kation_mit_raumladung,8,9430,2.257047224e-06,1.233370225e-05
kation_mit_raumladung,8,9859,2.281505461e-06,1.351165925e-05
kation_mit_raumladung,8,10288,2.307889918e-06,1.474687076e-05
kation_mit_raumladung,8,10716,2.336209867e-06,1.603666414e-05
kation_mit_raumladung,8,11145,2.366607633e-06,1.738715911e-05
kation_mit_raumladung,8,11574,2.399050048e-06,1.879584570e-05
kation_mit_raumladung,8,12002,2.433361722e-06,2.025940883e-05
kation_mit_raumladung,8,12431,2.469828255e-06,2.178503094e-05
kation_mit_raumladung,8,12860,2.508503248e-06,2.336950206e-05
kation_mit_raumladung,8,13288,2.549374136e-06,2.500930010e-05
kation_mit_raumladung,8,13717,2.592672054e-06,2.671245643e-05
kation_mit_raumladung,8,14145,2.638160351e-06,2.847130227e-05
kation_mit_raumladung,8,14574,2.686107929e-06,3.029437340e-05
kation_mit_raumladung,8,15003,2.736377732e-06,3.217796861e-05
kation_mit_raumladung,8,15431,2.788853533e-06,3.411774232e-05
kation_mit_raumladung,8,15860,2.843944576e-06,3.612312945e-05
kation_mit_raumladung,8,16289,2.901510187e-06,3.819004697e-05
kation_mit_raumladung,8,16717,2.961421729e-06,4.031378509e-05
kation_mit_raumladung,8,17146,3.024011572e-06,4.250463310e-05
kation_mit_raumladung,8,17574,3.089085967e-06,4.475270932e-05
kation_mit_raumladung,8,18003,3.157069170e-06,4.706893411e-05
kation_mit_raumladung,8,18432,3.227884321e-06,4.944855744e-05
kation_mit_raumladung,8,18860,3.301372146e-06,5.188621583e-05
kation_mit_raumladung,8,19289,3.377929418e-06,5.439372871e-05
kation_mit_raumladung,8,19718,3.457474762e-06,5.696588235e-05
kation_mit_raumladung,8,20146,3.539838187e-06,5.959692451e-05
kation_mit_raumladung,8,20575,3.625467905e-06,6.229958589e-05
kation_mit_raumladung,8,21004,3.714215616e-06,6.506826898e-05
kation_mit_raumladung,8,21432,3.806016902e-06,6.789674149e-05
kation_mit_raumladung,8,21861,3.901363190e-06,7.079873893e-05
kation_mit_raumladung,8,22289,3.999876569e-06,7.376122888e-05
kation_mit_raumladung,8,22718,4.102069689e-06,7.679858518e-05
kation_mit_raumladung,8,23147,4.207811036e-06,7.990449611e-05
kation_mit_raumladung,8,23575,4.316877632e-06,8.307205995e-05
kation_mit_raumladung,8,24004,4.429867748e-06,8.631669604e-05
kation_mit_raumladung,8,24433,4.546594470e-06,8.963177874e-05
kation_mit_raumladung,8,24861,4.666735990e-06,9.301018538e-05
kation_mit_raumladung,8,25290,4.790525084e-06,9.646886795e-05
kation_mit_raumladung,8,25719,4.916719220e-06,1.000000000e-04
kation_mit_raumladung,12,1,3.048780488e-06,1.000001335e-07
kation_mit_raumladung,12,428,3.048881008e-06,1.244543593e-07
kation_mit_raumladung,12,856,3.049188303e-06,1.978339621e-07
kation_mit_raumladung,12,1284,3.049719579e-06,3.201884031e-07
kation_mit_raumladung,12,1712,3.050503560e-06,4.916004095e-07
kation_mit_raumladung,12,2140,3.051580542e-06,7.121859484e-07
kation_mit_raumladung,12,2568,3.053004527e-06,9.821005267e-07
kation_mit_raumladung,12,2995,3.054879569e-06,1.300859189e-06
kation_mit_raumladung,12,3423,3.057384860e-06,1.670456998e-06
kation_mit_raumladung,12,3851,3.060718074e-06,2.090771997e-06
kation_mit_raumladung,12,4279,3.065114617e-06,2.562365297e-06
kation_mit_raumladung,12,4707,3.070811787e-06,3.085792380e-06
kation_mit_raumladung,12,5135,3.077989931e-06,3.661520836e-06
kation_mit_raumladung,12,5563,3.086796999e-06,4.290065221e-06
kation_mit_raumladung,12,5990,3.097361695e-06,4.970308312e-06
kation_mit_raumladung,12,6418,3.109941006e-06,5.705895365e-06
kation_mit_raumladung,12,6846,3.124648951e-06,6.495718535e-06
kation_mit_raumladung,12,7274,3.141557956e-06,7.340218791e-06
kation_mit_raumladung,12,7702,3.160791547e-06,8.239765928e-06
kation_mit_raumladung,12,8130,3.182435101e-06,9.194776223e-06
kation_mit_raumladung,12,8558,3.206553551e-06,1.020558608e-05
kation_mit_raumladung,12,8985,3.233257289e-06,1.126992070e-05
kation_mit_raumladung,12,9413,3.262690488e-06,1.239309257e-05
kation_mit_raumladung,12,9841,3.294848644e-06,1.357298884e-05
kation_mit_raumladung,12,10269,3.329790898e-06,1.480992022e-05
kation_mit_raumladung,12,10697,3.367523433e-06,1.610418128e-05
kation_mit_raumladung,12,11125,3.408153727e-06,1.745603334e-05
kation_mit_raumladung,12,11552,3.451554191e-06,1.886237777e-05
kation_mit_raumladung,12,11980,3.497987059e-06,2.033009593e-05
kation_mit_raumladung,12,12408,3.547397833e-06,2.185624655e-05
kation_mit_raumladung,12,12836,3.599939638e-06,2.344106379e-05
kation_mit_raumladung,12,13264,3.655671922e-06,2.508486437e-05
kation_mit_raumladung,12,13692,3.714601200e-06,2.678797169e-05
kation_mit_raumladung,12,14120,3.776756997e-06,2.855067191e-05
kation_mit_raumladung,12,14547,3.842067642e-06,3.036895575e-05
kation_mit_raumladung,12,14975,3.910856313e-06,3.225164870e-05
kation_mit_raumladung,12,15403,3.983008613e-06,3.419489529e-05
kation_mit_raumladung,12,15831,4.058634636e-06,3.619901480e-05
kation_mit_raumladung,12,16259,4.137773866e-06,3.826436317e-05
kation_mit_raumladung,12,16687,4.220462968e-06,4.039129709e-05
kation_mit_raumladung,12,17115,4.306811378e-06,4.258017281e-05
kation_mit_raumladung,12,17542,4.396686498e-06,4.482603795e-05
kation_mit_raumladung,12,17970,4.490632899e-06,4.713978637e-05
kation_mit_raumladung,12,18398,4.588525775e-06,4.951663676e-05
kation_mit_raumladung,12,18826,4.690410585e-06,5.195699750e-05
kation_mit_raumladung,12,19254,4.796368434e-06,5.446130118e-05
kation_mit_raumladung,12,19682,4.906521423e-06,5.702996301e-05
kation_mit_raumladung,12,20109,5.020656707e-06,5.965719714e-05
kation_mit_raumladung,12,20537,5.139408090e-06,6.235575246e-05
kation_mit_raumladung,12,20965,5.262590504e-06,6.512004432e-05
kation_mit_raumladung,12,21393,5.390365501e-06,6.795052601e-05
kation_mit_raumladung,12,21821,5.522828742e-06,7.084768647e-05
kation_mit_raumladung,12,22249,5.660080987e-06,7.381201745e-05
kation_mit_raumladung,12,22677,5.802186699e-06,7.684406716e-05
kation_mit_raumladung,12,23104,5.948892546e-06,7.993702127e-05
kation_mit_raumladung,12,23532,6.100893540e-06,8.310593576e-05
kation_mit_raumladung,12,23960,6.257796337e-06,8.634425600e-05
kation_mit_raumladung,12,24388,6.419386665e-06,8.965266927e-05
kation_mit_raumladung,12,24816,6.585371525e-06,9.303190790e-05
kation_mit_raumladung,12,25244,6.755179396e-06,9.648292553e-05
kation_mit_raumladung,12,25672,6.927256409e-06,1.000000000e-04
kation_mit_raumladung,16,1,4.024390245e-06,1.000001352e-07
kation_mit_raumladung,16,427,4.024648446e-06,1.246496595e-07
kation_mit_raumladung,16,854,4.025432323e-06,1.986186833e-07
kation_mit_raumladung,16,1281,4.026769696e-06,3.219672246e-07
kation_mit_raumladung,16,1708,4.028706947e-06,4.947955928e-07
kation_mit_raumladung,16,2135,4.031309057e-06,7.172443328e-07
kation_mit_raumladung,16,2562,4.034661023e-06,9.894982688e-07
kation_mit_raumladung,16,2989,4.038893638e-06,1.311858743e-06
kation_mit_raumladung,16,3415,4.044174060e-06,1.683817622e-06
kation_mit_raumladung,16,3842,4.050729856e-06,2.107596921e-06
kation_mit_raumladung,16,4269,4.058747097e-06,2.582864868e-06
kation_mit_raumladung,16,4696,4.068458539e-06,3.110124231e-06
kation_mit_raumladung,16,5123,4.080152065e-06,3.689866647e-06
kation_mit_raumladung,16,5550,4.094091145e-06,4.322531675e-06
kation_mit_raumladung,16,5977,4.110477644e-06,5.008545408e-06
kation_mit_raumladung,16,6404,4.129454862e-06,5.748382280e-06
kation_mit_raumladung,16,6830,4.151135039e-06,6.540530622e-06
kation_mit_raumladung,16,7257,4.175806080e-06,7.389027454e-06
kation_mit_raumladung,16,7684,4.203585091e-06,8.292460170e-06
kation_mit_raumladung,16,8111,4.234587436e-06,9.251205626e-06
kation_mit_raumladung,16,8538,4.268913066e-06,1.026556757e-05
kation_mit_raumladung,16,8965,4.306663218e-06,1.133584370e-05
kation_mit_raumladung,16,9392,4.347906464e-06,1.246237912e-05
kation_mit_raumladung,16,9818,4.392653961e-06,1.364257352e-05
kation_mit_raumladung,16,10245,4.441201600e-06,1.488226480e-05
kation_mit_raumladung,16,10672,4.493481004e-06,1.617903931e-05
kation_mit_raumladung,16,11099,4.549577996e-06,1.753315903e-05
kation_mit_raumladung,16,11526,4.609513651e-06,1.894490182e-05
kation_mit_raumladung,16,11953,4.673330065e-06,2.041454355e-05
kation_mit_raumladung,16,12380,4.741154158e-06,2.194237449e-05
kation_mit_raumladung,16,12807,4.813114070e-06,2.352866028e-05
kation_mit_raumladung,16,13233,4.889049024e-06,2.516975075e-05
kation_mit_raumladung,16,13660,4.969389834e-06,2.687365926e-05
kation_mit_raumladung,16,14087,5.054050482e-06,2.863688970e-05
kation_mit_raumladung,16,14514,5.143073319e-06,3.045974833e-05
kation_mit_raumladung,16,14941,5.236519740e-06,3.234257771e-05
kation_mit_raumladung,16,15368,5.334487754e-06,3.428569481e-05
kation_mit_raumladung,16,15795,5.437091695e-06,3.628940215e-05
kation_mit_raumladung,16,16221,5.544112244e-06,3.834916368e-05
kation_mit_raumladung,16,16648,5.656155181e-06,4.047498302e-05
kation_mit_raumladung,16,17075,5.773043569e-06,4.266247163e-05
kation_mit_raumladung,16,17502,5.894818208e-06,4.491205957e-05
kation_mit_raumladung,16,17929,6.021603628e-06,4.722406025e-05
kation_mit_raumladung,16,18356,6.153404522e-06,4.959887918e-05
kation_mit_raumladung,16,18783,6.290156681e-06,5.203691491e-05
kation_mit_raumladung,16,19210,6.431798138e-06,5.453860023e-05
kation_mit_raumladung,16,19636,6.577831206e-06,5.709828494e-05
kation_mit_raumladung,16,20063,6.728832178e-06,5.972840067e-05
kation_mit_raumladung,16,20490,6.884336777e-06,6.242347211e-05
kation_mit_raumladung,16,20917,7.044229188e-06,6.518397044e-05
kation_mit_raumladung,16,21344,7.208351378e-06,6.801037479e-05
kation_mit_raumladung,16,21771,7.376583712e-06,7.090315115e-05
kation_mit_raumladung,16,22198,7.548805800e-06,7.386279812e-05
kation_mit_raumladung,16,22624,7.724477127e-06,7.688266804e-05
kation_mit_raumladung,16,23051,7.904281697e-06,7.997746201e-05
kation_mit_raumladung,16,23478,8.087677276e-06,8.314071869e-05
kation_mit_raumladung,16,23905,8.274501810e-06,8.637302399e-05
kation_mit_raumladung,16,24332,8.464530193e-06,8.967500048e-05
kation_mit_raumladung,16,24759,8.657452441e-06,9.304731415e-05
kation_mit_raumladung,16,25186,8.852759878e-06,9.649070981e-05
kation_mit_raumladung,16,25613,9.049197401e-06,1.000000000e-04
kation_mit_raumladung,20,1,5.000000002e-06,1.000001376e-07
kation_mit_raumladung,20,426,5.000323500e-06,1.249797603e-07
kation_mit_raumladung,20,852,5.001305585e-06,1.999369493e-07
kation_mit_raumladung,20,1277,5.002976272e-06,3.245732285e-07
kation_mit_raumladung,20,1703,5.005401439e-06,4.995643617e-07
kation_mit_raumladung,20,2129,5.008659697e-06,7.248008598e-07
kation_mit_raumladung,20,2554,5.012848578e-06,9.997420448e-07
kation_mit_raumladung,20,2980,5.018169950e-06,1.325967726e-06
kation_mit_raumladung,20,3405,5.024855749e-06,1.702352649e-06
kation_mit_raumladung,20,3831,5.033226289e-06,2.131100485e-06
kation_mit_raumladung,20,4257,5.043558157e-06,2.611752868e-06
kation_mit_raumladung,20,4682,5.056131173e-06,3.143369967e-06
kation_mit_raumladung,20,5108,5.071328618e-06,3.728835001e-06
kation_mit_raumladung,20,5533,5.089366244e-06,4.365828544e-06
kation_mit_raumladung,20,5959,5.110561900e-06,5.057759933e-06
kation_mit_raumladung,20,6385,5.135075734e-06,5.803525506e-06
kation_mit_raumladung,20,6810,5.163054913e-06,6.601525147e-06
kation_mit_raumladung,20,7236,5.194822203e-06,7.455844395e-06
kation_mit_raumladung,20,7661,5.230378422e-06,8.362790158e-06
kation_mit_raumladung,20,8087,5.270016427e-06,9.326973865e-06
kation_mit_raumladung,20,8513,5.313752653e-06,1.034664417e-05
kation_mit_raumladung,20,8938,5.361621587e-06,1.141953621e-05
kation_mit_raumladung,20,9364,5.413976375e-06,1.255090741e-05
kation_mit_raumladung,20,9789,5.470692208e-06,1.373573145e-05
kation_mit_raumladung,20,10215,5.532125474e-06,1.497983743e-05
kation_mit_raumladung,20,10641,5.598176222e-06,1.628080590e-05
kation_mit_raumladung,20,11066,5.668767153e-06,1.763564894e-05
kation_mit_raumladung,20,11492,5.744327219e-06,1.905097303e-05
kation_mit_raumladung,20,11917,5.824532553e-06,2.052042182e-05
kation_mit_raumladung,20,12343,5.909768613e-06,2.205123256e-05
kation_mit_raumladung,20,12769,5.999920088e-06,2.364028502e-05
kation_mit_raumladung,20,13194,6.094811858e-06,2.528387408e-05
kation_mit_raumladung,20,13620,6.194875239e-06,2.699001913e-05
kation_mit_raumladung,20,14045,6.299562360e-06,2.875103637e-05
kation_mit_raumladung,20,14471,6.409329073e-06,3.057548512e-05
kation_mit_raumladung,20,14897,6.523870426e-06,3.245962540e-05
kation_mit_raumladung,20,15322,6.642770943e-06,3.439917469e-05
kation_mit_raumladung,20,15748,6.766478948e-06,3.640355137e-05
kation_mit_raumladung,20,16173,6.894335653e-06,3.846369151e-05
kation_mit_raumladung,20,16599,7.026836146e-06,4.058964445e-05
kation_mit_raumladung,20,17025,7.163593299e-06,4.277700175e-05
kation_mit_raumladung,20,17450,7.304150134e-06,4.502080433e-05
kation_mit_raumladung,20,17876,7.449047078e-06,4.733197109e-05
kation_mit_raumladung,20,18301,7.597514207e-06,4.970003662e-05
kation_mit_raumladung,20,18727,7.750152370e-06,5.213654658e-05
kation_mit_raumladung,20,19153,7.906520953e-06,5.463642335e-05
kation_mit_raumladung,20,19578,8.066131181e-06,5.719399897e-05
kation_mit_raumladung,20,20004,8.229639431e-06,5.982173797e-05
kation_mit_raumladung,20,20429,8.396185034e-06,6.250775031e-05
kation_mit_raumladung,20,20855,8.566455436e-06,6.526513922e-05
kation_mit_raumladung,20,21281,8.739957467e-06,6.808813079e-05
kation_mit_raumladung,20,21706,8.916177178e-06,7.097034022e-05
kation_mit_raumladung,20,22132,9.095851495e-06,7.392582293e-05
kation_mit_raumladung,20,22557,9.278039631e-06,7.694121033e-05
kation_mit_raumladung,20,22983,9.463493643e-06,8.003121174e-05
kation_mit_raumladung,20,23409,9.651676439e-06,8.318934930e-05
kation_mit_raumladung,20,23834,9.841999989e-06,8.640853027e-05
kation_mit_raumladung,20,24260,1.003517310e-05,8.970448763e-05
kation_mit_raumladung,20,24685,1.023001970e-05,9.306235140e-05
kation_mit_raumladung,20,25111,1.042702493e-05,9.649854307e-05
kation_mit_raumladung,20,25537,1.062469746e-05,1.000000000e-04
kation_mit_raumladung,24,1,5.975609758e-06,1.000001417e-07
kation_mit_raumladung,24,424,5.975998465e-06,1.254767828e-07
kation_mit_raumladung,24,848,5.977181672e-06,2.019162213e-07
kation_mit_raumladung,24,1272,5.979210608e-06,3.293455722e-07
kation_mit_raumladung,24,1696,5.982170642e-06,5.078102113e-07
kation_mit_raumladung,24,2120,5.986181234e-06,7.373735382e-07
kation_mit_raumladung,24,2544,5.991400799e-06,1.018120340e-06
kation_mit_raumladung,24,2968,5.998089370e-06,1.350201272e-06
kation_mit_raumladung,24,3392,6.006601995e-06,1.733826835e-06
kation_mit_raumladung,24,3816,6.017304855e-06,2.169246133e-06
kation_mit_raumladung,24,4240,6.030507560e-06,2.656758947e-06
kation_mit_raumladung,24,4663,6.046472517e-06,3.195345813e-06
kation_mit_raumladung,24,5087,6.065557695e-06,3.787858993e-06
kation_mit_raumladung,24,5511,6.087990658e-06,4.433358105e-06
kation_mit_raumladung,24,5935,6.113993132e-06,5.132154797e-06
kation_mit_raumladung,24,6359,6.143741572e-06,5.884617079e-06
kation_mit_raumladung,24,6783,6.177393976e-06,6.691043474e-06
kation_mit_raumladung,24,7207,6.215109605e-06,7.551667447e-06
kation_mit_raumladung,24,7631,6.257017020e-06,8.466788565e-06
kation_mit_raumladung,24,8055,6.303218915e-06,9.436691527e-06
kation_mit_raumladung,24,8479,6.353812093e-06,1.046166510e-05
kation_mit_raumladung,24,8902,6.408690726e-06,1.153940890e-05
kation_mit_raumladung,24,9326,6.468091584e-06,1.267526199e-05
kation_mit_raumladung,24,9750,6.531904293e-06,1.386696544e-05
kation_mit_raumladung,24,10174,6.600138588e-06,1.511477315e-05
kation_mit_raumladung,24,10598,6.672793808e-06,1.641894640e-05
kation_mit_raumladung,24,11022,6.749825452e-06,1.777976255e-05
kation_mit_raumladung,24,11446,6.831197671e-06,1.919745911e-05
kation_mit_raumladung,24,11870,6.916882278e-06,2.067231034e-05
kation_mit_raumladung,24,12294,7.006820613e-06,2.220460536e-05
kation_mit_raumladung,24,12718,7.100921804e-06,2.379461612e-05
kation_mit_raumladung,24,13141,7.198886485e-06,2.543864085e-05
kation_mit_raumladung,24,13565,7.301127129e-06,2.714473520e-05
kation_mit_raumladung,24,13989,7.407346799e-06,2.890937819e-05
kation_mit_raumladung,24,14413,7.517480514e-06,3.073286667e-05
kation_mit_raumladung,24,14837,7.631461519e-06,3.261551958e-05
kation_mit_raumladung,24,15261,7.749203188e-06,3.455766075e-05
kation_mit_raumladung,24,15685,7.870629244e-06,3.655960769e-05
kation_mit_raumladung,24,16109,7.995671727e-06,3.862169865e-05
kation_mit_raumladung,24,16533,8.124255622e-06,4.074428372e-05
kation_mit_raumladung,24,16957,8.256307319e-06,4.292772681e-05
kation_mit_raumladung,24,17380,8.391416004e-06,4.516703550e-05
kation_mit_raumladung,24,17804,8.530136721e-06,4.747316631e-05
kation_mit_raumladung,24,18228,8.672081689e-06,4.984128160e-05
kation_mit_raumladung,24,18652,8.817177485e-06,5.227177967e-05
kation_mit_raumladung,24,19076,8.965350055e-06,5.476507279e-05
kation_mit_raumladung,24,19500,9.116520230e-06,5.732158027e-05
kation_mit_raumladung,24,19924,9.270615111e-06,5.994173014e-05
kation_mit_raumladung,24,20348,9.427562331e-06,6.262596500e-05
kation_mit_raumladung,24,20772,9.587286994e-06,6.537474057e-05
kation_mit_raumladung,24,21196,9.749710128e-06,6.818852001e-05
kation_mit_raumladung,24,21619,9.914364687e-06,7.106090655e-05
kation_mit_raumladung,24,22043,1.008195579e-05,7.400596625e-05
kation_mit_raumladung,24,22467,1.025201917e-05,7.701748613e-05
kation_mit_raumladung,24,22891,1.042447017e-05,8.009597779e-05
kation_mit_raumladung,24,23315,1.059921480e-05,8.324196814e-05
kation_mit_raumladung,24,23739,1.077613532e-05,8.645600240e-05
kation_mit_raumladung,24,24163,1.095506893e-05,8.973864077e-05
kation_mit_raumladung,24,24587,1.113577606e-05,9.309045329e-05
kation_mit_raumladung,24,25011,1.131787748e-05,9.651199938e-05
kation_mit_raumladung,24,25435,1.150058141e-05,1.000000000e-04
kation_mit_raumladung,28,1,6.951219513e-06,1.000001452e-07
kation_mit_raumladung,28,423,6.951447990e-06,1.259740971e-07
kation_mit_raumladung,28,845,6.952142936e-06,2.036541633e-07
kation_mit_raumladung,28,1268,6.953342737e-06,3.334181249e-07
kation_mit_raumladung,28,1690,6.955099967e-06,5.146686916e-07
kation_mit_raumladung,28,2113,6.957504635e-06,7.482877194e-07
kation_mit_raumladung,28,2535,6.960655405e-06,1.033202671e-06
kation_mit_raumladung,28,2957,6.964754708e-06,1.369974842e-06
kation_mit_raumladung,28,3380,6.970090026e-06,1.759690208e-06
kation_mit_raumladung,28,3802,6.976930149e-06,2.200636830e-06
kation_mit_raumladung,28,4225,6.985594419e-06,2.695077204e-06
kation_mit_raumladung,28,4647,6.996323116e-06,3.240869561e-06
kation_mit_raumladung,28,5069,7.009394524e-06,3.839336880e-06
kation_mit_raumladung,28,5492,7.025091850e-06,4.492314307e-06
kation_mit_raumladung,28,5914,7.043562369e-06,5.196960299e-06
kation_mit_raumladung,28,6337,7.065084627e-06,5.956872521e-06
kation_mit_raumladung,28,6759,7.089715566e-06,6.768709926e-06
kation_mit_raumladung,28,7181,7.117644169e-06,7.634448211e-06
kation_mit_raumladung,28,7604,7.149076528e-06,8.556581002e-06
kation_mit_raumladung,28,8026,7.183969486e-06,9.531004391e-06
kation_mit_raumladung,28,8449,7.222567629e-06,1.056259793e-05
kation_mit_raumladung,28,8871,7.264735499e-06,1.164674197e-05
kation_mit_raumladung,28,9293,7.310587427e-06,1.278604980e-05
kation_mit_raumladung,28,9716,7.360271483e-06,1.398365119e-05
kation_mit_raumladung,28,10138,7.413575563e-06,1.523412488e-05
kation_mit_raumladung,28,10561,7.470763107e-06,1.654364933e-05
kation_mit_raumladung,28,10983,7.531555074e-06,1.790628586e-05
kation_mit_raumladung,28,11405,7.596069704e-06,1.932531258e-05
kation_mit_raumladung,28,11828,7.664455511e-06,2.080455658e-05
kation_mit_raumladung,28,12250,7.736352984e-06,2.233729670e-05
kation_mit_raumladung,28,12673,7.812054512e-06,2.393106337e-05
kation_mit_raumladung,28,13095,7.891162824e-06,2.557858388e-05
kation_mit_raumladung,28,13517,7.973816666e-06,2.728383708e-05
kation_mit_raumladung,28,13940,8.060179852e-06,2.905136022e-05
kation_mit_raumladung,28,14362,8.149800517e-06,3.087309370e-05
kation_mit_raumladung,28,14785,8.243055651e-06,3.275798475e-05
kation_mit_raumladung,28,15207,8.339445851e-06,3.469743875e-05
kation_mit_raumladung,28,15629,8.439133598e-06,3.669616096e-05
kation_mit_raumladung,28,16052,8.542317588e-06,3.875943403e-05
kation_mit_raumladung,28,16474,8.648456974e-06,4.087784904e-05
kation_mit_raumladung,28,16897,8.757998143e-06,4.306180647e-05
kation_mit_raumladung,28,17319,8.870359022e-06,4.530134778e-05
kation_mit_raumladung,28,17741,8.985733263e-06,4.760193203e-05
kation_mit_raumladung,28,18164,9.104349021e-06,4.996960988e-05
kation_mit_raumladung,28,18586,9.225590767e-06,5.239358101e-05
kation_mit_raumladung,28,19009,9.349975435e-06,5.488574200e-05
kation_mit_raumladung,28,19431,9.476853988e-06,5.743472445e-05
kation_mit_raumladung,28,19853,9.606460765e-06,6.004676953e-05
kation_mit_raumladung,28,20276,9.739055417e-06,6.272873014e-05
kation_mit_raumladung,28,20698,9.873951218e-06,6.546837587e-05
kation_mit_raumladung,28,21121,1.001172417e-05,6.827915022e-05
kation_mit_raumladung,28,21543,1.015166204e-05,7.114823013e-05
kation_mit_raumladung,28,21965,1.029402781e-05,7.408266362e-05
kation_mit_raumladung,28,22388,1.043910203e-05,7.709013216e-05
kation_mit_raumladung,28,22810,1.058612708e-05,8.015692166e-05
kation_mit_raumladung,28,23233,1.073571750e-05,8.329808880e-05
kation_mit_raumladung,28,23655,1.088706007e-05,8.649931981e-05
kation_mit_raumladung,28,24077,1.104035552e-05,8.976851252e-05
kation_mit_raumladung,28,24500,1.119574644e-05,9.311421887e-05
kation_mit_raumladung,28,24922,1.135213298e-05,9.652117117e-05
kation_mit_raumladung,28,25345,1.150940536e-05,1.000000000e-04
kation_mit_raumladung,32,1,7.926829269e-06,1.000001474e-07
kation_mit_raumladung,32,422,7.926983845e-06,1.262410381e-07
kation_mit_raumladung,32,843,7.927454366e-06,2.047172653e-07
kation_mit_raumladung,32,1264,7.928265527e-06,3.354339075e-07
kation_mit_raumladung,32,1686,7.929461774e-06,5.188962434e-07
kation_mit_raumladung,32,2107,7.931095067e-06,7.542466936e-07
kation_mit_raumladung,32,2528,7.933246320e-06,1.041875052e-06
kation_mit_raumladung,32,2950,7.936068235e-06,1.382690822e-06
kation_mit_raumladung,32,3371,7.939748305e-06,1.775137133e-06
kation_mit_raumladung,32,3792,7.944512547e-06,2.220036515e-06
kation_mit_raumladung,32,4214,7.950604368e-06,2.718739348e-06
kation_mit_raumladung,32,4635,7.958227081e-06,3.269010767e-06
kation_mit_raumladung,32,5056,7.967619808e-06,3.872122381e-06
kation_mit_raumladung,32,5477,7.978997065e-06,4.528246309e-06
kation_mit_raumladung,32,5899,7.992593405e-06,5.239319620e-06
kation_mit_raumladung,32,6320,8.008525154e-06,6.002173967e-06
kation_mit_raumladung,32,6741,8.026982551e-06,6.818640225e-06
kation_mit_raumladung,32,7163,8.048161553e-06,7.691064405e-06
kation_mit_raumladung,32,7584,8.072086730e-06,8.615532757e-06
kation_mit_raumladung,32,8005,8.098910549e-06,9.594275379e-06
kation_mit_raumladung,32,8427,8.128791774e-06,1.063004284e-05
kation_mit_raumladung,32,8848,8.161652303e-06,1.171815818e-05
kation_mit_raumladung,32,9269,8.197607037e-06,1.286123911e-05
kation_mit_raumladung,32,9690,8.236694273e-06,1.405951325e-05
kation_mit_raumladung,32,10112,8.279048066e-06,1.531625724e-05
kation_mit_raumladung,32,10533,8.324486310e-06,1.662575466e-05
kation_mit_raumladung,32,10954,8.373112594e-06,1.799116075e-05
kation_mit_raumladung,32,11376,8.425054674e-06,1.941616620e-05
kation_mit_raumladung,32,11797,8.480060099e-06,2.089427366e-05
kation_mit_raumladung,32,12218,8.538229961e-06,2.242905551e-05
kation_mit_raumladung,32,12640,8.599687330e-06,2.402462303e-05
kation_mit_raumladung,32,13061,8.664115920e-06,2.567368043e-05
