# Bahnen im r-z-Schnitt.  Jede Zeile ist ein Bahnpunkt; die Bahnen sind
# durch Neustarten der Integration mit wachsender Schrittzahl abgetastet,
# damit die Datei nicht die ganze Historie tragen muss.
case,particle,step,r_m,z_m
kation_ohne_raumladung,24,6798,5.975609756e-06,8.121692439e-06
kation_ohne_raumladung,24,7198,5.975609756e-06,9.093471666e-06
kation_ohne_raumladung,24,7597,5.975609756e-06,1.011815943e-05
kation_ohne_raumladung,24,7997,5.975609756e-06,1.120089202e-05
kation_ohne_raumladung,24,8397,5.975609756e-06,1.233917072e-05
kation_ohne_raumladung,24,8797,5.975609756e-06,1.353299552e-05
kation_ohne_raumladung,24,9197,5.975609756e-06,1.478236645e-05
kation_ohne_raumladung,24,9597,5.975609756e-06,1.608728348e-05
kation_ohne_raumladung,24,9996,5.975609756e-06,1.744427621e-05
kation_ohne_raumladung,24,10396,5.975609756e-06,1.886014660e-05
kation_ohne_raumladung,24,10796,5.975609756e-06,2.033156310e-05
kation_ohne_raumladung,24,11196,5.975609756e-06,2.185852572e-05
kation_ohne_raumladung,24,11596,5.975609756e-06,2.344103444e-05
kation_ohne_raumladung,24,11996,5.975609756e-06,2.507908928e-05
kation_ohne_raumladung,24,12395,5.975609756e-06,2.676838697e-05
kation_ohne_raumladung,24,12795,5.975609756e-06,2.851739517e-05
kation_ohne_raumladung,24,13195,5.975609756e-06,3.032194948e-05
kation_ohne_raumladung,24,13595,5.975609756e-06,3.218204990e-05
kation_ohne_raumladung,24,13995,5.975609756e-06,3.409769643e-05
kation_ohne_raumladung,24,14395,5.975609756e-06,3.606888908e-05
kation_ohne_raumladung,24,14794,5.975609756e-06,3.809049173e-05
kation_ohne_raumladung,24,15194,5.975609756e-06,4.017263773e-05
kation_ohne_raumladung,24,15594,5.975609756e-06,4.231032985e-05
kation_ohne_raumladung,24,15994,5.975609756e-06,4.450356807e-05
kation_ohne_raumladung,24,16394,5.975609756e-06,4.675235241e-05
kation_ohne_raumladung,24,16794,5.975609756e-06,4.905668286e-05
kation_ohne_raumladung,24,17193,5.975609756e-06,5.141059047e-05
kation_ohne_raumladung,24,17593,5.975609756e-06,5.382587428e-05
kation_ohne_raumladung,24,17993,5.975609756e-06,5.629670420e-05
kation_ohne_raumladung,24,18393,5.975609756e-06,5.882308024e-05
kation_ohne_raumladung,24,18793,5.975609756e-06,6.140500238e-05
kation_ohne_raumladung,24,19193,5.975609756e-06,6.404247064e-05
kation_ohne_raumladung,24,19592,5.975609756e-06,6.672868321e-05
kation_ohne_raumladung,24,19992,5.975609756e-06,6.947710483e-05
kation_ohne_raumladung,24,20392,5.975609756e-06,7.228107255e-05
kation_ohne_raumladung,24,20792,5.975609756e-06,7.514058639e-05
kation_ohne_raumladung,24,21192,5.975609756e-06,7.805564634e-05
kation_ohne_raumladung,24,21592,5.975609756e-06,8.102625241e-05
kation_ohne_raumladung,24,21991,5.975609756e-06,8.404476994e-05
kation_ohne_raumladung,24,22391,5.975609756e-06,8.712632936e-05
kation_ohne_raumladung,24,22791,5.975609756e-06,9.026343489e-05
kation_ohne_raumladung,24,23191,5.975609756e-06,9.345608654e-05
kation_ohne_raumladung,24,23591,5.975609756e-06,9.670428430e-05
kation_ohne_raumladung,24,23991,5.975609756e-06,1.000000000e-04
kation_ohne_raumladung,28,1,6.951219512e-06,1.000001736e-07
kation_ohne_raumladung,28,400,6.951219512e-06,1.277730559e-07
kation_ohne_raumladung,28,800,6.951219512e-06,2.110922237e-07
kation_ohne_raumladung,28,1200,6.951219512e-06,3.499575034e-07
kation_ohne_raumladung,28,1600,6.951219512e-06,5.443688949e-07
kation_ohne_raumladung,28,2000,6.951219512e-06,7.943263983e-07
kation_ohne_raumladung,28,2400,6.951219512e-06,1.099830014e-06
kation_ohne_raumladung,28,2799,6.951219512e-06,1.459907857e-06
kation_ohne_raumladung,28,3199,6.951219512e-06,1.876364831e-06
kation_ohne_raumladung,28,3599,6.951219512e-06,2.348367917e-06
kation_ohne_raumladung,28,3999,6.951219512e-06,2.875917114e-06
kation_ohne_raumladung,28,4399,6.951219512e-06,3.459012423e-06
kation_ohne_raumladung,28,4799,6.951219512e-06,4.097653844e-06
kation_ohne_raumladung,28,5198,6.951219512e-06,4.790036650e-06
kation_ohne_raumladung,28,5598,6.951219512e-06,5.539631429e-06
kation_ohne_raumladung,28,5998,6.951219512e-06,6.344772321e-06
kation_ohne_raumladung,28,6398,6.951219512e-06,7.205459324e-06
kation_ohne_raumladung,28,6798,6.951219512e-06,8.121692439e-06
kation_ohne_raumladung,28,7198,6.951219512e-06,9.093471666e-06
kation_ohne_raumladung,28,7597,6.951219512e-06,1.011815943e-05
kation_ohne_raumladung,28,7997,6.951219512e-06,1.120089202e-05
kation_ohne_raumladung,28,8397,6.951219512e-06,1.233917072e-05
kation_ohne_raumladung,28,8797,6.951219512e-06,1.353299552e-05
kation_ohne_raumladung,28,9197,6.951219512e-06,1.478236645e-05
kation_ohne_raumladung,28,9597,6.951219512e-06,1.608728348e-05
kation_ohne_raumladung,28,9996,6.951219512e-06,1.744427621e-05
kation_ohne_raumladung,28,10396,6.951219512e-06,1.886014660e-05
kation_ohne_raumladung,28,10796,6.951219512e-06,2.033156310e-05
kation_ohne_raumladung,28,11196,6.951219512e-06,2.185852572e-05
kation_ohne_raumladung,28,11596,6.951219512e-06,2.344103444e-05
kation_ohne_raumladung,28,11996,6.951219512e-06,2.507908928e-05
kation_ohne_raumladung,28,12395,6.951219512e-06,2.676838697e-05
kation_ohne_raumladung,28,12795,6.951219512e-06,2.851739517e-05
kation_ohne_raumladung,28,13195,6.951219512e-06,3.032194948e-05
kation_ohne_raumladung,28,13595,6.951219512e-06,3.218204990e-05
kation_ohne_raumladung,28,13995,6.951219512e-06,3.409769643e-05
kation_ohne_raumladung,28,14395,6.951219512e-06,3.606888908e-05
kation_ohne_raumladung,28,14794,6.951219512e-06,3.809049173e-05
kation_ohne_raumladung,28,15194,6.951219512e-06,4.017263773e-05
kation_ohne_raumladung,28,15594,6.951219512e-06,4.231032985e-05
kation_ohne_raumladung,28,15994,6.951219512e-06,4.450356807e-05
kation_ohne_raumladung,28,16394,6.951219512e-06,4.675235241e-05
kation_ohne_raumladung,28,16794,6.951219512e-06,4.905668286e-05
kation_ohne_raumladung,28,17193,6.951219512e-06,5.141059047e-05
kation_ohne_raumladung,28,17593,6.951219512e-06,5.382587428e-05
kation_ohne_raumladung,28,17993,6.951219512e-06,5.629670420e-05
kation_ohne_raumladung,28,18393,6.951219512e-06,5.882308024e-05
kation_ohne_raumladung,28,18793,6.951219512e-06,6.140500238e-05
kation_ohne_raumladung,28,19193,6.951219512e-06,6.404247064e-05
kation_ohne_raumladung,28,19592,6.951219512e-06,6.672868321e-05
kation_ohne_raumladung,28,19992,6.951219512e-06,6.947710483e-05
kation_ohne_raumladung,28,20392,6.951219512e-06,7.228107255e-05
kation_ohne_raumladung,28,20792,6.951219512e-06,7.514058639e-05
kation_ohne_raumladung,28,21192,6.951219512e-06,7.805564634e-05
kation_ohne_raumladung,28,21592,6.951219512e-06,8.102625241e-05
kation_ohne_raumladung,28,21991,6.951219512e-06,8.404476994e-05
kation_ohne_raumladung,28,22391,6.951219512e-06,8.712632936e-05
kation_ohne_raumladung,28,22791,6.951219512e-06,9.026343489e-05
kation_ohne_raumladung,28,23191,6.951219512e-06,9.345608654e-05
kation_ohne_raumladung,28,23591,6.951219512e-06,9.670428430e-05
kation_ohne_raumladung,28,23991,6.951219512e-06,1.000000000e-04
kation_ohne_raumladung,32,1,7.926829268e-06,1.000001736e-07
kation_ohne_raumladung,32,400,7.926829268e-06,1.277730559e-07
kation_ohne_raumladung,32,800,7.926829268e-06,2.110922237e-07
kation_ohne_raumladung,32,1200,7.926829268e-06,3.499575034e-07
kation_ohne_raumladung,32,1600,7.926829268e-06,5.443688949e-07
kation_ohne_raumladung,32,2000,7.926829268e-06,7.943263983e-07
kation_ohne_raumladung,32,2400,7.926829268e-06,1.099830014e-06
kation_ohne_raumladung,32,2799,7.926829268e-06,1.459907857e-06
kation_ohne_raumladung,32,3199,7.926829268e-06,1.876364831e-06
kation_ohne_raumladung,32,3599,7.926829268e-06,2.348367917e-06
kation_ohne_raumladung,32,3999,7.926829268e-06,2.875917114e-06
kation_ohne_raumladung,32,4399,7.926829268e-06,3.459012423e-06
kation_ohne_raumladung,32,4799,7.926829268e-06,4.097653844e-06
kation_ohne_raumladung,32,5198,7.926829268e-06,4.790036650e-06
kation_ohne_raumladung,32,5598,7.926829268e-06,5.539631429e-06
kation_ohne_raumladung,32,5998,7.926829268e-06,6.344772321e-06
kation_ohne_raumladung,32,6398,7.926829268e-06,7.205459324e-06
kation_ohne_raumladung,32,6798,7.926829268e-06,8.121692439e-06
kation_ohne_raumladung,32,7198,7.926829268e-06,9.093471666e-06
kation_ohne_raumladung,32,7597,7.926829268e-06,1.011815943e-05
kation_ohne_raumladung,32,7997,7.926829268e-06,1.120089202e-05
kation_ohne_raumladung,32,8397,7.926829268e-06,1.233917072e-05
kation_ohne_raumladung,32,8797,7.926829268e-06,1.353299552e-05
kation_ohne_raumladung,32,9197,7.926829268e-06,1.478236645e-05
kation_ohne_raumladung,32,9597,7.926829268e-06,1.608728348e-05
kation_ohne_raumladung,32,9996,7.926829268e-06,1.744427621e-05
kation_ohne_raumladung,32,10396,7.926829268e-06,1.886014660e-05
kation_ohne_raumladung,32,10796,7.926829268e-06,2.033156310e-05
kation_ohne_raumladung,32,11196,7.926829268e-06,2.185852572e-05
kation_ohne_raumladung,32,11596,7.926829268e-06,2.344103444e-05
kation_ohne_raumladung,32,11996,7.926829268e-06,2.507908928e-05
kation_ohne_raumladung,32,12395,7.926829268e-06,2.676838697e-05
kation_ohne_raumladung,32,12795,7.926829268e-06,2.851739517e-05
kation_ohne_raumladung,32,13195,7.926829268e-06,3.032194948e-05
kation_ohne_raumladung,32,13595,7.926829268e-06,3.218204990e-05
kation_ohne_raumladung,32,13995,7.926829268e-06,3.409769643e-05
kation_ohne_raumladung,32,14395,7.926829268e-06,3.606888908e-05
kation_ohne_raumladung,32,14794,7.926829268e-06,3.809049173e-05
kation_ohne_raumladung,32,15194,7.926829268e-06,4.017263773e-05
kation_ohne_raumladung,32,15594,7.926829268e-06,4.231032985e-05
kation_ohne_raumladung,32,15994,7.926829268e-06,4.450356807e-05
kation_ohne_raumladung,32,16394,7.926829268e-06,4.675235241e-05
kation_ohne_raumladung,32,16794,7.926829268e-06,4.905668286e-05
kation_ohne_raumladung,32,17193,7.926829268e-06,5.141059047e-05
kation_ohne_raumladung,32,17593,7.926829268e-06,5.382587428e-05
kation_ohne_raumladung,32,17993,7.926829268e-06,5.629670420e-05
kation_ohne_raumladung,32,18393,7.926829268e-06,5.882308024e-05
kation_ohne_raumladung,32,18793,7.926829268e-06,6.140500238e-05
kation_ohne_raumladung,32,19193,7.926829268e-06,6.404247064e-05
kation_ohne_raumladung,32,19592,7.926829268e-06,6.672868321e-05
kation_ohne_raumladung,32,19992,7.926829268e-06,6.947710483e-05
kation_ohne_raumladung,32,20392,7.926829268e-06,7.228107255e-05
kation_ohne_raumladung,32,20792,7.926829268e-06,7.514058639e-05
kation_ohne_raumladung,32,21192,7.926829268e-06,7.805564634e-05
kation_ohne_raumladung,32,21592,7.926829268e-06,8.102625241e-05
kation_ohne_raumladung,32,21991,7.926829268e-06,8.404476994e-05
kation_ohne_raumladung,32,22391,7.926829268e-06,8.712632936e-05
kation_ohne_raumladung,32,22791,7.926829268e-06,9.026343489e-05
kation_ohne_raumladung,32,23191,7.926829268e-06,9.345608654e-05
kation_ohne_raumladung,32,23591,7.926829268e-06,9.670428430e-05
kation_ohne_raumladung,32,23991,7.926829268e-06,1.000000000e-04
kation_ohne_raumladung,36,1,8.902439024e-06,1.000001736e-07
kation_ohne_raumladung,36,400,8.902439024e-06,1.277730559e-07
kation_ohne_raumladung,36,800,8.902439024e-06,2.110922237e-07
kation_ohne_raumladung,36,1200,8.902439024e-06,3.499575034e-07
kation_ohne_raumladung,36,1600,8.902439024e-06,5.443688949e-07
kation_ohne_raumladung,36,2000,8.902439024e-06,7.943263983e-07
kation_ohne_raumladung,36,2400,8.902439024e-06,1.099830014e-06
kation_ohne_raumladung,36,2799,8.902439024e-06,1.459907857e-06
kation_ohne_raumladung,36,3199,8.902439024e-06,1.876364831e-06
kation_ohne_raumladung,36,3599,8.902439024e-06,2.348367917e-06
kation_ohne_raumladung,36,3999,8.902439024e-06,2.875917114e-06
kation_ohne_raumladung,36,4399,8.902439024e-06,3.459012423e-06
kation_ohne_raumladung,36,4799,8.902439024e-06,4.097653844e-06
kation_ohne_raumladung,36,5198,8.902439024e-06,4.790036650e-06
kation_ohne_raumladung,36,5598,8.902439024e-06,5.539631429e-06
kation_ohne_raumladung,36,5998,8.902439024e-06,6.344772321e-06
kation_ohne_raumladung,36,6398,8.902439024e-06,7.205459324e-06
kation_ohne_raumladung,36,6798,8.902439024e-06,8.121692439e-06
kation_ohne_raumladung,36,7198,8.902439024e-06,9.093471666e-06
kation_ohne_raumladung,36,7597,8.902439024e-06,1.011815943e-05
kation_ohne_raumladung,36,7997,8.902439024e-06,1.120089202e-05
kation_ohne_raumladung,36,8397,8.902439024e-06,1.233917072e-05
kation_ohne_raumladung,36,8797,8.902439024e-06,1.353299552e-05
kation_ohne_raumladung,36,9197,8.902439024e-06,1.478236645e-05
kation_ohne_raumladung,36,9597,8.902439024e-06,1.608728348e-05
kation_ohne_raumladung,36,9996,8.902439024e-06,1.744427621e-05
kation_ohne_raumladung,36,10396,8.902439024e-06,1.886014660e-05
kation_ohne_raumladung,36,10796,8.902439024e-06,2.033156310e-05
kation_ohne_raumladung,36,11196,8.902439024e-06,2.185852572e-05
kation_ohne_raumladung,36,11596,8.902439024e-06,2.344103444e-05
kation_ohne_raumladung,36,11996,8.902439024e-06,2.507908928e-05
kation_ohne_raumladung,36,12395,8.902439024e-06,2.676838697e-05
kation_ohne_raumladung,36,12795,8.902439024e-06,2.851739517e-05
kation_ohne_raumladung,36,13195,8.902439024e-06,3.032194948e-05
kation_ohne_raumladung,36,13595,8.902439024e-06,3.218204990e-05
kation_ohne_raumladung,36,13995,8.902439024e-06,3.409769643e-05
kation_ohne_raumladung,36,14395,8.902439024e-06,3.606888908e-05
kation_ohne_raumladung,36,14794,8.902439024e-06,3.809049173e-05
kation_ohne_raumladung,36,15194,8.902439024e-06,4.017263773e-05
kation_ohne_raumladung,36,15594,8.902439024e-06,4.231032985e-05
kation_ohne_raumladung,36,15994,8.902439024e-06,4.450356807e-05
kation_ohne_raumladung,36,16394,8.902439024e-06,4.675235241e-05
kation_ohne_raumladung,36,16794,8.902439024e-06,4.905668286e-05
kation_ohne_raumladung,36,17193,8.902439024e-06,5.141059047e-05
kation_ohne_raumladung,36,17593,8.902439024e-06,5.382587428e-05
kation_ohne_raumladung,36,17993,8.902439024e-06,5.629670420e-05
kation_ohne_raumladung,36,18393,8.902439024e-06,5.882308024e-05
kation_ohne_raumladung,36,18793,8.902439024e-06,6.140500238e-05
kation_ohne_raumladung,36,19193,8.902439024e-06,6.404247064e-05
kation_ohne_raumladung,36,19592,8.902439024e-06,6.672868321e-05
kation_ohne_raumladung,36,19992,8.902439024e-06,6.947710483e-05
kation_ohne_raumladung,36,20392,8.902439024e-06,7.228107255e-05
kation_ohne_raumladung,36,20792,8.902439024e-06,7.514058639e-05
kation_ohne_raumladung,36,21192,8.902439024e-06,7.805564634e-05
kation_ohne_raumladung,36,21592,8.902439024e-06,8.102625241e-05
kation_ohne_raumladung,36,21991,8.902439024e-06,8.404476994e-05
kation_ohne_raumladung,36,22391,8.902439024e-06,8.712632936e-05
kation_ohne_raumladung,36,22791,8.902439024e-06,9.026343489e-05
kation_ohne_raumladung,36,23191,8.902439024e-06,9.345608654e-05
kation_ohne_raumladung,36,23591,8.902439024e-06,9.670428430e-05
kation_ohne_raumladung,36,23991,8.902439024e-06,1.000000000e-04
kation_ohne_raumladung,40,1,9.878048780e-06,1.000001736e-07
kation_ohne_raumladung,40,400,9.878048780e-06,1.277730559e-07
kation_ohne_raumladung,40,800,9.878048780e-06,2.110922237e-07
kation_ohne_raumladung,40,1200,9.878048780e-06,3.499575034e-07
kation_ohne_raumladung,40,1600,9.878048780e-06,5.443688949e-07
kation_ohne_raumladung,40,2000,9.878048780e-06,7.943263983e-07
kation_ohne_raumladung,40,2400,9.878048780e-06,1.099830014e-06
kation_ohne_raumladung,40,2799,9.878048780e-06,1.459907857e-06
kation_ohne_raumladung,40,3199,9.878048780e-06,1.876364831e-06
kation_ohne_raumladung,40,3599,9.878048780e-06,2.348367917e-06
kation_ohne_raumladung,40,3999,9.878048780e-06,2.875917114e-06
kation_ohne_raumladung,40,4399,9.878048780e-06,3.459012423e-06
kation_ohne_raumladung,40,4799,9.878048780e-06,4.097653844e-06
kation_ohne_raumladung,40,5198,9.878048780e-06,4.790036650e-06
kation_ohne_raumladung,40,5598,9.878048780e-06,5.539631429e-06
kation_ohne_raumladung,40,5998,9.878048780e-06,6.344772321e-06
kation_ohne_raumladung,40,6398,9.878048780e-06,7.205459324e-06
kation_ohne_raumladung,40,6798,9.878048780e-06,8.121692439e-06
kation_ohne_raumladung,40,7198,9.878048780e-06,9.093471666e-06
kation_ohne_raumladung,40,7597,9.878048780e-06,1.011815943e-05
kation_ohne_raumladung,40,7997,9.878048780e-06,1.120089202e-05
kation_ohne_raumladung,40,8397,9.878048780e-06,1.233917072e-05
kation_ohne_raumladung,40,8797,9.878048780e-06,1.353299552e-05
kation_ohne_raumladung,40,9197,9.878048780e-06,1.478236645e-05
kation_ohne_raumladung,40,9597,9.878048780e-06,1.608728348e-05
kation_ohne_raumladung,40,9996,9.878048780e-06,1.744427621e-05
kation_ohne_raumladung,40,10396,9.878048780e-06,1.886014660e-05
kation_ohne_raumladung,40,10796,9.878048780e-06,2.033156310e-05
kation_ohne_raumladung,40,11196,9.878048780e-06,2.185852572e-05
kation_ohne_raumladung,40,11596,9.878048780e-06,2.344103444e-05
kation_ohne_raumladung,40,11996,9.878048780e-06,2.507908928e-05
kation_ohne_raumladung,40,12395,9.878048780e-06,2.676838697e-05
kation_ohne_raumladung,40,12795,9.878048780e-06,2.851739517e-05
kation_ohne_raumladung,40,13195,9.878048780e-06,3.032194948e-05
kation_ohne_raumladung,40,13595,9.878048780e-06,3.218204990e-05
kation_ohne_raumladung,40,13995,9.878048780e-06,3.409769643e-05
kation_ohne_raumladung,40,14395,9.878048780e-06,3.606888908e-05
kation_ohne_raumladung,40,14794,9.878048780e-06,3.809049173e-05
kation_ohne_raumladung,40,15194,9.878048780e-06,4.017263773e-05
kation_ohne_raumladung,40,15594,9.878048780e-06,4.231032985e-05
kation_ohne_raumladung,40,15994,9.878048780e-06,4.450356807e-05
kation_ohne_raumladung,40,16394,9.878048780e-06,4.675235241e-05
kation_ohne_raumladung,40,16794,9.878048780e-06,4.905668286e-05
kation_ohne_raumladung,40,17193,9.878048780e-06,5.141059047e-05
kation_ohne_raumladung,40,17593,9.878048780e-06,5.382587428e-05
kation_ohne_raumladung,40,17993,9.878048780e-06,5.629670420e-05
kation_ohne_raumladung,40,18393,9.878048780e-06,5.882308024e-05
kation_ohne_raumladung,40,18793,9.878048780e-06,6.140500238e-05
kation_ohne_raumladung,40,19193,9.878048780e-06,6.404247064e-05
kation_ohne_raumladung,40,19592,9.878048780e-06,6.672868321e-05
kation_ohne_raumladung,40,19992,9.878048780e-06,6.947710483e-05
kation_ohne_raumladung,40,20392,9.878048780e-06,7.228107255e-05
kation_ohne_raumladung,40,20792,9.878048780e-06,7.514058639e-05
kation_ohne_raumladung,40,21192,9.878048780e-06,7.805564634e-05
kation_ohne_raumladung,40,21592,9.878048780e-06,8.102625241e-05
kation_ohne_raumladung,40,21991,9.878048780e-06,8.404476994e-05
kation_ohne_raumladung,40,22391,9.878048780e-06,8.712632936e-05
kation_ohne_raumladung,40,22791,9.878048780e-06,9.026343489e-05
kation_ohne_raumladung,40,23191,9.878048780e-06,9.345608654e-05
kation_ohne_raumladung,40,23591,9.878048780e-06,9.670428430e-05
kation_ohne_raumladung,40,23991,9.878048780e-06,1.000000000e-04
kation_mit_raumladung,0,1,1.219512193e-07,1.000001326e-07
kation_mit_raumladung,0,429,1.219169959e-07,1.244007043e-07
kation_mit_raumladung,0,858,1.218134469e-07,1.976114310e-07
kation_mit_raumladung,0,1287,1.216379383e-07,3.196580242e-07
kation_mit_raumladung,0,1716,1.213860808e-07,4.905835638e-07
kation_mit_raumladung,0,2145,1.210517306e-07,7.104483763e-07
kation_mit_raumladung,0,2574,1.206262465e-07,9.793340009e-07
kation_mit_raumladung,0,3003,1.200828036e-07,1.297426535e-06
kation_mit_raumladung,0,3432,1.193738294e-07,1.665030730e-06
kation_mit_raumladung,0,3861,1.184479513e-07,2.082560804e-06
kation_mit_raumladung,0,4290,1.172640712e-07,2.550730880e-06
kation_mit_raumladung,0,4719,1.158242354e-07,3.070351921e-06
kation_mit_raumladung,0,5148,1.142573952e-07,3.642141452e-06
kation_mit_raumladung,0,5576,1.126557678e-07,4.264860713e-06
kation_mit_raumladung,0,6005,1.109687355e-07,4.941520338e-06
kation_mit_raumladung,0,6434,1.090254680e-07,5.671562084e-06
kation_mit_raumladung,0,6863,1.068682702e-07,6.456315824e-06
kation_mit_raumladung,0,7292,1.046629237e-07,7.296405454e-06
kation_mit_raumladung,0,7721,1.024444084e-07,8.191918606e-06
kation_mit_raumladung,0,8150,1.002468499e-07,9.142922853e-06
kation_mit_raumladung,0,8579,9.824531226e-08,1.014892748e-05
kation_mit_raumladung,0,9008,9.645880036e-08,1.121018692e-05
kation_mit_raumladung,0,9437,9.486207075e-08,1.232888640e-05
kation_mit_raumladung,0,9866,9.337815600e-08,1.350514001e-05
kation_mit_raumladung,0,10295,9.188109602e-08,1.473880317e-05
kation_mit_raumladung,0,10723,9.039188831e-08,1.602669525e-05
kation_mit_raumladung,0,11152,8.878733541e-08,1.737545880e-05
kation_mit_raumladung,0,11581,8.718296124e-08,1.878270655e-05
kation_mit_raumladung,0,12010,8.567690896e-08,2.024809880e-05
kation_mit_raumladung,0,12439,8.461878846e-08,2.177065198e-05
kation_mit_raumladung,0,12868,8.404183521e-08,2.335277222e-05
kation_mit_raumladung,0,13297,8.359306196e-08,2.499471449e-05
kation_mit_raumladung,0,13726,8.316234295e-08,2.669608999e-05
kation_mit_raumladung,0,14155,8.263279851e-08,2.845743366e-05
kation_mit_raumladung,0,14584,8.212281439e-08,3.027928658e-05
kation_mit_raumladung,0,15013,8.165547438e-08,3.216112231e-05
kation_mit_raumladung,0,15442,8.110788051e-08,3.410381273e-05
kation_mit_raumladung,0,15870,8.057737304e-08,3.610327101e-05
kation_mit_raumladung,0,16299,8.002871188e-08,3.816877218e-05
kation_mit_raumladung,0,16728,7.944433944e-08,4.029633381e-05
kation_mit_raumladung,0,17157,7.926316470e-08,4.248542297e-05
kation_mit_raumladung,0,17586,8.164892539e-08,4.473663931e-05
kation_mit_raumladung,0,18015,8.453524447e-08,4.705152507e-05
kation_mit_raumladung,0,18444,8.738396711e-08,4.942969792e-05
kation_mit_raumladung,0,18873,9.021881411e-08,5.187201081e-05
kation_mit_raumladung,0,19302,9.314055845e-08,5.437801855e-05
kation_mit_raumladung,0,19731,9.611850871e-08,5.694907815e-05
kation_mit_raumladung,0,20160,9.909082228e-08,5.958525932e-05
kation_mit_raumladung,0,20589,1.020348854e-07,6.228716992e-05
kation_mit_raumladung,0,21017,1.052219576e-07,6.504791195e-05
kation_mit_raumladung,0,21446,1.087027541e-07,6.788188413e-05
kation_mit_raumladung,0,21875,1.121710107e-07,7.078284082e-05
kation_mit_raumladung,0,22304,1.156268329e-07,7.375150147e-05
kation_mit_raumladung,0,22733,1.190395876e-07,7.678791778e-05
kation_mit_raumladung,0,23162,1.224334104e-07,7.989314812e-05
kation_mit_raumladung,0,23591,1.257889097e-07,8.306759066e-05
kation_mit_raumladung,0,24020,1.305751988e-07,8.631108563e-05
kation_mit_raumladung,0,24449,1.381502389e-07,8.962546590e-05
kation_mit_raumladung,0,24878,1.456910031e-07,9.301136137e-05
kation_mit_raumladung,0,25307,1.532404761e-07,9.647013496e-05
kation_mit_raumladung,0,25736,1.608656239e-07,1.000000000e-04
kation_mit_raumladung,4,1,1.097560975e-06,1.000001315e-07
kation_mit_raumladung,4,430,1.097392539e-06,1.243104269e-07
kation_mit_raumladung,4,859,1.096886406e-06,1.970357760e-07
kation_mit_raumladung,4,1288,1.096035404e-06,3.182362658e-07
kation_mit_raumladung,4,1717,1.094827525e-06,4.880119309e-07
kation_mit_raumladung,4,2146,1.093245832e-06,7.065026767e-07
kation_mit_raumladung,4,2575,1.091271870e-06,9.738891816e-07
kation_mit_raumladung,4,3004,1.088966502e-06,1.290415854e-06
kation_mit_raumladung,4,3433,1.086486148e-06,1.656394646e-06
kation_mit_raumladung,4,3862,1.084030546e-06,2.072252655e-06
kation_mit_raumladung,4,4291,1.081902357e-06,2.538777948e-06
kation_mit_raumladung,4,4720,1.080361027e-06,3.056906550e-06
kation_mit_raumladung,4,5149,1.079376823e-06,3.627542649e-06
kation_mit_raumladung,4,5578,1.079022694e-06,4.251071713e-06
kation_mit_raumladung,4,6007,1.079667804e-06,4.927523049e-06
kation_mit_raumladung,4,6436,1.081902392e-06,5.657501060e-06
kation_mit_raumladung,4,6865,1.085569533e-06,6.441884704e-06
kation_mit_raumladung,4,7294,1.089908142e-06,7.281172253e-06
kation_mit_raumladung,4,7723,1.094458917e-06,8.175699785e-06
kation_mit_raumladung,4,8152,1.099295324e-06,9.125948778e-06
kation_mit_raumladung,4,8581,1.104972528e-06,1.013206334e-05
kation_mit_raumladung,4,9010,1.112393400e-06,1.119407455e-05
kation_mit_raumladung,4,9439,1.121391939e-06,1.231266356e-05
kation_mit_raumladung,4,9868,1.131235032e-06,1.348819681e-05
kation_mit_raumladung,4,10297,1.141840065e-06,1.472124120e-05
kation_mit_raumladung,4,10726,1.153458068e-06,1.601175548e-05
kation_mit_raumladung,4,11155,1.166463042e-06,1.736010616e-05
kation_mit_raumladung,4,11584,1.180071554e-06,1.876670893e-05
kation_mit_raumladung,4,12013,1.194157099e-06,2.023179042e-05
kation_mit_raumladung,4,12442,1.209513529e-06,2.175531401e-05
kation_mit_raumladung,4,12871,1.226422385e-06,2.333749160e-05
kation_mit_raumladung,4,13300,1.244595478e-06,2.497900498e-05
kation_mit_raumladung,4,13729,1.263985841e-06,2.668018990e-05
kation_mit_raumladung,4,14158,1.284827657e-06,2.844121518e-05
kation_mit_raumladung,4,14587,1.306451073e-06,3.026248578e-05
kation_mit_raumladung,4,15016,1.329097962e-06,3.214433790e-05
kation_mit_raumladung,4,15445,1.353099771e-06,3.408678079e-05
kation_mit_raumladung,4,15874,1.378210145e-06,3.609048326e-05
kation_mit_raumladung,4,16303,1.404585734e-06,3.815573502e-05
kation_mit_raumladung,4,16732,1.432135239e-06,4.028286454e-05
kation_mit_raumladung,4,17161,1.460598583e-06,4.247227007e-05
kation_mit_raumladung,4,17590,1.490493168e-06,4.472397490e-05
kation_mit_raumladung,4,18019,1.522070134e-06,4.703867796e-05
kation_mit_raumladung,4,18448,1.555108255e-06,4.941680773e-05
kation_mit_raumladung,4,18877,1.589586683e-06,5.185877213e-05
kation_mit_raumladung,4,19306,1.625365310e-06,5.436498468e-05
kation_mit_raumladung,4,19735,1.662753524e-06,5.693577139e-05
kation_mit_raumladung,4,20164,1.701590590e-06,5.957175516e-05
kation_mit_raumladung,4,20593,1.741859971e-06,6.227328332e-05
kation_mit_raumladung,4,21022,1.783486946e-06,6.504082638e-05
kation_mit_raumladung,4,21451,1.826852983e-06,6.787475192e-05
