# Auftrefforte, Schicksale, Energien und der getragene Strom.
# Der gestartete Strom ist eine EINGABE.
case,particle,r_start_m,z_start_m,r_end_m,z_end_m,fate,current_A,time_s,energy_gain_J,energy_gain_eV,dV_V,q_dV_J,speed_m_per_s
anion_ohne_raumladung,30,7.439024390e-06,1.000000000e-07,7.439024390e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,31,7.682926829e-06,1.000000000e-07,7.682926829e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,32,7.926829268e-06,1.000000000e-07,7.926829268e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,33,8.170731707e-06,1.000000000e-07,8.170731707e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,34,8.414634146e-06,1.000000000e-07,8.414634146e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,35,8.658536585e-06,1.000000000e-07,8.658536585e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,36,8.902439024e-06,1.000000000e-07,8.902439024e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,37,9.146341463e-06,1.000000000e-07,9.146341463e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,38,9.390243902e-06,1.000000000e-07,9.390243902e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,39,9.634146341e-06,1.000000000e-07,9.634146341e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,40,9.878048780e-06,1.000000000e-07,9.878048780e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
