# Auftrefforte, Schicksale, Energien und der getragene Strom.
# Der gestartete Strom ist eine EINGABE.
case,particle,r_start_m,z_start_m,r_end_m,z_end_m,fate,current_A,time_s,energy_gain_J,energy_gain_eV,dV_V,q_dV_J,speed_m_per_s
kation_ohne_raumladung,15,3.780487805e-06,1.000000000e-07,3.780487805e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,16,4.024390244e-06,1.000000000e-07,4.024390244e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,17,4.268292683e-06,1.000000000e-07,4.268292683e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,18,4.512195122e-06,1.000000000e-07,4.512195122e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,19,4.756097561e-06,1.000000000e-07,4.756097561e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,20,5.000000000e-06,1.000000000e-07,5.000000000e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,21,5.243902439e-06,1.000000000e-07,5.243902439e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,22,5.487804878e-06,1.000000000e-07,5.487804878e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,23,5.731707317e-06,1.000000000e-07,5.731707317e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,24,5.975609756e-06,1.000000000e-07,5.975609756e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,25,6.219512195e-06,1.000000000e-07,6.219512195e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,26,6.463414634e-06,1.000000000e-07,6.463414634e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,27,6.707317073e-06,1.000000000e-07,6.707317073e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,28,6.951219512e-06,1.000000000e-07,6.951219512e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,29,7.195121951e-06,1.000000000e-07,7.195121951e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,30,7.439024390e-06,1.000000000e-07,7.439024390e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,31,7.682926829e-06,1.000000000e-07,7.682926829e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,32,7.926829268e-06,1.000000000e-07,7.926829268e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,33,8.170731707e-06,1.000000000e-07,8.170731707e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,34,8.414634146e-06,1.000000000e-07,8.414634146e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,35,8.658536585e-06,1.000000000e-07,8.658536585e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,36,8.902439024e-06,1.000000000e-07,8.902439024e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,37,9.146341463e-06,1.000000000e-07,9.146341463e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,38,9.390243902e-06,1.000000000e-07,9.390243902e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,39,9.634146341e-06,1.000000000e-07,9.634146341e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_ohne_raumladung,40,9.878048780e-06,1.000000000e-07,9.878048780e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.798007215e-09,1.600574457e-16,9.990000000e+02,9.990000000e+02,1.600574457e-16,4.164228836e+04
kation_mit_raumladung,0,1.219512195e-07,1.000000000e-07,1.608656239e-07,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.147092981e-09,1.600955239e-16,9.992376652e+02,9.992364116e+02,1.600953231e-16,4.164724148e+04
kation_mit_raumladung,1,3.658536585e-07,1.000000000e-07,6.018025568e-07,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.147341449e-09,1.600957167e-16,9.992388684e+02,9.992369039e+02,1.600954019e-16,4.164726655e+04
kation_mit_raumladung,2,6.097560976e-07,1.000000000e-07,1.120217392e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.147679932e-09,1.600962444e-16,9.992421623e+02,9.992380126e+02,1.600955796e-16,4.164733520e+04
kation_mit_raumladung,3,8.536585366e-07,1.000000000e-07,1.707300418e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.148068709e-09,1.600966828e-16,9.992448984e+02,9.992404361e+02,1.600959678e-16,4.164739222e+04
kation_mit_raumladung,4,1.097560976e-06,1.000000000e-07,2.352309796e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.148275332e-09,1.600967401e-16,9.992452562e+02,9.992436643e+02,1.600964851e-16,4.164739967e+04
kation_mit_raumladung,5,1.341463415e-06,1.000000000e-07,3.038236500e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.148158287e-09,1.600973152e-16,9.992488454e+02,9.992473869e+02,1.600970815e-16,4.164747447e+04
kation_mit_raumladung,6,1.585365854e-06,1.000000000e-07,3.698242103e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.147207799e-09,1.600974192e-16,9.992494949e+02,9.992478485e+02,1.600971554e-16,4.164748800e+04
kation_mit_raumladung,7,1.829268293e-06,1.000000000e-07,4.319694417e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.145708099e-09,1.600974179e-16,9.992494865e+02,9.992479130e+02,1.600971658e-16,4.164748783e+04
kation_mit_raumladung,8,2.073170732e-06,1.000000000e-07,4.916719220e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.143754694e-09,1.600970524e-16,9.992472051e+02,9.992462854e+02,1.600969050e-16,4.164744029e+04
kation_mit_raumladung,9,2.317073171e-06,1.000000000e-07,5.498128099e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.141407486e-09,1.600963413e-16,9.992427671e+02,9.992411725e+02,1.600960858e-16,4.164734780e+04
kation_mit_raumladung,10,2.560975610e-06,1.000000000e-07,5.992027447e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.138961795e-09,1.600962063e-16,9.992419244e+02,9.992360072e+02,1.600952583e-16,4.164733024e+04
kation_mit_raumladung,11,2.804878049e-06,1.000000000e-07,6.460253254e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.136568454e-09,1.600961604e-16,9.992416382e+02,9.992335523e+02,1.600948649e-16,4.164732427e+04
kation_mit_raumladung,12,3.048780488e-06,1.000000000e-07,6.927256409e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,5.134232759e-09,1.600956102e-16,9.992382039e+02,9.992326534e+02,1.600947209e-16,4.164725270e+04
kation_mit_raumladung,13,3.292682927e-06,1.000000000e-07,7.422568222e-06,1.000000000e-04,HitExtractor,2.439024390e-09,5.131897227e-09,1.600950662e-16,9.992348083e+02,9.992296760e+02,1.600942439e-16,4.164718194e+04
kation_mit_raumladung,14,3.536585366e-06,1.000000000e-07,8.021372828e-06,1.000000000e-04,HitExtractor,2.439024390e-09,5.129111502e-09,1.600948537e-16,9.992334819e+02,9.992300070e+02,1.600942969e-16,4.164715430e+04
kation_mit_raumladung,15,3.780487805e-06,1.000000000e-07,8.576868569e-06,1.000000000e-04,HitExtractor,2.439024390e-09,5.125947944e-09,1.600946861e-16,9.992324361e+02,9.992275272e+02,1.600938996e-16,4.164713251e+04
kation_mit_raumladung,16,4.024390244e-06,1.000000000e-07,9.049197401e-06,1.000000000e-04,HitExtractor,2.439024390e-09,5.122457368e-09,1.600935448e-16,9.992253128e+02,9.992214359e+02,1.600929237e-16,4.164698406e+04
kation_mit_raumladung,17,4.268292683e-06,1.000000000e-07,9.391649403e-06,1.000000000e-04,HitExtractor,2.439024390e-09,5.119026217e-09,1.600928839e-16,9.992211874e+02,9.992185607e+02,1.600924630e-16,4.164689809e+04
kation_mit_raumladung,18,4.512195122e-06,1.000000000e-07,9.808139389e-06,1.000000000e-04,HitExtractor,2.439024390e-09,5.115420270e-09,1.600926480e-16,9.992197154e+02,9.992167741e+02,1.600921768e-16,4.164686741e+04
kation_mit_raumladung,19,4.756097561e-06,1.000000000e-07,1.023184651e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.111534095e-09,1.600921942e-16,9.992168827e+02,9.992138575e+02,1.600917095e-16,4.164680838e+04
kation_mit_raumladung,20,5.000000000e-06,1.000000000e-07,1.062469746e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.107260929e-09,1.600911979e-16,9.992106642e+02,9.992083054e+02,1.600908199e-16,4.164667879e+04
kation_mit_raumladung,21,5.243902439e-06,1.000000000e-07,1.093561979e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.102551100e-09,1.600904707e-16,9.992061253e+02,9.992027321e+02,1.600899270e-16,4.164658420e+04
kation_mit_raumladung,22,5.487804878e-06,1.000000000e-07,1.121489723e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.097536170e-09,1.600896009e-16,9.992006967e+02,9.991972556e+02,1.600890496e-16,4.164647107e+04
kation_mit_raumladung,23,5.731707317e-06,1.000000000e-07,1.140795552e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.092299439e-09,1.600883354e-16,9.991927979e+02,9.991912879e+02,1.600880934e-16,4.164630646e+04
kation_mit_raumladung,24,5.975609756e-06,1.000000000e-07,1.150058141e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.086910159e-09,1.600872479e-16,9.991860103e+02,9.991838153e+02,1.600868962e-16,4.164616500e+04
kation_mit_raumladung,25,6.219512195e-06,1.000000000e-07,1.149819101e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.081855956e-09,1.600860565e-16,9.991785742e+02,9.991777847e+02,1.600859300e-16,4.164601003e+04
kation_mit_raumladung,26,6.463414634e-06,1.000000000e-07,1.148737529e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.077155993e-09,1.600850584e-16,9.991723446e+02,9.991724902e+02,1.600850817e-16,4.164588021e+04
kation_mit_raumladung,27,6.707317073e-06,1.000000000e-07,1.149007788e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.072810002e-09,1.600844283e-16,9.991684116e+02,9.991678229e+02,1.600843339e-16,4.164579824e+04
kation_mit_raumladung,28,6.951219512e-06,1.000000000e-07,1.150940536e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.068856516e-09,1.600838089e-16,9.991645458e+02,9.991637721e+02,1.600836849e-16,4.164571768e+04
kation_mit_raumladung,29,7.195121951e-06,1.000000000e-07,1.154419629e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.065237608e-09,1.600830939e-16,9.991600831e+02,9.991601673e+02,1.600831074e-16,4.164562468e+04
kation_mit_raumladung,30,7.439024390e-06,1.000000000e-07,1.159096629e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.061849893e-09,1.600825663e-16,9.991567903e+02,9.991568650e+02,1.600825783e-16,4.164555605e+04
kation_mit_raumladung,31,7.682926829e-06,1.000000000e-07,1.164845908e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.058675116e-09,1.600822074e-16,9.991545502e+02,9.991538365e+02,1.600820931e-16,4.164550937e+04
kation_mit_raumladung,32,7.926829268e-06,1.000000000e-07,1.171697746e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.055761702e-09,1.600816992e-16,9.991513780e+02,9.991511427e+02,1.600816615e-16,4.164544326e+04
kation_mit_raumladung,33,8.170731707e-06,1.000000000e-07,1.179533918e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.053034898e-09,1.600812194e-16,9.991483833e+02,9.991486569e+02,1.600812632e-16,4.164538085e+04
kation_mit_raumladung,34,8.414634146e-06,1.000000000e-07,1.188187587e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.050458837e-09,1.600808980e-16,9.991463772e+02,9.991463437e+02,1.600808926e-16,4.164533904e+04
kation_mit_raumladung,35,8.658536585e-06,1.000000000e-07,1.197586190e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.048027645e-09,1.600806728e-16,9.991449719e+02,9.991441972e+02,1.600805487e-16,4.164530975e+04
kation_mit_raumladung,36,8.902439024e-06,1.000000000e-07,1.207796299e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.045784152e-09,1.600802316e-16,9.991422179e+02,9.991422569e+02,1.600802378e-16,4.164525236e+04
kation_mit_raumladung,37,9.146341463e-06,1.000000000e-07,1.218676801e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.043656144e-09,1.600799163e-16,9.991402501e+02,9.991404340e+02,1.600799457e-16,4.164521135e+04
kation_mit_raumladung,38,9.390243902e-06,1.000000000e-07,1.230143647e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.041635046e-09,1.600796958e-16,9.991388741e+02,9.991387219e+02,1.600796714e-16,4.164518267e+04
kation_mit_raumladung,39,9.634146341e-06,1.000000000e-07,1.242170579e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.039729640e-09,1.600794754e-16,9.991374981e+02,9.991371326e+02,1.600794168e-16,4.164515399e+04
kation_mit_raumladung,40,9.878048780e-06,1.000000000e-07,1.254792408e-05,1.000000000e-04,HitExtractor,2.439024390e-09,5.037949620e-09,1.600791811e-16,9.991356614e+02,9.991356650e+02,1.600791817e-16,4.164511572e+04
anion_ohne_raumladung,0,1.219512195e-07,1.000000000e-07,1.219512195e-07,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,1,3.658536585e-07,1.000000000e-07,3.658536585e-07,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,2,6.097560976e-07,1.000000000e-07,6.097560976e-07,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,3,8.536585366e-07,1.000000000e-07,8.536585366e-07,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,4,1.097560976e-06,1.000000000e-07,1.097560976e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,5,1.341463415e-06,1.000000000e-07,1.341463415e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,6,1.585365854e-06,1.000000000e-07,1.585365854e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,7,1.829268293e-06,1.000000000e-07,1.829268293e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,8,2.073170732e-06,1.000000000e-07,2.073170732e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,9,2.317073171e-06,1.000000000e-07,2.317073171e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,10,2.560975610e-06,1.000000000e-07,2.560975610e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,11,2.804878049e-06,1.000000000e-07,2.804878049e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,12,3.048780488e-06,1.000000000e-07,3.048780488e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,13,3.292682927e-06,1.000000000e-07,3.292682927e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,14,3.536585366e-06,1.000000000e-07,3.536585366e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,15,3.780487805e-06,1.000000000e-07,3.780487805e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,16,4.024390244e-06,1.000000000e-07,4.024390244e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,17,4.268292683e-06,1.000000000e-07,4.268292683e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,18,4.512195122e-06,1.000000000e-07,4.512195122e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,19,4.756097561e-06,1.000000000e-07,4.756097561e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,20,5.000000000e-06,1.000000000e-07,5.000000000e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,21,5.243902439e-06,1.000000000e-07,5.243902439e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,22,5.487804878e-06,1.000000000e-07,5.487804878e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,23,5.731707317e-06,1.000000000e-07,5.731707317e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,24,5.975609756e-06,1.000000000e-07,5.975609756e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,25,6.219512195e-06,1.000000000e-07,6.219512195e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,26,6.463414634e-06,1.000000000e-07,6.463414634e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,27,6.707317073e-06,1.000000000e-07,6.707317073e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,28,6.951219512e-06,1.000000000e-07,6.951219512e-06,1.000000000e-04,LeftThroughAperture,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
anion_ohne_raumladung,29,7.195121951e-06,1.000000000e-07,7.195121951e-06,1.000000000e-04,HitExtractor,2.439024390e-09,4.239864447e-09,1.600574457e-16,9.990000000e+02,-9.990000000e+02,1.600574457e-16,4.712414807e+04
