# Volumenladung, Potential mit und ohne Ladung, und die Differenz.
# Die Ladungsdichte ist die deponierte Knotenladung geteilt durch das
# zugehoerige Knotenvolumen -- eine ABGELEITETE Groesse zur Anzeige,
# nicht die Groesse, mit der gerechnet wurde (das ist die Knotenladung).
r_m,z_m,node_charge_C,phi_V,phi_no_charge_V,dphi_V,Er_V_per_m,Ez_V_per_m,dEr_V_per_m,dEz_V_per_m
1.733333333e-05,-2.866666667e-05,0.000000000e+00,2.937800148e-01,1.703866454e-02,2.767413502e-01,1.165315350e+05,-3.541676690e+04,1.098736709e+05,-3.307870759e+04
1.766666667e-05,-2.866666667e-05,0.000000000e+00,2.552161847e-01,1.483048883e-02,2.403856959e-01,1.150297385e+05,-3.071703873e+04,1.084213643e+05,-2.868198625e+04
1.800000000e-05,-2.866666667e-05,0.000000000e+00,2.171574432e-01,1.263998928e-02,2.045174540e-01,1.134945695e+05,-2.609914076e+04,1.069429440e+05,-2.436466991e+04
1.833333333e-05,-2.866666667e-05,0.000000000e+00,1.796147689e-01,1.046956623e-02,1.691452027e-01,1.119274861e+05,-2.156103420e+04,1.054397680e+05,-2.012439035e+04
1.866666667e-05,-2.866666667e-05,0.000000000e+00,1.425986931e-01,8.321585095e-03,1.342771081e-01,1.103296848e+05,-1.710073071e+04,1.039129234e+05,-1.595883459e+04
1.900000000e-05,-2.866666667e-05,0.000000000e+00,1.061193854e-01,6.198373407e-03,9.992101196e-02,1.087021146e+05,-1.271630098e+04,1.023632408e+05,-1.186575390e+04
1.933333333e-05,-2.866666667e-05,0.000000000e+00,7.018673374e-02,4.102217821e-03,6.608451592e-02,1.070454901e+05,-8.405882271e+03,1.007913079e+05,-7.842971706e+03
1.966666667e-05,-2.866666667e-05,0.000000000e+00,3.481042157e-02,2.035361242e-03,3.277506033e-02,1.053603037e+05,-4.167685219e+03,9.919748119e+04,-3.888390825e+03
2.000000000e-05,-2.866666667e-05,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1.045178175e+05,-2.083932796e+03,9.840191295e+04,-1.944229495e+03
0.000000000e+00,-2.800000000e-05,0.000000000e+00,2.328608625e+00,1.062524080e-01,2.222356217e+00,5.893292292e+03,-3.544130375e+05,5.722383831e+03,-3.401128178e+05
3.333333333e-07,-2.800000000e-05,0.000000000e+00,2.326656418e+00,1.061955299e-01,2.220460888e+00,1.176820970e+04,-3.538833923e+05,1.142652997e+04,-3.395927402e+05
6.666666667e-07,-2.800000000e-05,0.000000000e+00,2.322109328e+00,1.060628753e-01,2.216046453e+00,1.907373480e+04,-3.528978712e+05,1.851887664e+04,-3.386250690e+05
1.000000000e-06,-2.800000000e-05,0.000000000e+00,2.314727935e+00,1.058470187e-01,2.208880917e+00,2.727814234e+04,-3.513008140e+05,2.648224832e+04,-3.370570571e+05
1.333333333e-06,-2.800000000e-05,0.000000000e+00,2.304508973e+00,1.055471354e-01,2.198961838e+00,3.560552723e+04,-3.490954269e+05,3.456240649e+04,-3.348920219e+05
1.666666667e-06,-2.800000000e-05,0.000000000e+00,2.291486795e+00,1.051632244e-01,2.186323570e+00,4.387032242e+04,-3.462945512e+05,4.257836101e+04,-3.321428048e+05
2.000000000e-06,-2.800000000e-05,0.000000000e+00,2.275714869e+00,1.046955832e-01,2.171019286e+00,5.198683945e+04,-3.429165829e+05,5.044615104e+04,-3.288277619e+05
2.333333333e-06,-2.800000000e-05,0.000000000e+00,2.257260991e+00,1.041446854e-01,2.153116305e+00,5.989958050e+04,-3.389843367e+05,5.811119082e+04,-3.249696441e+05
2.666666667e-06,-2.800000000e-05,0.000000000e+00,2.236205119e+00,1.035111404e-01,2.132693978e+00,6.756611043e+04,-3.345244511e+05,6.553164984e+04,-3.205950078e+05
3.000000000e-06,-2.800000000e-05,0.000000000e+00,2.212637908e+00,1.027956753e-01,2.109842232e+00,7.495157934e+04,-3.295669115e+05,7.267314441e+04,-3.157337408e+05
3.333333333e-06,-2.800000000e-05,0.000000000e+00,2.186659427e+00,1.019991264e-01,2.084660300e+00,8.202670305e+04,-3.241445830e+05,7.950678561e+04,-3.104185957e+05
3.666666667e-06,-2.800000000e-05,0.000000000e+00,2.158377914e+00,1.011224339e-01,2.057255480e+00,8.876696558e+04,-3.182927216e+05,8.600841210e+04,-3.046847019e+05
4.000000000e-06,-2.800000000e-05,0.000000000e+00,2.127908520e+00,1.001666381e-01,2.027741882e+00,9.515228904e+04,-3.120484571e+05,9.215827508e+04,-2.985690494e+05
4.333333333e-06,-2.800000000e-05,0.000000000e+00,2.095372022e+00,9.913287688e-02,1.996239146e+00,1.011668752e+05,-3.054502536e+05,9.794088774e+04,-2.921099491e+05
4.666666667e-06,-2.800000000e-05,0.000000000e+00,2.060893541e+00,9.802238305e-02,1.962871158e+00,1.067990952e+05,-2.985373576e+05,1.033449193e+05,-2.853464819e+05
5.000000000e-06,-2.800000000e-05,0.000000000e+00,2.024601250e+00,9.683648228e-02,1.927764767e+00,1.120413625e+05,-2.913492479e+05,1.083630707e+05,-2.783179481e+05
5.333333333e-06,-2.800000000e-05,0.000000000e+00,1.986625122e+00,9.557659089e-02,1.891048532e+00,1.168899658e+05,-2.839251017e+05,1.129919083e+05,-2.710633344e+05
5.666666667e-06,-2.800000000e-05,0.000000000e+00,1.947095727e+00,9.424421369e-02,1.852851513e+00,1.213448490e+05,-2.763032926e+05,1.172316454e+05,-2.636208121e+05
6.000000000e-06,-2.800000000e-05,0.000000000e+00,1.906143090e+00,9.284094177e-02,1.813302148e+00,1.254093382e+05,-2.685209337e+05,1.210858691e+05,-2.560272801e+05
6.333333333e-06,-2.800000000e-05,0.000000000e+00,1.863895654e+00,9.136845025e-02,1.772527203e+00,1.290898231e+05,-2.606134778e+05,1.245612221e+05,-2.483179659e+05
6.666666667e-06,-2.800000000e-05,0.000000000e+00,1.820479335e+00,8.982849593e-02,1.730650839e+00,1.323954003e+05,-2.526143821e+05,1.276670463e+05,-2.405260905e+05
7.000000000e-06,-2.800000000e-05,0.000000000e+00,1.776016702e+00,8.822291488e-02,1.687793787e+00,1.353374936e+05,-2.445548451e+05,1.304150024e+05,-2.326826052e+05
7.333333333e-06,-2.800000000e-05,0.000000000e+00,1.730626276e+00,8.655361992e-02,1.644072656e+00,1.379294611e+05,-2.364636139e+05,1.328186776e+05,-2.248159998e+05
7.666666667e-06,-2.800000000e-05,0.000000000e+00,1.684421953e+00,8.482259804e-02,1.599599355e+00,1.401862048e+05,-2.283668635e+05,1.348931942e+05,-2.169521823e+05
8.000000000e-06,-2.800000000e-05,0.000000000e+00,1.637512555e+00,8.303190774e-02,1.554480647e+00,1.421237916e+05,-2.202881425e+05,1.366548315e+05,-2.091144240e+05
8.333333333e-06,-2.800000000e-05,0.000000000e+00,1.590001497e+00,8.118367620e-02,1.508817821e+00,1.437590979e+05,-2.122483776e+05,1.381206693e+05,-2.013233655e+05
8.666666667e-06,-2.800000000e-05,0.000000000e+00,1.541986568e+00,7.928009651e-02,1.462706472e+00,1.451094828e+05,-2.042659307e+05,1.393082612e+05,-1.935970737e+05
9.000000000e-06,-2.800000000e-05,0.000000000e+00,1.493559808e+00,7.732342468e-02,1.416236383e+00,1.461924970e+05,-1.963566976e+05,1.402353436e+05,-1.859511409e+05
9.333333333e-06,-2.800000000e-05,0.000000000e+00,1.444807480e+00,7.531597666e-02,1.369491504e+00,1.470256300e+05,-1.885342405e+05,1.409195820e+05,-1.783988177e+05
9.666666667e-06,-2.800000000e-05,0.000000000e+00,1.395810118e+00,7.326012522e-02,1.322549992e+00,1.476260952e+05,-1.808099443e+05,1.413783566e+05,-1.709511697e+05
1.000000000e-05,-2.800000000e-05,0.000000000e+00,1.346642635e+00,7.115829686e-02,1.275484338e+00,1.480106546e+05,-1.731931880e+05,1.416285863e+05,-1.636172495e+05
1.033333333e-05,-2.800000000e-05,0.000000000e+00,1.297374494e+00,6.901296852e-02,1.228361526e+00,1.481954785e+05,-1.656915258e+05,1.416865890e+05,-1.564042779e+05
1.066666667e-05,-2.800000000e-05,0.000000000e+00,1.248069910e+00,6.682666433e-02,1.181243246e+00,1.481960398e+05,-1.583108691e+05,1.415679743e+05,-1.493178268e+05
1.100000000e-05,-2.800000000e-05,0.000000000e+00,1.198788091e+00,6.460195226e-02,1.134186139e+00,1.480270365e+05,-1.510556664e+05,1.412875676e+05,-1.423619992e+05
1.133333333e-05,-2.800000000e-05,0.000000000e+00,1.149583494e+00,6.234144072e-02,1.087242054e+00,1.477023415e+05,-1.439290765e+05,1.408593582e+05,-1.355396028e+05
1.166666667e-05,-2.800000000e-05,0.000000000e+00,1.100506106e+00,6.004777511e-02,1.040458331e+00,1.472349735e+05,-1.369331319e+05,1.402964712e+05,-1.288523141e+05
1.200000000e-05,-2.800000000e-05,0.000000000e+00,1.051601719e+00,5.772363432e-02,9.938780847e-01,1.466370863e+05,-1.300688910e+05,1.396111558e+05,-1.223008311e+05
1.233333333e-05,-2.800000000e-05,0.000000000e+00,1.002912218e+00,5.537172723e-02,9.475404908e-01,1.459199730e+05,-1.233365782e+05,1.388147902e+05,-1.158850138e+05
1.266666667e-05,-2.800000000e-05,0.000000000e+00,9.544758610e-01,5.299478909e-02,9.014810719e-01,1.450940819e+05,-1.167357107e+05,1.379178966e+05,-1.096040111e+05
1.300000000e-05,-2.800000000e-05,0.000000000e+00,9.063275539e-01,5.059557795e-02,8.557319760e-01,1.441690406e+05,-1.102652126e+05,1.369301661e+05,-1.034563760e+05
1.333333333e-05,-2.800000000e-05,0.000000000e+00,8.584991173e-01,4.817687104e-02,8.103222463e-01,1.431536876e+05,-1.039235162e+05,1.358604893e+05,-9.744016728e+04
1.366666667e-05,-2.800000000e-05,0.000000000e+00,8.110195423e-01,4.574146112e-02,7.652780812e-01,1.420561073e+05,-9.770865240e+04,1.347169920e+05,-9.155303969e+04
1.400000000e-05,-2.800000000e-05,0.000000000e+00,7.639152347e-01,4.329215280e-02,7.206230819e-01,1.408836689e+05,-9.161832854e+04,1.335070735e+05,-8.579232332e+04
1.433333333e-05,-2.800000000e-05,0.000000000e+00,7.172102461e-01,4.083175888e-02,6.763784872e-01,1.396430654e+05,-8.564999743e+04,1.322374462e+05,-8.015509240e+04
1.466666667e-05,-2.800000000e-05,0.000000000e+00,6.709264923e-01,3.836309669e-02,6.325633956e-01,1.383403547e+05,-7.980091639e+04,1.309141761e+05,-7.463822508e+04
1.500000000e-05,-2.800000000e-05,0.000000000e+00,6.250839585e-01,3.588898439e-02,5.891949741e-01,1.369809987e+05,-7.406819819e+04,1.295427223e+05,-6.923845487e+04
1.533333333e-05,-2.800000000e-05,0.000000000e+00,5.797008917e-01,3.341223730e-02,5.462886544e-01,1.355699028e+05,-6.844885460e+04,1.281279760e+05,-6.395241463e+04
1.566666667e-05,-2.800000000e-05,0.000000000e+00,5.347939800e-01,3.093566424e-02,5.038583158e-01,1.341114527e+05,-6.293983341e+04,1.266742981e+05,-5.877667411e+04
1.600000000e-05,-2.800000000e-05,0.000000000e+00,4.903785204e-01,2.846206389e-02,4.619164566e-01,1.326095498e+05,-5.753804965e+04,1.251855543e+05,-5.370777169e+04
1.633333333e-05,-2.800000000e-05,0.000000000e+00,4.464685753e-01,2.599422114e-02,4.204743542e-01,1.310676455e+05,-5.224041190e+04,1.236651490e+05,-4.874224111e+04
1.666666667e-05,-2.800000000e-05,0.000000000e+00,4.030771175e-01,2.353490351e-02,3.795422140e-01,1.294887716e+05,-4.704384426e+04,1.221160566e+05,-4.387663400e+04
1.700000000e-05,-2.800000000e-05,0.000000000e+00,3.602161657e-01,2.108685757e-02,3.391293082e-01,1.278755699e+05,-4.194530459e+04,1.205408507e+05,-3.910753854e+04
1.733333333e-05,-2.800000000e-05,0.000000000e+00,3.178969111e-01,1.865280536e-02,2.992441057e-01,1.262303191e+05,-3.694179959e+04,1.189417311e+05,-3.443159507e+04
1.766666667e-05,-2.800000000e-05,0.000000000e+00,2.761298340e-01,1.623544097e-02,2.598943931e-01,1.245549592e+05,-3.203039728e+04,1.173205487e+05,-2.984550898e+04
1.800000000e-05,-2.800000000e-05,0.000000000e+00,2.349248143e-01,1.383742702e-02,2.210873873e-01,1.228511143e+05,-2.720823713e+04,1.156788279e+05,-2.534606137e+04
1.833333333e-05,-2.800000000e-05,0.000000000e+00,1.942912335e-01,1.146139127e-02,1.828298422e-01,1.211201130e+05,-2.247253845e+04,1.140177876e+05,-2.093011786e+04
1.866666667e-05,-2.800000000e-05,0.000000000e+00,1.542380705e-01,9.109923273e-03,1.451281473e-01,1.193630066e+05,-1.782060719e+04,1.123383594e+05,-1.659463585e+04
1.900000000e-05,-2.800000000e-05,0.000000000e+00,1.147739923e-01,6.785571086e-03,1.079884212e-01,1.175805861e+05,-1.324984160e+04,1.106412048e+05,-1.233667063e+04
1.933333333e-05,-2.800000000e-05,0.000000000e+00,7.590743825e-02,4.490838028e-03,7.141660022e-02,1.157733967e+05,-8.757736924e+03,1.089267297e+05,-8.153380487e+03
1.966666667e-05,-2.800000000e-05,0.000000000e+00,3.764670048e-02,2.228179521e-03,3.541852096e-02,1.139417508e+05,-4.341889441e+03,1.071950983e+05,-4.042031206e+03
2.000000000e-05,-2.800000000e-05,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1.130276369e+05,-2.170976892e+03,1.063323470e+05,-2.020987538e+03
0.000000000e+00,-2.733333333e-05,0.000000000e+00,2.576799852e+00,1.161301654e-01,2.460669687e+00,6.824784455e+03,-3.924848211e+05,6.637988880e+03,-3.771120634e+05
3.333333333e-07,-2.733333333e-05,0.000000000e+00,2.574540183e+00,1.160680001e-01,2.458472183e+00,1.362663236e+04,-3.918523819e+05,1.325319115e+04,-3.764899092e+05
6.666666667e-07,-2.733333333e-05,0.000000000e+00,2.569277686e+00,1.159230144e-01,2.453354672e+00,2.208135023e+04,-3.906758088e+05,2.147491418e+04,-3.753325243e+05
1.000000000e-06,-2.733333333e-05,0.000000000e+00,2.560737136e+00,1.156870924e-01,2.445050043e+00,3.156949232e+04,-3.887697061e+05,3.069961443e+04,-3.734576449e+05
1.333333333e-06,-2.733333333e-05,0.000000000e+00,2.548917849e+00,1.153593328e-01,2.433558516e+00,4.118893683e+04,-3.861387178e+05,4.004885070e+04,-3.708700342e+05
1.666666667e-06,-2.733333333e-05,0.000000000e+00,2.533863856e+00,1.149397346e-01,2.418924121e+00,5.072129653e+04,-3.827993420e+05,4.930923814e+04,-3.675861906e+05
2.000000000e-06,-2.733333333e-05,0.000000000e+00,2.515642447e+00,1.144286228e-01,2.401213824e+00,6.006400143e+04,-3.787750774e+05,5.838009496e+04,-3.636295696e+05
2.333333333e-06,-2.733333333e-05,0.000000000e+00,2.494338547e+00,1.138265150e-01,2.380512032e+00,6.914967754e+04,-3.740950812e+05,6.719504400e+04,-3.590292601e+05
2.666666667e-06,-2.733333333e-05,0.000000000e+00,2.470052129e+00,1.131340773e-01,2.356918052e+00,7.792639764e+04,-3.687934572e+05,7.570281884e+04,-3.538192778e+05
3.000000000e-06,-2.733333333e-05,0.000000000e+00,2.442896384e+00,1.123521043e-01,2.330544280e+00,8.635141992e+04,-3.629086690e+05,8.386118724e+04,-3.480379811e+05
3.333333333e-06,-2.733333333e-05,0.000000000e+00,2.412996094e+00,1.114815101e-01,2.301514583e+00,9.438894689e+04,-3.564829434e+05,9.163478367e+04,-3.417274758e+05
3.666666667e-06,-2.733333333e-05,0.000000000e+00,2.380486007e+00,1.105233221e-01,2.269962685e+00,1.020092817e+05,-3.495616213e+05,9.899429887e+04,-3.349329671e+05
4.000000000e-06,-2.733333333e-05,0.000000000e+00,2.345509187e+00,1.094786774e-01,2.236030510e+00,1.091885109e+05,-3.421924576e+05,1.059161792e+05,-3.277020593e+05
4.333333333e-06,-2.733333333e-05,0.000000000e+00,2.308215310e+00,1.083488196e-01,2.199866490e+00,1.159083767e+05,-3.344248717e+05,1.123825070e+05,-3.200840074e+05
4.666666667e-06,-2.733333333e-05,0.000000000e+00,2.268758942e+00,1.071350960e-01,2.161623846e+00,1.221561607e+05,-3.263091715e+05,1.183808899e+05,-3.121289410e+05
5.000000000e-06,-2.733333333e-05,0.000000000e+00,2.227297825e+00,1.058389555e-01,2.121458870e+00,1.279245326e+05,-3.178957744e+05,1.239043114e+05,-3.038870858e+05
5.333333333e-06,-2.733333333e-05,0.000000000e+00,2.183991206e+00,1.044619460e-01,2.079529260e+00,1.332113149e+05,-3.092344496e+05,1.289508980e+05,-2.954080062e+05
5.666666667e-06,-2.733333333e-05,0.000000000e+00,2.138998230e+00,1.030057122e-01,2.035992518e+00,1.380191556e+05,-3.003736086e+05,1.335235918e+05,-2.867398962e+05
6.000000000e-06,-2.733333333e-05,0.000000000e+00,2.092476461e+00,1.014719929e-01,1.991004468e+00,1.423551222e+05,-2.913596690e+05,1.376297456e+05,-2.779289432e+05
6.333333333e-06,-2.733333333e-05,0.000000000e+00,2.044580520e+00,9.986261912e-02,1.944717901e+00,1.462302151e+05,-2.822365070e+05,1.412806365e+05,-2.690187814e+05
6.666666667e-06,-2.733333333e-05,0.000000000e+00,1.995460897e+00,9.817951076e-02,1.897281386e+00,1.496588340e+05,-2.730450171e+05,1.444909321e+05,-2.600500511e+05
7.000000000e-06,-2.733333333e-05,0.000000000e+00,1.945262928e+00,9.642467454e-02,1.848838254e+00,1.526582088e+05,-2.638227816e+05,1.472781213e+05,-2.510600690e+05
7.333333333e-06,-2.733333333e-05,0.000000000e+00,1.894125961e+00,9.460020107e-02,1.799525760e+00,1.552478230e+05,-2.546038540e+05,1.496619378e+05,-2.420826122e+05
7.666666667e-06,-2.733333333e-05,0.000000000e+00,1.842182695e+00,9.270826200e-02,1.749474433e+00,1.574488485e+05,-2.454186508e+05,1.516637948e+05,-2.331478097e+05
8.000000000e-06,-2.733333333e-05,0.000000000e+00,1.789558710e+00,9.075110713e-02,1.698807603e+00,1.592836110e+05,-2.362939406e+05,1.533062496e+05,-2.242821326e+05
8.333333333e-06,-2.733333333e-05,0.000000000e+00,1.736372151e+00,8.873106134e-02,1.647641089e+00,1.607750992e+05,-2.272529197e+05,1.546125135e+05,-2.155084693e+05
8.666666667e-06,-2.733333333e-05,0.000000000e+00,1.682733568e+00,8.665052155e-02,1.596083046e+00,1.619465293e+05,-2.183153567e+05,1.556060153e+05,-2.068462714e+05
9.000000000e-06,-2.733333333e-05,0.000000000e+00,1.628745892e+00,8.451195344e-02,1.544233938e+00,1.628209697e+05,-2.094977923e+05,1.563100261e+05,-1.983117534e+05
9.333333333e-06,-2.733333333e-05,0.000000000e+00,1.574504518e+00,8.231788822e-02,1.492186630e+00,1.634210282e+05,-2.008137767e+05,1.567473464e+05,-1.899181305e+05
9.666666667e-06,-2.733333333e-05,0.000000000e+00,1.520097489e+00,8.007091921e-02,1.440026570e+00,1.637686011e+05,-1.922741319e+05,1.569400546e+05,-1.816758814e+05
1.000000000e-05,-2.733333333e-05,0.000000000e+00,1.465605747e+00,7.777369843e-02,1.387832049e+00,1.638846791e+05,-1.838872247e+05,1.569093132e+05,-1.735930221e+05
1.033333333e-05,-2.733333333e-05,0.000000000e+00,1.411103452e+00,7.542893307e-02,1.335674519e+00,1.637892063e+05,-1.756592417e+05,1.566752273e+05,-1.656753808e+05
1.066666667e-05,-2.733333333e-05,0.000000000e+00,1.356658328e+00,7.303938188e-02,1.283618946e+00,1.635009852e+05,-1.675944563e+05,1.562567490e+05,-1.579268660e+05
1.100000000e-05,-2.733333333e-05,0.000000000e+00,1.302332048e+00,7.060785153e-02,1.231724196e+00,1.630376199e+05,-1.596954838e+05,1.556716215e+05,-1.503497215e+05
1.133333333e-05,-2.733333333e-05,0.000000000e+00,1.248180628e+00,6.813719289e-02,1.180043435e+00,1.624154930e+05,-1.519635183e+05,1.549363549e+05,-1.429447640e+05
1.166666667e-05,-2.733333333e-05,0.000000000e+00,1.194254827e+00,6.563029729e-02,1.128624530e+00,1.616497679e+05,-1.443985501e+05,1.540662286e+05,-1.357116012e+05
1.200000000e-05,-2.733333333e-05,0.000000000e+00,1.140600543e+00,6.309009264e-02,1.077510451e+00,1.607544113e+05,-1.369995622e+05,1.530753138e+05,-1.286488285e+05
1.233333333e-05,-2.733333333e-05,0.000000000e+00,1.087259205e+00,6.051953963e-02,1.026739665e+00,1.597422313e+05,-1.297647055e+05,1.519765114e+05,-1.217542052e+05
1.266666667e-05,-2.733333333e-05,0.000000000e+00,1.034268142e+00,5.792162780e-02,9.763465145e-01,1.586249260e+05,-1.226914538e+05,1.507816007e+05,-1.150248091e+05
1.300000000e-05,-2.733333333e-05,0.000000000e+00,9.816609488e-01,5.529937161e-02,9.263615772e-01,1.574131403e+05,-1.157767385e+05,1.495012955e+05,-1.084571728e+05
1.333333333e-05,-2.733333333e-05,0.000000000e+00,9.294678193e-01,5.265580648e-02,8.768120129e-01,1.561165258e+05,-1.090170658e+05,1.481453048e+05,-1.020474008e+05
1.366666667e-05,-2.733333333e-05,0.000000000e+00,8.777158704e-01,4.999398479e-02,8.277218856e-01,1.547438040e+05,-1.024086173e+05,1.467223950e+05,-9.579127046e+04
1.400000000e-05,-2.733333333e-05,0.000000000e+00,8.264294393e-01,4.731697192e-02,7.791124674e-01,1.533028290e+05,-9.594733523e+04,1.452404536e+05,-8.968431842e+04
1.433333333e-05,-2.733333333e-05,0.000000000e+00,7.756303633e-01,4.462784218e-02,7.310025211e-01,1.518006498e+05,-8.962899508e+04,1.437065503e+05,-8.372191316e+04
1.466666667e-05,-2.733333333e-05,0.000000000e+00,7.253382378e-01,4.192967483e-02,6.834085630e-01,1.502435697e+05,-8.344926603e+04,1.421269974e+05,-7.789931627e+04
1.500000000e-05,-2.733333333e-05,0.000000000e+00,6.755706565e-01,3.922555006e-02,6.363451065e-01,1.486372038e+05,-7.740376148e+04,1.405074071e+05,-7.221173341e+04
1.533333333e-05,-2.733333333e-05,0.000000000e+00,6.263434321e-01,3.651854495e-02,5.898248872e-01,1.469865329e+05,-7.148808070e+04,1.388527447e+05,-6.665435654e+04
1.566666667e-05,-2.733333333e-05,0.000000000e+00,5.776708002e-01,3.381172947e-02,5.438590707e-01,1.452959539e+05,-6.569784287e+04,1.371673800e+05,-6.122239843e+04
1.600000000e-05,-2.733333333e-05,0.000000000e+00,5.295656070e-01,3.110816253e-02,4.984574445e-01,1.435693263e+05,-6.002871465e+04,1.354551332e+05,-5.591112080e+04
1.633333333e-05,-2.733333333e-05,0.000000000e+00,4.820394823e-01,2.841088796e-02,4.536285943e-01,1.418100159e+05,-5.447643223e+04,1.337193191e+05,-5.071585691e+04
1.666666667e-05,-2.733333333e-05,0.000000000e+00,4.351029979e-01,2.572293060e-02,4.093800673e-01,1.400209340e+05,-4.903681881e+04,1.319627860e+05,-4.563202951e+04
1.700000000e-05,-2.733333333e-05,0.000000000e+00,3.887658145e-01,2.304729242e-02,3.657185221e-01,1.382045733e+05,-4.370579810e+04,1.301879524e+05,-4.065516491e+04
1.733333333e-05,-2.733333333e-05,0.000000000e+00,3.430368161e-01,2.038694857e-02,3.226498676e-01,1.363630412e+05,-3.847940470e+04,1.283968391e+05,-3.578090384e+04
1.766666667e-05,-2.733333333e-05,0.000000000e+00,2.979242348e-01,1.774484364e-02,2.801793912e-01,1.344980885e+05,-3.335379178e+04,1.265910998e+05,-3.100500962e+04
1.800000000e-05,-2.733333333e-05,0.000000000e+00,2.534357656e-01,1.512388783e-02,2.383118778e-01,1.326111366e+05,-2.832523660e+04,1.247720467e+05,-2.632337426e+04
1.833333333e-05,-2.733333333e-05,0.000000000e+00,2.095786734e-01,1.252695326e-02,1.970517202e-01,1.307033007e+05,-2.339014435e+04,1.229406753e+05,-2.173202271e+04
1.866666667e-05,-2.733333333e-05,0.000000000e+00,1.663598922e-01,9.956870278e-03,1.564030219e-01,1.287754107e+05,-1.854505063e+04,1.210976846e+05,-1.722711586e+04
1.900000000e-05,-2.733333333e-05,0.000000000e+00,1.237861173e-01,7.416423875e-03,1.163696935e-01,1.268280301e+05,-1.378662290e+04,1.192434965e+05,-1.280495245e+04
1.933333333e-05,-2.733333333e-05,0.000000000e+00,8.186389298e-02,4.908350151e-03,7.695554283e-02,1.248614719e+05,-9.111661193e+03,1.173782721e+05,-8.461970280e+03
1.966666667e-05,-2.733333333e-05,0.000000000e+00,4.059969329e-02,2.435332853e-03,3.816436043e-02,1.228758127e+05,-4.517098352e+03,1.155019254e+05,-4.194746901e+03
2.000000000e-05,-2.733333333e-05,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,1.218866267e+05,-2.258518018e+03,1.145688772e+05,-2.097277536e+03
0.000000000e+00,-2.666666667e-05,0.000000000e+00,2.852259699e+00,1.267549053e-01,2.725504794e+00,7.941687375e+03,-4.366812725e+05,7.737803585e+03,-4.201371037e+05
3.333333333e-07,-2.666666667e-05,0.000000000e+00,2.849631533e+00,1.266870531e-01,2.722944480e+00,1.585472553e+04,-4.359204393e+05,1.544712159e+04,-4.193873390e+05
6.666666667e-07,-2.666666667e-05,0.000000000e+00,2.843511730e+00,1.265288039e-01,2.716982926e+00,2.568655985e+04,-4.345051722e+05,2.502464649e+04,-4.179927219e+05
1.000000000e-06,-2.666666667e-05,0.000000000e+00,2.833582474e+00,1.262712995e-01,2.707311175e+00,3.671193732e+04,-4.322128327e+05,3.576248218e+04,-4.157339842e+05
1.333333333e-06,-2.666666667e-05,0.000000000e+00,2.819846704e+00,1.259135561e-01,2.693933148e+00,4.787674817e+04,-4.290497141e+05,4.663236582e+04,-4.126175477e+05
1.666666667e-06,-2.666666667e-05,0.000000000e+00,2.802360849e+00,1.254555727e-01,2.676905276e+00,5.892246000e+04,-4.250367439e+05,5.738122498e+04,-4.086643400e+05
2.000000000e-06,-2.666666667e-05,0.000000000e+00,2.781209800e+00,1.248977037e-01,2.656312096e+00,6.972540784e+04,-4.202037246e+05,6.788745560e+04,-4.039041175e+05
2.333333333e-06,-2.666666667e-05,0.000000000e+00,2.756500376e+00,1.242405143e-01,2.632259862e+00,8.020305041e+04,-4.145877746e+05,7.806960443e+04,-3.983739247e+05
2.666666667e-06,-2.666666667e-05,0.000000000e+00,2.728358174e+00,1.234847314e-01,2.604873443e+00,9.029110756e+04,-4.082325304e+05,8.786411253e+04,-3.921173035e+05
3.000000000e-06,-2.666666667e-05,0.000000000e+00,2.696925346e+00,1.226312223e-01,2.574294124e+00,9.993646520e+04,-4.011874509e+05,9.721842202e+04,-3.851835995e+05
3.333333333e-06,-2.666666667e-05,0.000000000e+00,2.662358505e+00,1.216809846e-01,2.540677521e+00,1.090946889e+05,-3.935070655e+05,1.060885699e+05,-3.776272121e+05
3.666666667e-06,-2.666666667e-05,0.000000000e+00,2.624826620e+00,1.206351397e-01,2.504191480e+00,1.177292164e+05,-3.852501311e+05,1.144384170e+05,-3.695067519e+05
4.000000000e-06,-2.666666667e-05,0.000000000e+00,2.584508804e+00,1.194949287e-01,2.465013876e+00,1.258111423e+05,-3.764786557e+05,1.222394504e+05,-3.608840651e+05
4.333333333e-06,-2.666666667e-05,0.000000000e+00,2.541592050e+00,1.182617088e-01,2.423330341e+00,1.333191284e+05,-3.672568415e+05,1.294707036e+05,-3.518231767e+05
4.666666667e-06,-2.666666667e-05,0.000000000e+00,2.496268862e+00,1.169369506e-01,2.379331911e+00,1.402393654e+05,-3.576499640e+05,1.361187228e+05,-3.423891705e+05
5.000000000e-06,-2.666666667e-05,0.000000000e+00,2.448734959e+00,1.155222355e-01,2.333212723e+00,1.465653680e+05,-3.477232230e+05,1.421773654e+05,-3.326470401e+05
5.333333333e-06,-2.666666667e-05,0.000000000e+00,2.399186963e+00,1.140192529e-01,2.285167710e+00,1.522976429e+05,-3.375406369e+05,1.476474696e+05,-3.226605835e+05
