# Volumenladung, Potential mit und ohne Ladung, und die Differenz.
# Die Ladungsdichte ist die deponierte Knotenladung geteilt durch das
# zugehoerige Knotenvolumen -- eine ABGELEITETE Groesse zur Anzeige,
# nicht die Groesse, mit der gerechnet wurde (das ist die Knotenladung).
r_m,z_m,node_charge_C,phi_V,phi_no_charge_V,dphi_V,Er_V_per_m,Ez_V_per_m,dEr_V_per_m,dEz_V_per_m
9.333333333e-06,1.333333333e-06,0.000000000e+00,8.849132910e+00,2.716989849e+00,6.132143060e+00,1.122132614e+06,-3.136208976e+05,9.027021905e+05,1.349609317e+04
9.666666667e-06,1.333333333e-06,0.000000000e+00,8.480146759e+00,2.643097908e+00,5.837048851e+00,1.092822207e+06,-3.051848691e+05,8.682376741e+05,1.307895245e+04
1.000000000e-05,1.333333333e-06,0.000000000e+00,8.120582936e+00,2.567532582e+00,5.553050354e+00,1.065547278e+06,-2.965555351e+05,8.360701958e+05,1.265131142e+04
1.033333333e-05,1.333333333e-06,0.000000000e+00,7.769800776e+00,2.490381965e+00,5.279418812e+00,1.040088482e+06,-2.877409094e+05,8.059860790e+05,1.221556108e+04
1.066666667e-05,1.333333333e-06,0.000000000e+00,7.427228057e+00,2.411735974e+00,5.015492083e+00,1.016253226e+06,-2.787497003e+05,7.777980630e+05,1.177363679e+04
1.100000000e-05,1.333333333e-06,0.000000000e+00,7.092352776e+00,2.331686240e+00,4.760666537e+00,9.938717118e+05,-2.695911841e+05,7.513413308e+05,1.132713244e+04
1.133333333e-05,1.333333333e-06,0.000000000e+00,6.764716131e+00,2.250325985e+00,4.514390146e+00,9.727936632e+05,-2.602751113e+05,7.264702344e+05,1.087738099e+04
1.166666667e-05,1.333333333e-06,0.000000000e+00,6.443906485e+00,2.167749909e+00,4.276156576e+00,9.528856192e+05,-2.508116355e+05,7.030555752e+05,1.042551240e+04
1.200000000e-05,1.333333333e-06,0.000000000e+00,6.129554165e+00,2.084054064e+00,4.045500102e+00,9.340286680e+05,-2.412112570e+05,6.809823327e+05,9.972495881e+03
1.233333333e-05,1.333333333e-06,0.000000000e+00,5.821326943e+00,1.999335730e+00,3.821991213e+00,9.161165476e+05,-2.314847765e+05,6.601477573e+05,9.519171149e+03
1.266666667e-05,1.333333333e-06,0.000000000e+00,5.518926097e+00,1.913693292e+00,3.605232805e+00,8.990540432e+05,-2.216432578e+05,6.404597612e+05,9.066271813e+03
1.300000000e-05,1.333333333e-06,0.000000000e+00,5.222082969e+00,1.827226103e+00,3.394856866e+00,8.827556297e+05,-2.116979935e+05,6.218355541e+05,8.614443074e+03
1.333333333e-05,1.333333333e-06,0.000000000e+00,4.930555937e+00,1.740034361e+00,3.190521577e+00,8.671443167e+05,-2.016604767e+05,6.042004831e+05,8.164255310e+03
1.366666667e-05,1.333333333e-06,0.000000000e+00,4.644127739e+00,1.652218970e+00,2.991908769e+00,8.521506622e+05,-1.915423734e+05,5.874870411e+05,7.716214660e+03
1.400000000e-05,1.333333333e-06,0.000000000e+00,4.362603106e+00,1.563881410e+00,2.798721696e+00,8.377119269e+05,-1.813554980e+05,5.716340159e+05,7.270771410e+03
1.433333333e-05,1.333333333e-06,0.000000000e+00,4.085806653e+00,1.475123598e+00,2.610683055e+00,8.237713461e+05,-1.711117891e+05,5.565857592e+05,6.828326778e+03
1.466666667e-05,1.333333333e-06,0.000000000e+00,3.813580998e+00,1.386047750e+00,2.427533248e+00,8.102775013e+05,-1.608232872e+05,5.422915541e+05,6.389238505e+03
1.500000000e-05,1.333333333e-06,0.000000000e+00,3.545785072e+00,1.296756246e+00,2.249028826e+00,7.971837748e+05,-1.505021123e+05,5.287050673e+05,5.953825570e+03
1.533333333e-05,1.333333333e-06,0.000000000e+00,3.282292605e+00,1.207351488e+00,2.074941118e+00,7.844478760e+05,-1.401604418e+05,5.157838735e+05,5.522372259e+03
1.566666667e-05,1.333333333e-06,0.000000000e+00,3.022990752e+00,1.117935762e+00,1.905054990e+00,7.720314272e+05,-1.298104893e+05,5.034890400e+05,5.095131726e+03
1.600000000e-05,1.333333333e-06,0.000000000e+00,2.767778851e+00,1.028611097e+00,1.739167754e+00,7.598996011e+05,-1.194644828e+05,4.917847637e+05,4.672329199e+03
1.633333333e-05,1.333333333e-06,0.000000000e+00,2.516567298e+00,9.394791263e-01,1.577088172e+00,7.480208020e+05,-1.091346442e+05,4.806380523e+05,4.254164880e+03
1.666666667e-05,1.333333333e-06,0.000000000e+00,2.269276516e+00,8.506409472e-01,1.418635569e+00,7.363663848e+05,-9.883316750e+04,4.700184449e+05,3.840816633e+03
1.700000000e-05,1.333333333e-06,0.000000000e+00,2.025836015e+00,7.621969810e-01,1.263639034e+00,7.249104056e+05,-8.857219851e+04,4.598977638e+05,3.432442482e+03
1.733333333e-05,1.333333333e-06,0.000000000e+00,1.786183531e+00,6.742468355e-01,1.111936695e+00,7.136294008e+05,-7.836381368e+04,4.502498965e+05,3.029182964e+03
1.766666667e-05,1.333333333e-06,0.000000000e+00,1.550264232e+00,5.868891670e-01,9.633750647e-01,7.025021897e+05,-6.821999967e+04,4.410506016e+05,2.631163358e+03
1.800000000e-05,1.333333333e-06,0.000000000e+00,1.318029989e+00,5.002215442e-01,8.178084446e-01,6.915096975e+05,-5.815263291e+04,4.322773363e+05,2.238495803e+03
1.833333333e-05,1.333333333e-06,0.000000000e+00,1.089438701e+00,4.143403133e-01,6.750983875e-01,6.806347973e+05,-4.817345948e+04,4.239091025e+05,1.851281320e+03
1.866666667e-05,1.333333333e-06,0.000000000e+00,8.644536700e-01,3.293404649e-01,5.351132051e-01,6.698621662e+05,-3.829407519e+04,4.159263093e+05,1.469611752e+03
1.900000000e-05,1.333333333e-06,0.000000000e+00,6.430430234e-01,2.453155033e-01,3.977275201e-01,6.591781557e+05,-2.852590599e+04,4.083106500e+05,1.093571616e+03
1.933333333e-05,1.333333333e-06,0.000000000e+00,4.251791753e-01,1.623573175e-01,2.628218578e-01,6.485706740e+05,-1.888018878e+04,4.010449913e+05,7.232398872e+02
1.966666667e-05,1.333333333e-06,0.000000000e+00,2.108383267e-01,8.055605534e-02,1.302822714e-01,6.380290781e+05,-9.367952547e+03,3.941132736e+05,3.586917026e+02
2.000000000e-05,1.333333333e-06,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.328175548e+05,-4.685941965e+03,3.907567268e+05,1.793798846e+02
0.000000000e+00,2.000000000e-06,0.000000000e+00,1.993845037e+01,4.144995969e+00,1.579345441e+01,-2.371085673e+03,-4.921976899e+05,-8.988320802e+03,5.632847487e+03
3.333333333e-07,2.000000000e-06,0.000000000e+00,1.994266552e+01,4.142793625e+00,1.579987189e+01,-8.904593343e+03,-5.191503935e+05,-2.213396141e+04,-2.164721225e+04
6.666666667e-07,2.000000000e-06,1.234069346e-17,1.995695015e+01,4.137657086e+00,1.581929306e+01,2.083671675e+05,-5.354225510e+05,1.868832585e+05,-3.853013527e+04
1.000000000e-06,2.000000000e-06,1.140930654e-17,1.983163465e+01,4.129298593e+00,1.570233606e+01,4.226564386e+05,-5.090546735e+05,3.918384517e+05,-1.315617646e+04
1.333333333e-06,2.000000000e-06,2.089865435e-18,1.964426420e+01,4.117685828e+00,1.552657837e+01,4.755534917e+05,-4.558543742e+05,4.351603247e+05,3.866314682e+04
1.666666667e-06,2.000000000e-06,1.416013456e-17,1.947335410e+01,4.102818215e+00,1.537053589e+01,5.867655740e+05,-4.348687773e+05,5.367328905e+05,5.788055680e+04
2.000000000e-06,2.000000000e-06,0.000000000e+00,1.922203342e+01,4.084706581e+00,1.513732684e+01,7.423082697e+05,-4.483890353e+05,6.826381928e+05,4.220608034e+04
2.333333333e-06,2.000000000e-06,3.782956123e-17,1.904532224e+01,4.063368450e+00,1.498195379e+01,8.808396083e+05,-4.607666704e+05,8.115691632e+05,2.729014891e+04
2.666666667e-06,2.000000000e-06,1.894606335e-17,1.868662552e+01,4.038826456e+00,1.464779906e+01,1.020722910e+06,-4.540099942e+05,9.419121416e+05,3.112699111e+04
3.000000000e-06,2.000000000e-06,2.985240616e-17,1.833768909e+01,4.011107676e+00,1.432658141e+01,1.148776383e+06,-4.351645056e+05,1.060503024e+06,4.667415663e+04
3.333333333e-06,2.000000000e-06,2.596613074e-17,1.792790685e+01,3.980243295e+00,1.394766356e+01,1.268983116e+06,-4.365135843e+05,1.171339866e+06,4.165178466e+04
3.666666667e-06,2.000000000e-06,3.770104278e-17,1.749321161e+01,3.946268413e+00,1.354694320e+01,1.394189461e+06,-4.443743143e+05,1.287282448e+06,2.974675839e+04
4.000000000e-06,2.000000000e-06,2.427426028e-17,1.698869001e+01,3.909221915e+00,1.307946809e+01,1.518398961e+06,-4.399377869e+05,1.402346784e+06,2.977238897e+04
4.333333333e-06,2.000000000e-06,4.379204853e-17,1.648177139e+01,3.869146378e+00,1.261262501e+01,1.645754393e+06,-4.348241673e+05,1.520687476e+06,3.011333897e+04
4.666666667e-06,2.000000000e-06,4.423717134e-17,1.591444752e+01,3.826087986e+00,1.208835954e+01,1.776987243e+06,-4.285154802e+05,1.643047357e+06,3.129282911e+04
5.000000000e-06,2.000000000e-06,2.990131558e-17,1.530475089e+01,3.780096459e+00,1.152465443e+01,1.844414080e+06,-4.257306909e+05,1.701753967e+06,2.859755089e+04
5.333333333e-06,2.000000000e-06,0.000000000e+00,1.467960844e+01,3.731224984e+00,1.094838345e+01,1.801181534e+06,-4.228558192e+05,1.649964584e+06,2.564754609e+04
5.666666667e-06,2.000000000e-06,0.000000000e+00,1.409446501e+01,3.679530144e+00,1.041493486e+01,1.705951729e+06,-4.163699989e+05,1.546351688e+06,2.597014147e+04
6.000000000e-06,2.000000000e-06,0.000000000e+00,1.353986680e+01,3.625071848e+00,9.914794955e+00,1.622884252e+06,-4.103825879e+05,1.455084952e+06,2.546283229e+04
6.333333333e-06,2.000000000e-06,0.000000000e+00,1.301147192e+01,3.567913258e+00,9.443558667e+00,1.549483463e+06,-4.040050464e+05,1.373678554e+06,2.502139839e+04
6.666666667e-06,2.000000000e-06,0.000000000e+00,1.250621742e+01,3.508120714e+00,8.998096703e+00,1.484071581e+06,-3.972480303e+05,1.300464268e+06,2.464280331e+04
7.000000000e-06,2.000000000e-06,0.000000000e+00,1.202162545e+01,3.445763652e+00,8.575861800e+00,1.425390765e+06,-3.901858109e+05,1.234193545e+06,2.426076829e+04
7.333333333e-06,2.000000000e-06,0.000000000e+00,1.155561176e+01,3.380914528e+00,8.174697237e+00,1.372455270e+06,-3.828613626e+05,1.173889658e+06,2.384067685e+04
7.666666667e-06,2.000000000e-06,0.000000000e+00,1.110639424e+01,3.313648725e+00,7.792745518e+00,1.324470972e+06,-3.752935302e+05,1.118767226e+06,2.337239958e+04
8.000000000e-06,2.000000000e-06,0.000000000e+00,1.067243371e+01,3.244044471e+00,7.428389242e+00,1.280785044e+06,-3.674896241e+05,1.068181878e+06,2.285769080e+04
8.333333333e-06,2.000000000e-06,0.000000000e+00,1.025239105e+01,3.172182740e+00,7.080208306e+00,1.240852572e+06,-3.594528360e+05,1.021596861e+06,2.230276387e+04
8.666666667e-06,2.000000000e-06,0.000000000e+00,9.845094510e+00,3.098147158e+00,6.746947353e+00,1.204213377e+06,-3.511857588e+05,9.785598542e+05,2.171476185e+04
9.000000000e-06,2.000000000e-06,0.000000000e+00,9.449514129e+00,3.022023900e+00,6.427490229e+00,1.170475247e+06,-3.426918216e+05,9.386861896e+05,2.110031301e+04
9.333333333e-06,2.000000000e-06,0.000000000e+00,9.064741075e+00,2.943901591e+00,6.120839484e+00,1.139301370e+06,-3.339757355e+05,9.016462748e+05,2.046507390e+04
9.666666667e-06,2.000000000e-06,0.000000000e+00,8.689970845e+00,2.863871189e+00,5.826099655e+00,1.110400646e+06,-3.250435156e+05,8.671558949e+05,1.981369670e+04
1.000000000e-05,2.000000000e-06,0.000000000e+00,8.324489334e+00,2.782025883e+00,5.542463451e+00,1.083520064e+06,-3.159023454e+05,8.349685781e+05,1.914995337e+04
1.033333333e-05,2.000000000e-06,0.000000000e+00,7.967661202e+00,2.698460969e+00,5.269200233e+00,1.058438600e+06,-3.065604021e+05,8.048694881e+05,1.847689780e+04
1.066666667e-05,2.000000000e-06,0.000000000e+00,7.618920072e+00,2.613273737e+00,5.005646335e+00,1.034962288e+06,-2.970266917e+05,7.766704801e+05,1.779701814e+04
1.100000000e-05,2.000000000e-06,0.000000000e+00,7.277760220e+00,2.526563346e+00,4.751196874e+00,1.012920189e+06,-2.873109085e+05,7.502060602e+05,1.711236374e+04
1.133333333e-05,2.000000000e-06,0.000000000e+00,6.943729479e+00,2.438430699e+00,4.505298780e+00,9.921610662e+05,-2.774233219e+05,7.253300572e+05,1.642464491e+04
1.166666667e-05,2.000000000e-06,0.000000000e+00,6.616423154e+00,2.348978315e+00,4.267444839e+00,9.725506425e+05,-2.673746853e+05,7.019128634e+05,1.573530890e+04
1.200000000e-05,2.000000000e-06,0.000000000e+00,6.295478768e+00,2.258310195e+00,4.037168573e+00,9.539693029e+05,-2.571761646e+05,6.798391333e+05,1.504559669e+04
1.233333333e-05,2.000000000e-06,0.000000000e+00,5.980571512e+00,2.166531692e+00,3.814039820e+00,9.363101755e+05,-2.468392808e+05,6.590058549e+05,1.435658501e+04
1.266666667e-05,2.000000000e-06,0.000000000e+00,5.671410278e+00,2.073749367e+00,3.597660911e+00,9.194775139e+05,-2.363758621e+05,6.393207242e+05,1.366921745e+04
1.300000000e-05,2.000000000e-06,0.000000000e+00,5.367734187e+00,1.980070855e+00,3.387663332e+00,9.033853289e+05,-2.257980048e+05,6.207007701e+05,1.298432755e+04
1.333333333e-05,2.000000000e-06,0.000000000e+00,5.069309543e+00,1.885604722e+00,3.183704821e+00,8.879562262e+05,-2.151180387e+05,6.030711855e+05,1.230265601e+04
1.366666667e-05,2.000000000e-06,0.000000000e+00,4.775927136e+00,1.790460317e+00,2.985466819e+00,8.731204149e+05,-2.043484963e+05,5.863643295e+05,1.162486376e+04
1.400000000e-05,2.000000000e-06,0.000000000e+00,4.487399856e+00,1.694747629e+00,2.792652227e+00,8.588148581e+05,-1.935020847e+05,5.705188727e+05,1.095154214e+04
1.433333333e-05,2.000000000e-06,0.000000000e+00,4.203560570e+00,1.598577140e+00,2.604983430e+00,8.449825426e+05,-1.825916592e+05,5.554790629e+05,1.028322082e+04
1.466666667e-05,2.000000000e-06,0.000000000e+00,3.924260221e+00,1.502059672e+00,2.422200550e+00,8.315718487e+05,-1.716301981e+05,5.411940898e+05,9.620374404e+03
1.500000000e-05,2.000000000e-06,0.000000000e+00,3.649366129e+00,1.405306240e+00,2.244059889e+00,8.185360042e+05,-1.606307777e+05,5.276175367e+05,8.963427848e+03
1.533333333e-05,2.000000000e-06,0.000000000e+00,3.378760450e+00,1.308427900e+00,2.070332550e+00,8.058326094e+05,-1.496065483e+05,5.147069028e+05,8.312761218e+03
1.566666667e-05,2.000000000e-06,0.000000000e+00,3.112338797e+00,1.211535594e+00,1.900803203e+00,7.934232230e+05,-1.385707102e+05,5.024231872e+05,7.668713888e+03
1.600000000e-05,2.000000000e-06,0.000000000e+00,2.850008982e+00,1.114740002e+00,1.735268981e+00,7.812729989e+05,-1.275364901e+05,4.907305254e+05,7.031588363e+03
1.633333333e-05,2.000000000e-06,0.000000000e+00,2.591689871e+00,1.018151384e+00,1.573538487e+00,7.693503675e+05,-1.165171173e+05,4.795958700e+05,6.401653830e+03
1.666666667e-05,2.000000000e-06,0.000000000e+00,2.337310339e+00,9.218794327e-01,1.415430907e+00,7.576267543e+05,-1.055258002e+05,4.689887106e+05,5.779149505e+03
1.700000000e-05,2.000000000e-06,0.000000000e+00,2.086808322e+00,8.260331177e-01,1.260775204e+00,7.460763301e+05,-9.457570255e+04,4.588808257e+05,5.164287812e+03
1.733333333e-05,2.000000000e-06,0.000000000e+00,1.840129933e+00,7.307205356e-01,1.109409397e+00,7.346757904e+05,-8.367992061e+04,4.492460643e+05,4.557257443e+03
1.766666667e-05,2.000000000e-06,0.000000000e+00,1.597228657e+00,6.360487594e-01,9.611798972e-01,7.234041569e+05,-7.285145945e+04,4.400601514e+05,3.958226299e+03
1.800000000e-05,2.000000000e-06,0.000000000e+00,1.358064608e+00,5.421236892e-01,8.159409185e-01,7.122426007e+05,-6.210321007e+04,4.313005156e+05,3.367344343e+03
1.833333333e-05,2.000000000e-06,0.000000000e+00,1.122603838e+00,4.490499048e-01,6.735539336e-01,7.011742833e+05,-5.144792661e+04,4.229461349e+05,2.784746355e+03
1.866666667e-05,2.000000000e-06,0.000000000e+00,8.908177019e-01,3.569305204e-01,5.338871815e-01,6.901842124e+05,-4.089820377e+04,4.149773990e+05,2.210554607e+03
1.900000000e-05,2.000000000e-06,0.000000000e+00,6.626822589e-01,2.658670407e-01,3.968152182e-01,6.792591117e+05,-3.046645460e+04,4.073759862e+05,1.644881446e+03
1.933333333e-05,2.000000000e-06,0.000000000e+00,4.381777268e-01,1.759592204e-01,2.622185065e-01,6.683873023e+05,-2.016488870e+04,4.001247521e+05,1.087831794e+03
1.966666667e-05,2.000000000e-06,0.000000000e+00,2.172879658e-01,8.730492580e-02,1.299830400e-01,6.575585936e+05,-1.000549082e+04,3.932076305e+05,5.395055677e+02
2.000000000e-05,2.000000000e-06,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.521991772e+05,-5.004869206e+03,3.898583621e+05,2.698024925e+02
0.000000000e+00,2.666666667e-06,0.000000000e+00,2.025306977e+01,4.490201384e+00,1.576286838e+01,-8.720480308e+03,-4.331997065e+05,-1.588283311e+04,1.059483998e+05
3.333333333e-07,2.666666667e-06,0.000000000e+00,2.026112624e+01,4.487817597e+00,1.577330865e+01,-2.152171833e+04,-4.141429140e+05,-3.584092645e+04,1.246513489e+05
6.666666667e-07,2.666666667e-06,1.363971383e-17,2.029145492e+01,4.482257868e+00,1.580919706e+01,1.899568341e+05,-4.115461897e+05,1.667030054e+05,1.265878857e+05
1.000000000e-06,2.666666667e-06,1.261028617e-17,2.016840168e+01,4.473210702e+00,1.569519098e+01,3.982561269e+05,-4.584596934e+05,3.648990965e+05,7.860002837e+04
1.333333333e-06,2.666666667e-06,6.928734270e-18,1.998607170e+01,4.460641070e+00,1.552543063e+01,4.894234923e+05,-5.163607430e+05,4.457021287e+05,1.920622585e+04
1.666666667e-06,2.666666667e-06,1.317876970e-17,1.981764792e+01,4.444548286e+00,1.537309963e+01,5.921251716e+05,-5.283031521e+05,5.379696177e+05,5.352480872e+03
2.000000000e-06,2.666666667e-06,3.739249603e-17,1.964803994e+01,4.424943988e+00,1.522309595e+01,7.545539261e+05,-5.057496851e+05,6.899662081e+05,2.557728159e+04
2.333333333e-06,2.666666667e-06,4.144989240e-18,1.928876251e+01,4.401847044e+00,1.488691547e+01,8.892954654e+05,-4.832952236e+05,8.143153372e+05,4.528783051e+04
2.666666667e-06,2.666666667e-06,3.710501076e-17,1.902479048e+01,4.375281838e+00,1.464950864e+01,1.024644779e+06,-4.837554474e+05,9.393368645e+05,4.167116221e+04
3.000000000e-06,2.666666667e-06,1.395565703e-17,1.861648747e+01,4.345277550e+00,1.427120992e+01,1.166054648e+06,-4.921003380e+05,1.070502671e+06,2.976055468e+04
3.333333333e-06,2.666666667e-06,2.519299968e-17,1.823050712e+01,4.311867791e+00,1.391863932e+01,1.270890330e+06,-4.811782596e+05,1.165194175e+06,3.671140765e+04
3.666666667e-06,2.666666667e-06,3.760013785e-17,1.779965490e+01,4.275090396e+00,1.352456450e+01,1.394049050e+06,-4.724277725e+05,1.278323099e+06,4.108940612e+04
4.000000000e-06,2.666666667e-06,3.600084468e-17,1.731054203e+01,4.234987288e+00,1.307555474e+01,1.527088443e+06,-4.725940916e+05,1.401460545e+06,3.615404720e+04
4.333333333e-06,2.666666667e-06,4.502844293e-17,1.678239923e+01,4.191604372e+00,1.259079486e+01,1.661562377e+06,-4.654823464e+05,1.526173149e+06,3.810537082e+04
4.666666667e-06,2.666666667e-06,2.969575761e-17,1.618765970e+01,4.144991452e+00,1.204266825e+01,1.791099118e+06,-4.568543781e+05,1.646101439e+06,4.118715399e+04
5.000000000e-06,2.666666667e-06,2.127616021e-17,1.558272705e+01,4.095202152e+00,1.148752490e+01,1.852155447e+06,-4.487262080e+05,1.697714049e+06,4.338943616e+04
5.333333333e-06,2.666666667e-06,0.000000000e+00,1.496605270e+01,4.042293841e+00,1.092375886e+01,1.807976647e+06,-4.443372646e+05,1.644267774e+06,4.147928579e+04
5.666666667e-06,2.666666667e-06,0.000000000e+00,1.437968352e+01,3.986327563e+00,1.039335596e+01,1.716396465e+06,-4.422116047e+05,1.543607562e+06,3.693957311e+04
6.000000000e-06,2.666666667e-06,0.000000000e+00,1.382170613e+01,3.927367957e+00,9.894338176e+00,1.635217974e+06,-4.368192876e+05,1.453547398e+06,3.530758989e+04
6.333333333e-06,2.666666667e-06,0.000000000e+00,1.328916949e+01,3.865483185e+00,9.423686310e+00,1.562927620e+06,-4.303173919e+05,1.372584358e+06,3.443402588e+04
6.666666667e-06,2.666666667e-06,0.000000000e+00,1.277937769e+01,3.800744848e+00,8.978632840e+00,1.498264437e+06,-4.232650236e+05,1.299467825e+06,3.376795481e+04
7.000000000e-06,2.666666667e-06,0.000000000e+00,1.228998899e+01,3.733227905e+00,8.556761089e+00,1.440172022e+06,-4.158488194e+05,1.233151466e+06,3.313132328e+04
7.333333333e-06,2.666666667e-06,0.000000000e+00,1.181897686e+01,3.663010586e+00,8.155966270e+00,1.387759496e+06,-4.081386676e+05,1.172754181e+06,3.246322272e+04
7.666666667e-06,2.666666667e-06,0.000000000e+00,1.136458356e+01,3.590174296e+00,7.774409264e+00,1.340273944e+06,-4.001605844e+05,1.117532542e+06,3.174700500e+04
8.000000000e-06,2.666666667e-06,0.000000000e+00,1.092527989e+01,3.514803530e+00,7.410476363e+00,1.297077971e+06,-3.919238074e+05,1.066858334e+06,3.098318025e+04
8.333333333e-06,2.666666667e-06,0.000000000e+00,1.049973102e+01,3.436985763e+00,7.062745254e+00,1.257630489e+06,-3.834320618e+05,1.020199338e+06,3.017814191e+04
8.666666667e-06,2.666666667e-06,0.000000000e+00,1.008676783e+01,3.356811355e+00,6.729956476e+00,1.221470381e+06,-3.746882227e+05,9.771029788e+05,2.933949457e+04
9.000000000e-06,2.666666667e-06,0.000000000e+00,9.685363024e+00,3.274373437e+00,6.410989587e+00,1.188202873e+06,-3.656960735e+05,9.371826922e+05,2.847428500e+04
9.333333333e-06,2.666666667e-06,0.000000000e+00,9.294611111e+00,3.189767804e+00,6.104843307e+00,1.157488311e+06,-3.564608136e+05,9.001066847e+05,2.758848418e+04
9.666666667e-06,2.666666667e-06,0.000000000e+00,8.913711750e+00,3.103092800e+00,5.810618950e+00,1.129032984e+06,-3.469890620e+05,8.655887481e+05,2.668697168e+04
1.000000000e-05,2.666666667e-06,0.000000000e+00,8.541955778e+00,3.014449193e+00,5.527506585e+00,1.102581643e+06,-3.372886896e+05,8.333807697e+05,2.577369111e+04
1.033333333e-05,2.666666667e-06,0.000000000e+00,8.178713481e+00,2.923940056e+00,5.254773425e+00,1.077911408e+06,-3.273686185e+05,8.032666218e+05,2.485183851e+04
1.066666667e-05,2.666666667e-06,0.000000000e+00,7.823424685e+00,2.831670638e+00,4.991754046e+00,1.054826776e+06,-3.172386381e+05,7.750571632e+05,2.392403210e+04
1.100000000e-05,2.666666667e-06,0.000000000e+00,7.475590346e+00,2.737748232e+00,4.737842114e+00,1.033155529e+06,-3.069092547e+05,7.485861361e+05,2.299244895e+04
1.133333333e-05,2.666666667e-06,0.000000000e+00,7.134765382e+00,2.642282040e+00,4.492483342e+00,1.012745361e+06,-2.963915724e+05,7.237067813e+05,2.205892925e+04
1.166666667e-05,2.666666667e-06,0.000000000e+00,6.800552516e+00,2.545383034e+00,4.255169481e+00,9.934610842e+05,-2.856972003e+05,7.002890331e+05,2.112505333e+04
1.200000000e-05,2.666666667e-06,0.000000000e+00,6.472596981e+00,2.447163817e+00,4.025433164e+00,9.751823013e+05,-2.748381805e+05,6.782171837e+05,2.019219767e+04
1.233333333e-05,2.666666667e-06,0.000000000e+00,6.150581924e+00,2.347738470e+00,3.802843454e+00,9.578014602e+05,-2.638269311e+05,6.573879281e+05,1.926157530e+04
1.266666667e-05,2.666666667e-06,0.000000000e+00,5.834224409e+00,2.247222415e+00,3.587001995e+00,9.412222193e+05,-2.526761994e+05,6.377087206e+05,1.833426495e+04
1.300000000e-05,2.666666667e-06,0.000000000e+00,5.523271918e+00,2.145732251e+00,3.377539667e+00,9.253580672e+05,-2.413990230e+05,6.190963855e+05,1.741123213e+04
1.333333333e-05,2.666666667e-06,0.000000000e+00,5.217499278e+00,2.043385610e+00,3.174113668e+00,9.101311516e+05,-2.300086956e+05,6.014759394e+05,1.649334474e+04
1.366666667e-05,2.666666667e-06,0.000000000e+00,4.916705949e+00,1.940300996e+00,2.976404953e+00,8.954712825e+05,-2.185187361e+05,5.847795863e+05,1.558138472e+04
1.400000000e-05,2.666666667e-06,0.000000000e+00,4.620713612e+00,1.836597626e+00,2.784115986e+00,8.813150788e+05,-2.069428602e+05,5.689458590e+05,1.467605713e+04
1.433333333e-05,2.666666667e-06,0.000000000e+00,4.329364035e+00,1.732395272e+00,2.596968763e+00,8.676052360e+05,-1.952949525e+05,5.539188806e+05,1.377799736e+04
1.466666667e-05,2.666666667e-06,0.000000000e+00,4.042517147e+00,1.627814094e+00,2.414703052e+00,8.542898942e+05,-1.835890405e+05,5.396477283e+05,1.288777719e+04
1.500000000e-05,2.666666667e-06,0.000000000e+00,3.760049325e+00,1.522974483e+00,2.237074842e+00,8.413220917e+05,-1.718392680e+05,5.260858822e+05,1.200591009e+04
1.533333333e-05,2.666666667e-06,0.000000000e+00,3.481851842e+00,1.417996887e+00,2.063854954e+00,8.286592892e+05,-1.600598691e+05,5.131907475e+05,1.113285588e+04
1.566666667e-05,2.666666667e-06,0.000000000e+00,3.207829460e+00,1.313001655e+00,1.894827805e+00,8.162629557e+05,-1.482651420e+05,5.009232376e+05,1.026902516e+04
1.600000000e-05,2.666666667e-06,0.000000000e+00,2.937899166e+00,1.208108863e+00,1.729790303e+00,8.040982056e+05,-1.364694233e+05,4.892474099e+05,9.414783421e+03
1.633333333e-05,2.666666667e-06,0.000000000e+00,2.671989001e+00,1.103438149e+00,1.568550852e+00,7.921334793e+05,-1.246870615e+05,4.781301463e+05,8.570455044e+03
1.666666667e-05,2.666666667e-06,0.000000000e+00,2.410037010e+00,9.991085494e-01,1.410928461e+00,7.803402618e+05,-1.129323910e+05,4.675408727e+05,7.736327192e+03
1.700000000e-05,2.666666667e-06,0.000000000e+00,2.151990265e+00,8.952383287e-01,1.256751936e+00,7.686928336e+05,-1.012197059e+05,4.574513109e+05,6.912653582e+03
1.733333333e-05,2.666666667e-06,0.000000000e+00,1.897803970e+00,7.919448160e-01,1.105859154e+00,7.571680489e+05,-8.956323372e+04,4.478352598e+05,6.099658209e+03
1.766666667e-05,2.666666667e-06,0.000000000e+00,1.647440646e+00,6.893442400e-01,9.580964056e-01,7.457451377e+05,-7.797710933e+04,4.386684009e+05,5.297538990e+03
1.800000000e-05,2.666666667e-06,0.000000000e+00,1.400869358e+00,5.875515653e-01,8.133177929e-01,7.344055278e+05,-6.647534914e+04,4.299281254e+05,4.506471339e+03
1.833333333e-05,2.666666667e-06,0.000000000e+00,1.158065022e+00,4.866803316e-01,6.713846900e-01,7.231326860e+05,-5.507182524e+04,4.215933803e+05,3.726611663e+03
1.866666667e-05,2.666666667e-06,0.000000000e+00,9.190077402e-01,3.868424934e-01,5.321652468e-01,7.119119729e+05,-4.378024000e+04,4.136445303e+05,2.958100784e+03
