# potential and axial field on r = 0, from the flat liquid surface to the
# top of the plotted region.  Inside the liquid column V = V_emitter.
z_m,V_V,Ez_V_per_m
6.471111111e-04,6.928121873e+00,6.574577457e+04
6.492222222e-04,6.790992691e+00,6.417193323e+04
6.513333333e-04,6.657149187e+00,6.263293978e+04
6.534444444e-04,6.526518350e+00,6.112826658e+04
6.555555556e-04,6.399028286e+00,5.965737970e+04
6.576666667e-04,6.274608239e+00,5.821973986e+04
6.597777778e-04,6.153188593e+00,5.681480319e+04
6.618888889e-04,6.034700886e+00,5.544202215e+04
6.640000000e-04,5.919077815e+00,5.410084624e+04
6.661111111e-04,5.806253239e+00,5.279072281e+04
6.682222222e-04,5.696162190e+00,5.151109779e+04
6.703333333e-04,5.588740866e+00,5.026141634e+04
6.724444444e-04,5.483926640e+00,4.904112361e+04
6.745555556e-04,5.381658054e+00,4.784966528e+04
6.766666667e-04,5.281874818e+00,4.668648827e+04
6.787777778e-04,5.184517812e+00,4.555104123e+04
6.808888889e-04,5.089529072e+00,4.444277515e+04
6.830000000e-04,4.996851796e+00,4.336114385e+04
6.851111111e-04,4.906430326e+00,4.230560450e+04
6.872222222e-04,4.818210151e+00,4.127561802e+04
6.893333333e-04,4.732137890e+00,4.027064960e+04
6.914444444e-04,4.648161287e+00,3.929016902e+04
6.935555556e-04,4.566229202e+00,3.833365108e+04
6.956666667e-04,4.486291597e+00,3.740057593e+04
6.977777778e-04,4.408299525e+00,3.649042939e+04
6.998888889e-04,4.332205118e+00,3.560270327e+04
7.020000000e-04,4.257961576e+00,3.473689562e+04
7.041111111e-04,4.185523150e+00,3.389251098e+04
7.062222222e-04,4.114845131e+00,3.306906062e+04
7.083333333e-04,4.045883835e+00,3.226606274e+04
7.104444444e-04,3.978596586e+00,3.148304265e+04
7.125555556e-04,3.912941704e+00,3.071953291e+04
7.146666667e-04,3.848878486e+00,2.997507351e+04
7.167777778e-04,3.786367195e+00,2.924921198e+04
7.188888889e-04,3.725369039e+00,2.854150346e+04
7.210000000e-04,3.665846158e+00,2.785151084e+04
7.231111111e-04,3.607761607e+00,2.717880479e+04
7.252222222e-04,3.551079337e+00,2.652296384e+04
7.273333333e-04,3.495764182e+00,2.588357439e+04
7.294444444e-04,3.441781842e+00,2.526023077e+04
7.315555556e-04,3.389098863e+00,2.465253523e+04
7.336666667e-04,3.337682623e+00,2.406009795e+04
7.357777778e-04,3.287501315e+00,2.348253701e+04
7.378888889e-04,3.238523928e+00,2.291947840e+04
7.400000000e-04,3.190720236e+00,2.237055596e+04
7.421111111e-04,3.144060775e+00,2.183541133e+04
7.442222222e-04,3.098516829e+00,2.131369394e+04
7.463333333e-04,3.054060415e+00,2.080506092e+04
7.484444444e-04,3.010664267e+00,2.030917701e+04
7.505555556e-04,2.968301816e+00,1.982571455e+04
7.526666667e-04,2.926947179e+00,1.935435334e+04
7.547777778e-04,2.886575140e+00,1.889478059e+04
7.568888889e-04,2.847161136e+00,1.844669081e+04
7.590000000e-04,2.808681241e+00,1.800978570e+04
7.611111111e-04,2.771112153e+00,1.758377411e+04
7.632222222e-04,2.734431174e+00,1.716837187e+04
7.653333333e-04,2.698616201e+00,1.676330170e+04
7.674444444e-04,2.663645709e+00,1.636829312e+04
7.695555556e-04,2.629498735e+00,1.598308233e+04
7.716666667e-04,2.596154870e+00,1.560741207e+04
7.737777778e-04,2.563594236e+00,1.524103155e+04
7.758888889e-04,2.531797482e+00,1.488369629e+04
7.780000000e-04,2.500745766e+00,1.453516800e+04
7.801111111e-04,2.470420739e+00,1.419521450e+04
7.822222222e-04,2.440804541e+00,1.386360956e+04
7.843333333e-04,2.411879779e+00,1.354013281e+04
7.864444444e-04,2.383629522e+00,1.322456958e+04
7.885555556e-04,2.356037286e+00,1.291671081e+04
7.906666667e-04,2.329087021e+00,1.261635294e+04
7.927777778e-04,2.302763102e+00,1.232329773e+04
7.948888889e-04,2.277050316e+00,1.203735222e+04
7.970000000e-04,2.251933855e+00,1.175832856e+04
7.991111111e-04,2.227399298e+00,1.148604388e+04
8.012222222e-04,2.203432608e+00,1.122032024e+04
8.033333333e-04,2.180020117e+00,1.096098445e+04
8.054444444e-04,2.157148519e+00,1.070786796e+04
8.075555556e-04,2.134804858e+00,1.046080680e+04
8.096666667e-04,2.112976520e+00,1.021964143e+04
8.117777778e-04,2.091651222e+00,9.984216606e+03
8.138888889e-04,2.070817005e+00,9.754381336e+03
8.160000000e-04,2.050462226e+00,9.529988720e+03
8.181111111e-04,2.030575546e+00,9.310895873e+03
8.202222222e-04,2.011145923e+00,9.096963811e+03
8.223333333e-04,1.992162606e+00,8.888057356e+03
8.244444444e-04,1.973615126e+00,8.684045034e+03
8.265555556e-04,1.955493285e+00,8.484798980e+03
8.286666667e-04,1.937787153e+00,8.290194841e+03
8.307777778e-04,1.920487058e+00,8.100111687e+03
8.328888889e-04,1.903583582e+00,7.914431913e+03
8.350000000e-04,1.887067550e+00,7.733041157e+03
8.371111111e-04,1.870930024e+00,7.555828209e+03
8.392222222e-04,1.855162300e+00,7.382684925e+03
8.413333333e-04,1.839755898e+00,7.213506147e+03
8.434444444e-04,1.824702557e+00,7.048189616e+03
8.455555556e-04,1.809994228e+00,6.886635900e+03
8.476666667e-04,1.795623070e+00,6.728748308e+03
8.497777778e-04,1.781581443e+00,6.574432821e+03
8.518888889e-04,1.767861904e+00,6.423598014e+03
8.540000000e-04,1.754457198e+00,6.276154986e+03
8.561111111e-04,1.741360257e+00,6.132017287e+03
8.582222222e-04,1.728564192e+00,5.991100853e+03
8.603333333e-04,1.716062289e+00,5.853323937e+03
8.624444444e-04,1.703848004e+00,5.718607042e+03
8.645555556e-04,1.691914960e+00,5.586872863e+03
8.666666667e-04,1.680256939e+00,5.458046220e+03
8.687777778e-04,1.668867881e+00,5.332053998e+03
8.708888889e-04,1.657741878e+00,5.208825095e+03
8.730000000e-04,1.646873169e+00,5.088290357e+03
8.751111111e-04,1.636256137e+00,4.970382525e+03
8.772222222e-04,1.625885306e+00,4.855036184e+03
8.793333333e-04,1.615755337e+00,4.742187709e+03
8.814444444e-04,1.605861022e+00,4.631775210e+03
8.835555556e-04,1.596197281e+00,4.523738491e+03
8.856666667e-04,1.586759162e+00,4.418018991e+03
8.877777778e-04,1.577541833e+00,4.314559748e+03
8.898888889e-04,1.568540581e+00,4.213305344e+03
8.920000000e-04,1.559750808e+00,4.114201868e+03
8.941111111e-04,1.551168029e+00,4.017196867e+03
8.962222222e-04,1.542787869e+00,3.922239311e+03
8.983333333e-04,1.534606058e+00,3.829279544e+03
9.004444444e-04,1.526618428e+00,3.738269252e+03
9.025555556e-04,1.518820915e+00,3.649161421e+03
9.046666667e-04,1.511209551e+00,3.561910301e+03
9.067777778e-04,1.503780463e+00,3.476471368e+03
9.088888889e-04,1.496529872e+00,3.392801291e+03
9.110000000e-04,1.489454087e+00,3.310857898e+03
9.131111111e-04,1.482549508e+00,3.230600140e+03
9.152222222e-04,1.475812618e+00,3.151988064e+03
9.173333333e-04,1.469239983e+00,3.074982775e+03
9.194444444e-04,1.462828253e+00,2.999546413e+03
9.215555556e-04,1.456574154e+00,2.925642117e+03
9.236666667e-04,1.450474489e+00,2.853234002e+03
9.257777778e-04,1.444526137e+00,2.782287128e+03
9.278888889e-04,1.438726050e+00,2.712767472e+03
9.300000000e-04,1.433071249e+00,2.644641908e+03
9.321111111e-04,1.427558826e+00,2.577878173e+03
9.342222222e-04,1.422185938e+00,2.512444849e+03
9.363333333e-04,1.416949811e+00,2.448311338e+03
9.384444444e-04,1.411847730e+00,2.385447837e+03
9.405555556e-04,1.406877047e+00,2.323825314e+03
9.426666667e-04,1.402035170e+00,2.263415493e+03
9.447777778e-04,1.397319569e+00,2.204190826e+03
9.468888889e-04,1.392727771e+00,2.146124474e+03
9.490000000e-04,1.388257358e+00,2.089190289e+03
9.511111111e-04,1.383905967e+00,2.033362794e+03
9.532222222e-04,1.379671287e+00,1.978617164e+03
9.553333333e-04,1.375551061e+00,1.924929207e+03
9.574444444e-04,1.371543081e+00,1.872275345e+03
9.595555556e-04,1.367645187e+00,1.820632602e+03
9.616666667e-04,1.363855270e+00,1.769978582e+03
9.637777778e-04,1.360171264e+00,1.720291455e+03
9.658888889e-04,1.356591151e+00,1.671549943e+03
9.680000000e-04,1.353112958e+00,1.623733300e+03
9.701111111e-04,1.349734752e+00,1.576821302e+03
9.722222222e-04,1.346454645e+00,1.530794232e+03
9.743333333e-04,1.343270789e+00,1.485632861e+03
9.764444444e-04,1.340181377e+00,1.441318443e+03
9.785555556e-04,1.337184640e+00,1.397832693e+03
9.806666667e-04,1.334278846e+00,1.355157782e+03
9.827777778e-04,1.331462304e+00,1.313276318e+03
9.848888889e-04,1.328733355e+00,1.272171341e+03
9.870000000e-04,1.326090379e+00,1.231826303e+03
9.891111111e-04,1.323531788e+00,1.192225064e+03
9.912222222e-04,1.321056028e+00,1.153351878e+03
9.933333333e-04,1.318661578e+00,1.115191381e+03
9.954444444e-04,1.316346951e+00,1.077728585e+03
9.975555556e-04,1.314110688e+00,1.040948861e+03
9.996666667e-04,1.311951363e+00,1.004837937e+03
1.001777778e-03,1.309867578e+00,9.693818834e+02
1.003888889e-03,1.307857966e+00,9.345671047e+02
1.006000000e-03,1.305921186e+00,9.003803321e+02
1.008111111e-03,1.304055927e+00,8.668086132e+02
1.010222222e-03,1.302260904e+00,8.338393046e+02
1.012333333e-03,1.300534857e+00,8.014600630e+02
1.014444444e-03,1.298876554e+00,7.696588377e+02
1.016555556e-03,1.297284788e+00,7.384238627e+02
1.018666667e-03,1.295758374e+00,7.077436492e+02
1.020777778e-03,1.294296154e+00,6.776069783e+02
1.022888889e-03,1.292896992e+00,6.480028941e+02
1.025000000e-03,1.291559775e+00,6.189206964e+02
1.027111111e-03,1.290283412e+00,5.903499346e+02
1.029222222e-03,1.289066834e+00,5.622804006e+02
1.031333333e-03,1.287908993e+00,5.347021229e+02
1.033444444e-03,1.286808864e+00,5.076053604e+02
1.035555556e-03,1.285765438e+00,4.809805962e+02
1.037666667e-03,1.284777731e+00,4.548185321e+02
1.039777778e-03,1.283844774e+00,4.291100830e+02
1.041888889e-03,1.282965620e+00,4.038463709e+02
1.044000000e-03,1.282139338e+00,3.790187204e+02
1.046111111e-03,1.281365018e+00,3.546186529e+02
1.048222222e-03,1.280641765e+00,3.306378816e+02
1.050333333e-03,1.279968702e+00,3.070683072e+02
1.052444444e-03,1.279344970e+00,2.839020125e+02
1.054555556e-03,1.278769726e+00,2.611312579e+02
1.056666667e-03,1.278242143e+00,2.387484773e+02
1.058777778e-03,1.277761409e+00,2.167462734e+02
1.060888889e-03,1.277326729e+00,1.951174134e+02
1.063000000e-03,1.276937322e+00,1.738548251e+02
1.065111111e-03,1.276592423e+00,1.529515929e+02
1.067222222e-03,1.276291279e+00,1.324009535e+02
1.069333333e-03,1.276033153e+00,1.121962927e+02
1.071444444e-03,1.275817322e+00,9.233114126e+01
1.073555556e-03,1.275643076e+00,7.279917133e+01
1.075666667e-03,1.275509718e+00,5.359419321e+01
1.077777778e-03,1.275416563e+00,3.471015178e+01
1.079888889e-03,1.275362942e+00,1.614112320e+01
1.082000000e-03,1.275348194e+00,-2.118688290e+00
1.084111111e-03,1.275371674e+00,-2.007495349e+01
1.086222222e-03,1.275432746e+00,-3.773322132e+01
1.088333333e-03,1.275530786e+00,-5.509892172e+01
1.090444444e-03,1.275665183e+00,-7.217736864e+01
1.092555556e-03,1.275835337e+00,-8.897376274e+01
1.094666667e-03,1.276040656e+00,-1.054931942e+02
1.096777778e-03,1.276280561e+00,-1.217406454e+02
1.098888889e-03,1.276554484e+00,-1.377209933e+02
1.101000000e-03,1.276861865e+00,-1.534390123e+02
1.103111111e-03,1.277202156e+00,-1.688993765e+02
1.105222222e-03,1.277574818e+00,-1.841066620e+02
1.107333333e-03,1.277979320e+00,-1.990653495e+02
1.109444444e-03,1.278415144e+00,-2.137798262e+02
1.111555556e-03,1.278881777e+00,-2.282543885e+02
1.113666667e-03,1.279378719e+00,-2.424932436e+02
1.115777778e-03,1.279905475e+00,-2.565005119e+02
1.117888889e-03,1.280461561e+00,-2.702802292e+02
1.120000000e-03,1.281046501e+00,-2.838363482e+02
1.122111111e-03,1.281659826e+00,-2.971727409e+02
1.124222222e-03,1.282301078e+00,-3.102932002e+02
1.126333333e-03,1.282969804e+00,-3.232014420e+02
1.128444444e-03,1.283665560e+00,-3.359011065e+02
1.130555556e-03,1.284387909e+00,-3.483957606e+02
1.132666667e-03,1.285136422e+00,-3.606888991e+02
1.134777778e-03,1.285910678e+00,-3.727839465e+02
1.136888889e-03,1.286710262e+00,-3.846842587e+02
1.139000000e-03,1.287534766e+00,-3.963931245e+02
1.141111111e-03,1.288383789e+00,-4.079137670e+02
1.143222222e-03,1.289256938e+00,-4.192493455e+02
1.145333333e-03,1.290153825e+00,-4.304029564e+02
1.147444444e-03,1.291074069e+00,-4.413776350e+02
1.149555556e-03,1.292017296e+00,-4.521763567e+02
1.151666667e-03,1.292983136e+00,-4.628020387e+02
1.153777778e-03,1.293971229e+00,-4.732575407e+02
1.155888889e-03,1.294981217e+00,-4.835456668e+02
1.158000000e-03,1.296012750e+00,-4.936691662e+02
1.160111111e-03,1.297065484e+00,-5.036307348e+02
1.162222222e-03,1.298139079e+00,-5.134330165e+02
1.164333333e-03,1.299233202e+00,-5.230786039e+02
1.166444444e-03,1.300347525e+00,-5.325700395e+02
1.168555556e-03,1.301481724e+00,-5.419098175e+02
1.170666667e-03,1.302635483e+00,-5.511003837e+02
1.172777778e-03,1.303808489e+00,-5.601441377e+02
1.174888889e-03,1.305000435e+00,-5.690434333e+02
1.177000000e-03,1.306211017e+00,-5.778005793e+02
1.179111111e-03,1.307439939e+00,-5.864178413e+02
1.181222222e-03,1.308686907e+00,-5.948974416e+02
1.183333333e-03,1.309951633e+00,-6.032415611e+02
1.185444444e-03,1.311233833e+00,-6.114523395e+02
1.187555556e-03,1.312533228e+00,-6.195318767e+02
1.189666667e-03,1.313849543e+00,-6.274822330e+02
1.191777778e-03,1.315182508e+00,-6.353054309e+02
1.193888889e-03,1.316531856e+00,-6.430034549e+02
1.196000000e-03,1.317897325e+00,-6.505782530e+02
1.198111111e-03,1.319278656e+00,-6.580317373e+02
1.200222222e-03,1.320675597e+00,-6.653657845e+02
1.202333333e-03,1.322087896e+00,-6.725822371e+02
1.204444444e-03,1.323515307e+00,-6.796829038e+02
1.206555556e-03,1.324957588e+00,-6.866695603e+02
1.208666667e-03,1.326414499e+00,-6.935439500e+02
1.210777778e-03,1.327885807e+00,-7.003077847e+02
1.212888889e-03,1.329371278e+00,-7.069627452e+02
1.215000000e-03,1.330870685e+00,-7.135104820e+02
1.217111111e-03,1.332383803e+00,-7.199526160e+02
1.219222222e-03,1.333910412e+00,-7.262907388e+02
1.221333333e-03,1.335450292e+00,-7.325264138e+02
1.223444444e-03,1.337003230e+00,-7.386611764e+02
1.225555556e-03,1.338569014e+00,-7.446965347e+02
1.227666667e-03,1.340147435e+00,-7.506339699e+02
1.229777778e-03,1.341738289e+00,-7.564749374e+02
1.231888889e-03,1.343341374e+00,-7.622208666e+02
1.234000000e-03,1.344956489e+00,-7.678731618e+02
1.236111111e-03,1.346583440e+00,-7.734332029e+02
1.238222222e-03,1.348222032e+00,-7.789023454e+02
1.240333333e-03,1.349872076e+00,-7.842819213e+02
1.242444444e-03,1.351533383e+00,-7.895732395e+02
1.244555556e-03,1.353205768e+00,-7.947775860e+02
1.246666667e-03,1.354889050e+00,-7.998962248e+02
1.248777778e-03,1.356583049e+00,-8.049303981e+02
1.250888889e-03,1.358287587e+00,-8.098813264e+02
1.253000000e-03,1.360002490e+00,-8.147502098e+02
1.255111111e-03,1.361727586e+00,-8.195382274e+02
1.257222222e-03,1.363462706e+00,-8.242465385e+02
1.259333333e-03,1.365207683e+00,-8.288762827e+02
1.261444444e-03,1.366962351e+00,-8.334285800e+02
1.263555556e-03,1.368726550e+00,-8.379045317e+02
1.265666667e-03,1.370500118e+00,-8.423052206e+02
1.267777778e-03,1.372282897e+00,-8.466317111e+02
1.269888889e-03,1.374074733e+00,-8.508850498e+02
1.272000000e-03,1.375875472e+00,-8.550662658e+02
1.274111111e-03,1.377684963e+00,-8.591763713e+02
1.276222222e-03,1.379503057e+00,-8.632163612e+02
1.278333333e-03,1.381329606e+00,-8.671872143e+02
1.280444444e-03,1.383164466e+00,-8.710898931e+02
1.282555556e-03,1.385007494e+00,-8.749253442e+02
1.284666667e-03,1.386858548e+00,-8.786944986e+02
1.286777778e-03,1.388717491e+00,-8.823982721e+02
1.288888889e-03,1.390584185e+00,-8.860375655e+02
1.291000000e-03,1.392458494e+00,-8.896132650e+02
1.293111111e-03,1.394340285e+00,-8.931262422e+02
1.295222222e-03,1.396229428e+00,-8.965773548e+02
1.297333333e-03,1.398125791e+00,-8.999674465e+02
1.299444444e-03,1.400029248e+00,-9.032973474e+02
1.301555556e-03,1.401939672e+00,-9.065678743e+02
1.303666667e-03,1.403856938e+00,-9.097798308e+02
1.305777778e-03,1.405780924e+00,-9.129340078e+02
1.307888889e-03,1.407711508e+00,-9.160311835e+02
1.310000000e-03,1.409648571e+00,-9.190721237e+02
1.312111111e-03,1.411591996e+00,-9.220575821e+02
1.314222222e-03,1.413541665e+00,-9.249883005e+02
1.316333333e-03,1.415497464e+00,-9.278650089e+02
1.318444444e-03,1.417459279e+00,-9.306884260e+02
1.320555556e-03,1.419427000e+00,-9.334592591e+02
1.322666667e-03,1.421400515e+00,-9.361782044e+02
1.324777778e-03,1.423379716e+00,-9.388459473e+02
1.326888889e-03,1.425364496e+00,-9.414631625e+02
1.329000000e-03,1.427354748e+00,-9.440305144e+02
1.331111111e-03,1.429350368e+00,-9.465486569e+02
1.333222222e-03,1.431351253e+00,-9.490182340e+02
1.335333333e-03,1.433357300e+00,-9.514398796e+02
1.337444444e-03,1.435368410e+00,-9.538142179e+02
1.339555556e-03,1.437384483e+00,-9.561418638e+02
1.341666667e-03,1.439405421e+00,-9.584234226e+02
1.343777778e-03,1.441431128e+00,-9.606594903e+02
1.345888889e-03,1.443461507e+00,-9.628506541e+02
1.348000000e-03,1.445496466e+00,-9.649974921e+02
1.350111111e-03,1.447535910e+00,-9.671005739e+02
1.352222222e-03,1.449579749e+00,-9.691604604e+02
1.354333333e-03,1.451627891e+00,-9.711777039e+02
1.356444444e-03,1.453680247e+00,-9.731528488e+02
1.358555556e-03,1.455736729e+00,-9.750864311e+02
1.360666667e-03,1.457797250e+00,-9.769789789e+02
1.362777778e-03,1.459861723e+00,-9.788310124e+02
1.364888889e-03,1.461930064e+00,-9.806430444e+02
1.367000000e-03,1.464002188e+00,-9.824155796e+02
1.369111111e-03,1.466078013e+00,-9.841491158e+02
1.371222222e-03,1.468157458e+00,-9.858441431e+02
1.373333333e-03,1.470240440e+00,-9.875011447e+02
1.375444444e-03,1.472326880e+00,-9.891205965e+02
1.377555556e-03,1.474416701e+00,-9.907029676e+02
1.379666667e-03,1.476509823e+00,-9.922487202e+02
1.381777778e-03,1.478606170e+00,-9.937583101e+02
1.383888889e-03,1.480705666e+00,-9.952321861e+02
1.386000000e-03,1.482808236e+00,-9.966707907e+02
1.388111111e-03,1.484913807e+00,-9.980745602e+02
1.390222222e-03,1.487022305e+00,-9.994439244e+02
1.392333333e-03,1.489133657e+00,-1.000779307e+03
1.394444444e-03,1.491247794e+00,-1.002081126e+03
1.396555556e-03,1.493364643e+00,-1.003349793e+03
1.398666667e-03,1.495484137e+00,-1.004585714e+03
1.400777778e-03,1.497606205e+00,-1.005789289e+03
1.402888889e-03,1.499730780e+00,-1.006960913e+03
1.405000000e-03,1.501857795e+00,-1.008100975e+03
1.407111111e-03,1.503987184e+00,-1.009209858e+03
1.409222222e-03,1.506118882e+00,-1.010287940e+03
1.411333333e-03,1.508252823e+00,-1.011335595e+03
1.413444444e-03,1.510388944e+00,-1.012353190e+03
1.415555556e-03,1.512527182e+00,-1.013341088e+03
1.417666667e-03,1.514667475e+00,-1.014299647e+03
1.419777778e-03,1.516809760e+00,-1.015229218e+03
1.421888889e-03,1.518953978e+00,-1.016130151e+03
1.424000000e-03,1.521100068e+00,-1.017002787e+03
1.426111111e-03,1.523247970e+00,-1.017847466e+03
1.428222222e-03,1.525397627e+00,-1.018664521e+03
1.430333333e-03,1.527548979e+00,-1.019454282e+03
1.432444444e-03,1.529701970e+00,-1.020217072e+03
1.434555556e-03,1.531856543e+00,-1.020953213e+03
1.436666667e-03,1.534012643e+00,-1.021663020e+03
1.438777778e-03,1.536170213e+00,-1.022346806e+03
1.440888889e-03,1.538329200e+00,-1.023004877e+03
1.443000000e-03,1.540489549e+00,-1.023637537e+03
1.445111111e-03,1.542651208e+00,-1.024245086e+03
1.447222222e-03,1.544814122e+00,-1.024827819e+03
1.449333333e-03,1.546978241e+00,-1.025386027e+03
1.451444444e-03,1.549143513e+00,-1.025919998e+03
1.453555556e-03,1.551309887e+00,-1.026430016e+03
1.455666667e-03,1.553477312e+00,-1.026916361e+03
1.457777778e-03,1.555645739e+00,-1.027379309e+03
1.459888889e-03,1.557815119e+00,-1.027819133e+03
1.462000000e-03,1.559985404e+00,-1.028236102e+03
1.464111111e-03,1.562156545e+00,-1.028630482e+03
1.466222222e-03,1.564328495e+00,-1.029002536e+03
1.468333333e-03,1.566501207e+00,-1.029352521e+03
1.470444444e-03,1.568674634e+00,-1.029680693e+03
1.472555556e-03,1.570848732e+00,-1.029987306e+03
1.474666667e-03,1.573023455e+00,-1.030272606e+03
1.476777778e-03,1.575198757e+00,-1.030536841e+03
1.478888889e-03,1.577374596e+00,-1.030780253e+03
1.481000000e-03,1.579550926e+00,-1.031003080e+03
1.483111111e-03,1.581727705e+00,-1.031205561e+03
1.485222222e-03,1.583904891e+00,-1.031387928e+03
1.487333333e-03,1.586082440e+00,-1.031550411e+03
1.489444444e-03,1.588260312e+00,-1.031693238e+03
1.491555556e-03,1.590438465e+00,-1.031816635e+03
1.493666667e-03,1.592616858e+00,-1.031920822e+03
1.495777778e-03,1.594795451e+00,-1.032006018e+03
1.497888889e-03,1.596974203e+00,-1.032072441e+03
1.500000000e-03,1.599153077e+00,-1.032120304e+03
