r,z,V,Er,Ez,Emag
1.102500000e-04,2.800000000e-04,1.479276928e+02,1.504851443e+05,7.537000962e+05,7.685763552e+05
1.125000000e-04,2.800000000e-04,1.475866297e+02,1.526746420e+05,7.514444383e+05,7.667974245e+05
1.147500000e-04,2.800000000e-04,1.472406905e+02,1.548193471e+05,7.491631670e+05,7.649931249e+05
1.170000000e-04,2.800000000e-04,1.468899763e+02,1.569191051e+05,7.468571288e+05,7.631639250e+05
1.192500000e-04,2.800000000e-04,1.465345884e+02,1.589737913e+05,7.445271605e+05,7.613102909e+05
1.215000000e-04,2.800000000e-04,1.461746281e+02,1.609833102e+05,7.421740890e+05,7.594326860e+05
1.237500000e-04,2.800000000e-04,1.458101974e+02,1.629475952e+05,7.397987303e+05,7.575315704e+05
1.260000000e-04,2.800000000e-04,1.454413979e+02,1.648666081e+05,7.374018893e+05,7.556074012e+05
1.282500000e-04,2.800000000e-04,1.450683316e+02,1.667403385e+05,7.349843592e+05,7.536606323e+05
1.305000000e-04,2.800000000e-04,1.446911003e+02,1.685688032e+05,7.325469210e+05,7.516917140e+05
1.327500000e-04,2.800000000e-04,1.443098059e+02,1.703520460e+05,7.300903433e+05,7.497010931e+05
1.350000000e-04,2.800000000e-04,1.439245500e+02,1.720901369e+05,7.276153817e+05,7.476892127e+05
1.372500000e-04,2.800000000e-04,1.435354341e+02,1.737831715e+05,7.251227787e+05,7.456565126e+05
1.395000000e-04,2.800000000e-04,1.431425594e+02,1.754312706e+05,7.226132634e+05,7.436034287e+05
1.417500000e-04,2.800000000e-04,1.427460270e+02,1.770345794e+05,7.200875513e+05,7.415303931e+05
1.440000000e-04,2.800000000e-04,1.423459373e+02,1.785932671e+05,7.175463441e+05,7.394378344e+05
1.462500000e-04,2.800000000e-04,1.419423906e+02,1.801075260e+05,7.149903294e+05,7.373261775e+05
1.485000000e-04,2.800000000e-04,1.415354866e+02,1.815775712e+05,7.124201809e+05,7.351958437e+05
1.507500000e-04,2.800000000e-04,1.411253245e+02,1.830036398e+05,7.098365584e+05,7.330472507e+05
1.530000000e-04,2.800000000e-04,1.407120030e+02,1.843859902e+05,7.072401071e+05,7.308808128e+05
1.552500000e-04,2.800000000e-04,1.402956201e+02,1.857249013e+05,7.046314585e+05,7.286969407e+05
1.575000000e-04,2.800000000e-04,1.398762733e+02,1.870206724e+05,7.020112300e+05,7.264960419e+05
1.597500000e-04,2.800000000e-04,1.394540592e+02,1.882736219e+05,6.993800247e+05,7.242785208e+05
1.620000000e-04,2.800000000e-04,1.390290739e+02,1.894840867e+05,6.967384322e+05,7.220447784e+05
1.642500000e-04,2.800000000e-04,1.386014124e+02,1.906524221e+05,6.940870282e+05,7.197952130e+05
1.665000000e-04,2.800000000e-04,1.381711693e+02,1.917790003e+05,6.914263746e+05,7.175302199e+05
1.687500000e-04,2.800000000e-04,1.377384379e+02,1.928642103e+05,6.887570202e+05,7.152501915e+05
1.710000000e-04,2.800000000e-04,1.373033111e+02,1.939084568e+05,6.860795003e+05,7.129555178e+05
1.732500000e-04,2.800000000e-04,1.368658803e+02,1.949121599e+05,6.833943375e+05,7.106465862e+05
1.755000000e-04,2.800000000e-04,1.364262364e+02,1.958757538e+05,6.807020412e+05,7.083237818e+05
1.777500000e-04,2.800000000e-04,1.359844692e+02,1.967996868e+05,6.780031087e+05,7.059874872e+05
1.800000000e-04,2.800000000e-04,1.355406672e+02,1.976844200e+05,6.752980248e+05,7.036380833e+05
1.822500000e-04,2.800000000e-04,1.350949183e+02,1.985304271e+05,6.725872624e+05,7.012759486e+05
1.845000000e-04,2.800000000e-04,1.346473090e+02,1.993381931e+05,6.698712827e+05,6.989014599e+05
1.867500000e-04,2.800000000e-04,1.341979247e+02,2.001082141e+05,6.671505356e+05,6.965149923e+05
1.890000000e-04,2.800000000e-04,1.337468499e+02,2.008409963e+05,6.644254596e+05,6.941169190e+05
1.912500000e-04,2.800000000e-04,1.332941678e+02,2.015370555e+05,6.616964828e+05,6.917076117e+05
1.935000000e-04,2.800000000e-04,1.328399603e+02,2.021969161e+05,6.589640226e+05,6.892874407e+05
1.957500000e-04,2.800000000e-04,1.323843084e+02,2.028211109e+05,6.562284861e+05,6.868567748e+05
1.980000000e-04,2.800000000e-04,1.319272917e+02,2.034101799e+05,6.534902710e+05,6.844159813e+05
2.002500000e-04,2.800000000e-04,1.314689886e+02,2.039646697e+05,6.507497648e+05,6.819654265e+05
2.025000000e-04,2.800000000e-04,1.310094762e+02,2.044851332e+05,6.480073464e+05,6.795054751e+05
2.047500000e-04,2.800000000e-04,1.305488306e+02,2.049721286e+05,6.452633852e+05,6.770364907e+05
2.070000000e-04,2.800000000e-04,1.300871263e+02,2.054262187e+05,6.425182422e+05,6.745588358e+05
2.092500000e-04,2.800000000e-04,1.296244368e+02,2.058479704e+05,6.397722701e+05,6.720728714e+05
2.115000000e-04,2.800000000e-04,1.291608343e+02,2.062379542e+05,6.370258133e+05,6.695789577e+05
2.137500000e-04,2.800000000e-04,1.286963894e+02,2.065967432e+05,6.342792085e+05,6.670774533e+05
2.160000000e-04,2.800000000e-04,1.282311719e+02,2.069249127e+05,6.315327848e+05,6.645687156e+05
2.182500000e-04,2.800000000e-04,1.277652499e+02,2.072230396e+05,6.287868641e+05,6.620531010e+05
2.205000000e-04,2.800000000e-04,1.272986903e+02,2.074917020e+05,6.260417609e+05,6.595309643e+05
2.227500000e-04,2.800000000e-04,1.268315589e+02,2.077314781e+05,6.232977833e+05,6.570026588e+05
2.250000000e-04,2.800000000e-04,1.263639199e+02,2.079429461e+05,6.205552325e+05,6.544685366e+05
2.272500000e-04,2.800000000e-04,1.258958364e+02,2.081266836e+05,6.178144032e+05,6.519289480e+05
2.295000000e-04,2.800000000e-04,1.254273702e+02,2.082832669e+05,6.150755843e+05,6.493842419e+05
2.317500000e-04,2.800000000e-04,1.249585816e+02,2.084132707e+05,6.123390581e+05,6.468347653e+05
2.340000000e-04,2.800000000e-04,1.244895300e+02,2.085172675e+05,6.096051016e+05,6.442808632e+05
2.362500000e-04,2.800000000e-04,1.240202730e+02,2.085958269e+05,6.068739856e+05,6.417228790e+05
2.385000000e-04,2.800000000e-04,1.235508674e+02,2.086495157e+05,6.041459757e+05,6.391611536e+05
2.407500000e-04,2.800000000e-04,1.230813684e+02,2.086788970e+05,6.014213318e+05,6.365960261e+05
2.430000000e-04,2.800000000e-04,1.226118302e+02,2.086845301e+05,5.987003088e+05,6.340278329e+05
2.452500000e-04,2.800000000e-04,1.221423054e+02,2.086669698e+05,5.959831562e+05,6.314569081e+05
2.475000000e-04,2.800000000e-04,1.216728458e+02,2.086267662e+05,5.932701186e+05,6.288835832e+05
2.497500000e-04,2.800000000e-04,1.212035016e+02,2.085644645e+05,5.905614354e+05,6.263081867e+05
2.520000000e-04,2.800000000e-04,1.207343219e+02,2.084806043e+05,5.878573412e+05,6.237310446e+05
2.542500000e-04,2.800000000e-04,1.202653546e+02,2.083757197e+05,5.851580659e+05,6.211524794e+05
2.565000000e-04,2.800000000e-04,1.197966465e+02,2.082503386e+05,5.824638345e+05,6.185728106e+05
2.587500000e-04,2.800000000e-04,1.193282431e+02,2.081049829e+05,5.797748675e+05,6.159923545e+05
2.610000000e-04,2.800000000e-04,1.188601887e+02,2.079401678e+05,5.770913805e+05,6.134114237e+05
2.632500000e-04,2.800000000e-04,1.183925265e+02,2.077564017e+05,5.744135846e+05,6.108303273e+05
2.655000000e-04,2.800000000e-04,1.179252987e+02,2.075541864e+05,5.717416866e+05,6.082493703e+05
2.677500000e-04,2.800000000e-04,1.174585461e+02,2.073340162e+05,5.690758885e+05,6.056688544e+05
2.700000000e-04,2.800000000e-04,1.169923087e+02,2.070963783e+05,5.664163879e+05,6.030890766e+05
2.722500000e-04,2.800000000e-04,1.165266252e+02,2.068417523e+05,5.637633779e+05,6.005103303e+05
2.745000000e-04,2.800000000e-04,1.160615332e+02,2.065706104e+05,5.611170473e+05,5.979329041e+05
2.767500000e-04,2.800000000e-04,1.155970695e+02,2.062834168e+05,5.584775803e+05,5.953570826e+05
2.790000000e-04,2.800000000e-04,1.151332695e+02,2.059806281e+05,5.558451570e+05,5.927831456e+05
2.812500000e-04,2.800000000e-04,1.146701680e+02,2.056626930e+05,5.532199527e+05,5.902113684e+05
2.835000000e-04,2.800000000e-04,1.142077985e+02,2.053300522e+05,5.506021387e+05,5.876420215e+05
2.857500000e-04,2.800000000e-04,1.137461935e+02,2.049831381e+05,5.479918818e+05,5.850753707e+05
2.880000000e-04,2.800000000e-04,1.132853847e+02,2.046223756e+05,5.453893443e+05,5.825116767e+05
2.902500000e-04,2.800000000e-04,1.128254029e+02,2.042481809e+05,5.427946845e+05,5.799511952e+05
2.925000000e-04,2.800000000e-04,1.123662777e+02,2.038609624e+05,5.402080560e+05,5.773941771e+05
2.947500000e-04,2.800000000e-04,1.119080380e+02,2.034611204e+05,5.376296084e+05,5.748408678e+05
2.970000000e-04,2.800000000e-04,1.114507118e+02,2.030490471e+05,5.350594868e+05,5.722915078e+05
2.992500000e-04,2.800000000e-04,1.109943262e+02,2.026251265e+05,5.324978321e+05,5.697463322e+05
3.015000000e-04,2.800000000e-04,1.105389073e+02,2.021897346e+05,5.299447808e+05,5.672055708e+05
3.037500000e-04,2.800000000e-04,1.100844807e+02,2.017432395e+05,5.274004654e+05,5.646694481e+05
3.060000000e-04,2.800000000e-04,1.096310708e+02,2.012860011e+05,5.248650139e+05,5.621381833e+05
3.082500000e-04,2.800000000e-04,1.091787015e+02,2.008183718e+05,5.223385502e+05,5.596119901e+05
3.105000000e-04,2.800000000e-04,1.087273957e+02,2.003406957e+05,5.198211939e+05,5.570910769e+05
3.127500000e-04,2.800000000e-04,1.082771756e+02,1.998533095e+05,5.173130605e+05,5.545756467e+05
3.150000000e-04,2.800000000e-04,1.078280628e+02,1.993565421e+05,5.148142614e+05,5.520658970e+05
3.172500000e-04,2.800000000e-04,1.073800780e+02,1.988507148e+05,5.123249037e+05,5.495620199e+05
3.195000000e-04,2.800000000e-04,1.069332412e+02,1.983361415e+05,5.098450906e+05,5.470642023e+05
3.217500000e-04,2.800000000e-04,1.064875717e+02,1.978131287e+05,5.073749210e+05,5.445726255e+05
3.240000000e-04,2.800000000e-04,1.060430882e+02,1.972819755e+05,5.049144901e+05,5.420874654e+05
3.262500000e-04,2.800000000e-04,1.055998087e+02,1.967429739e+05,5.024638888e+05,5.396088930e+05
3.285000000e-04,2.800000000e-04,1.051577505e+02,1.961964089e+05,5.000232042e+05,5.371370734e+05
3.307500000e-04,2.800000000e-04,1.047169303e+02,1.956425583e+05,4.975925195e+05,5.346721669e+05
3.330000000e-04,2.800000000e-04,1.042773642e+02,1.950816934e+05,4.951719139e+05,5.322143284e+05
3.352500000e-04,2.800000000e-04,1.038390677e+02,1.945140786e+05,4.927614629e+05,5.297637078e+05
3.375000000e-04,2.800000000e-04,1.034020557e+02,1.939399717e+05,4.903612382e+05,5.273204496e+05
3.397500000e-04,2.800000000e-04,1.029663426e+02,1.933596239e+05,4.879713079e+05,5.248846935e+05
3.420000000e-04,2.800000000e-04,1.025319419e+02,1.927732804e+05,4.855917362e+05,5.224565742e+05
3.442500000e-04,2.800000000e-04,1.020988671e+02,1.921811799e+05,4.832225837e+05,5.200362212e+05
3.465000000e-04,2.800000000e-04,1.016671308e+02,1.915835551e+05,4.808639077e+05,5.176237594e+05
3.487500000e-04,2.800000000e-04,1.012367451e+02,1.909806325e+05,4.785157619e+05,5.152193090e+05
3.510000000e-04,2.800000000e-04,1.008077217e+02,1.903726331e+05,4.761781962e+05,5.128229851e+05
3.532500000e-04,2.800000000e-04,1.003800719e+02,1.897597720e+05,4.738512577e+05,5.104348984e+05
3.555000000e-04,2.800000000e-04,9.995380624e+01,1.891422587e+05,4.715349898e+05,5.080551551e+05
3.577500000e-04,2.800000000e-04,9.952893505e+01,1.885202972e+05,4.692294327e+05,5.056838567e+05
3.600000000e-04,2.800000000e-04,9.910546809e+01,1.878940862e+05,4.669346234e+05,5.033211005e+05
0.000000000e+00,2.833750000e-04,1.541175863e+02,-1.420573876e-12,8.048068771e+05,8.048068771e+05
2.250000000e-06,2.833750000e-04,1.541136814e+02,3.470886354e+03,8.047793130e+05,8.047867976e+05
4.500000000e-06,2.833750000e-04,1.541019683e+02,6.940461149e+03,8.046966379e+05,8.047265678e+05
6.750000000e-06,2.833750000e-04,1.540824513e+02,1.040741417e+04,8.045589040e+05,8.046262140e+05
9.000000000e-06,2.833750000e-04,1.540551379e+02,1.387043792e+04,8.043661980e+05,8.044857796e+05
1.125000000e-05,2.833750000e-04,1.540200383e+02,1.732822889e+04,8.041186412e+05,8.043053255e+05
1.350000000e-05,2.833750000e-04,1.539771658e+02,2.077948899e+04,8.038163890e+05,8.040849298e+05
1.575000000e-05,2.833750000e-04,1.539265365e+02,2.422292679e+04,8.034596307e+05,8.038246876e+05
1.800000000e-05,2.833750000e-04,1.538681694e+02,2.765725884e+04,8.030485895e+05,8.035247109e+05
2.025000000e-05,2.833750000e-04,1.538020866e+02,3.108121100e+04,8.025835214e+05,8.031851284e+05
2.250000000e-05,2.833750000e-04,1.537283127e+02,3.449351965e+04,8.020647152e+05,8.028060851e+05
2.475000000e-05,2.833750000e-04,1.536468754e+02,3.789293297e+04,8.014924918e+05,8.023877422e+05
2.700000000e-05,2.833750000e-04,1.535578051e+02,4.127821216e+04,8.008672037e+05,8.019302768e+05
2.925000000e-05,2.833750000e-04,1.534611350e+02,4.464813262e+04,8.001892343e+05,8.014338815e+05
3.150000000e-05,2.833750000e-04,1.533569009e+02,4.800148511e+04,7.994589969e+05,8.008987641e+05
3.375000000e-05,2.833750000e-04,1.532451416e+02,5.133707691e+04,7.986769345e+05,8.003251472e+05
3.600000000e-05,2.833750000e-04,1.531258983e+02,5.465373288e+04,7.978435186e+05,7.997132678e+05
3.825000000e-05,2.833750000e-04,1.529992149e+02,5.795029653e+04,7.969592483e+05,7.990633769e+05
4.050000000e-05,2.833750000e-04,1.528651379e+02,6.122563108e+04,7.960246496e+05,7.983757391e+05
4.275000000e-05,2.833750000e-04,1.527237163e+02,6.447862039e+04,7.950402744e+05,7.976506318e+05
4.500000000e-05,2.833750000e-04,1.525750017e+02,6.770816995e+04,7.940066995e+05,7.968883455e+05
4.725000000e-05,2.833750000e-04,1.524190479e+02,7.091320774e+04,7.929245255e+05,7.960891823e+05
4.950000000e-05,2.833750000e-04,1.522559114e+02,7.409268514e+04,7.917943759e+05,7.952534562e+05
5.175000000e-05,2.833750000e-04,1.520856508e+02,7.724557770e+04,7.906168959e+05,7.943814923e+05
5.400000000e-05,2.833750000e-04,1.519083270e+02,8.037088593e+04,7.893927514e+05,7.934736261e+05
5.625000000e-05,2.833750000e-04,1.517240032e+02,8.346763603e+04,7.881226278e+05,7.925302030e+05
5.850000000e-05,2.833750000e-04,1.515327448e+02,8.653488055e+04,7.868072289e+05,7.915515782e+05
6.075000000e-05,2.833750000e-04,1.513346191e+02,8.957169904e+04,7.854472756e+05,7.905381155e+05
6.300000000e-05,2.833750000e-04,1.511296956e+02,9.257719864e+04,7.840435051e+05,7.894901872e+05
6.525000000e-05,2.833750000e-04,1.509180458e+02,9.555051460e+04,7.825966692e+05,7.884081732e+05
6.750000000e-05,2.833750000e-04,1.506997431e+02,9.849081079e+04,7.811075336e+05,7.872924608e+05
6.975000000e-05,2.833750000e-04,1.504748625e+02,1.013972801e+05,7.795768762e+05,7.861434438e+05
7.200000000e-05,2.833750000e-04,1.502434813e+02,1.042691450e+05,7.780054864e+05,7.849615223e+05
7.425000000e-05,2.833750000e-04,1.500056779e+02,1.071056577e+05,7.763941638e+05,7.837471017e+05
7.650000000e-05,2.833750000e-04,1.497615328e+02,1.099061005e+05,7.747437167e+05,7.825005927e+05
7.875000000e-05,2.833750000e-04,1.495111280e+02,1.126697861e+05,7.730549613e+05,7.812224100e+05
8.100000000e-05,2.833750000e-04,1.492545469e+02,1.153960579e+05,7.713287204e+05,7.799129728e+05
8.325000000e-05,2.833750000e-04,1.489918743e+02,1.180842901e+05,7.695658222e+05,7.785727033e+05
8.550000000e-05,2.833750000e-04,1.487231965e+02,1.207338877e+05,7.677670992e+05,7.772020267e+05
8.775000000e-05,2.833750000e-04,1.484486012e+02,1.233442869e+05,7.659333874e+05,7.758013708e+05
9.000000000e-05,2.833750000e-04,1.481681771e+02,1.259149550e+05,7.640655245e+05,7.743711653e+05
9.225000000e-05,2.833750000e-04,1.478820141e+02,1.284453902e+05,7.621643498e+05,7.729118412e+05
9.450000000e-05,2.833750000e-04,1.475902033e+02,1.309351221e+05,7.602307022e+05,7.714238308e+05
9.675000000e-05,2.833750000e-04,1.472928369e+02,1.333837111e+05,7.582654201e+05,7.699075670e+05
9.900000000e-05,2.833750000e-04,1.469900078e+02,1.357907487e+05,7.562693397e+05,7.683634827e+05
1.012500000e-04,2.833750000e-04,1.466818100e+02,1.381558572e+05,7.542432945e+05,7.667920111e+05
1.035000000e-04,2.833750000e-04,1.463683381e+02,1.404786896e+05,7.521881144e+05,7.651935844e+05
1.057500000e-04,2.833750000e-04,1.460496878e+02,1.427589294e+05,7.501046244e+05,7.635686344e+05
1.080000000e-04,2.833750000e-04,1.457259551e+02,1.449962903e+05,7.479936445e+05,7.619175916e+05
1.102500000e-04,2.833750000e-04,1.453972368e+02,1.471905163e+05,7.458559882e+05,7.602408850e+05
1.125000000e-04,2.833750000e-04,1.450636303e+02,1.493413808e+05,7.436924623e+05,7.585389419e+05
1.147500000e-04,2.833750000e-04,1.447252333e+02,1.514486869e+05,7.415038658e+05,7.568121879e+05
1.170000000e-04,2.833750000e-04,1.443821440e+02,1.535122669e+05,7.392909895e+05,7.550610461e+05
1.192500000e-04,2.833750000e-04,1.440344610e+02,1.555319817e+05,7.370546154e+05,7.532859374e+05
1.215000000e-04,2.833750000e-04,1.436822831e+02,1.575077209e+05,7.347955159e+05,7.514872803e+05
1.237500000e-04,2.833750000e-04,1.433257093e+02,1.594394019e+05,7.325144535e+05,7.496654904e+05
1.260000000e-04,2.833750000e-04,1.429648389e+02,1.613269698e+05,7.302121802e+05,7.478209808e+05
1.282500000e-04,2.833750000e-04,1.425997710e+02,1.631703970e+05,7.278894370e+05,7.459541614e+05
1.305000000e-04,2.833750000e-04,1.422306052e+02,1.649696825e+05,7.255469536e+05,7.440654393e+05
1.327500000e-04,2.833750000e-04,1.418574406e+02,1.667248517e+05,7.231854482e+05,7.421552187e+05
1.350000000e-04,2.833750000e-04,1.414803764e+02,1.684359557e+05,7.208056268e+05,7.402239005e+05
1.372500000e-04,2.833750000e-04,1.410995118e+02,1.701030710e+05,7.184081833e+05,7.382718826e+05
1.395000000e-04,2.833750000e-04,1.407149455e+02,1.717262986e+05,7.159937991e+05,7.362995600e+05
1.417500000e-04,2.833750000e-04,1.403267762e+02,1.733057641e+05,7.135631428e+05,7.343073244e+05
1.440000000e-04,2.833750000e-04,1.399351023e+02,1.748416164e+05,7.111168704e+05,7.322955648e+05
1.462500000e-04,2.833750000e-04,1.395400215e+02,1.763340278e+05,7.086556247e+05,7.302646669e+05
1.485000000e-04,2.833750000e-04,1.391416316e+02,1.777831931e+05,7.061800357e+05,7.282150140e+05
1.507500000e-04,2.833750000e-04,1.387400294e+02,1.791893288e+05,7.036907204e+05,7.261469862e+05
1.530000000e-04,2.833750000e-04,1.383353117e+02,1.805526732e+05,7.011882826e+05,7.240609611e+05
1.552500000e-04,2.833750000e-04,1.379275743e+02,1.818734848e+05,6.986733132e+05,7.219573138e+05
1.575000000e-04,2.833750000e-04,1.375169127e+02,1.831520427e+05,6.961463900e+05,7.198364169e+05
1.597500000e-04,2.833750000e-04,1.371034216e+02,1.843886453e+05,6.936080781e+05,7.176986405e+05
1.620000000e-04,2.833750000e-04,1.366871950e+02,1.855836096e+05,6.910589299e+05,7.155443527e+05
1.642500000e-04,2.833750000e-04,1.362683263e+02,1.867372712e+05,6.884994850e+05,7.133739197e+05
1.665000000e-04,2.833750000e-04,1.358469080e+02,1.878499831e+05,6.859302707e+05,7.111877054e+05
1.687500000e-04,2.833750000e-04,1.354230318e+02,1.889221149e+05,6.833518020e+05,7.089860724e+05
1.710000000e-04,2.833750000e-04,1.349967886e+02,1.899540528e+05,6.807645820e+05,7.067693812e+05
1.732500000e-04,2.833750000e-04,1.345682684e+02,1.909461983e+05,6.781691018e+05,7.045379913e+05
1.755000000e-04,2.833750000e-04,1.341375603e+02,1.918989677e+05,6.755658411e+05,7.022922607e+05
1.777500000e-04,2.833750000e-04,1.337047523e+02,1.928127915e+05,6.729552682e+05,7.000325460e+05
1.800000000e-04,2.833750000e-04,1.332699316e+02,1.936881138e+05,6.703378404e+05,6.977592032e+05
1.822500000e-04,2.833750000e-04,1.328331843e+02,1.945253911e+05,6.677140043e+05,6.954725871e+05
1.845000000e-04,2.833750000e-04,1.323945955e+02,1.953250922e+05,6.650841961e+05,6.931730517e+05
1.867500000e-04,2.833750000e-04,1.319542492e+02,1.960876973e+05,6.624488416e+05,6.908609504e+05
1.890000000e-04,2.833750000e-04,1.315122283e+02,1.968136971e+05,6.598083570e+05,6.885366362e+05
1.912500000e-04,2.833750000e-04,1.310686147e+02,1.975035923e+05,6.571631487e+05,6.862004613e+05
1.935000000e-04,2.833750000e-04,1.306234889e+02,1.981578929e+05,6.545136142e+05,6.838527778e+05
1.957500000e-04,2.833750000e-04,1.301769305e+02,1.987771174e+05,6.518601416e+05,6.814939373e+05
1.980000000e-04,2.833750000e-04,1.297290178e+02,1.993617921e+05,6.492031107e+05,6.791242913e+05
2.002500000e-04,2.833750000e-04,1.292798279e+02,1.999124506e+05,6.465428928e+05,6.767441910e+05
2.025000000e-04,2.833750000e-04,1.288294368e+02,2.004296330e+05,6.438798512e+05,6.743539876e+05
2.047500000e-04,2.833750000e-04,1.283779193e+02,2.009138850e+05,6.412143415e+05,6.719540318e+05
2.070000000e-04,2.833750000e-04,1.279253486e+02,2.013657576e+05,6.385467117e+05,6.695446747e+05
2.092500000e-04,2.833750000e-04,1.274717972e+02,2.017858064e+05,6.358773026e+05,6.671262666e+05
2.115000000e-04,2.833750000e-04,1.270173360e+02,2.021745906e+05,6.332064482e+05,6.646991583e+05
2.137500000e-04,2.833750000e-04,1.265620346e+02,2.025326726e+05,6.305344756e+05,6.622637000e+05
2.160000000e-04,2.833750000e-04,1.261059615e+02,2.028606175e+05,6.278617056e+05,6.598202418e+05
