r,z,V,Er,Ez,Emag
0.000000000e+00,-4.000000000e-04,nan,nan,nan,nan
3.750000000e-07,-4.000000000e-04,nan,nan,nan,nan
7.500000000e-07,-4.000000000e-04,nan,nan,nan,nan
1.125000000e-06,-4.000000000e-04,nan,nan,nan,nan
1.500000000e-06,-4.000000000e-04,nan,nan,nan,nan
1.875000000e-06,-4.000000000e-04,nan,nan,nan,nan
2.250000000e-06,-4.000000000e-04,nan,nan,nan,nan
2.625000000e-06,-4.000000000e-04,nan,nan,nan,nan
3.000000000e-06,-4.000000000e-04,nan,nan,nan,nan
3.375000000e-06,-4.000000000e-04,nan,nan,nan,nan
3.750000000e-06,-4.000000000e-04,nan,nan,nan,nan
4.125000000e-06,-4.000000000e-04,nan,nan,nan,nan
4.500000000e-06,-4.000000000e-04,nan,nan,nan,nan
4.875000000e-06,-4.000000000e-04,nan,nan,nan,nan
5.250000000e-06,-4.000000000e-04,nan,nan,nan,nan
5.625000000e-06,-4.000000000e-04,nan,nan,nan,nan
6.000000000e-06,-4.000000000e-04,nan,nan,nan,nan
6.375000000e-06,-4.000000000e-04,nan,nan,nan,nan
6.750000000e-06,-4.000000000e-04,nan,nan,nan,nan
7.125000000e-06,-4.000000000e-04,nan,nan,nan,nan
7.500000000e-06,-4.000000000e-04,nan,nan,nan,nan
7.875000000e-06,-4.000000000e-04,nan,nan,nan,nan
8.250000000e-06,-4.000000000e-04,nan,nan,nan,nan
8.625000000e-06,-4.000000000e-04,nan,nan,nan,nan
9.000000000e-06,-4.000000000e-04,nan,nan,nan,nan
9.375000000e-06,-4.000000000e-04,nan,nan,nan,nan
9.750000000e-06,-4.000000000e-04,nan,nan,nan,nan
1.012500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.050000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.087500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.125000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.162500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.200000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.237500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.275000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.312500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.350000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.387500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.425000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.462500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.500000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.537500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.575000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.612500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.650000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.687500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.725000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.762500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.800000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.837500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.875000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.912500000e-05,-4.000000000e-04,nan,nan,nan,nan
1.950000000e-05,-4.000000000e-04,nan,nan,nan,nan
1.987500000e-05,-4.000000000e-04,nan,nan,nan,nan
2.025000000e-05,-4.000000000e-04,1.436558015e+03,9.022654797e+07,-1.067241825e+08,1.397529287e+08
2.062500000e-05,-4.000000000e-04,1.406620601e+03,7.124350062e+07,-6.529268735e+07,9.663731889e+07
2.100000000e-05,-4.000000000e-04,1.382125357e+03,6.030840876e+07,-4.999902260e+07,7.833904792e+07
2.137500000e-05,-4.000000000e-04,1.360909554e+03,5.329086690e+07,-4.173465732e+07,6.768824208e+07
2.175000000e-05,-4.000000000e-04,1.341907032e+03,4.830580122e+07,-3.639284302e+07,6.048048821e+07
