r,z,V,Er,Ez,Emag
3.625000000e-05,-8.400000000e-04,7.239016602e+02,2.985615281e+06,-5.974323485e+06,6.678805261e+06
3.656250000e-05,-8.400000000e-04,7.229676590e+02,2.991942642e+06,-5.941326859e+06,6.652148947e+06
3.687500000e-05,-8.400000000e-04,7.220317269e+02,2.997973161e+06,-5.908419770e+06,6.625501283e+06
3.718750000e-05,-8.400000000e-04,7.210939562e+02,3.003710850e+06,-5.875606523e+06,6.598865878e+06
3.750000000e-05,-8.400000000e-04,7.201544377e+02,3.009159752e+06,-5.842891292e+06,6.572246272e+06
3.781250000e-05,-8.400000000e-04,7.192132611e+02,3.014323939e+06,-5.810278124e+06,6.545645934e+06
3.812500000e-05,-8.400000000e-04,7.182705145e+02,3.019207509e+06,-5.777770941e+06,6.519068264e+06
3.843750000e-05,-8.400000000e-04,7.173262852e+02,3.023814580e+06,-5.745373534e+06,6.492516589e+06
3.875000000e-05,-8.400000000e-04,7.163806588e+02,3.028149289e+06,-5.713089573e+06,6.465994169e+06
3.906250000e-05,-8.400000000e-04,7.154337198e+02,3.032215788e+06,-5.680922601e+06,6.439504187e+06
3.937500000e-05,-8.400000000e-04,7.144855514e+02,3.036018239e+06,-5.648876036e+06,6.413049759e+06
3.968750000e-05,-8.400000000e-04,7.135362355e+02,3.039560813e+06,-5.616953176e+06,6.386633927e+06
4.000000000e-05,-8.400000000e-04,7.125858525e+02,3.042847689e+06,-5.585157196e+06,6.360259662e+06
4.031250000e-05,-8.400000000e-04,7.116344819e+02,3.045883044e+06,-5.553491152e+06,6.333929862e+06
4.062500000e-05,-8.400000000e-04,7.106822014e+02,3.048671059e+06,-5.521957979e+06,6.307647355e+06
4.093750000e-05,-8.400000000e-04,7.097290878e+02,3.051215908e+06,-5.490560498e+06,6.281414896e+06
4.125000000e-05,-8.400000000e-04,7.087752163e+02,3.053521761e+06,-5.459301410e+06,6.255235170e+06
4.156250000e-05,-8.400000000e-04,7.078206611e+02,3.055592780e+06,-5.428183306e+06,6.229110791e+06
4.187500000e-05,-8.400000000e-04,7.068654949e+02,3.057433115e+06,-5.397208662e+06,6.203044300e+06
4.218750000e-05,-8.400000000e-04,7.059097890e+02,3.059046903e+06,-5.366379843e+06,6.177038172e+06
4.250000000e-05,-8.400000000e-04,7.049536137e+02,3.060438266e+06,-5.335699106e+06,6.151094808e+06
4.281250000e-05,-8.400000000e-04,7.039970379e+02,3.061611307e+06,-5.305168600e+06,6.125216541e+06
4.312500000e-05,-8.400000000e-04,7.030401290e+02,3.062570110e+06,-5.274790370e+06,6.099405637e+06
4.343750000e-05,-8.400000000e-04,7.020829534e+02,3.063318737e+06,-5.244566355e+06,6.073664292e+06
4.375000000e-05,-8.400000000e-04,7.011255763e+02,3.063861225e+06,-5.214498393e+06,6.047994635e+06
4.406250000e-05,-8.400000000e-04,7.001680612e+02,3.064201586e+06,-5.184588225e+06,6.022398727e+06
4.437500000e-05,-8.400000000e-04,6.992104709e+02,3.064343806e+06,-5.154837490e+06,5.996878564e+06
4.468750000e-05,-8.400000000e-04,6.982528666e+02,3.064291839e+06,-5.125247735e+06,5.971436077e+06
4.500000000e-05,-8.400000000e-04,6.972953083e+02,3.064049610e+06,-5.095820411e+06,5.946073130e+06
4.531250000e-05,-8.400000000e-04,6.963378550e+02,3.063621012e+06,-5.066556878e+06,5.920791527e+06
4.562500000e-05,-8.400000000e-04,6.953805642e+02,3.063009905e+06,-5.037458407e+06,5.895593005e+06
4.593750000e-05,-8.400000000e-04,6.944234924e+02,3.062220112e+06,-5.008526181e+06,5.870479241e+06
4.625000000e-05,-8.400000000e-04,6.934666949e+02,3.061255421e+06,-4.979761297e+06,5.845451849e+06
4.656250000e-05,-8.400000000e-04,6.925102256e+02,3.060119583e+06,-4.951164769e+06,5.820512385e+06
4.687500000e-05,-8.400000000e-04,6.915541376e+02,3.058816310e+06,-4.922737529e+06,5.795662344e+06
4.718750000e-05,-8.400000000e-04,6.905984825e+02,3.057349277e+06,-4.894480432e+06,5.770903161e+06
4.750000000e-05,-8.400000000e-04,6.896433109e+02,3.055722115e+06,-4.866394253e+06,5.746236217e+06
4.781250000e-05,-8.400000000e-04,6.886886724e+02,3.053938416e+06,-4.838479692e+06,5.721662833e+06
4.812500000e-05,-8.400000000e-04,6.877346154e+02,3.052001731e+06,-4.810737378e+06,5.697184277e+06
4.843750000e-05,-8.400000000e-04,6.867811869e+02,3.049915566e+06,-4.783167866e+06,5.672801759e+06
4.875000000e-05,-8.400000000e-04,6.858284333e+02,3.047683385e+06,-4.755771645e+06,5.648516438e+06
4.906250000e-05,-8.400000000e-04,6.848763997e+02,3.045308609e+06,-4.728549133e+06,5.624329421e+06
4.937500000e-05,-8.400000000e-04,6.839251300e+02,3.042794614e+06,-4.701500687e+06,5.600241760e+06
4.968750000e-05,-8.400000000e-04,6.829746672e+02,3.040144729e+06,-4.674626596e+06,5.576254459e+06
5.000000000e-05,-8.400000000e-04,6.820250533e+02,3.037362242e+06,-4.647927093e+06,5.552368472e+06
0.000000000e+00,-8.393750000e-04,7.958159960e+02,-9.361235992e-12,-8.835520816e+06,8.835520816e+06
3.125000000e-07,-8.393750000e-04,7.958098079e+02,3.960299194e+04,-8.835242737e+06,8.835331495e+06
6.250000000e-07,-8.393750000e-04,7.957912448e+02,7.919879919e+04,-8.834408560e+06,8.834763554e+06
9.375000000e-07,-8.393750000e-04,7.957603101e+02,1.187802377e+05,-8.833018469e+06,8.833817070e+06
1.250000000e-06,-8.393750000e-04,7.957170094e+02,1.583401250e+05,-8.831072769e+06,8.832492165e+06
1.562500000e-06,-8.393750000e-04,7.956613506e+02,1.978712804e+05,-8.828571888e+06,8.830789015e+06
1.875000000e-06,-8.393750000e-04,7.955933436e+02,2.373665265e+05,-8.825516377e+06,8.828707844e+06
2.187500000e-06,-8.393750000e-04,7.955130010e+02,2.768186891e+05,-8.821906910e+06,8.826248927e+06
2.500000000e-06,-8.393750000e-04,7.954203372e+02,3.162205988e+05,-8.817744284e+06,8.823412590e+06
2.812500000e-06,-8.393750000e-04,7.953153691e+02,3.555650913e+05,-8.813029422e+06,8.820199211e+06
3.125000000e-06,-8.393750000e-04,7.951981157e+02,3.948450087e+05,-8.807763369e+06,8.816609220e+06
3.437500000e-06,-8.393750000e-04,7.950685984e+02,4.340532000e+05,-8.801947299e+06,8.812643102e+06
3.750000000e-06,-8.393750000e-04,7.949268407e+02,4.731825229e+05,-8.795582510e+06,8.808301391e+06
4.062500000e-06,-8.393750000e-04,7.947728683e+02,5.122258441e+05,-8.788670429e+06,8.803584680e+06
4.375000000e-06,-8.393750000e-04,7.946067092e+02,5.511760411e+05,-8.781212609e+06,8.798493616e+06
4.687500000e-06,-8.393750000e-04,7.944283937e+02,5.900260030e+05,-8.773210734e+06,8.793028902e+06
5.000000000e-06,-8.393750000e-04,7.942379542e+02,6.287686325e+05,-8.764666618e+06,8.787191298e+06
5.312500000e-06,-8.393750000e-04,7.940354252e+02,6.673968468e+05,-8.755582204e+06,8.780981624e+06
5.625000000e-06,-8.393750000e-04,7.938208438e+02,7.059035794e+05,-8.745959570e+06,8.774400758e+06
5.937500000e-06,-8.393750000e-04,7.935942489e+02,7.442817819e+05,-8.735800926e+06,8.767449640e+06
6.250000000e-06,-8.393750000e-04,7.933556818e+02,7.825244257e+05,-8.725108616e+06,8.760129271e+06
6.562500000e-06,-8.393750000e-04,7.931051860e+02,8.206245037e+05,-8.713885120e+06,8.752440715e+06
6.875000000e-06,-8.393750000e-04,7.928428071e+02,8.585750329e+05,-8.702133055e+06,8.744385101e+06
7.187500000e-06,-8.393750000e-04,7.925685929e+02,8.963690560e+05,-8.689855175e+06,8.735963624e+06
7.500000000e-06,-8.393750000e-04,7.922825934e+02,9.339996437e+05,-8.677054372e+06,8.727177546e+06
7.812500000e-06,-8.393750000e-04,7.919848608e+02,9.714598974e+05,-8.663733681e+06,8.718028196e+06
8.125000000e-06,-8.393750000e-04,7.916754494e+02,1.008742952e+06,-8.649896273e+06,8.708516974e+06
8.437500000e-06,-8.393750000e-04,7.913544157e+02,1.045841977e+06,-8.635545465e+06,8.698645350e+06
8.750000000e-06,-8.393750000e-04,7.910218181e+02,1.082750181e+06,-8.620684715e+06,8.688414868e+06
9.062500000e-06,-8.393750000e-04,7.906777174e+02,1.119460815e+06,-8.605317624e+06,8.677827143e+06
9.375000000e-06,-8.393750000e-04,7.903221764e+02,1.155967172e+06,-8.589447937e+06,8.666883867e+06
9.687500000e-06,-8.393750000e-04,7.899552599e+02,1.192262594e+06,-8.573079544e+06,8.655586807e+06
1.000000000e-05,-8.393750000e-04,7.895770349e+02,1.228340474e+06,-8.556216482e+06,8.643937807e+06
1.031250000e-05,-8.393750000e-04,7.891875704e+02,1.264194258e+06,-8.538862932e+06,8.631938791e+06
1.062500000e-05,-8.393750000e-04,7.887869375e+02,1.299817449e+06,-8.521023221e+06,8.619591761e+06
1.093750000e-05,-8.393750000e-04,7.883752092e+02,1.335203612e+06,-8.502701823e+06,8.606898801e+06
1.125000000e-05,-8.393750000e-04,7.879524606e+02,1.370346376e+06,-8.483903358e+06,8.593862076e+06
1.156250000e-05,-8.393750000e-04,7.875187687e+02,1.405239439e+06,-8.464632593e+06,8.580483833e+06
1.187500000e-05,-8.393750000e-04,7.870742126e+02,1.439876570e+06,-8.444894440e+06,8.566766405e+06
1.218750000e-05,-8.393750000e-04,7.866188732e+02,1.474251615e+06,-8.424693956e+06,8.552712206e+06
1.250000000e-05,-8.393750000e-04,7.861528333e+02,1.508358498e+06,-8.404036346e+06,8.538323739e+06
1.281250000e-05,-8.393750000e-04,7.856761777e+02,1.542191228e+06,-8.382926957e+06,8.523603589e+06
1.312500000e-05,-8.393750000e-04,7.851889929e+02,1.575743903e+06,-8.361371278e+06,8.508554430e+06
1.343750000e-05,-8.393750000e-04,7.846913675e+02,1.609010711e+06,-8.339374943e+06,8.493179023e+06
1.375000000e-05,-8.393750000e-04,7.841833916e+02,1.641985936e+06,-8.316943726e+06,8.477480213e+06
1.406250000e-05,-8.393750000e-04,7.836651573e+02,1.674663965e+06,-8.294083541e+06,8.461460936e+06
1.437500000e-05,-8.393750000e-04,7.831367582e+02,1.707039285e+06,-8.270800437e+06,8.445124214e+06
1.468750000e-05,-8.393750000e-04,7.825982898e+02,1.739106494e+06,-8.247100603e+06,8.428473157e+06
1.500000000e-05,-8.393750000e-04,7.820498493e+02,1.770860302e+06,-8.222990359e+06,8.411510962e+06
1.531250000e-05,-8.393750000e-04,7.814915353e+02,1.802295536e+06,-8.198476157e+06,8.394240913e+06
1.562500000e-05,-8.393750000e-04,7.809234483e+02,1.833407142e+06,-8.173564579e+06,8.376666382e+06
1.593750000e-05,-8.393750000e-04,7.803456901e+02,1.864190193e+06,-8.148262330e+06,8.358790826e+06
1.625000000e-05,-8.393750000e-04,7.797583641e+02,1.894639888e+06,-8.122576243e+06,8.340617791e+06
1.656250000e-05,-8.393750000e-04,7.791615753e+02,1.924751560e+06,-8.096513268e+06,8.322150904e+06
1.687500000e-05,-8.393750000e-04,7.785554301e+02,1.954520678e+06,-8.070080472e+06,8.303393879e+06
1.718750000e-05,-8.393750000e-04,7.779400361e+02,1.983942852e+06,-8.043285035e+06,8.284350512e+06
1.750000000e-05,-8.393750000e-04,7.773155024e+02,2.013013832e+06,-8.016134249e+06,8.265024682e+06
1.781250000e-05,-8.393750000e-04,7.766819394e+02,2.041729519e+06,-7.988635509e+06,8.245420348e+06
1.812500000e-05,-8.393750000e-04,7.760394588e+02,2.070085962e+06,-7.960796311e+06,8.225541550e+06
1.843750000e-05,-8.393750000e-04,7.753881735e+02,2.098079365e+06,-7.932624250e+06,8.205392405e+06
1.875000000e-05,-8.393750000e-04,7.747281974e+02,2.125706088e+06,-7.904127014e+06,8.184977106e+06
1.906250000e-05,-8.393750000e-04,7.740596458e+02,2.152962650e+06,-7.875312376e+06,8.164299921e+06
1.937500000e-05,-8.393750000e-04,7.733826347e+02,2.179845733e+06,-7.846188196e+06,8.143365190e+06
1.968750000e-05,-8.393750000e-04,7.726972814e+02,2.206352186e+06,-7.816762408e+06,8.122177326e+06
2.000000000e-05,-8.393750000e-04,7.720037041e+02,2.232479021e+06,-7.787043023e+06,8.100740807e+06
2.031250000e-05,-8.393750000e-04,7.713020219e+02,2.258223424e+06,-7.757038117e+06,8.079060179e+06
2.062500000e-05,-8.393750000e-04,7.705923546e+02,2.283582750e+06,-7.726755829e+06,8.057140052e+06
2.093750000e-05,-8.393750000e-04,7.698748230e+02,2.308554529e+06,-7.696204357e+06,8.034985098e+06
2.125000000e-05,-8.393750000e-04,7.691495486e+02,2.333136465e+06,-7.665391948e+06,8.012600045e+06
2.156250000e-05,-8.393750000e-04,7.684166536e+02,2.357326439e+06,-7.634326895e+06,7.989989679e+06
2.187500000e-05,-8.393750000e-04,7.676762606e+02,2.381122510e+06,-7.603017531e+06,7.967158840e+06
2.218750000e-05,-8.393750000e-04,7.669284932e+02,2.404522916e+06,-7.571472224e+06,7.944112417e+06
2.250000000e-05,-8.393750000e-04,7.661734752e+02,2.427526074e+06,-7.539699369e+06,7.920855346e+06
2.281250000e-05,-8.393750000e-04,7.654113309e+02,2.450130580e+06,-7.507707384e+06,7.897392609e+06
2.312500000e-05,-8.393750000e-04,7.646421852e+02,2.472335212e+06,-7.475504702e+06,7.873729228e+06
2.343750000e-05,-8.393750000e-04,7.638661632e+02,2.494138929e+06,-7.443099768e+06,7.849870264e+06
2.375000000e-05,-8.393750000e-04,7.630833902e+02,2.515540867e+06,-7.410501030e+06,7.825820811e+06
2.406250000e-05,-8.393750000e-04,7.622939921e+02,2.536540344e+06,-7.377716934e+06,7.801585997e+06
2.437500000e-05,-8.393750000e-04,7.614980945e+02,2.557136859e+06,-7.344755918e+06,7.777170978e+06
2.468750000e-05,-8.393750000e-04,7.606958235e+02,2.577330085e+06,-7.311626409e+06,7.752580932e+06
2.500000000e-05,-8.393750000e-04,7.598873052e+02,2.597119875e+06,-7.278336810e+06,7.727821062e+06
2.531250000e-05,-8.393750000e-04,7.590726656e+02,2.616506258e+06,-7.244895502e+06,7.702896588e+06
2.562500000e-05,-8.393750000e-04,7.582520308e+02,2.635489437e+06,-7.211310834e+06,7.677812743e+06
2.593750000e-05,-8.393750000e-04,7.574255267e+02,2.654069788e+06,-7.177591116e+06,7.652574774e+06
2.625000000e-05,-8.393750000e-04,7.565932791e+02,2.672247858e+06,-7.143744619e+06,7.627187935e+06
2.656250000e-05,-8.393750000e-04,7.557554136e+02,2.690024361e+06,-7.109779561e+06,7.601657482e+06
2.687500000e-05,-8.393750000e-04,7.549120556e+02,2.707400180e+06,-7.075704111e+06,7.575988675e+06
2.718750000e-05,-8.393750000e-04,7.540633301e+02,2.724376359e+06,-7.041526376e+06,7.550186770e+06
