# Nahfeldausschnitt, fuer alle Vorratsvarianten identisch
# |E| ist im Inneren der Fluessigkeit nicht definiert (idealer Leiter) und dort 0
r_m,z_m,phi_V,E_V_per_m,region
0.0000000e+00,-2.3000000e-04,6.4586246e+02,1.0872377e+07,vacuum
3.3472803e-06,-2.3000000e-04,6.4477553e+02,1.0817176e+07,vacuum
6.6945607e-06,-2.3000000e-04,6.4152808e+02,1.0665709e+07,vacuum
1.0041841e-05,-2.3000000e-04,6.3626826e+02,1.0427514e+07,vacuum
1.3389121e-05,-2.3000000e-04,6.2915841e+02,1.0121631e+07,vacuum
1.6736402e-05,-2.3000000e-04,6.2046406e+02,9.7551871e+06,vacuum
2.0083682e-05,-2.3000000e-04,6.1047608e+02,9.3299286e+06,vacuum
2.3430962e-05,-2.3000000e-04,5.9939683e+02,8.8917229e+06,vacuum
2.6778243e-05,-2.3000000e-04,5.8758466e+02,8.4362171e+06,vacuum
3.0125523e-05,-2.3000000e-04,5.7525468e+02,7.9724122e+06,vacuum
3.3472803e-05,-2.3000000e-04,5.6263288e+02,7.5207887e+06,vacuum
3.6820084e-05,-2.3000000e-04,5.4990200e+02,7.0859284e+06,vacuum
4.0167364e-05,-2.3000000e-04,5.3721010e+02,6.6731985e+06,vacuum
4.3514644e-05,-2.3000000e-04,5.2466728e+02,6.2855727e+06,vacuum
4.6861925e-05,-2.3000000e-04,5.1235894e+02,5.9245223e+06,vacuum
5.0209205e-05,-2.3000000e-04,5.0033070e+02,5.5890694e+06,vacuum
5.3556485e-05,-2.3000000e-04,4.8864464e+02,5.2798739e+06,vacuum
5.6903766e-05,-2.3000000e-04,4.7728586e+02,4.9930314e+06,vacuum
6.0251046e-05,-2.3000000e-04,4.6627981e+02,4.7281101e+06,vacuum
6.3598326e-05,-2.3000000e-04,4.5564124e+02,4.4836474e+06,vacuum
6.6945607e-05,-2.3000000e-04,4.4537328e+02,4.2582650e+06,vacuum
7.0292887e-05,-2.3000000e-04,4.3546661e+02,4.0501747e+06,vacuum
7.3640167e-05,-2.3000000e-04,4.2589924e+02,3.8571477e+06,vacuum
7.6987448e-05,-2.3000000e-04,4.1663753e+02,3.6770156e+06,vacuum
8.0334728e-05,-2.3000000e-04,4.0763696e+02,3.5075746e+06,vacuum
8.3682008e-05,-2.3000000e-04,3.9905378e+02,3.3537091e+06,vacuum
8.7029289e-05,-2.3000000e-04,3.9071306e+02,3.2084040e+06,vacuum
9.0376569e-05,-2.3000000e-04,3.8258212e+02,3.0704895e+06,vacuum
9.3723849e-05,-2.3000000e-04,3.7485332e+02,2.9455253e+06,vacuum
9.7071130e-05,-2.3000000e-04,3.6721069e+02,2.8235056e+06,vacuum
1.0041841e-04,-2.3000000e-04,3.5999943e+02,2.7141230e+06,vacuum
1.0376569e-04,-2.3000000e-04,3.5282799e+02,2.6060696e+06,vacuum
1.0711297e-04,-2.3000000e-04,3.4607671e+02,2.5094265e+06,vacuum
1.1046025e-04,-2.3000000e-04,3.3932543e+02,2.4130004e+06,vacuum
1.1380753e-04,-2.3000000e-04,3.3299705e+02,2.3276813e+06,vacuum
1.1715481e-04,-2.3000000e-04,3.2670160e+02,2.2433801e+06,vacuum
1.2050209e-04,-2.3000000e-04,3.2066051e+02,2.1673080e+06,vacuum
1.2384937e-04,-2.3000000e-04,3.1481148e+02,2.0974444e+06,vacuum
1.2719665e-04,-2.3000000e-04,3.0897162e+02,2.0278206e+06,vacuum
1.3054393e-04,-2.3000000e-04,3.0352982e+02,1.9630467e+06,vacuum
1.3389121e-04,-2.3000000e-04,2.9808803e+02,1.8983879e+06,vacuum
1.3723849e-04,-2.3000000e-04,2.9285196e+02,1.8371435e+06,vacuum
1.4058577e-04,-2.3000000e-04,2.8775480e+02,1.7782249e+06,vacuum
1.4393305e-04,-2.3000000e-04,2.8276579e+02,1.7214557e+06,vacuum
1.4728033e-04,-2.3000000e-04,2.7795737e+02,1.6681896e+06,vacuum
1.5062762e-04,-2.3000000e-04,2.7323192e+02,1.6165091e+06,vacuum
1.5397490e-04,-2.3000000e-04,2.6866771e+02,1.5678137e+06,vacuum
1.5732218e-04,-2.3000000e-04,2.6420276e+02,1.5209220e+06,vacuum
1.6066946e-04,-2.3000000e-04,2.5984695e+02,1.4759967e+06,vacuum
