# Die drei Lasten nebeneinander, ueber der normierten Bogenlaenge tau.
# kind = node   : der ROHE punktweise Knotenwert (nicht konvergent an der Kante, wird nirgends verwendet)
# kind = segment: die konservative Treppenfunktion (die Kraftbuchhaltung)
# kind = handed : die stetige Rekonstruktion, die dem Kapillarloeser TATSAECHLICH uebergeben wird
# kind = cumulative: die kumulierte Kraft G(tau), aus der 'handed' gebaut ist
case,kind,tau,d_over_a,value
singulaer,handed,6.040039062e-01,3.959960938e-01,1.513252025e+04
singulaer,handed,6.044921875e-01,3.955078125e-01,1.513252025e+04
singulaer,handed,6.049804688e-01,3.950195313e-01,1.513252025e+04
singulaer,handed,6.054687500e-01,3.945312500e-01,1.513252025e+04
singulaer,handed,6.059570312e-01,3.940429688e-01,1.513252025e+04
singulaer,handed,6.064453125e-01,3.935546875e-01,1.513252025e+04
singulaer,handed,6.069335938e-01,3.930664063e-01,1.513252025e+04
singulaer,handed,6.074218750e-01,3.925781250e-01,1.513252025e+04
singulaer,handed,6.079101562e-01,3.920898438e-01,1.513252025e+04
singulaer,handed,6.083984375e-01,3.916015625e-01,1.513252025e+04
singulaer,handed,6.088867188e-01,3.911132812e-01,1.513252025e+04
singulaer,handed,6.093750000e-01,3.906250000e-01,1.513252025e+04
singulaer,handed,6.098632812e-01,3.901367188e-01,1.513252025e+04
singulaer,handed,6.103515625e-01,3.896484375e-01,1.513252025e+04
singulaer,handed,6.108398438e-01,3.891601562e-01,1.513252025e+04
singulaer,handed,6.113281250e-01,3.886718750e-01,1.513252025e+04
singulaer,handed,6.118164062e-01,3.881835937e-01,1.513252025e+04
singulaer,handed,6.123046875e-01,3.876953125e-01,1.513252025e+04
singulaer,handed,6.127929688e-01,3.872070312e-01,1.513252025e+04
singulaer,handed,6.132812500e-01,3.867187500e-01,1.513252025e+04
singulaer,handed,6.137695312e-01,3.862304687e-01,1.513252025e+04
singulaer,handed,6.142578125e-01,3.857421875e-01,1.513252025e+04
singulaer,handed,6.147460938e-01,3.852539062e-01,1.513252025e+04
singulaer,handed,6.152343750e-01,3.847656250e-01,1.513252025e+04
singulaer,handed,6.157226562e-01,3.842773437e-01,1.513252025e+04
singulaer,handed,6.162109375e-01,3.837890625e-01,1.513252025e+04
singulaer,handed,6.166992188e-01,3.833007812e-01,1.513252025e+04
singulaer,handed,6.171875000e-01,3.828125000e-01,1.513252025e+04
singulaer,handed,6.176757812e-01,3.823242188e-01,1.510093940e+04
singulaer,handed,6.181640625e-01,3.818359375e-01,1.507576468e+04
singulaer,handed,6.186523438e-01,3.813476562e-01,1.505708409e+04
singulaer,handed,6.191406250e-01,3.808593750e-01,1.504496335e+04
singulaer,handed,6.196289062e-01,3.803710938e-01,1.503944524e+04
singulaer,handed,6.201171875e-01,3.798828125e-01,1.504054929e+04
singulaer,handed,6.206054688e-01,3.793945312e-01,1.504827161e+04
singulaer,handed,6.210937500e-01,3.789062500e-01,1.506258486e+04
singulaer,handed,6.215820312e-01,3.784179688e-01,1.508343857e+04
singulaer,handed,6.220703125e-01,3.779296875e-01,1.511075953e+04
singulaer,handed,6.225585938e-01,3.774414062e-01,1.514445245e+04
singulaer,handed,6.230468750e-01,3.769531250e-01,1.518440078e+04
singulaer,handed,6.235351562e-01,3.764648438e-01,1.523046770e+04
singulaer,handed,6.240234375e-01,3.759765625e-01,1.528249729e+04
singulaer,handed,6.245117188e-01,3.754882812e-01,1.534031581e+04
singulaer,handed,6.250000000e-01,3.750000000e-01,1.540373309e+04
singulaer,handed,6.254882812e-01,3.745117188e-01,1.547558610e+04
singulaer,handed,6.259765625e-01,3.740234375e-01,1.553962753e+04
singulaer,handed,6.264648438e-01,3.735351562e-01,1.559609796e+04
singulaer,handed,6.269531250e-01,3.730468750e-01,1.564520633e+04
singulaer,handed,6.274414062e-01,3.725585938e-01,1.568713188e+04
singulaer,handed,6.279296875e-01,3.720703125e-01,1.572202588e+04
singulaer,handed,6.284179688e-01,3.715820312e-01,1.575001299e+04
singulaer,handed,6.289062500e-01,3.710937500e-01,1.577119236e+04
singulaer,handed,6.293945312e-01,3.706054688e-01,1.578563857e+04
singulaer,handed,6.298828125e-01,3.701171875e-01,1.579340222e+04
singulaer,handed,6.303710938e-01,3.696289062e-01,1.579451046e+04
singulaer,handed,6.308593750e-01,3.691406250e-01,1.578896714e+04
singulaer,handed,6.313476562e-01,3.686523438e-01,1.577675291e+04
singulaer,handed,6.318359375e-01,3.681640625e-01,1.575782502e+04
singulaer,handed,6.323242188e-01,3.676757812e-01,1.573211694e+04
singulaer,handed,6.328125000e-01,3.671875000e-01,1.569953781e+04
singulaer,handed,6.333007812e-01,3.666992188e-01,1.569953781e+04
singulaer,handed,6.337890625e-01,3.662109375e-01,1.569953781e+04
singulaer,handed,6.342773438e-01,3.657226562e-01,1.569953781e+04
singulaer,handed,6.347656250e-01,3.652343750e-01,1.569953781e+04
singulaer,handed,6.352539062e-01,3.647460938e-01,1.569953781e+04
singulaer,handed,6.357421875e-01,3.642578125e-01,1.569953781e+04
singulaer,handed,6.362304688e-01,3.637695312e-01,1.569953781e+04
singulaer,handed,6.367187500e-01,3.632812500e-01,1.569953781e+04
singulaer,handed,6.372070312e-01,3.627929688e-01,1.569953781e+04
singulaer,handed,6.376953125e-01,3.623046875e-01,1.569953781e+04
singulaer,handed,6.381835938e-01,3.618164062e-01,1.569953781e+04
singulaer,handed,6.386718750e-01,3.613281250e-01,1.569953781e+04
singulaer,handed,6.391601562e-01,3.608398438e-01,1.569953781e+04
singulaer,handed,6.396484375e-01,3.603515625e-01,1.569953781e+04
singulaer,handed,6.401367188e-01,3.598632812e-01,1.569953781e+04
singulaer,handed,6.406250000e-01,3.593750000e-01,1.569953781e+04
singulaer,handed,6.411132812e-01,3.588867188e-01,1.569953781e+04
singulaer,handed,6.416015625e-01,3.583984375e-01,1.569953781e+04
singulaer,handed,6.420898438e-01,3.579101562e-01,1.569953781e+04
singulaer,handed,6.425781250e-01,3.574218750e-01,1.569953781e+04
singulaer,handed,6.430664062e-01,3.569335938e-01,1.569953781e+04
singulaer,handed,6.435546875e-01,3.564453125e-01,1.569953781e+04
singulaer,handed,6.440429688e-01,3.559570312e-01,1.569953781e+04
singulaer,handed,6.445312500e-01,3.554687500e-01,1.569953781e+04
singulaer,handed,6.450195312e-01,3.549804688e-01,1.569953781e+04
singulaer,handed,6.455078125e-01,3.544921875e-01,1.569953781e+04
singulaer,handed,6.459960938e-01,3.540039062e-01,1.569953781e+04
singulaer,handed,6.464843750e-01,3.535156250e-01,1.569953781e+04
singulaer,handed,6.469726562e-01,3.530273438e-01,1.569953781e+04
singulaer,handed,6.474609375e-01,3.525390625e-01,1.569953781e+04
singulaer,handed,6.479492188e-01,3.520507812e-01,1.569953781e+04
singulaer,handed,6.484375000e-01,3.515625000e-01,1.569953781e+04
singulaer,handed,6.489257812e-01,3.510742188e-01,1.566377699e+04
singulaer,handed,6.494140625e-01,3.505859375e-01,1.563527714e+04
singulaer,handed,6.499023438e-01,3.500976562e-01,1.561413315e+04
singulaer,handed,6.503906250e-01,3.496093750e-01,1.560041586e+04
singulaer,handed,6.508789062e-01,3.491210938e-01,1.559417137e+04
singulaer,handed,6.513671875e-01,3.486328125e-01,1.559542073e+04
singulaer,handed,6.518554688e-01,3.481445312e-01,1.560415974e+04
singulaer,handed,6.523437500e-01,3.476562500e-01,1.562035895e+04
singulaer,handed,6.528320312e-01,3.471679688e-01,1.564396397e+04
singulaer,handed,6.533203125e-01,3.466796875e-01,1.567489586e+04
singulaer,handed,6.538085938e-01,3.461914062e-01,1.571305184e+04
singulaer,handed,6.542968750e-01,3.457031250e-01,1.575830611e+04
singulaer,handed,6.547851562e-01,3.452148438e-01,1.581051088e+04
singulaer,handed,6.552734375e-01,3.447265625e-01,1.586949755e+04
singulaer,handed,6.557617188e-01,3.442382812e-01,1.593507807e+04
singulaer,handed,6.562500000e-01,3.437500000e-01,1.600704637e+04
singulaer,handed,6.567382812e-01,3.432617188e-01,1.608852039e+04
singulaer,handed,6.572265625e-01,3.427734375e-01,1.616117759e+04
singulaer,handed,6.577148438e-01,3.422851562e-01,1.622527708e+04
singulaer,handed,6.582031250e-01,3.417968750e-01,1.628104419e+04
singulaer,handed,6.586914062e-01,3.413085938e-01,1.632867243e+04
singulaer,handed,6.591796875e-01,3.408203125e-01,1.636832528e+04
singulaer,handed,6.596679688e-01,3.403320312e-01,1.640013752e+04
singulaer,handed,6.601562500e-01,3.398437500e-01,1.642421647e+04
singulaer,handed,6.606445312e-01,3.393554688e-01,1.644064285e+04
singulaer,handed,6.611328125e-01,3.388671875e-01,1.644947150e+04
singulaer,handed,6.616210938e-01,3.383789062e-01,1.645073181e+04
singulaer,handed,6.621093750e-01,3.378906250e-01,1.644442796e+04
singulaer,handed,6.625976562e-01,3.374023438e-01,1.643053898e+04
singulaer,handed,6.630859375e-01,3.369140625e-01,1.640901856e+04
singulaer,handed,6.635742188e-01,3.364257812e-01,1.637979468e+04
singulaer,handed,6.640625000e-01,3.359375000e-01,1.634276897e+04
singulaer,handed,6.645507812e-01,3.354492188e-01,1.634276897e+04
singulaer,handed,6.650390625e-01,3.349609375e-01,1.634276897e+04
singulaer,handed,6.655273438e-01,3.344726562e-01,1.634276897e+04
singulaer,handed,6.660156250e-01,3.339843750e-01,1.634276897e+04
singulaer,handed,6.665039062e-01,3.334960938e-01,1.634276897e+04
singulaer,handed,6.669921875e-01,3.330078125e-01,1.634276897e+04
singulaer,handed,6.674804688e-01,3.325195312e-01,1.634276897e+04
singulaer,handed,6.679687500e-01,3.320312500e-01,1.634276897e+04
singulaer,handed,6.684570312e-01,3.315429688e-01,1.634276897e+04
singulaer,handed,6.689453125e-01,3.310546875e-01,1.634276897e+04
singulaer,handed,6.694335938e-01,3.305664062e-01,1.634276897e+04
singulaer,handed,6.699218750e-01,3.300781250e-01,1.634276897e+04
singulaer,handed,6.704101562e-01,3.295898438e-01,1.634276897e+04
singulaer,handed,6.708984375e-01,3.291015625e-01,1.634276897e+04
singulaer,handed,6.713867188e-01,3.286132812e-01,1.634276897e+04
singulaer,handed,6.718750000e-01,3.281250000e-01,1.634276897e+04
singulaer,handed,6.723632812e-01,3.276367188e-01,1.634276897e+04
singulaer,handed,6.728515625e-01,3.271484375e-01,1.634276897e+04
singulaer,handed,6.733398438e-01,3.266601562e-01,1.634276897e+04
singulaer,handed,6.738281250e-01,3.261718750e-01,1.634276897e+04
singulaer,handed,6.743164062e-01,3.256835938e-01,1.634276897e+04
singulaer,handed,6.748046875e-01,3.251953125e-01,1.634276897e+04
singulaer,handed,6.752929688e-01,3.247070312e-01,1.634276897e+04
singulaer,handed,6.757812500e-01,3.242187500e-01,1.634276897e+04
singulaer,handed,6.762695312e-01,3.237304688e-01,1.634276897e+04
singulaer,handed,6.767578125e-01,3.232421875e-01,1.634276897e+04
singulaer,handed,6.772460938e-01,3.227539062e-01,1.634276897e+04
singulaer,handed,6.777343750e-01,3.222656250e-01,1.634276897e+04
singulaer,handed,6.782226562e-01,3.217773438e-01,1.634276897e+04
singulaer,handed,6.787109375e-01,3.212890625e-01,1.634276897e+04
singulaer,handed,6.791992188e-01,3.208007812e-01,1.634276897e+04
singulaer,handed,6.796875000e-01,3.203125000e-01,1.634276897e+04
singulaer,handed,6.801757812e-01,3.198242188e-01,1.630179233e+04
singulaer,handed,6.806640625e-01,3.193359375e-01,1.626914289e+04
singulaer,handed,6.811523438e-01,3.188476562e-01,1.624492447e+04
singulaer,handed,6.816406250e-01,3.183593750e-01,1.622921449e+04
singulaer,handed,6.821289062e-01,3.178710938e-01,1.622206337e+04
singulaer,handed,6.826171875e-01,3.173828125e-01,1.622349411e+04
singulaer,handed,6.831054688e-01,3.168945312e-01,1.623350209e+04
singulaer,handed,6.835937500e-01,3.164062500e-01,1.625205516e+04
singulaer,handed,6.840820312e-01,3.159179688e-01,1.627909385e+04
singulaer,handed,6.845703125e-01,3.154296875e-01,1.631453184e+04
singulaer,handed,6.850585938e-01,3.149414062e-01,1.635825669e+04
singulaer,handed,6.855468750e-01,3.144531250e-01,1.641013071e+04
singulaer,handed,6.860351562e-01,3.139648438e-01,1.646999199e+04
singulaer,handed,6.865234375e-01,3.134765625e-01,1.653765570e+04
singulaer,handed,6.870117188e-01,3.129882812e-01,1.661291546e+04
singulaer,handed,6.875000000e-01,3.125000000e-01,1.669554488e+04
singulaer,handed,6.879882812e-01,3.120117188e-01,1.678911029e+04
singulaer,handed,6.884765625e-01,3.115234375e-01,1.687259282e+04
singulaer,handed,6.889648438e-01,3.110351562e-01,1.694627586e+04
singulaer,handed,6.894531250e-01,3.105468750e-01,1.701040612e+04
singulaer,handed,6.899414062e-01,3.100585938e-01,1.706519566e+04
singulaer,handed,6.904296875e-01,3.095703125e-01,1.711082378e+04
singulaer,handed,6.909179688e-01,3.090820312e-01,1.714743844e+04
singulaer,handed,6.914062500e-01,3.085937500e-01,1.717515750e+04
singulaer,handed,6.918945312e-01,3.081054688e-01,1.719406965e+04
singulaer,handed,6.923828125e-01,3.076171875e-01,1.720423517e+04
singulaer,handed,6.928710938e-01,3.071289062e-01,1.720568637e+04
singulaer,handed,6.933593750e-01,3.066406250e-01,1.719842784e+04
singulaer,handed,6.938476562e-01,3.061523438e-01,1.718243654e+04
singulaer,handed,6.943359375e-01,3.056640625e-01,1.715766155e+04
singulaer,handed,6.948242188e-01,3.051757812e-01,1.712402373e+04
singulaer,handed,6.953125000e-01,3.046875000e-01,1.708141503e+04
singulaer,handed,6.958007812e-01,3.041992188e-01,1.708141503e+04
singulaer,handed,6.962890625e-01,3.037109375e-01,1.708141503e+04
singulaer,handed,6.967773438e-01,3.032226562e-01,1.708141503e+04
singulaer,handed,6.972656250e-01,3.027343750e-01,1.708141503e+04
singulaer,handed,6.977539062e-01,3.022460938e-01,1.708141503e+04
singulaer,handed,6.982421875e-01,3.017578125e-01,1.708141503e+04
singulaer,handed,6.987304688e-01,3.012695312e-01,1.708141503e+04
singulaer,handed,6.992187500e-01,3.007812500e-01,1.708141503e+04
singulaer,handed,6.997070312e-01,3.002929688e-01,1.708141503e+04
singulaer,handed,7.001953125e-01,2.998046875e-01,1.708141503e+04
singulaer,handed,7.006835938e-01,2.993164062e-01,1.708141503e+04
singulaer,handed,7.011718750e-01,2.988281250e-01,1.708141503e+04
singulaer,handed,7.016601562e-01,2.983398438e-01,1.708141503e+04
singulaer,handed,7.021484375e-01,2.978515625e-01,1.708141503e+04
singulaer,handed,7.026367188e-01,2.973632812e-01,1.708141503e+04
singulaer,handed,7.031250000e-01,2.968750000e-01,1.708141503e+04
singulaer,handed,7.036132812e-01,2.963867188e-01,1.708141503e+04
singulaer,handed,7.041015625e-01,2.958984375e-01,1.708141503e+04
singulaer,handed,7.045898438e-01,2.954101562e-01,1.708141503e+04
singulaer,handed,7.050781250e-01,2.949218750e-01,1.708141503e+04
singulaer,handed,7.055664062e-01,2.944335938e-01,1.708141503e+04
singulaer,handed,7.060546875e-01,2.939453125e-01,1.708141503e+04
singulaer,handed,7.065429688e-01,2.934570312e-01,1.708141503e+04
singulaer,handed,7.070312500e-01,2.929687500e-01,1.708141503e+04
singulaer,handed,7.075195312e-01,2.924804688e-01,1.708141503e+04
singulaer,handed,7.080078125e-01,2.919921875e-01,1.708141503e+04
singulaer,handed,7.084960938e-01,2.915039062e-01,1.708141503e+04
singulaer,handed,7.089843750e-01,2.910156250e-01,1.708141503e+04
singulaer,handed,7.094726562e-01,2.905273438e-01,1.708141503e+04
singulaer,handed,7.099609375e-01,2.900390625e-01,1.708141503e+04
singulaer,handed,7.104492188e-01,2.895507812e-01,1.708141503e+04
singulaer,handed,7.109375000e-01,2.890625000e-01,1.708141503e+04
singulaer,handed,7.114257812e-01,2.885742188e-01,1.703378241e+04
singulaer,handed,7.119140625e-01,2.880859375e-01,1.699583726e+04
singulaer,handed,7.124023438e-01,2.875976562e-01,1.696769502e+04
singulaer,handed,7.128906250e-01,2.871093750e-01,1.694944174e+04
singulaer,handed,7.133789062e-01,2.866210938e-01,1.694113344e+04
singulaer,handed,7.138671875e-01,2.861328125e-01,1.694279567e+04
singulaer,handed,7.143554688e-01,2.856445312e-01,1.695442331e+04
singulaer,handed,7.148437500e-01,2.851562500e-01,1.697598063e+04
singulaer,handed,7.153320312e-01,2.846679688e-01,1.700740154e+04
singulaer,handed,7.158203125e-01,2.841796875e-01,1.704859010e+04
singulaer,handed,7.163085938e-01,2.836914062e-01,1.709942126e+04
singulaer,handed,7.167968750e-01,2.832031250e-01,1.715974180e+04
singulaer,handed,7.172851562e-01,2.827148438e-01,1.722937147e+04
singulaer,handed,7.177734375e-01,2.822265625e-01,1.730810429e+04
singulaer,handed,7.182617188e-01,2.817382812e-01,1.739571012e+04
singulaer,handed,7.187500000e-01,2.812500000e-01,1.749193619e+04
singulaer,handed,7.192382812e-01,2.807617188e-01,1.760105939e+04
singulaer,handed,7.197265625e-01,2.802734375e-01,1.769846830e+04
singulaer,handed,7.202148438e-01,2.797851562e-01,1.778447840e+04
singulaer,handed,7.207031250e-01,2.792968750e-01,1.785936455e+04
singulaer,handed,7.211914062e-01,2.788085938e-01,1.792336332e+04
singulaer,handed,7.216796875e-01,2.783203125e-01,1.797667481e+04
singulaer,handed,7.221679688e-01,2.778320312e-01,1.801946427e+04
singulaer,handed,7.226562500e-01,2.773437500e-01,1.805186340e+04
singulaer,handed,7.231445312e-01,2.768554688e-01,1.807397139e+04
singulaer,handed,7.236328125e-01,2.763671875e-01,1.808585561e+04
singulaer,handed,7.241210938e-01,2.758789062e-01,1.808755221e+04
singulaer,handed,7.246093750e-01,2.753906250e-01,1.807906635e+04
singulaer,handed,7.250976562e-01,2.749023438e-01,1.806037222e+04
singulaer,handed,7.255859375e-01,2.744140625e-01,1.803141290e+04
singulaer,handed,7.260742188e-01,2.739257812e-01,1.799209989e+04
singulaer,handed,7.265625000e-01,2.734375000e-01,1.794231243e+04
singulaer,handed,7.270507812e-01,2.729492188e-01,1.794231243e+04
singulaer,handed,7.275390625e-01,2.724609375e-01,1.794231243e+04
singulaer,handed,7.280273438e-01,2.719726562e-01,1.794231243e+04
singulaer,handed,7.285156250e-01,2.714843750e-01,1.794231243e+04
singulaer,handed,7.290039062e-01,2.709960938e-01,1.794231243e+04
singulaer,handed,7.294921875e-01,2.705078125e-01,1.794231243e+04
singulaer,handed,7.299804688e-01,2.700195312e-01,1.794231243e+04
singulaer,handed,7.304687500e-01,2.695312500e-01,1.794231243e+04
singulaer,handed,7.309570312e-01,2.690429688e-01,1.794231243e+04
singulaer,handed,7.314453125e-01,2.685546875e-01,1.794231243e+04
singulaer,handed,7.319335938e-01,2.680664062e-01,1.794231243e+04
singulaer,handed,7.324218750e-01,2.675781250e-01,1.794231243e+04
singulaer,handed,7.329101562e-01,2.670898438e-01,1.794231243e+04
singulaer,handed,7.333984375e-01,2.666015625e-01,1.794231243e+04
singulaer,handed,7.338867188e-01,2.661132812e-01,1.794231243e+04
singulaer,handed,7.343750000e-01,2.656250000e-01,1.794231243e+04
singulaer,handed,7.348632812e-01,2.651367188e-01,1.794231243e+04
singulaer,handed,7.353515625e-01,2.646484375e-01,1.794231243e+04
singulaer,handed,7.358398438e-01,2.641601562e-01,1.794231243e+04
singulaer,handed,7.363281250e-01,2.636718750e-01,1.794231243e+04
singulaer,handed,7.368164062e-01,2.631835938e-01,1.794231243e+04
singulaer,handed,7.373046875e-01,2.626953125e-01,1.794231243e+04
singulaer,handed,7.377929688e-01,2.622070312e-01,1.794231243e+04
singulaer,handed,7.382812500e-01,2.617187500e-01,1.794231243e+04
singulaer,handed,7.387695312e-01,2.612304688e-01,1.794231243e+04
singulaer,handed,7.392578125e-01,2.607421875e-01,1.794231243e+04
singulaer,handed,7.397460938e-01,2.602539062e-01,1.794231243e+04
singulaer,handed,7.402343750e-01,2.597656250e-01,1.794231243e+04
singulaer,handed,7.407226562e-01,2.592773438e-01,1.794231243e+04
singulaer,handed,7.412109375e-01,2.587890625e-01,1.794231243e+04
singulaer,handed,7.416992188e-01,2.583007812e-01,1.794231243e+04
singulaer,handed,7.421875000e-01,2.578125000e-01,1.794231243e+04
singulaer,handed,7.426757812e-01,2.573242188e-01,1.788594867e+04
singulaer,handed,7.431640625e-01,2.568359375e-01,1.784105641e+04
singulaer,handed,7.436523438e-01,2.563476562e-01,1.780776655e+04
singulaer,handed,7.441406250e-01,2.558593750e-01,1.778617664e+04
singulaer,handed,7.446289062e-01,2.553710938e-01,1.777635018e+04
singulaer,handed,7.451171875e-01,2.548828125e-01,1.777831612e+04
singulaer,handed,7.456054688e-01,2.543945312e-01,1.779206866e+04
singulaer,handed,7.460937500e-01,2.539062500e-01,1.781756729e+04
singulaer,handed,7.465820312e-01,2.534179688e-01,1.785473712e+04
singulaer,handed,7.470703125e-01,2.529296875e-01,1.790346939e+04
singulaer,handed,7.475585938e-01,2.524414062e-01,1.796362225e+04
singulaer,handed,7.480468750e-01,2.519531250e-01,1.803502185e+04
singulaer,handed,7.485351562e-01,2.514648438e-01,1.811746351e+04
singulaer,handed,7.490234375e-01,2.509765625e-01,1.821071321e+04
singulaer,handed,7.495117188e-01,2.504882812e-01,1.831450922e+04
singulaer,handed,7.500000000e-01,2.500000000e-01,1.842856388e+04
singulaer,handed,7.504882812e-01,2.495117188e-01,1.855829868e+04
singulaer,handed,7.509765625e-01,2.490234375e-01,1.867415571e+04
singulaer,handed,7.514648438e-01,2.485351563e-01,1.877649368e+04
singulaer,handed,7.519531250e-01,2.480468750e-01,1.886562545e+04
singulaer,handed,7.524414062e-01,2.475585938e-01,1.894182047e+04
singulaer,handed,7.529296875e-01,2.470703125e-01,1.900530684e+04
singulaer,handed,7.534179688e-01,2.465820312e-01,1.905627304e+04
singulaer,handed,7.539062500e-01,2.460937500e-01,1.909486938e+04
singulaer,handed,7.543945312e-01,2.456054688e-01,1.912120906e+04
singulaer,handed,7.548828125e-01,2.451171875e-01,1.913536904e+04
singulaer,handed,7.553710938e-01,2.446289062e-01,1.913739059e+04
singulaer,handed,7.558593750e-01,2.441406250e-01,1.912727959e+04
singulaer,handed,7.563476562e-01,2.436523438e-01,1.910500659e+04
singulaer,handed,7.568359375e-01,2.431640625e-01,1.907050658e+04
singulaer,handed,7.573242188e-01,2.426757812e-01,1.902367851e+04
singulaer,handed,7.578125000e-01,2.421875000e-01,1.896438456e+04
singulaer,handed,7.583007812e-01,2.416992188e-01,1.896438456e+04
singulaer,handed,7.587890625e-01,2.412109375e-01,1.896438456e+04
singulaer,handed,7.592773438e-01,2.407226562e-01,1.896438456e+04
singulaer,handed,7.597656250e-01,2.402343750e-01,1.896438456e+04
singulaer,handed,7.602539062e-01,2.397460938e-01,1.896438456e+04
singulaer,handed,7.607421875e-01,2.392578125e-01,1.896438456e+04
singulaer,handed,7.612304688e-01,2.387695312e-01,1.896438456e+04
singulaer,handed,7.617187500e-01,2.382812500e-01,1.896438456e+04
singulaer,handed,7.622070312e-01,2.377929688e-01,1.896438456e+04
singulaer,handed,7.626953125e-01,2.373046875e-01,1.896438456e+04
singulaer,handed,7.631835938e-01,2.368164062e-01,1.896438456e+04
singulaer,handed,7.636718750e-01,2.363281250e-01,1.896438456e+04
singulaer,handed,7.641601562e-01,2.358398437e-01,1.896438456e+04
singulaer,handed,7.646484375e-01,2.353515625e-01,1.896438456e+04
singulaer,handed,7.651367188e-01,2.348632812e-01,1.896438456e+04
singulaer,handed,7.656250000e-01,2.343750000e-01,1.896438456e+04
singulaer,handed,7.661132812e-01,2.338867188e-01,1.896438456e+04
singulaer,handed,7.666015625e-01,2.333984375e-01,1.896438456e+04
singulaer,handed,7.670898438e-01,2.329101563e-01,1.896438456e+04
singulaer,handed,7.675781250e-01,2.324218750e-01,1.896438456e+04
singulaer,handed,7.680664062e-01,2.319335938e-01,1.896438456e+04
singulaer,handed,7.685546875e-01,2.314453125e-01,1.896438456e+04
singulaer,handed,7.690429688e-01,2.309570312e-01,1.896438456e+04
singulaer,handed,7.695312500e-01,2.304687500e-01,1.896438456e+04
singulaer,handed,7.700195312e-01,2.299804688e-01,1.896438456e+04
singulaer,handed,7.705078125e-01,2.294921875e-01,1.896438456e+04
singulaer,handed,7.709960938e-01,2.290039062e-01,1.896438456e+04
singulaer,handed,7.714843750e-01,2.285156250e-01,1.896438456e+04
singulaer,handed,7.719726562e-01,2.280273438e-01,1.896438456e+04
singulaer,handed,7.724609375e-01,2.275390625e-01,1.896438456e+04
singulaer,handed,7.729492188e-01,2.270507812e-01,1.896438456e+04
singulaer,handed,7.734375000e-01,2.265625000e-01,1.896438456e+04
singulaer,handed,7.739257812e-01,2.260742188e-01,1.889616244e+04
singulaer,handed,7.744140625e-01,2.255859375e-01,1.884183454e+04
singulaer,handed,7.749023438e-01,2.250976562e-01,1.880155297e+04
singulaer,handed,7.753906250e-01,2.246093750e-01,1.877543105e+04
singulaer,handed,7.758789062e-01,2.241210938e-01,1.876354251e+04
singulaer,handed,7.763671875e-01,2.236328125e-01,1.876592097e+04
singulaer,handed,7.768554688e-01,2.231445312e-01,1.878255969e+04
singulaer,handed,7.773437500e-01,2.226562500e-01,1.881341166e+04
singulaer,handed,7.778320312e-01,2.221679688e-01,1.885838986e+04
singulaer,handed,7.783203125e-01,2.216796875e-01,1.891736796e+04
singulaer,handed,7.788085938e-01,2.211914062e-01,1.899018111e+04
singulaer,handed,7.792968750e-01,2.207031250e-01,1.907662717e+04
singulaer,handed,7.797851562e-01,2.202148437e-01,1.917646804e+04
singulaer,handed,7.802734375e-01,2.197265625e-01,1.928943130e+04
singulaer,handed,7.807617188e-01,2.192382812e-01,1.941521205e+04
singulaer,handed,7.812500000e-01,2.187500000e-01,1.955347488e+04
singulaer,handed,7.817382812e-01,2.182617188e-01,1.971155283e+04
singulaer,handed,7.822265625e-01,2.177734375e-01,1.985277617e+04
singulaer,handed,7.827148438e-01,2.172851563e-01,1.997756374e+04
singulaer,handed,7.832031250e-01,2.167968750e-01,2.008628115e+04
singulaer,handed,7.836914062e-01,2.163085938e-01,2.017924352e+04
singulaer,handed,7.841796875e-01,2.158203125e-01,2.025671778e+04
singulaer,handed,7.846679688e-01,2.153320312e-01,2.031892463e+04
singulaer,handed,7.851562500e-01,2.148437500e-01,2.036604013e+04
singulaer,handed,7.856445312e-01,2.143554688e-01,2.039819694e+04
singulaer,handed,7.861328125e-01,2.138671875e-01,2.041548526e+04
singulaer,handed,7.866210938e-01,2.133789062e-01,2.041795349e+04
singulaer,handed,7.871093750e-01,2.128906250e-01,2.040560852e+04
singulaer,handed,7.875976562e-01,2.124023438e-01,2.037841582e+04
singulaer,handed,7.880859375e-01,2.119140625e-01,2.033629918e+04
singulaer,handed,7.885742188e-01,2.114257812e-01,2.027914017e+04
singulaer,handed,7.890625000e-01,2.109375000e-01,2.020677734e+04
singulaer,handed,7.895507812e-01,2.104492188e-01,2.020677734e+04
singulaer,handed,7.900390625e-01,2.099609375e-01,2.020677734e+04
singulaer,handed,7.905273438e-01,2.094726562e-01,2.020677734e+04
singulaer,handed,7.910156250e-01,2.089843750e-01,2.020677734e+04
singulaer,handed,7.915039062e-01,2.084960938e-01,2.020677734e+04
singulaer,handed,7.919921875e-01,2.080078125e-01,2.020677734e+04
singulaer,handed,7.924804688e-01,2.075195312e-01,2.020677734e+04
singulaer,handed,7.929687500e-01,2.070312500e-01,2.020677734e+04
singulaer,handed,7.934570312e-01,2.065429688e-01,2.020677734e+04
singulaer,handed,7.939453125e-01,2.060546875e-01,2.020677734e+04
singulaer,handed,7.944335938e-01,2.055664062e-01,2.020677734e+04
singulaer,handed,7.949218750e-01,2.050781250e-01,2.020677734e+04
singulaer,handed,7.954101562e-01,2.045898437e-01,2.020677734e+04
