# Die drei Lasten nebeneinander, ueber der normierten Bogenlaenge tau.
# kind = node   : der ROHE punktweise Knotenwert (nicht konvergent an der Kante, wird nirgends verwendet)
# kind = segment: die konservative Treppenfunktion (die Kraftbuchhaltung)
# kind = handed : die stetige Rekonstruktion, die dem Kapillarloeser TATSAECHLICH uebergeben wird
# kind = cumulative: die kumulierte Kraft G(tau), aus der 'handed' gebaut ist
case,kind,tau,d_over_a,value
feld,handed,5.209960938e-01,4.790039062e-01,5.953891868e+03
feld,handed,5.214843750e-01,4.785156250e-01,5.953891868e+03
feld,handed,5.219726562e-01,4.780273437e-01,5.953891868e+03
feld,handed,5.224609375e-01,4.775390625e-01,5.953891868e+03
feld,handed,5.229492188e-01,4.770507812e-01,5.953891868e+03
feld,handed,5.234375000e-01,4.765625000e-01,5.953891868e+03
feld,handed,5.239257812e-01,4.760742188e-01,5.953891868e+03
feld,handed,5.244140625e-01,4.755859375e-01,5.953891868e+03
feld,handed,5.249023438e-01,4.750976562e-01,5.953891868e+03
feld,handed,5.253906250e-01,4.746093750e-01,5.953891868e+03
feld,handed,5.258789062e-01,4.741210938e-01,5.953891868e+03
feld,handed,5.263671875e-01,4.736328125e-01,5.953891868e+03
feld,handed,5.268554688e-01,4.731445312e-01,5.953891868e+03
feld,handed,5.273437500e-01,4.726562500e-01,5.953891868e+03
feld,handed,5.278320312e-01,4.721679688e-01,5.953891868e+03
feld,handed,5.283203125e-01,4.716796875e-01,5.953891868e+03
feld,handed,5.288085938e-01,4.711914062e-01,5.953891868e+03
feld,handed,5.292968750e-01,4.707031250e-01,5.953891868e+03
feld,handed,5.297851562e-01,4.702148438e-01,5.953891868e+03
feld,handed,5.302734375e-01,4.697265625e-01,5.953891868e+03
feld,handed,5.307617188e-01,4.692382812e-01,5.953891868e+03
feld,handed,5.312500000e-01,4.687500000e-01,5.953891868e+03
feld,handed,5.317382812e-01,4.682617188e-01,5.949949963e+03
feld,handed,5.322265625e-01,4.677734375e-01,5.946815360e+03
feld,handed,5.327148438e-01,4.672851562e-01,5.944493764e+03
feld,handed,5.332031250e-01,4.667968750e-01,5.942989414e+03
feld,handed,5.336914062e-01,4.663085938e-01,5.942305062e+03
feld,handed,5.341796875e-01,4.658203125e-01,5.942441960e+03
feld,handed,5.346679688e-01,4.653320312e-01,5.943399859e+03
feld,handed,5.351562500e-01,4.648437500e-01,5.945177003e+03
feld,handed,5.356445312e-01,4.643554688e-01,5.947770145e+03
feld,handed,5.361328125e-01,4.638671875e-01,5.951174555e+03
feld,handed,5.366210938e-01,4.633789062e-01,5.955384043e+03
feld,handed,5.371093750e-01,4.628906250e-01,5.960390993e+03
feld,handed,5.375976562e-01,4.624023438e-01,5.966186387e+03
feld,handed,5.380859375e-01,4.619140625e-01,5.972759853e+03
feld,handed,5.385742188e-01,4.614257812e-01,5.980099711e+03
feld,handed,5.390625000e-01,4.609375000e-01,5.988193017e+03
feld,handed,5.395507812e-01,4.604492188e-01,5.976853741e+03
feld,handed,5.400390625e-01,4.599609375e-01,5.968726778e+03
feld,handed,5.405273438e-01,4.594726563e-01,5.963881986e+03
feld,handed,5.410156250e-01,4.589843750e-01,5.962362464e+03
feld,handed,5.415039062e-01,4.584960938e-01,5.964183633e+03
feld,handed,5.419921875e-01,4.580078125e-01,5.969332901e+03
feld,handed,5.424804688e-01,4.575195313e-01,5.977769903e+03
feld,handed,5.429687500e-01,4.570312500e-01,5.989427323e+03
feld,handed,5.434570312e-01,4.565429688e-01,6.004212262e+03
feld,handed,5.439453125e-01,4.560546875e-01,6.022008094e+03
feld,handed,5.444335938e-01,4.555664063e-01,6.042676750e+03
feld,handed,5.449218750e-01,4.550781250e-01,6.066061345e+03
feld,handed,5.454101562e-01,4.545898438e-01,6.091989056e+03
feld,handed,5.458984375e-01,4.541015625e-01,6.120274161e+03
feld,handed,5.463867188e-01,4.536132812e-01,6.150721139e+03
feld,handed,5.468750000e-01,4.531250000e-01,6.183127750e+03
feld,handed,5.473632812e-01,4.526367188e-01,6.232155566e+03
feld,handed,5.478515625e-01,4.521484375e-01,6.274874720e+03
feld,handed,5.483398438e-01,4.516601562e-01,6.311802442e+03
feld,handed,5.488281250e-01,4.511718750e-01,6.343366729e+03
feld,handed,5.493164062e-01,4.506835937e-01,6.369919630e+03
feld,handed,5.498046875e-01,4.501953125e-01,6.391747617e+03
feld,handed,5.502929688e-01,4.497070312e-01,6.409079654e+03
feld,handed,5.507812500e-01,4.492187500e-01,6.422093394e+03
feld,handed,5.512695312e-01,4.487304687e-01,6.430919833e+03
feld,handed,5.517578125e-01,4.482421875e-01,6.435646660e+03
feld,handed,5.522460938e-01,4.477539062e-01,6.436320451e+03
feld,handed,5.527343750e-01,4.472656250e-01,6.432947824e+03
feld,handed,5.532226562e-01,4.467773437e-01,6.425495600e+03
feld,handed,5.537109375e-01,4.462890625e-01,6.413889987e+03
feld,handed,5.541992188e-01,4.458007812e-01,6.398014735e+03
feld,handed,5.546875000e-01,4.453125000e-01,6.377708193e+03
feld,handed,5.551757812e-01,4.448242188e-01,6.377708193e+03
feld,handed,5.556640625e-01,4.443359375e-01,6.377708193e+03
feld,handed,5.561523438e-01,4.438476562e-01,6.377708193e+03
feld,handed,5.566406250e-01,4.433593750e-01,6.377708193e+03
feld,handed,5.571289062e-01,4.428710938e-01,6.377708193e+03
feld,handed,5.576171875e-01,4.423828125e-01,6.377708193e+03
feld,handed,5.581054688e-01,4.418945312e-01,6.377708193e+03
feld,handed,5.585937500e-01,4.414062500e-01,6.377708193e+03
feld,handed,5.590820312e-01,4.409179688e-01,6.377708193e+03
feld,handed,5.595703125e-01,4.404296875e-01,6.377708193e+03
feld,handed,5.600585938e-01,4.399414062e-01,6.377708193e+03
feld,handed,5.605468750e-01,4.394531250e-01,6.377708193e+03
feld,handed,5.610351562e-01,4.389648438e-01,6.377708193e+03
feld,handed,5.615234375e-01,4.384765625e-01,6.377708193e+03
feld,handed,5.620117188e-01,4.379882812e-01,6.377708193e+03
feld,handed,5.625000000e-01,4.375000000e-01,6.377708193e+03
feld,handed,5.629882812e-01,4.370117188e-01,6.377708193e+03
feld,handed,5.634765625e-01,4.365234375e-01,6.377708193e+03
feld,handed,5.639648438e-01,4.360351562e-01,6.377708193e+03
feld,handed,5.644531250e-01,4.355468750e-01,6.377708193e+03
feld,handed,5.649414062e-01,4.350585938e-01,6.377708193e+03
feld,handed,5.654296875e-01,4.345703125e-01,6.377708193e+03
feld,handed,5.659179688e-01,4.340820312e-01,6.377708193e+03
feld,handed,5.664062500e-01,4.335937500e-01,6.377708193e+03
feld,handed,5.668945312e-01,4.331054688e-01,6.377708193e+03
feld,handed,5.673828125e-01,4.326171875e-01,6.377708193e+03
feld,handed,5.678710938e-01,4.321289062e-01,6.377708193e+03
feld,handed,5.683593750e-01,4.316406250e-01,6.377708193e+03
feld,handed,5.688476562e-01,4.311523438e-01,6.377708193e+03
feld,handed,5.693359375e-01,4.306640625e-01,6.377708193e+03
feld,handed,5.698242188e-01,4.301757812e-01,6.377708193e+03
feld,handed,5.703125000e-01,4.296875000e-01,6.377708193e+03
feld,handed,5.708007812e-01,4.291992188e-01,6.377708193e+03
feld,handed,5.712890625e-01,4.287109375e-01,6.377708193e+03
feld,handed,5.717773438e-01,4.282226563e-01,6.377708193e+03
feld,handed,5.722656250e-01,4.277343750e-01,6.377708193e+03
feld,handed,5.727539062e-01,4.272460938e-01,6.377708193e+03
feld,handed,5.732421875e-01,4.267578125e-01,6.377708193e+03
feld,handed,5.737304688e-01,4.262695313e-01,6.377708193e+03
feld,handed,5.742187500e-01,4.257812500e-01,6.377708193e+03
feld,handed,5.747070312e-01,4.252929688e-01,6.377708193e+03
feld,handed,5.751953125e-01,4.248046875e-01,6.377708193e+03
feld,handed,5.756835938e-01,4.243164063e-01,6.377708193e+03
feld,handed,5.761718750e-01,4.238281250e-01,6.377708193e+03
feld,handed,5.766601562e-01,4.233398438e-01,6.377708193e+03
feld,handed,5.771484375e-01,4.228515625e-01,6.377708193e+03
feld,handed,5.776367188e-01,4.223632812e-01,6.377708193e+03
feld,handed,5.781250000e-01,4.218750000e-01,6.377708193e+03
feld,handed,5.786132812e-01,4.213867188e-01,6.377708193e+03
feld,handed,5.791015625e-01,4.208984375e-01,6.377708193e+03
feld,handed,5.795898438e-01,4.204101562e-01,6.377708193e+03
feld,handed,5.800781250e-01,4.199218750e-01,6.377708193e+03
feld,handed,5.805664062e-01,4.194335937e-01,6.377708193e+03
feld,handed,5.810546875e-01,4.189453125e-01,6.377708193e+03
feld,handed,5.815429688e-01,4.184570312e-01,6.377708193e+03
feld,handed,5.820312500e-01,4.179687500e-01,6.377708193e+03
feld,handed,5.825195312e-01,4.174804687e-01,6.377708193e+03
feld,handed,5.830078125e-01,4.169921875e-01,6.377708193e+03
feld,handed,5.834960938e-01,4.165039062e-01,6.377708193e+03
feld,handed,5.839843750e-01,4.160156250e-01,6.377708193e+03
feld,handed,5.844726562e-01,4.155273437e-01,6.377708193e+03
feld,handed,5.849609375e-01,4.150390625e-01,6.377708193e+03
feld,handed,5.854492188e-01,4.145507812e-01,6.377708193e+03
feld,handed,5.859375000e-01,4.140625000e-01,6.377708193e+03
feld,handed,5.864257812e-01,4.135742188e-01,6.377708193e+03
feld,handed,5.869140625e-01,4.130859375e-01,6.377708193e+03
feld,handed,5.874023438e-01,4.125976562e-01,6.377708193e+03
feld,handed,5.878906250e-01,4.121093750e-01,6.377708193e+03
feld,handed,5.883789062e-01,4.116210938e-01,6.377708193e+03
feld,handed,5.888671875e-01,4.111328125e-01,6.377708193e+03
feld,handed,5.893554688e-01,4.106445312e-01,6.377708193e+03
feld,handed,5.898437500e-01,4.101562500e-01,6.377708193e+03
feld,handed,5.903320312e-01,4.096679688e-01,6.377708193e+03
feld,handed,5.908203125e-01,4.091796875e-01,6.377708193e+03
feld,handed,5.913085938e-01,4.086914062e-01,6.377708193e+03
feld,handed,5.917968750e-01,4.082031250e-01,6.377708193e+03
feld,handed,5.922851562e-01,4.077148438e-01,6.377708193e+03
feld,handed,5.927734375e-01,4.072265625e-01,6.377708193e+03
feld,handed,5.932617188e-01,4.067382812e-01,6.377708193e+03
feld,handed,5.937500000e-01,4.062500000e-01,6.377708193e+03
feld,handed,5.942382812e-01,4.057617188e-01,6.377708193e+03
feld,handed,5.947265625e-01,4.052734375e-01,6.377708193e+03
feld,handed,5.952148438e-01,4.047851562e-01,6.377708193e+03
feld,handed,5.957031250e-01,4.042968750e-01,6.377708193e+03
feld,handed,5.961914062e-01,4.038085938e-01,6.377708193e+03
feld,handed,5.966796875e-01,4.033203125e-01,6.377708193e+03
feld,handed,5.971679688e-01,4.028320312e-01,6.377708193e+03
feld,handed,5.976562500e-01,4.023437500e-01,6.377708193e+03
feld,handed,5.981445312e-01,4.018554688e-01,6.377708193e+03
feld,handed,5.986328125e-01,4.013671875e-01,6.377708193e+03
feld,handed,5.991210938e-01,4.008789062e-01,6.377708193e+03
feld,handed,5.996093750e-01,4.003906250e-01,6.377708193e+03
feld,handed,6.000976562e-01,3.999023438e-01,6.377708193e+03
feld,handed,6.005859375e-01,3.994140625e-01,6.377708193e+03
feld,handed,6.010742188e-01,3.989257812e-01,6.377708193e+03
feld,handed,6.015625000e-01,3.984375000e-01,6.377708193e+03
feld,handed,6.020507812e-01,3.979492188e-01,6.377708193e+03
feld,handed,6.025390625e-01,3.974609375e-01,6.377708193e+03
feld,handed,6.030273438e-01,3.969726563e-01,6.377708193e+03
feld,handed,6.035156250e-01,3.964843750e-01,6.377708193e+03
feld,handed,6.040039062e-01,3.959960938e-01,6.377708193e+03
feld,handed,6.044921875e-01,3.955078125e-01,6.377708193e+03
feld,handed,6.049804688e-01,3.950195313e-01,6.377708193e+03
feld,handed,6.054687500e-01,3.945312500e-01,6.377708193e+03
feld,handed,6.059570312e-01,3.940429688e-01,6.377708193e+03
feld,handed,6.064453125e-01,3.935546875e-01,6.377708193e+03
feld,handed,6.069335938e-01,3.930664063e-01,6.377708193e+03
feld,handed,6.074218750e-01,3.925781250e-01,6.377708193e+03
feld,handed,6.079101562e-01,3.920898438e-01,6.377708193e+03
feld,handed,6.083984375e-01,3.916015625e-01,6.377708193e+03
feld,handed,6.088867188e-01,3.911132812e-01,6.377708193e+03
feld,handed,6.093750000e-01,3.906250000e-01,6.377708193e+03
feld,handed,6.098632812e-01,3.901367188e-01,6.377708193e+03
feld,handed,6.103515625e-01,3.896484375e-01,6.377708193e+03
feld,handed,6.108398438e-01,3.891601562e-01,6.377708193e+03
feld,handed,6.113281250e-01,3.886718750e-01,6.377708193e+03
feld,handed,6.118164062e-01,3.881835937e-01,6.377708193e+03
feld,handed,6.123046875e-01,3.876953125e-01,6.377708193e+03
feld,handed,6.127929688e-01,3.872070312e-01,6.377708193e+03
feld,handed,6.132812500e-01,3.867187500e-01,6.377708193e+03
feld,handed,6.137695312e-01,3.862304687e-01,6.377708193e+03
feld,handed,6.142578125e-01,3.857421875e-01,6.377708193e+03
feld,handed,6.147460938e-01,3.852539062e-01,6.377708193e+03
feld,handed,6.152343750e-01,3.847656250e-01,6.377708193e+03
feld,handed,6.157226562e-01,3.842773437e-01,6.377708193e+03
feld,handed,6.162109375e-01,3.837890625e-01,6.377708193e+03
feld,handed,6.166992188e-01,3.833007812e-01,6.377708193e+03
feld,handed,6.171875000e-01,3.828125000e-01,6.377708193e+03
feld,handed,6.176757812e-01,3.823242188e-01,6.370908467e+03
feld,handed,6.181640625e-01,3.818359375e-01,6.365500644e+03
feld,handed,6.186523438e-01,3.813476562e-01,6.361495034e+03
feld,handed,6.191406250e-01,3.808593750e-01,6.358899296e+03
feld,handed,6.196289062e-01,3.803710938e-01,6.357718409e+03
feld,handed,6.201171875e-01,3.798828125e-01,6.357954637e+03
feld,handed,6.206054688e-01,3.793945312e-01,6.359607527e+03
feld,handed,6.210937500e-01,3.789062500e-01,6.362673908e+03
feld,handed,6.215820312e-01,3.784179688e-01,6.367147906e+03
feld,handed,6.220703125e-01,3.779296875e-01,6.373020971e+03
feld,handed,6.225585938e-01,3.774414062e-01,6.380281922e+03
feld,handed,6.230468750e-01,3.769531250e-01,6.388916994e+03
feld,handed,6.235351562e-01,3.764648438e-01,6.398909907e+03
feld,handed,6.240234375e-01,3.759765625e-01,6.410241942e+03
feld,handed,6.245117188e-01,3.754882812e-01,6.422892025e+03
feld,handed,6.250000000e-01,3.750000000e-01,6.436836825e+03
feld,handed,6.254882812e-01,3.745117188e-01,6.428113062e+03
feld,handed,6.259765625e-01,3.740234375e-01,6.422798703e+03
feld,handed,6.264648438e-01,3.735351562e-01,6.420924393e+03
feld,handed,6.269531250e-01,3.730468750e-01,6.422502824e+03
feld,handed,6.274414062e-01,3.725585938e-01,6.427528564e+03
feld,handed,6.279296875e-01,3.720703125e-01,6.435978111e+03
feld,handed,6.284179688e-01,3.715820312e-01,6.447810191e+03
feld,handed,6.289062500e-01,3.710937500e-01,6.462966280e+03
feld,handed,6.293945312e-01,3.706054688e-01,6.481371345e+03
feld,handed,6.298828125e-01,3.701171875e-01,6.502934781e+03
feld,handed,6.303710938e-01,3.696289062e-01,6.527551534e+03
feld,handed,6.308593750e-01,3.691406250e-01,6.555103363e+03
feld,handed,6.313476562e-01,3.686523438e-01,6.585460236e+03
feld,handed,6.318359375e-01,3.681640625e-01,6.618481817e+03
feld,handed,6.323242188e-01,3.676757812e-01,6.654019018e+03
feld,handed,6.328125000e-01,3.671875000e-01,6.691915583e+03
feld,handed,6.333007812e-01,3.666992188e-01,6.748276239e+03
feld,handed,6.337890625e-01,3.662109375e-01,6.797901778e+03
feld,handed,6.342773438e-01,3.657226562e-01,6.841193386e+03
feld,handed,6.347656250e-01,3.652343750e-01,6.878490443e+03
feld,handed,6.352539062e-01,3.647460938e-01,6.910077520e+03
feld,handed,6.357421875e-01,3.642578125e-01,6.936190028e+03
feld,handed,6.362304688e-01,3.637695312e-01,6.957018738e+03
feld,handed,6.367187500e-01,3.632812500e-01,6.972713355e+03
feld,handed,6.372070312e-01,3.627929688e-01,6.983385241e+03
feld,handed,6.376953125e-01,3.623046875e-01,6.989109418e+03
feld,handed,6.381835938e-01,3.618164062e-01,6.989925893e+03
feld,handed,6.386718750e-01,3.613281250e-01,6.985840359e+03
feld,handed,6.391601562e-01,3.608398438e-01,6.976824294e+03
feld,handed,6.396484375e-01,3.603515625e-01,6.962814466e+03
feld,handed,6.401367188e-01,3.598632812e-01,6.943711812e+03
feld,handed,6.406250000e-01,3.593750000e-01,6.919379674e+03
feld,handed,6.411132812e-01,3.588867188e-01,6.919379674e+03
feld,handed,6.416015625e-01,3.583984375e-01,6.919379674e+03
feld,handed,6.420898438e-01,3.579101562e-01,6.919379674e+03
feld,handed,6.425781250e-01,3.574218750e-01,6.919379674e+03
feld,handed,6.430664062e-01,3.569335938e-01,6.919379674e+03
feld,handed,6.435546875e-01,3.564453125e-01,6.919379674e+03
feld,handed,6.440429688e-01,3.559570312e-01,6.919379674e+03
feld,handed,6.445312500e-01,3.554687500e-01,6.919379674e+03
feld,handed,6.450195312e-01,3.549804688e-01,6.919379674e+03
feld,handed,6.455078125e-01,3.544921875e-01,6.919379674e+03
feld,handed,6.459960938e-01,3.540039062e-01,6.919379674e+03
feld,handed,6.464843750e-01,3.535156250e-01,6.919379674e+03
feld,handed,6.469726562e-01,3.530273438e-01,6.919379674e+03
feld,handed,6.474609375e-01,3.525390625e-01,6.919379674e+03
feld,handed,6.479492188e-01,3.520507812e-01,6.919379674e+03
feld,handed,6.484375000e-01,3.515625000e-01,6.919379674e+03
feld,handed,6.489257812e-01,3.510742188e-01,6.919379674e+03
feld,handed,6.494140625e-01,3.505859375e-01,6.919379674e+03
feld,handed,6.499023438e-01,3.500976562e-01,6.919379674e+03
feld,handed,6.503906250e-01,3.496093750e-01,6.919379674e+03
feld,handed,6.508789062e-01,3.491210938e-01,6.919379674e+03
feld,handed,6.513671875e-01,3.486328125e-01,6.919379674e+03
feld,handed,6.518554688e-01,3.481445312e-01,6.919379674e+03
feld,handed,6.523437500e-01,3.476562500e-01,6.919379674e+03
feld,handed,6.528320312e-01,3.471679688e-01,6.919379674e+03
feld,handed,6.533203125e-01,3.466796875e-01,6.919379674e+03
feld,handed,6.538085938e-01,3.461914062e-01,6.919379674e+03
feld,handed,6.542968750e-01,3.457031250e-01,6.919379674e+03
feld,handed,6.547851562e-01,3.452148438e-01,6.919379674e+03
feld,handed,6.552734375e-01,3.447265625e-01,6.919379674e+03
feld,handed,6.557617188e-01,3.442382812e-01,6.919379674e+03
feld,handed,6.562500000e-01,3.437500000e-01,6.919379674e+03
feld,handed,6.567382812e-01,3.432617188e-01,6.919379674e+03
feld,handed,6.572265625e-01,3.427734375e-01,6.919379674e+03
feld,handed,6.577148438e-01,3.422851562e-01,6.919379674e+03
feld,handed,6.582031250e-01,3.417968750e-01,6.919379674e+03
feld,handed,6.586914062e-01,3.413085938e-01,6.919379674e+03
feld,handed,6.591796875e-01,3.408203125e-01,6.919379674e+03
feld,handed,6.596679688e-01,3.403320312e-01,6.919379674e+03
feld,handed,6.601562500e-01,3.398437500e-01,6.919379674e+03
feld,handed,6.606445312e-01,3.393554688e-01,6.919379674e+03
feld,handed,6.611328125e-01,3.388671875e-01,6.919379674e+03
feld,handed,6.616210938e-01,3.383789062e-01,6.919379674e+03
feld,handed,6.621093750e-01,3.378906250e-01,6.919379674e+03
feld,handed,6.625976562e-01,3.374023438e-01,6.919379674e+03
feld,handed,6.630859375e-01,3.369140625e-01,6.919379674e+03
feld,handed,6.635742188e-01,3.364257812e-01,6.919379674e+03
feld,handed,6.640625000e-01,3.359375000e-01,6.919379674e+03
feld,handed,6.645507812e-01,3.354492188e-01,6.919379674e+03
feld,handed,6.650390625e-01,3.349609375e-01,6.919379674e+03
feld,handed,6.655273438e-01,3.344726562e-01,6.919379674e+03
feld,handed,6.660156250e-01,3.339843750e-01,6.919379674e+03
feld,handed,6.665039062e-01,3.334960938e-01,6.919379674e+03
feld,handed,6.669921875e-01,3.330078125e-01,6.919379674e+03
feld,handed,6.674804688e-01,3.325195312e-01,6.919379674e+03
feld,handed,6.679687500e-01,3.320312500e-01,6.919379674e+03
feld,handed,6.684570312e-01,3.315429688e-01,6.919379674e+03
feld,handed,6.689453125e-01,3.310546875e-01,6.919379674e+03
feld,handed,6.694335938e-01,3.305664062e-01,6.919379674e+03
feld,handed,6.699218750e-01,3.300781250e-01,6.919379674e+03
feld,handed,6.704101562e-01,3.295898438e-01,6.919379674e+03
feld,handed,6.708984375e-01,3.291015625e-01,6.919379674e+03
feld,handed,6.713867188e-01,3.286132812e-01,6.919379674e+03
feld,handed,6.718750000e-01,3.281250000e-01,6.919379674e+03
feld,handed,6.723632812e-01,3.276367188e-01,6.919379674e+03
feld,handed,6.728515625e-01,3.271484375e-01,6.919379674e+03
feld,handed,6.733398438e-01,3.266601562e-01,6.919379674e+03
feld,handed,6.738281250e-01,3.261718750e-01,6.919379674e+03
feld,handed,6.743164062e-01,3.256835938e-01,6.919379674e+03
feld,handed,6.748046875e-01,3.251953125e-01,6.919379674e+03
feld,handed,6.752929688e-01,3.247070312e-01,6.919379674e+03
feld,handed,6.757812500e-01,3.242187500e-01,6.919379674e+03
feld,handed,6.762695312e-01,3.237304688e-01,6.919379674e+03
feld,handed,6.767578125e-01,3.232421875e-01,6.919379674e+03
feld,handed,6.772460938e-01,3.227539062e-01,6.919379674e+03
feld,handed,6.777343750e-01,3.222656250e-01,6.919379674e+03
feld,handed,6.782226562e-01,3.217773438e-01,6.919379674e+03
feld,handed,6.787109375e-01,3.212890625e-01,6.919379674e+03
feld,handed,6.791992188e-01,3.208007812e-01,6.919379674e+03
feld,handed,6.796875000e-01,3.203125000e-01,6.919379674e+03
feld,handed,6.801757812e-01,3.198242188e-01,6.919379674e+03
feld,handed,6.806640625e-01,3.193359375e-01,6.919379674e+03
feld,handed,6.811523438e-01,3.188476562e-01,6.919379674e+03
feld,handed,6.816406250e-01,3.183593750e-01,6.919379674e+03
feld,handed,6.821289062e-01,3.178710938e-01,6.919379674e+03
feld,handed,6.826171875e-01,3.173828125e-01,6.919379674e+03
feld,handed,6.831054688e-01,3.168945312e-01,6.919379674e+03
feld,handed,6.835937500e-01,3.164062500e-01,6.919379674e+03
feld,handed,6.840820312e-01,3.159179688e-01,6.919379674e+03
feld,handed,6.845703125e-01,3.154296875e-01,6.919379674e+03
feld,handed,6.850585938e-01,3.149414062e-01,6.919379674e+03
feld,handed,6.855468750e-01,3.144531250e-01,6.919379674e+03
feld,handed,6.860351562e-01,3.139648438e-01,6.919379674e+03
feld,handed,6.865234375e-01,3.134765625e-01,6.919379674e+03
feld,handed,6.870117188e-01,3.129882812e-01,6.919379674e+03
feld,handed,6.875000000e-01,3.125000000e-01,6.919379674e+03
feld,handed,6.879882812e-01,3.120117188e-01,6.919379674e+03
feld,handed,6.884765625e-01,3.115234375e-01,6.919379674e+03
feld,handed,6.889648438e-01,3.110351562e-01,6.919379674e+03
feld,handed,6.894531250e-01,3.105468750e-01,6.919379674e+03
feld,handed,6.899414062e-01,3.100585938e-01,6.919379674e+03
feld,handed,6.904296875e-01,3.095703125e-01,6.919379674e+03
feld,handed,6.909179688e-01,3.090820312e-01,6.919379674e+03
feld,handed,6.914062500e-01,3.085937500e-01,6.919379674e+03
feld,handed,6.918945312e-01,3.081054688e-01,6.919379674e+03
feld,handed,6.923828125e-01,3.076171875e-01,6.919379674e+03
feld,handed,6.928710938e-01,3.071289062e-01,6.919379674e+03
feld,handed,6.933593750e-01,3.066406250e-01,6.919379674e+03
feld,handed,6.938476562e-01,3.061523438e-01,6.919379674e+03
feld,handed,6.943359375e-01,3.056640625e-01,6.919379674e+03
feld,handed,6.948242188e-01,3.051757812e-01,6.919379674e+03
feld,handed,6.953125000e-01,3.046875000e-01,6.919379674e+03
feld,handed,6.958007812e-01,3.041992188e-01,6.896108939e+03
feld,handed,6.962890625e-01,3.037109375e-01,6.877540048e+03
feld,handed,6.967773438e-01,3.032226562e-01,6.863750565e+03
feld,handed,6.972656250e-01,3.027343750e-01,6.854798499e+03
feld,handed,6.977539062e-01,3.022460938e-01,6.850721697e+03
feld,handed,6.982421875e-01,3.017578125e-01,6.851537442e+03
feld,handed,6.987304688e-01,3.012695312e-01,6.857242274e+03
feld,handed,6.992187500e-01,3.007812500e-01,6.867812023e+03
feld,handed,6.997070312e-01,3.002929688e-01,6.883202068e+03
feld,handed,7.001953125e-01,2.998046875e-01,6.903347803e+03
feld,handed,7.006835938e-01,2.993164062e-01,6.928165314e+03
feld,handed,7.011718750e-01,2.988281250e-01,6.957552239e+03
feld,handed,7.016601562e-01,2.983398438e-01,6.991388814e+03
feld,handed,7.021484375e-01,2.978515625e-01,7.029539067e+03
feld,handed,7.026367188e-01,2.973632812e-01,7.071852146e+03
feld,handed,7.031250000e-01,2.968750000e-01,7.118163761e+03
feld,handed,7.036132812e-01,2.963867188e-01,7.156852803e+03
feld,handed,7.041015625e-01,2.958984375e-01,7.193123431e+03
feld,handed,7.045898438e-01,2.954101562e-01,7.227034617e+03
feld,handed,7.050781250e-01,2.949218750e-01,7.258641022e+03
feld,handed,7.055664062e-01,2.944335938e-01,7.287993212e+03
feld,handed,7.060546875e-01,2.939453125e-01,7.315137858e+03
feld,handed,7.065429688e-01,2.934570312e-01,7.340117924e+03
feld,handed,7.070312500e-01,2.929687500e-01,7.362972825e+03
feld,handed,7.075195312e-01,2.924804688e-01,7.383738581e+03
feld,handed,7.080078125e-01,2.919921875e-01,7.402447953e+03
feld,handed,7.084960938e-01,2.915039062e-01,7.419130562e+03
feld,handed,7.089843750e-01,2.910156250e-01,7.433813003e+03
feld,handed,7.094726562e-01,2.905273438e-01,7.446518937e+03
feld,handed,7.099609375e-01,2.900390625e-01,7.457269182e+03
feld,handed,7.104492188e-01,2.895507812e-01,7.466081786e+03
feld,handed,7.109375000e-01,2.890625000e-01,7.472972095e+03
feld,handed,7.114257812e-01,2.885742188e-01,7.507178457e+03
feld,handed,7.119140625e-01,2.880859375e-01,7.537734051e+03
feld,handed,7.124023438e-01,2.875976562e-01,7.564730705e+03
feld,handed,7.128906250e-01,2.871093750e-01,7.588248558e+03
feld,handed,7.133789062e-01,2.866210938e-01,7.608356662e+03
feld,handed,7.138671875e-01,2.861328125e-01,7.625113503e+03
feld,handed,7.143554688e-01,2.856445312e-01,7.638567427e+03
feld,handed,7.148437500e-01,2.851562500e-01,7.648756996e+03
feld,handed,7.153320312e-01,2.846679688e-01,7.655711263e+03
feld,handed,7.158203125e-01,2.841796875e-01,7.659449983e+03
feld,handed,7.163085938e-01,2.836914062e-01,7.659983750e+03
feld,handed,7.167968750e-01,2.832031250e-01,7.657314075e+03
feld,handed,7.172851562e-01,2.827148438e-01,7.651433398e+03
feld,handed,7.177734375e-01,2.822265625e-01,7.642325028e+03
feld,handed,7.182617188e-01,2.817382812e-01,7.629963032e+03
feld,handed,7.187500000e-01,2.812500000e-01,7.614312046e+03
feld,handed,7.192382812e-01,2.807617188e-01,7.614312046e+03
feld,handed,7.197265625e-01,2.802734375e-01,7.614312046e+03
feld,handed,7.202148438e-01,2.797851562e-01,7.614312046e+03
feld,handed,7.207031250e-01,2.792968750e-01,7.614312046e+03
feld,handed,7.211914062e-01,2.788085938e-01,7.614312046e+03
feld,handed,7.216796875e-01,2.783203125e-01,7.614312046e+03
feld,handed,7.221679688e-01,2.778320312e-01,7.614312046e+03
feld,handed,7.226562500e-01,2.773437500e-01,7.614312046e+03
feld,handed,7.231445312e-01,2.768554688e-01,7.614312046e+03
feld,handed,7.236328125e-01,2.763671875e-01,7.614312046e+03
feld,handed,7.241210938e-01,2.758789062e-01,7.614312046e+03
