# Materialgebiet je Zelle
i,j,region
208,19,vacuum
209,19,vacuum
210,19,vacuum
211,19,vacuum
212,19,vacuum
213,19,vacuum
214,19,vacuum
215,19,vacuum
216,19,vacuum
217,19,vacuum
218,19,vacuum
219,19,vacuum
220,19,vacuum
221,19,vacuum
222,19,vacuum
223,19,vacuum
224,19,vacuum
225,19,vacuum
226,19,vacuum
227,19,vacuum
228,19,vacuum
229,19,vacuum
230,19,vacuum
231,19,vacuum
232,19,vacuum
233,19,vacuum
234,19,vacuum
235,19,vacuum
236,19,vacuum
237,19,vacuum
0,20,vacuum
1,20,vacuum
2,20,vacuum
3,20,vacuum
4,20,vacuum
5,20,vacuum
6,20,vacuum
7,20,vacuum
8,20,vacuum
9,20,vacuum
10,20,vacuum
11,20,vacuum
12,20,vacuum
13,20,vacuum
14,20,vacuum
15,20,vacuum
16,20,vacuum
17,20,vacuum
18,20,vacuum
19,20,vacuum
20,20,vacuum
21,20,vacuum
22,20,vacuum
23,20,vacuum
24,20,vacuum
25,20,vacuum
26,20,vacuum
27,20,vacuum
28,20,vacuum
29,20,vacuum
30,20,vacuum
31,20,vacuum
32,20,vacuum
33,20,vacuum
34,20,vacuum
35,20,vacuum
36,20,vacuum
37,20,vacuum
38,20,vacuum
39,20,vacuum
40,20,vacuum
41,20,vacuum
42,20,vacuum
43,20,vacuum
44,20,vacuum
45,20,vacuum
46,20,vacuum
47,20,vacuum
48,20,vacuum
49,20,vacuum
50,20,vacuum
51,20,vacuum
52,20,vacuum
53,20,vacuum
54,20,vacuum
55,20,vacuum
56,20,vacuum
57,20,vacuum
58,20,vacuum
59,20,vacuum
60,20,vacuum
61,20,vacuum
62,20,vacuum
63,20,vacuum
64,20,vacuum
65,20,vacuum
66,20,vacuum
67,20,vacuum
68,20,vacuum
69,20,vacuum
70,20,vacuum
71,20,vacuum
72,20,vacuum
73,20,vacuum
74,20,vacuum
75,20,vacuum
76,20,vacuum
77,20,vacuum
78,20,vacuum
79,20,vacuum
80,20,vacuum
81,20,vacuum
82,20,vacuum
83,20,vacuum
84,20,vacuum
85,20,vacuum
86,20,vacuum
87,20,vacuum
88,20,vacuum
89,20,vacuum
90,20,vacuum
91,20,vacuum
92,20,vacuum
93,20,vacuum
94,20,vacuum
95,20,vacuum
96,20,vacuum
97,20,vacuum
98,20,vacuum
99,20,vacuum
100,20,vacuum
101,20,vacuum
102,20,vacuum
103,20,vacuum
104,20,vacuum
105,20,vacuum
106,20,vacuum
107,20,vacuum
108,20,vacuum
109,20,vacuum
110,20,vacuum
111,20,vacuum
112,20,vacuum
113,20,vacuum
114,20,vacuum
115,20,vacuum
116,20,vacuum
117,20,vacuum
118,20,vacuum
119,20,vacuum
120,20,vacuum
121,20,vacuum
122,20,vacuum
123,20,vacuum
124,20,vacuum
125,20,vacuum
126,20,vacuum
127,20,vacuum
128,20,vacuum
129,20,vacuum
130,20,vacuum
131,20,vacuum
132,20,vacuum
133,20,vacuum
134,20,vacuum
135,20,vacuum
136,20,vacuum
137,20,vacuum
138,20,vacuum
139,20,vacuum
140,20,vacuum
141,20,vacuum
142,20,vacuum
143,20,vacuum
144,20,vacuum
145,20,vacuum
146,20,vacuum
147,20,vacuum
148,20,vacuum
149,20,vacuum
150,20,vacuum
151,20,vacuum
152,20,vacuum
153,20,vacuum
154,20,vacuum
155,20,vacuum
156,20,vacuum
157,20,vacuum
158,20,vacuum
159,20,vacuum
160,20,vacuum
161,20,vacuum
162,20,vacuum
163,20,vacuum
164,20,vacuum
165,20,vacuum
166,20,vacuum
167,20,vacuum
168,20,vacuum
169,20,vacuum
170,20,vacuum
171,20,vacuum
172,20,vacuum
173,20,vacuum
174,20,vacuum
175,20,vacuum
176,20,vacuum
177,20,vacuum
178,20,vacuum
179,20,vacuum
180,20,vacuum
181,20,vacuum
182,20,vacuum
183,20,vacuum
184,20,vacuum
185,20,vacuum
186,20,vacuum
187,20,vacuum
188,20,vacuum
189,20,vacuum
190,20,vacuum
191,20,vacuum
192,20,vacuum
193,20,vacuum
194,20,vacuum
195,20,vacuum
196,20,vacuum
197,20,vacuum
198,20,vacuum
199,20,vacuum
200,20,vacuum
201,20,vacuum
202,20,vacuum
203,20,vacuum
204,20,vacuum
205,20,vacuum
206,20,vacuum
207,20,vacuum
208,20,vacuum
209,20,vacuum
210,20,vacuum
211,20,vacuum
212,20,vacuum
213,20,vacuum
214,20,vacuum
215,20,vacuum
216,20,vacuum
217,20,vacuum
218,20,vacuum
219,20,vacuum
220,20,vacuum
221,20,vacuum
222,20,vacuum
223,20,vacuum
224,20,vacuum
225,20,vacuum
226,20,vacuum
227,20,vacuum
228,20,vacuum
229,20,vacuum
230,20,vacuum
231,20,vacuum
232,20,vacuum
233,20,vacuum
234,20,vacuum
235,20,vacuum
236,20,vacuum
237,20,vacuum
0,21,vacuum
1,21,vacuum
2,21,vacuum
3,21,vacuum
4,21,vacuum
5,21,vacuum
6,21,vacuum
7,21,vacuum
8,21,vacuum
9,21,vacuum
10,21,vacuum
11,21,vacuum
12,21,vacuum
13,21,vacuum
14,21,vacuum
15,21,vacuum
16,21,vacuum
17,21,vacuum
18,21,vacuum
19,21,vacuum
20,21,vacuum
21,21,vacuum
22,21,vacuum
23,21,vacuum
24,21,vacuum
25,21,vacuum
26,21,vacuum
27,21,vacuum
28,21,vacuum
29,21,vacuum
30,21,vacuum
31,21,vacuum
32,21,vacuum
33,21,vacuum
34,21,vacuum
35,21,vacuum
36,21,vacuum
37,21,vacuum
38,21,vacuum
39,21,vacuum
40,21,vacuum
41,21,vacuum
42,21,vacuum
43,21,vacuum
44,21,vacuum
45,21,vacuum
46,21,vacuum
47,21,vacuum
48,21,vacuum
49,21,vacuum
50,21,vacuum
51,21,vacuum
52,21,vacuum
53,21,vacuum
54,21,vacuum
55,21,vacuum
56,21,vacuum
57,21,vacuum
58,21,vacuum
59,21,vacuum
60,21,vacuum
61,21,vacuum
62,21,vacuum
63,21,vacuum
64,21,vacuum
65,21,vacuum
66,21,vacuum
67,21,vacuum
68,21,vacuum
69,21,vacuum
70,21,vacuum
71,21,vacuum
72,21,vacuum
73,21,vacuum
74,21,vacuum
75,21,vacuum
76,21,vacuum
77,21,vacuum
78,21,vacuum
79,21,vacuum
80,21,vacuum
81,21,vacuum
82,21,vacuum
83,21,vacuum
84,21,vacuum
85,21,vacuum
86,21,vacuum
87,21,vacuum
88,21,vacuum
89,21,vacuum
90,21,vacuum
91,21,vacuum
92,21,vacuum
93,21,vacuum
94,21,vacuum
95,21,vacuum
96,21,vacuum
97,21,vacuum
98,21,vacuum
99,21,vacuum
100,21,vacuum
101,21,vacuum
102,21,vacuum
103,21,vacuum
104,21,vacuum
105,21,vacuum
106,21,vacuum
107,21,vacuum
108,21,vacuum
109,21,vacuum
110,21,vacuum
111,21,vacuum
112,21,vacuum
113,21,vacuum
114,21,vacuum
115,21,vacuum
116,21,vacuum
117,21,vacuum
118,21,vacuum
119,21,vacuum
120,21,vacuum
121,21,vacuum
122,21,vacuum
123,21,vacuum
124,21,vacuum
125,21,vacuum
126,21,vacuum
127,21,vacuum
128,21,vacuum
129,21,vacuum
130,21,vacuum
131,21,vacuum
132,21,vacuum
133,21,vacuum
134,21,vacuum
135,21,vacuum
136,21,vacuum
137,21,vacuum
138,21,vacuum
139,21,vacuum
140,21,vacuum
141,21,vacuum
142,21,vacuum
143,21,vacuum
144,21,vacuum
145,21,vacuum
146,21,vacuum
147,21,vacuum
148,21,vacuum
149,21,vacuum
150,21,vacuum
151,21,vacuum
152,21,vacuum
153,21,vacuum
154,21,vacuum
155,21,vacuum
156,21,vacuum
157,21,vacuum
158,21,vacuum
159,21,vacuum
160,21,vacuum
161,21,vacuum
162,21,vacuum
163,21,vacuum
164,21,vacuum
165,21,vacuum
166,21,vacuum
167,21,vacuum
168,21,vacuum
169,21,vacuum
170,21,vacuum
171,21,vacuum
172,21,vacuum
173,21,vacuum
174,21,vacuum
175,21,vacuum
176,21,vacuum
177,21,vacuum
178,21,vacuum
179,21,vacuum
180,21,vacuum
181,21,vacuum
182,21,vacuum
183,21,vacuum
184,21,vacuum
185,21,vacuum
186,21,vacuum
187,21,vacuum
188,21,vacuum
189,21,vacuum
190,21,vacuum
191,21,vacuum
192,21,vacuum
193,21,vacuum
194,21,vacuum
195,21,vacuum
196,21,vacuum
197,21,vacuum
198,21,vacuum
199,21,vacuum
200,21,vacuum
201,21,vacuum
202,21,vacuum
203,21,vacuum
204,21,vacuum
205,21,vacuum
206,21,vacuum
207,21,vacuum
208,21,vacuum
209,21,vacuum
210,21,vacuum
211,21,vacuum
212,21,vacuum
213,21,vacuum
214,21,vacuum
215,21,vacuum
216,21,vacuum
217,21,vacuum
218,21,vacuum
219,21,vacuum
220,21,vacuum
221,21,vacuum
222,21,vacuum
223,21,vacuum
224,21,vacuum
225,21,vacuum
226,21,vacuum
227,21,vacuum
228,21,vacuum
229,21,vacuum
230,21,vacuum
231,21,vacuum
232,21,vacuum
233,21,vacuum
234,21,vacuum
235,21,vacuum
236,21,vacuum
237,21,vacuum
0,22,vacuum
1,22,vacuum
2,22,vacuum
3,22,vacuum
4,22,vacuum
5,22,vacuum
6,22,vacuum
7,22,vacuum
8,22,vacuum
9,22,vacuum
10,22,vacuum
11,22,vacuum
12,22,vacuum
13,22,vacuum
14,22,vacuum
15,22,vacuum
16,22,vacuum
17,22,vacuum
18,22,vacuum
19,22,vacuum
20,22,vacuum
21,22,vacuum
22,22,vacuum
23,22,vacuum
24,22,vacuum
25,22,vacuum
26,22,vacuum
27,22,vacuum
28,22,vacuum
29,22,vacuum
30,22,vacuum
31,22,vacuum
32,22,vacuum
33,22,vacuum
34,22,vacuum
35,22,vacuum
36,22,vacuum
37,22,vacuum
38,22,vacuum
39,22,vacuum
40,22,vacuum
41,22,vacuum
42,22,vacuum
43,22,vacuum
44,22,vacuum
45,22,vacuum
46,22,vacuum
47,22,vacuum
48,22,vacuum
49,22,vacuum
50,22,vacuum
51,22,vacuum
52,22,vacuum
53,22,vacuum
54,22,vacuum
55,22,vacuum
56,22,vacuum
57,22,vacuum
58,22,vacuum
59,22,vacuum
60,22,vacuum
61,22,vacuum
62,22,vacuum
63,22,vacuum
64,22,vacuum
65,22,vacuum
66,22,vacuum
67,22,vacuum
68,22,vacuum
69,22,vacuum
70,22,vacuum
71,22,vacuum
72,22,vacuum
73,22,vacuum
74,22,vacuum
75,22,vacuum
76,22,vacuum
77,22,vacuum
78,22,vacuum
79,22,vacuum
80,22,vacuum
81,22,vacuum
82,22,vacuum
83,22,vacuum
84,22,vacuum
85,22,vacuum
86,22,vacuum
87,22,vacuum
88,22,vacuum
89,22,vacuum
90,22,vacuum
91,22,vacuum
92,22,vacuum
93,22,vacuum
94,22,vacuum
95,22,vacuum
96,22,vacuum
97,22,vacuum
98,22,vacuum
99,22,vacuum
100,22,vacuum
101,22,vacuum
102,22,vacuum
103,22,vacuum
104,22,vacuum
105,22,vacuum
106,22,vacuum
107,22,vacuum
108,22,vacuum
109,22,vacuum
110,22,vacuum
111,22,vacuum
112,22,vacuum
113,22,vacuum
114,22,vacuum
115,22,vacuum
116,22,vacuum
117,22,vacuum
118,22,vacuum
119,22,vacuum
120,22,vacuum
121,22,vacuum
122,22,vacuum
123,22,vacuum
124,22,vacuum
125,22,vacuum
126,22,vacuum
127,22,vacuum
128,22,vacuum
129,22,vacuum
130,22,vacuum
131,22,vacuum
132,22,vacuum
133,22,vacuum
134,22,vacuum
135,22,vacuum
136,22,vacuum
137,22,vacuum
138,22,vacuum
139,22,vacuum
140,22,vacuum
141,22,vacuum
142,22,vacuum
143,22,vacuum
144,22,vacuum
145,22,vacuum
146,22,vacuum
147,22,vacuum
148,22,vacuum
149,22,vacuum
150,22,vacuum
151,22,vacuum
152,22,vacuum
153,22,vacuum
154,22,vacuum
155,22,vacuum
156,22,vacuum
157,22,vacuum
158,22,vacuum
159,22,vacuum
160,22,vacuum
161,22,vacuum
162,22,vacuum
163,22,vacuum
164,22,vacuum
165,22,vacuum
166,22,vacuum
167,22,vacuum
168,22,vacuum
169,22,vacuum
170,22,vacuum
171,22,vacuum
172,22,vacuum
173,22,vacuum
174,22,vacuum
175,22,vacuum
176,22,vacuum
177,22,vacuum
178,22,vacuum
179,22,vacuum
180,22,vacuum
181,22,vacuum
182,22,vacuum
183,22,vacuum
184,22,vacuum
185,22,vacuum
186,22,vacuum
187,22,vacuum
188,22,vacuum
189,22,vacuum
190,22,vacuum
191,22,vacuum
192,22,vacuum
193,22,vacuum
194,22,vacuum
195,22,vacuum
196,22,vacuum
197,22,vacuum
198,22,vacuum
199,22,vacuum
200,22,vacuum
201,22,vacuum
202,22,vacuum
203,22,vacuum
204,22,vacuum
205,22,vacuum
206,22,vacuum
207,22,vacuum
208,22,vacuum
209,22,vacuum
210,22,vacuum
211,22,vacuum
212,22,vacuum
213,22,vacuum
214,22,vacuum
215,22,vacuum
216,22,vacuum
217,22,vacuum
218,22,vacuum
219,22,vacuum
220,22,vacuum
221,22,vacuum
222,22,vacuum
223,22,vacuum
224,22,vacuum
225,22,vacuum
226,22,vacuum
227,22,vacuum
228,22,vacuum
229,22,vacuum
230,22,vacuum
231,22,vacuum
232,22,vacuum
233,22,vacuum
234,22,vacuum
235,22,vacuum
236,22,vacuum
237,22,vacuum
0,23,vacuum
1,23,vacuum
2,23,vacuum
3,23,vacuum
4,23,vacuum
5,23,vacuum
6,23,vacuum
7,23,vacuum
8,23,vacuum
9,23,vacuum
10,23,vacuum
11,23,vacuum
12,23,vacuum
13,23,vacuum
14,23,vacuum
15,23,vacuum
16,23,vacuum
17,23,vacuum
18,23,vacuum
19,23,vacuum
20,23,vacuum
21,23,vacuum
22,23,vacuum
23,23,vacuum
24,23,vacuum
25,23,vacuum
26,23,vacuum
27,23,vacuum
28,23,vacuum
29,23,vacuum
30,23,vacuum
31,23,vacuum
32,23,vacuum
33,23,vacuum
34,23,vacuum
35,23,vacuum
36,23,vacuum
37,23,vacuum
38,23,vacuum
39,23,vacuum
40,23,vacuum
41,23,vacuum
42,23,vacuum
43,23,vacuum
44,23,vacuum
45,23,vacuum
46,23,vacuum
47,23,vacuum
48,23,vacuum
49,23,vacuum
50,23,vacuum
51,23,vacuum
52,23,vacuum
53,23,vacuum
54,23,vacuum
55,23,vacuum
56,23,vacuum
57,23,vacuum
58,23,vacuum
59,23,vacuum
60,23,vacuum
61,23,vacuum
62,23,vacuum
63,23,vacuum
64,23,vacuum
65,23,vacuum
66,23,vacuum
67,23,vacuum
68,23,vacuum
69,23,vacuum
70,23,vacuum
71,23,vacuum
72,23,vacuum
73,23,vacuum
74,23,vacuum
75,23,vacuum
76,23,vacuum
77,23,vacuum
78,23,vacuum
79,23,vacuum
80,23,vacuum
81,23,vacuum
82,23,vacuum
83,23,vacuum
84,23,vacuum
85,23,vacuum
86,23,vacuum
87,23,vacuum
88,23,vacuum
89,23,vacuum
90,23,vacuum
91,23,vacuum
92,23,vacuum
93,23,vacuum
94,23,vacuum
95,23,vacuum
96,23,vacuum
97,23,vacuum
98,23,vacuum
99,23,vacuum
100,23,vacuum
101,23,vacuum
102,23,vacuum
103,23,vacuum
104,23,vacuum
105,23,vacuum
106,23,vacuum
107,23,vacuum
108,23,vacuum
109,23,vacuum
110,23,vacuum
111,23,vacuum
112,23,vacuum
113,23,vacuum
114,23,vacuum
115,23,vacuum
116,23,vacuum
117,23,vacuum
118,23,vacuum
119,23,vacuum
120,23,vacuum
121,23,vacuum
122,23,vacuum
123,23,vacuum
124,23,vacuum
125,23,vacuum
126,23,vacuum
127,23,vacuum
128,23,vacuum
129,23,vacuum
130,23,vacuum
131,23,vacuum
132,23,vacuum
133,23,vacuum
134,23,vacuum
135,23,vacuum
136,23,vacuum
137,23,vacuum
138,23,vacuum
139,23,vacuum
140,23,vacuum
141,23,vacuum
142,23,vacuum
143,23,vacuum
144,23,vacuum
145,23,vacuum
146,23,vacuum
147,23,vacuum
148,23,vacuum
149,23,vacuum
150,23,vacuum
151,23,vacuum
152,23,vacuum
153,23,vacuum
154,23,vacuum
155,23,vacuum
156,23,vacuum
157,23,vacuum
158,23,vacuum
159,23,vacuum
160,23,vacuum
161,23,vacuum
162,23,vacuum
163,23,vacuum
164,23,vacuum
165,23,vacuum
166,23,vacuum
167,23,vacuum
168,23,vacuum
169,23,vacuum
170,23,vacuum
171,23,vacuum
172,23,vacuum
173,23,vacuum
174,23,vacuum
175,23,vacuum
176,23,vacuum
177,23,vacuum
178,23,vacuum
179,23,vacuum
180,23,vacuum
181,23,vacuum
182,23,vacuum
183,23,vacuum
184,23,vacuum
185,23,vacuum
186,23,vacuum
187,23,vacuum
188,23,vacuum
189,23,vacuum
190,23,vacuum
191,23,vacuum
192,23,vacuum
193,23,vacuum
194,23,vacuum
195,23,vacuum
196,23,vacuum
197,23,vacuum
198,23,vacuum
199,23,vacuum
200,23,vacuum
201,23,vacuum
202,23,vacuum
203,23,vacuum
204,23,vacuum
205,23,vacuum
206,23,vacuum
207,23,vacuum
208,23,vacuum
209,23,vacuum
210,23,vacuum
211,23,vacuum
212,23,vacuum
213,23,vacuum
214,23,vacuum
215,23,vacuum
216,23,vacuum
217,23,vacuum
218,23,vacuum
219,23,vacuum
220,23,vacuum
221,23,vacuum
222,23,vacuum
223,23,vacuum
224,23,vacuum
225,23,vacuum
226,23,vacuum
227,23,vacuum
228,23,vacuum
229,23,vacuum
230,23,vacuum
231,23,vacuum
232,23,vacuum
233,23,vacuum
234,23,vacuum
235,23,vacuum
236,23,vacuum
237,23,vacuum
0,24,vacuum
1,24,vacuum
2,24,vacuum
3,24,vacuum
4,24,vacuum
5,24,vacuum
6,24,vacuum
7,24,vacuum
8,24,vacuum
9,24,vacuum
10,24,vacuum
11,24,vacuum
12,24,vacuum
13,24,vacuum
14,24,vacuum
15,24,vacuum
16,24,vacuum
17,24,vacuum
18,24,vacuum
19,24,vacuum
20,24,vacuum
21,24,vacuum
22,24,vacuum
23,24,vacuum
24,24,vacuum
25,24,vacuum
26,24,vacuum
27,24,vacuum
28,24,vacuum
29,24,vacuum
30,24,vacuum
31,24,vacuum
32,24,vacuum
33,24,vacuum
34,24,vacuum
35,24,vacuum
36,24,vacuum
37,24,vacuum
38,24,vacuum
39,24,vacuum
40,24,vacuum
41,24,vacuum
42,24,vacuum
43,24,vacuum
44,24,vacuum
45,24,vacuum
46,24,vacuum
47,24,vacuum
48,24,vacuum
49,24,vacuum
50,24,vacuum
51,24,vacuum
52,24,vacuum
53,24,vacuum
54,24,vacuum
55,24,vacuum
56,24,vacuum
57,24,vacuum
58,24,vacuum
59,24,vacuum
60,24,vacuum
61,24,vacuum
62,24,vacuum
63,24,vacuum
64,24,vacuum
65,24,vacuum
66,24,vacuum
67,24,vacuum
68,24,vacuum
69,24,vacuum
70,24,vacuum
71,24,vacuum
72,24,vacuum
73,24,vacuum
74,24,vacuum
75,24,vacuum
76,24,vacuum
77,24,vacuum
78,24,vacuum
79,24,vacuum
80,24,vacuum
81,24,vacuum
82,24,vacuum
83,24,vacuum
84,24,vacuum
85,24,vacuum
86,24,vacuum
87,24,vacuum
88,24,vacuum
89,24,vacuum
90,24,vacuum
91,24,vacuum
92,24,vacuum
93,24,vacuum
94,24,vacuum
95,24,vacuum
96,24,vacuum
97,24,vacuum
98,24,vacuum
99,24,vacuum
100,24,vacuum
101,24,vacuum
102,24,vacuum
103,24,vacuum
104,24,vacuum
105,24,vacuum
106,24,vacuum
107,24,vacuum
108,24,vacuum
109,24,vacuum
110,24,vacuum
111,24,vacuum
112,24,vacuum
113,24,vacuum
114,24,vacuum
115,24,vacuum
116,24,vacuum
117,24,vacuum
118,24,vacuum
119,24,vacuum
120,24,vacuum
121,24,vacuum
122,24,vacuum
123,24,vacuum
124,24,vacuum
125,24,vacuum
126,24,vacuum
127,24,vacuum
128,24,vacuum
129,24,vacuum
130,24,vacuum
131,24,vacuum
132,24,vacuum
133,24,vacuum
134,24,vacuum
135,24,vacuum
136,24,vacuum
137,24,vacuum
138,24,vacuum
139,24,vacuum
140,24,vacuum
141,24,vacuum
142,24,vacuum
143,24,vacuum
144,24,vacuum
145,24,vacuum
146,24,vacuum
147,24,vacuum
148,24,vacuum
149,24,vacuum
150,24,vacuum
151,24,vacuum
152,24,vacuum
153,24,vacuum
154,24,vacuum
155,24,vacuum
156,24,vacuum
157,24,vacuum
158,24,vacuum
159,24,vacuum
160,24,vacuum
161,24,vacuum
162,24,vacuum
163,24,vacuum
164,24,vacuum
165,24,vacuum
166,24,vacuum
167,24,vacuum
168,24,vacuum
169,24,vacuum
170,24,vacuum
171,24,vacuum
172,24,vacuum
173,24,vacuum
174,24,vacuum
175,24,vacuum
176,24,vacuum
177,24,vacuum
178,24,vacuum
179,24,vacuum
180,24,vacuum
181,24,vacuum
182,24,vacuum
183,24,vacuum
184,24,vacuum
185,24,vacuum
186,24,vacuum
187,24,vacuum
188,24,vacuum
189,24,vacuum
190,24,vacuum
191,24,vacuum
192,24,vacuum
193,24,vacuum
194,24,vacuum
195,24,vacuum
196,24,vacuum
197,24,vacuum
198,24,vacuum
199,24,vacuum
200,24,vacuum
201,24,vacuum
202,24,vacuum
203,24,vacuum
204,24,vacuum
205,24,vacuum
206,24,vacuum
207,24,vacuum
208,24,vacuum
209,24,vacuum
210,24,vacuum
211,24,vacuum
212,24,vacuum
213,24,vacuum
214,24,vacuum
215,24,vacuum
216,24,vacuum
217,24,vacuum
218,24,vacuum
219,24,vacuum
220,24,vacuum
221,24,vacuum
222,24,vacuum
223,24,vacuum
224,24,vacuum
225,24,vacuum
226,24,vacuum
227,24,vacuum
228,24,vacuum
229,24,vacuum
230,24,vacuum
231,24,vacuum
232,24,vacuum
233,24,vacuum
234,24,vacuum
235,24,vacuum
236,24,vacuum
237,24,vacuum
0,25,vacuum
1,25,vacuum
2,25,vacuum
3,25,vacuum
4,25,vacuum
5,25,vacuum
6,25,vacuum
7,25,vacuum
8,25,vacuum
9,25,vacuum
10,25,vacuum
11,25,vacuum
12,25,vacuum
13,25,vacuum
14,25,vacuum
15,25,vacuum
16,25,vacuum
17,25,vacuum
18,25,vacuum
19,25,vacuum
20,25,vacuum
21,25,vacuum
22,25,vacuum
23,25,vacuum
24,25,vacuum
25,25,vacuum
26,25,vacuum
27,25,vacuum
28,25,vacuum
29,25,vacuum
30,25,vacuum
31,25,vacuum
32,25,vacuum
33,25,vacuum
34,25,vacuum
35,25,vacuum
36,25,vacuum
37,25,vacuum
38,25,vacuum
39,25,vacuum
40,25,vacuum
41,25,vacuum
42,25,vacuum
43,25,vacuum
44,25,vacuum
45,25,vacuum
46,25,vacuum
47,25,vacuum
48,25,vacuum
49,25,vacuum
50,25,vacuum
51,25,vacuum
52,25,vacuum
53,25,vacuum
54,25,vacuum
55,25,vacuum
56,25,vacuum
57,25,vacuum
58,25,vacuum
59,25,vacuum
60,25,vacuum
61,25,vacuum
62,25,vacuum
63,25,vacuum
64,25,vacuum
65,25,vacuum
66,25,vacuum
67,25,vacuum
68,25,vacuum
69,25,vacuum
70,25,vacuum
71,25,vacuum
72,25,vacuum
73,25,vacuum
74,25,vacuum
75,25,vacuum
76,25,vacuum
77,25,vacuum
78,25,vacuum
79,25,vacuum
80,25,vacuum
81,25,vacuum
82,25,vacuum
83,25,vacuum
84,25,vacuum
85,25,vacuum
86,25,vacuum
87,25,vacuum
88,25,vacuum
89,25,vacuum
90,25,vacuum
91,25,vacuum
92,25,vacuum
93,25,vacuum
94,25,vacuum
95,25,vacuum
96,25,vacuum
97,25,vacuum
98,25,vacuum
99,25,vacuum
100,25,vacuum
101,25,vacuum
102,25,vacuum
103,25,vacuum
104,25,vacuum
105,25,vacuum
106,25,vacuum
107,25,vacuum
108,25,vacuum
109,25,vacuum
110,25,vacuum
111,25,vacuum
112,25,vacuum
113,25,vacuum
114,25,vacuum
115,25,vacuum
116,25,vacuum
117,25,vacuum
118,25,vacuum
119,25,vacuum
120,25,vacuum
121,25,vacuum
122,25,vacuum
123,25,vacuum
124,25,vacuum
125,25,vacuum
126,25,vacuum
127,25,vacuum
128,25,vacuum
129,25,vacuum
130,25,vacuum
131,25,vacuum
132,25,vacuum
133,25,vacuum
134,25,vacuum
135,25,vacuum
136,25,vacuum
137,25,vacuum
138,25,vacuum
139,25,vacuum
140,25,vacuum
141,25,vacuum
142,25,vacuum
143,25,vacuum
144,25,vacuum
145,25,vacuum
146,25,vacuum
147,25,vacuum
148,25,vacuum
149,25,vacuum
150,25,vacuum
151,25,vacuum
152,25,vacuum
153,25,vacuum
154,25,vacuum
155,25,vacuum
156,25,vacuum
157,25,vacuum
158,25,vacuum
159,25,vacuum
160,25,vacuum
161,25,vacuum
162,25,vacuum
163,25,vacuum
164,25,vacuum
165,25,vacuum
166,25,vacuum
167,25,vacuum
168,25,vacuum
169,25,vacuum
170,25,vacuum
171,25,vacuum
172,25,vacuum
173,25,vacuum
174,25,vacuum
175,25,vacuum
176,25,vacuum
177,25,vacuum
178,25,vacuum
179,25,vacuum
180,25,vacuum
181,25,vacuum
182,25,vacuum
183,25,vacuum
184,25,vacuum
185,25,vacuum
186,25,vacuum
187,25,vacuum
188,25,vacuum
189,25,vacuum
190,25,vacuum
191,25,vacuum
192,25,vacuum
193,25,vacuum
194,25,vacuum
195,25,vacuum
196,25,vacuum
197,25,vacuum
198,25,vacuum
199,25,vacuum
200,25,vacuum
201,25,vacuum
202,25,vacuum
203,25,vacuum
204,25,vacuum
205,25,vacuum
206,25,vacuum
207,25,vacuum
208,25,vacuum
209,25,vacuum
210,25,vacuum
211,25,vacuum
212,25,vacuum
213,25,vacuum
214,25,vacuum
215,25,vacuum
216,25,vacuum
217,25,vacuum
218,25,vacuum
219,25,vacuum
220,25,vacuum
221,25,vacuum
222,25,vacuum
223,25,vacuum
224,25,vacuum
225,25,vacuum
226,25,vacuum
227,25,vacuum
228,25,vacuum
229,25,vacuum
230,25,vacuum
231,25,vacuum
232,25,vacuum
233,25,vacuum
234,25,vacuum
235,25,vacuum
236,25,vacuum
237,25,vacuum
0,26,vacuum
1,26,vacuum
2,26,vacuum
3,26,vacuum
4,26,vacuum
5,26,vacuum
6,26,vacuum
7,26,vacuum
8,26,vacuum
9,26,vacuum
10,26,vacuum
11,26,vacuum
12,26,vacuum
13,26,vacuum
14,26,vacuum
15,26,vacuum
16,26,vacuum
17,26,vacuum
18,26,vacuum
19,26,vacuum
20,26,vacuum
21,26,vacuum
22,26,vacuum
23,26,vacuum
24,26,vacuum
25,26,vacuum
26,26,vacuum
27,26,vacuum
28,26,vacuum
29,26,vacuum
30,26,vacuum
31,26,vacuum
32,26,vacuum
33,26,vacuum
34,26,vacuum
35,26,vacuum
36,26,vacuum
37,26,vacuum
38,26,vacuum
39,26,vacuum
40,26,vacuum
41,26,vacuum
42,26,vacuum
43,26,vacuum
44,26,vacuum
45,26,vacuum
46,26,vacuum
47,26,vacuum
48,26,vacuum
49,26,vacuum
50,26,vacuum
51,26,vacuum
52,26,vacuum
53,26,vacuum
54,26,vacuum
55,26,vacuum
56,26,vacuum
57,26,vacuum
58,26,vacuum
59,26,vacuum
60,26,vacuum
61,26,vacuum
62,26,vacuum
63,26,vacuum
64,26,vacuum
65,26,vacuum
66,26,vacuum
67,26,vacuum
68,26,vacuum
69,26,vacuum
70,26,vacuum
71,26,vacuum
72,26,vacuum
73,26,vacuum
74,26,vacuum
75,26,vacuum
76,26,vacuum
77,26,vacuum
78,26,vacuum
79,26,vacuum
80,26,vacuum
81,26,vacuum
82,26,vacuum
83,26,vacuum
84,26,vacuum
85,26,vacuum
86,26,vacuum
87,26,vacuum
88,26,vacuum
89,26,vacuum
90,26,vacuum
91,26,vacuum
92,26,vacuum
93,26,vacuum
94,26,vacuum
