# Materialgebiet je Zelle
i,j,region
90,139,vacuum
91,139,vacuum
92,139,vacuum
93,139,vacuum
94,139,vacuum
95,139,vacuum
96,139,vacuum
97,139,vacuum
98,139,vacuum
99,139,vacuum
100,139,vacuum
101,139,vacuum
102,139,vacuum
103,139,vacuum
104,139,vacuum
105,139,vacuum
106,139,vacuum
107,139,vacuum
108,139,vacuum
109,139,vacuum
110,139,vacuum
111,139,vacuum
112,139,vacuum
113,139,vacuum
114,139,vacuum
115,139,vacuum
116,139,vacuum
117,139,vacuum
118,139,vacuum
119,139,vacuum
120,139,vacuum
121,139,vacuum
122,139,vacuum
123,139,vacuum
124,139,vacuum
125,139,vacuum
126,139,vacuum
127,139,vacuum
128,139,vacuum
129,139,vacuum
130,139,vacuum
131,139,vacuum
132,139,vacuum
133,139,vacuum
134,139,vacuum
135,139,vacuum
136,139,vacuum
137,139,vacuum
138,139,vacuum
139,139,vacuum
140,139,vacuum
141,139,vacuum
142,139,vacuum
143,139,vacuum
144,139,vacuum
145,139,vacuum
146,139,vacuum
147,139,vacuum
148,139,vacuum
149,139,vacuum
150,139,vacuum
151,139,vacuum
152,139,vacuum
153,139,vacuum
154,139,vacuum
155,139,vacuum
156,139,vacuum
157,139,vacuum
158,139,vacuum
159,139,vacuum
160,139,vacuum
161,139,vacuum
162,139,vacuum
163,139,vacuum
164,139,vacuum
165,139,vacuum
166,139,vacuum
167,139,vacuum
168,139,vacuum
169,139,vacuum
170,139,vacuum
171,139,vacuum
172,139,vacuum
173,139,vacuum
174,139,vacuum
175,139,vacuum
176,139,vacuum
177,139,vacuum
178,139,vacuum
179,139,vacuum
180,139,vacuum
181,139,vacuum
182,139,vacuum
183,139,vacuum
184,139,vacuum
185,139,vacuum
186,139,vacuum
187,139,vacuum
188,139,vacuum
189,139,vacuum
190,139,vacuum
191,139,vacuum
192,139,vacuum
193,139,vacuum
194,139,vacuum
195,139,vacuum
196,139,vacuum
197,139,vacuum
198,139,vacuum
199,139,vacuum
200,139,vacuum
201,139,vacuum
202,139,vacuum
203,139,vacuum
204,139,vacuum
205,139,vacuum
206,139,vacuum
207,139,vacuum
208,139,vacuum
209,139,vacuum
210,139,vacuum
211,139,vacuum
212,139,vacuum
213,139,vacuum
214,139,vacuum
215,139,vacuum
216,139,vacuum
217,139,vacuum
218,139,vacuum
219,139,vacuum
220,139,vacuum
221,139,vacuum
222,139,vacuum
223,139,vacuum
224,139,vacuum
225,139,vacuum
226,139,vacuum
227,139,vacuum
228,139,vacuum
229,139,vacuum
230,139,vacuum
231,139,vacuum
232,139,vacuum
233,139,vacuum
234,139,vacuum
235,139,vacuum
236,139,vacuum
237,139,vacuum
0,140,vacuum
1,140,vacuum
2,140,vacuum
3,140,vacuum
4,140,vacuum
5,140,vacuum
6,140,vacuum
7,140,vacuum
8,140,vacuum
9,140,vacuum
10,140,vacuum
11,140,vacuum
12,140,vacuum
13,140,vacuum
14,140,vacuum
15,140,vacuum
16,140,vacuum
17,140,vacuum
18,140,vacuum
19,140,vacuum
20,140,vacuum
21,140,vacuum
22,140,vacuum
23,140,vacuum
24,140,vacuum
25,140,vacuum
26,140,vacuum
27,140,vacuum
28,140,vacuum
29,140,vacuum
30,140,vacuum
31,140,vacuum
32,140,vacuum
33,140,vacuum
34,140,vacuum
35,140,vacuum
36,140,vacuum
37,140,vacuum
38,140,vacuum
39,140,vacuum
40,140,vacuum
41,140,vacuum
42,140,vacuum
43,140,vacuum
44,140,vacuum
45,140,vacuum
46,140,vacuum
47,140,vacuum
48,140,vacuum
49,140,vacuum
50,140,vacuum
51,140,vacuum
52,140,vacuum
53,140,vacuum
54,140,vacuum
55,140,vacuum
56,140,vacuum
57,140,vacuum
58,140,vacuum
59,140,vacuum
60,140,vacuum
61,140,vacuum
62,140,vacuum
63,140,vacuum
64,140,vacuum
65,140,vacuum
66,140,vacuum
67,140,vacuum
68,140,vacuum
69,140,vacuum
70,140,vacuum
71,140,vacuum
72,140,vacuum
73,140,vacuum
74,140,vacuum
75,140,vacuum
76,140,vacuum
77,140,vacuum
78,140,vacuum
79,140,vacuum
80,140,vacuum
81,140,vacuum
82,140,vacuum
83,140,vacuum
84,140,vacuum
85,140,vacuum
86,140,vacuum
87,140,vacuum
88,140,vacuum
89,140,vacuum
90,140,vacuum
91,140,vacuum
92,140,vacuum
93,140,vacuum
94,140,vacuum
95,140,vacuum
96,140,vacuum
97,140,vacuum
98,140,vacuum
99,140,vacuum
100,140,vacuum
101,140,vacuum
102,140,vacuum
103,140,vacuum
104,140,vacuum
105,140,vacuum
106,140,vacuum
107,140,vacuum
108,140,vacuum
109,140,vacuum
110,140,vacuum
111,140,vacuum
112,140,vacuum
113,140,vacuum
114,140,vacuum
115,140,vacuum
116,140,vacuum
117,140,vacuum
118,140,vacuum
119,140,vacuum
120,140,vacuum
121,140,vacuum
122,140,vacuum
123,140,vacuum
124,140,vacuum
125,140,vacuum
126,140,vacuum
127,140,vacuum
128,140,vacuum
129,140,vacuum
130,140,vacuum
131,140,vacuum
132,140,vacuum
133,140,vacuum
134,140,vacuum
135,140,vacuum
136,140,vacuum
137,140,vacuum
138,140,vacuum
139,140,vacuum
140,140,vacuum
141,140,vacuum
142,140,vacuum
143,140,vacuum
144,140,vacuum
145,140,vacuum
146,140,vacuum
147,140,vacuum
148,140,vacuum
149,140,vacuum
150,140,vacuum
151,140,vacuum
152,140,vacuum
153,140,vacuum
154,140,vacuum
155,140,vacuum
156,140,vacuum
157,140,vacuum
158,140,vacuum
159,140,vacuum
160,140,vacuum
161,140,vacuum
162,140,vacuum
163,140,vacuum
164,140,vacuum
165,140,vacuum
166,140,vacuum
167,140,vacuum
168,140,vacuum
169,140,vacuum
170,140,vacuum
171,140,vacuum
172,140,vacuum
173,140,vacuum
174,140,vacuum
175,140,vacuum
176,140,vacuum
177,140,vacuum
178,140,vacuum
179,140,vacuum
180,140,vacuum
181,140,vacuum
182,140,vacuum
183,140,vacuum
184,140,vacuum
185,140,vacuum
186,140,vacuum
187,140,vacuum
188,140,vacuum
189,140,vacuum
190,140,vacuum
191,140,vacuum
192,140,vacuum
193,140,vacuum
194,140,vacuum
195,140,vacuum
196,140,vacuum
197,140,vacuum
198,140,vacuum
199,140,vacuum
200,140,vacuum
201,140,vacuum
202,140,vacuum
203,140,vacuum
204,140,vacuum
205,140,vacuum
206,140,vacuum
207,140,vacuum
208,140,vacuum
209,140,vacuum
210,140,vacuum
211,140,vacuum
212,140,vacuum
213,140,vacuum
214,140,vacuum
215,140,vacuum
216,140,vacuum
217,140,vacuum
218,140,vacuum
219,140,vacuum
220,140,vacuum
221,140,vacuum
222,140,vacuum
223,140,vacuum
224,140,vacuum
225,140,vacuum
226,140,vacuum
227,140,vacuum
228,140,vacuum
229,140,vacuum
230,140,vacuum
231,140,vacuum
232,140,vacuum
233,140,vacuum
234,140,vacuum
235,140,vacuum
236,140,vacuum
237,140,vacuum
0,141,vacuum
1,141,vacuum
2,141,vacuum
3,141,vacuum
4,141,vacuum
5,141,vacuum
6,141,vacuum
7,141,vacuum
8,141,vacuum
9,141,vacuum
10,141,vacuum
11,141,vacuum
12,141,vacuum
13,141,vacuum
14,141,vacuum
15,141,vacuum
16,141,vacuum
17,141,vacuum
18,141,vacuum
19,141,vacuum
20,141,vacuum
21,141,vacuum
22,141,vacuum
23,141,vacuum
24,141,vacuum
25,141,vacuum
26,141,vacuum
27,141,vacuum
28,141,vacuum
29,141,vacuum
30,141,vacuum
31,141,vacuum
32,141,vacuum
33,141,vacuum
34,141,vacuum
35,141,vacuum
36,141,vacuum
37,141,vacuum
38,141,vacuum
39,141,vacuum
40,141,vacuum
41,141,vacuum
42,141,vacuum
43,141,vacuum
44,141,vacuum
45,141,vacuum
46,141,vacuum
47,141,vacuum
48,141,vacuum
49,141,vacuum
50,141,vacuum
51,141,vacuum
52,141,vacuum
53,141,vacuum
54,141,vacuum
55,141,vacuum
56,141,vacuum
57,141,vacuum
58,141,vacuum
59,141,vacuum
60,141,vacuum
61,141,vacuum
62,141,vacuum
63,141,vacuum
64,141,vacuum
65,141,vacuum
66,141,vacuum
67,141,vacuum
68,141,vacuum
69,141,vacuum
70,141,vacuum
71,141,vacuum
72,141,vacuum
73,141,vacuum
74,141,vacuum
75,141,vacuum
76,141,vacuum
77,141,vacuum
78,141,vacuum
79,141,vacuum
80,141,vacuum
81,141,vacuum
82,141,vacuum
83,141,vacuum
84,141,vacuum
85,141,vacuum
86,141,vacuum
87,141,vacuum
88,141,vacuum
89,141,vacuum
90,141,vacuum
91,141,vacuum
92,141,vacuum
93,141,vacuum
94,141,vacuum
95,141,vacuum
96,141,vacuum
97,141,vacuum
98,141,vacuum
99,141,vacuum
100,141,vacuum
101,141,vacuum
102,141,vacuum
103,141,vacuum
104,141,vacuum
105,141,vacuum
106,141,vacuum
107,141,vacuum
108,141,vacuum
109,141,vacuum
110,141,vacuum
111,141,vacuum
112,141,vacuum
113,141,vacuum
114,141,vacuum
115,141,vacuum
116,141,vacuum
117,141,vacuum
118,141,vacuum
119,141,vacuum
120,141,vacuum
121,141,vacuum
122,141,vacuum
123,141,vacuum
124,141,vacuum
125,141,vacuum
126,141,vacuum
127,141,vacuum
128,141,vacuum
129,141,vacuum
130,141,vacuum
131,141,vacuum
132,141,vacuum
133,141,vacuum
134,141,vacuum
135,141,vacuum
136,141,vacuum
137,141,vacuum
138,141,vacuum
139,141,vacuum
140,141,vacuum
141,141,vacuum
142,141,vacuum
143,141,vacuum
144,141,vacuum
145,141,vacuum
146,141,vacuum
147,141,vacuum
148,141,vacuum
149,141,vacuum
150,141,vacuum
151,141,vacuum
152,141,vacuum
153,141,vacuum
154,141,vacuum
155,141,vacuum
156,141,vacuum
157,141,vacuum
158,141,vacuum
159,141,vacuum
160,141,vacuum
161,141,vacuum
162,141,vacuum
163,141,vacuum
164,141,vacuum
165,141,vacuum
166,141,vacuum
167,141,vacuum
168,141,vacuum
169,141,vacuum
170,141,vacuum
171,141,vacuum
172,141,vacuum
173,141,vacuum
174,141,vacuum
175,141,vacuum
176,141,vacuum
177,141,vacuum
178,141,vacuum
179,141,vacuum
180,141,vacuum
181,141,vacuum
182,141,vacuum
183,141,vacuum
184,141,vacuum
185,141,vacuum
186,141,vacuum
187,141,vacuum
188,141,vacuum
189,141,vacuum
190,141,vacuum
191,141,vacuum
192,141,vacuum
193,141,vacuum
194,141,vacuum
195,141,vacuum
196,141,vacuum
197,141,vacuum
198,141,vacuum
199,141,vacuum
200,141,vacuum
201,141,vacuum
202,141,vacuum
203,141,vacuum
204,141,vacuum
205,141,vacuum
206,141,vacuum
207,141,vacuum
208,141,vacuum
209,141,vacuum
210,141,vacuum
211,141,vacuum
212,141,vacuum
213,141,vacuum
214,141,vacuum
215,141,vacuum
216,141,vacuum
217,141,vacuum
218,141,vacuum
219,141,vacuum
220,141,vacuum
221,141,vacuum
222,141,vacuum
223,141,vacuum
224,141,vacuum
225,141,vacuum
226,141,vacuum
227,141,vacuum
228,141,vacuum
229,141,vacuum
230,141,vacuum
231,141,vacuum
232,141,vacuum
233,141,vacuum
234,141,vacuum
235,141,vacuum
236,141,vacuum
237,141,vacuum
0,142,vacuum
1,142,vacuum
2,142,vacuum
3,142,vacuum
4,142,vacuum
5,142,vacuum
6,142,vacuum
7,142,vacuum
8,142,vacuum
9,142,vacuum
10,142,vacuum
11,142,vacuum
12,142,vacuum
13,142,vacuum
14,142,vacuum
15,142,vacuum
16,142,vacuum
17,142,vacuum
18,142,vacuum
19,142,vacuum
20,142,vacuum
21,142,vacuum
22,142,vacuum
23,142,vacuum
24,142,vacuum
25,142,vacuum
26,142,vacuum
27,142,vacuum
28,142,vacuum
29,142,vacuum
30,142,vacuum
31,142,vacuum
32,142,vacuum
33,142,vacuum
34,142,vacuum
35,142,vacuum
36,142,vacuum
37,142,vacuum
38,142,vacuum
39,142,vacuum
40,142,vacuum
41,142,vacuum
42,142,vacuum
43,142,vacuum
44,142,vacuum
45,142,vacuum
46,142,vacuum
47,142,vacuum
48,142,vacuum
49,142,vacuum
50,142,vacuum
51,142,vacuum
52,142,vacuum
53,142,vacuum
54,142,vacuum
55,142,vacuum
56,142,vacuum
57,142,vacuum
58,142,vacuum
59,142,vacuum
60,142,vacuum
61,142,vacuum
62,142,vacuum
63,142,vacuum
64,142,vacuum
65,142,vacuum
66,142,vacuum
67,142,vacuum
68,142,vacuum
69,142,vacuum
70,142,vacuum
71,142,vacuum
72,142,vacuum
73,142,vacuum
74,142,vacuum
75,142,vacuum
76,142,vacuum
77,142,vacuum
78,142,vacuum
79,142,vacuum
80,142,vacuum
81,142,vacuum
82,142,vacuum
83,142,vacuum
84,142,vacuum
85,142,vacuum
86,142,vacuum
87,142,vacuum
88,142,vacuum
89,142,vacuum
90,142,vacuum
91,142,vacuum
92,142,vacuum
93,142,vacuum
94,142,vacuum
95,142,vacuum
96,142,vacuum
97,142,vacuum
98,142,vacuum
99,142,vacuum
100,142,vacuum
101,142,vacuum
102,142,vacuum
103,142,vacuum
104,142,vacuum
105,142,vacuum
106,142,vacuum
107,142,vacuum
108,142,vacuum
109,142,vacuum
110,142,vacuum
111,142,vacuum
112,142,vacuum
113,142,vacuum
114,142,vacuum
115,142,vacuum
116,142,vacuum
117,142,vacuum
118,142,vacuum
119,142,vacuum
120,142,vacuum
121,142,vacuum
122,142,vacuum
123,142,vacuum
124,142,vacuum
125,142,vacuum
126,142,vacuum
127,142,vacuum
128,142,vacuum
129,142,vacuum
130,142,vacuum
131,142,vacuum
132,142,vacuum
133,142,vacuum
134,142,vacuum
135,142,vacuum
136,142,vacuum
137,142,vacuum
138,142,vacuum
139,142,vacuum
140,142,vacuum
141,142,vacuum
142,142,vacuum
143,142,vacuum
144,142,vacuum
145,142,vacuum
146,142,vacuum
147,142,vacuum
148,142,vacuum
149,142,vacuum
150,142,vacuum
151,142,vacuum
152,142,vacuum
153,142,vacuum
154,142,vacuum
155,142,vacuum
156,142,vacuum
157,142,vacuum
158,142,vacuum
159,142,vacuum
160,142,vacuum
161,142,vacuum
162,142,vacuum
163,142,vacuum
164,142,vacuum
165,142,vacuum
166,142,vacuum
167,142,vacuum
168,142,vacuum
169,142,vacuum
170,142,vacuum
171,142,vacuum
172,142,vacuum
173,142,vacuum
174,142,vacuum
175,142,vacuum
176,142,vacuum
177,142,vacuum
178,142,vacuum
179,142,vacuum
180,142,vacuum
181,142,vacuum
182,142,vacuum
183,142,vacuum
184,142,vacuum
185,142,vacuum
186,142,vacuum
187,142,vacuum
188,142,vacuum
189,142,vacuum
190,142,vacuum
191,142,vacuum
192,142,vacuum
193,142,vacuum
194,142,vacuum
195,142,vacuum
196,142,vacuum
197,142,vacuum
198,142,vacuum
199,142,vacuum
200,142,vacuum
201,142,vacuum
202,142,vacuum
203,142,vacuum
204,142,vacuum
205,142,vacuum
206,142,vacuum
207,142,vacuum
208,142,vacuum
209,142,vacuum
210,142,vacuum
211,142,vacuum
212,142,vacuum
213,142,vacuum
214,142,vacuum
215,142,vacuum
216,142,vacuum
217,142,vacuum
218,142,vacuum
219,142,vacuum
220,142,vacuum
221,142,vacuum
222,142,vacuum
223,142,vacuum
224,142,vacuum
225,142,vacuum
226,142,vacuum
227,142,vacuum
228,142,vacuum
229,142,vacuum
230,142,vacuum
231,142,vacuum
232,142,vacuum
233,142,vacuum
234,142,vacuum
235,142,vacuum
236,142,vacuum
237,142,vacuum
0,143,vacuum
1,143,vacuum
2,143,vacuum
3,143,vacuum
4,143,vacuum
5,143,vacuum
6,143,vacuum
7,143,vacuum
8,143,vacuum
9,143,vacuum
10,143,vacuum
11,143,vacuum
12,143,vacuum
13,143,vacuum
14,143,vacuum
15,143,vacuum
16,143,vacuum
17,143,vacuum
18,143,vacuum
19,143,vacuum
20,143,vacuum
21,143,vacuum
22,143,vacuum
23,143,vacuum
24,143,vacuum
25,143,vacuum
26,143,vacuum
27,143,vacuum
28,143,vacuum
29,143,vacuum
30,143,vacuum
31,143,vacuum
32,143,vacuum
33,143,vacuum
34,143,vacuum
35,143,vacuum
36,143,vacuum
37,143,vacuum
38,143,vacuum
39,143,vacuum
40,143,vacuum
41,143,vacuum
42,143,vacuum
43,143,vacuum
44,143,vacuum
45,143,vacuum
46,143,vacuum
47,143,vacuum
48,143,vacuum
49,143,vacuum
50,143,vacuum
51,143,vacuum
52,143,vacuum
53,143,vacuum
54,143,vacuum
55,143,vacuum
56,143,vacuum
57,143,vacuum
58,143,vacuum
59,143,vacuum
60,143,vacuum
61,143,vacuum
62,143,vacuum
63,143,vacuum
64,143,vacuum
65,143,vacuum
66,143,vacuum
67,143,vacuum
68,143,vacuum
69,143,vacuum
70,143,vacuum
71,143,vacuum
72,143,vacuum
73,143,vacuum
74,143,vacuum
75,143,vacuum
76,143,vacuum
77,143,vacuum
78,143,vacuum
79,143,vacuum
80,143,vacuum
81,143,vacuum
82,143,vacuum
83,143,vacuum
84,143,vacuum
85,143,vacuum
86,143,vacuum
87,143,vacuum
88,143,vacuum
89,143,vacuum
90,143,vacuum
91,143,vacuum
92,143,vacuum
93,143,vacuum
94,143,vacuum
95,143,vacuum
96,143,vacuum
97,143,vacuum
98,143,vacuum
99,143,vacuum
100,143,vacuum
101,143,vacuum
102,143,vacuum
103,143,vacuum
104,143,vacuum
105,143,vacuum
106,143,vacuum
107,143,vacuum
108,143,vacuum
109,143,vacuum
110,143,vacuum
111,143,vacuum
112,143,vacuum
113,143,vacuum
114,143,vacuum
115,143,vacuum
116,143,vacuum
117,143,vacuum
118,143,vacuum
119,143,vacuum
120,143,vacuum
121,143,vacuum
122,143,vacuum
123,143,vacuum
124,143,vacuum
125,143,vacuum
126,143,vacuum
127,143,vacuum
128,143,vacuum
129,143,vacuum
130,143,vacuum
131,143,vacuum
132,143,vacuum
133,143,vacuum
134,143,vacuum
135,143,vacuum
136,143,vacuum
137,143,vacuum
138,143,vacuum
139,143,vacuum
140,143,vacuum
141,143,vacuum
142,143,vacuum
143,143,vacuum
144,143,vacuum
145,143,vacuum
146,143,vacuum
147,143,vacuum
148,143,vacuum
149,143,vacuum
150,143,vacuum
151,143,vacuum
152,143,vacuum
153,143,vacuum
154,143,vacuum
155,143,vacuum
156,143,vacuum
157,143,vacuum
158,143,vacuum
159,143,vacuum
160,143,vacuum
161,143,vacuum
162,143,vacuum
163,143,vacuum
164,143,vacuum
165,143,vacuum
166,143,vacuum
167,143,vacuum
168,143,vacuum
169,143,vacuum
170,143,vacuum
171,143,vacuum
172,143,vacuum
173,143,vacuum
174,143,vacuum
175,143,vacuum
176,143,vacuum
177,143,vacuum
178,143,vacuum
179,143,vacuum
180,143,vacuum
181,143,vacuum
182,143,vacuum
183,143,vacuum
184,143,vacuum
185,143,vacuum
186,143,vacuum
187,143,vacuum
188,143,vacuum
189,143,vacuum
190,143,vacuum
191,143,vacuum
192,143,vacuum
193,143,vacuum
194,143,vacuum
195,143,vacuum
196,143,vacuum
197,143,vacuum
198,143,vacuum
199,143,vacuum
200,143,vacuum
201,143,vacuum
202,143,vacuum
203,143,vacuum
204,143,vacuum
205,143,vacuum
206,143,vacuum
207,143,vacuum
208,143,vacuum
209,143,vacuum
210,143,vacuum
211,143,vacuum
212,143,vacuum
213,143,vacuum
214,143,vacuum
215,143,vacuum
216,143,vacuum
217,143,vacuum
218,143,vacuum
219,143,vacuum
220,143,vacuum
221,143,vacuum
222,143,vacuum
223,143,vacuum
224,143,vacuum
225,143,vacuum
226,143,vacuum
227,143,vacuum
228,143,vacuum
229,143,vacuum
230,143,vacuum
231,143,vacuum
232,143,vacuum
233,143,vacuum
234,143,vacuum
235,143,vacuum
236,143,vacuum
237,143,vacuum
0,144,vacuum
1,144,vacuum
2,144,vacuum
3,144,vacuum
4,144,vacuum
5,144,vacuum
6,144,vacuum
7,144,vacuum
8,144,vacuum
9,144,vacuum
10,144,vacuum
11,144,vacuum
12,144,vacuum
13,144,vacuum
14,144,vacuum
15,144,vacuum
16,144,vacuum
17,144,vacuum
18,144,vacuum
19,144,vacuum
20,144,vacuum
21,144,vacuum
22,144,vacuum
23,144,vacuum
24,144,vacuum
25,144,vacuum
26,144,vacuum
27,144,vacuum
28,144,vacuum
29,144,vacuum
30,144,vacuum
31,144,vacuum
32,144,vacuum
33,144,vacuum
34,144,vacuum
35,144,vacuum
36,144,vacuum
37,144,vacuum
38,144,vacuum
39,144,vacuum
40,144,vacuum
41,144,vacuum
42,144,vacuum
43,144,vacuum
44,144,vacuum
45,144,vacuum
46,144,vacuum
47,144,vacuum
48,144,vacuum
49,144,vacuum
50,144,vacuum
51,144,vacuum
52,144,vacuum
53,144,vacuum
54,144,vacuum
55,144,vacuum
56,144,vacuum
57,144,vacuum
58,144,vacuum
59,144,vacuum
60,144,vacuum
61,144,vacuum
62,144,vacuum
63,144,vacuum
64,144,vacuum
65,144,vacuum
66,144,vacuum
67,144,vacuum
68,144,vacuum
69,144,vacuum
70,144,vacuum
71,144,vacuum
72,144,vacuum
73,144,vacuum
74,144,vacuum
75,144,vacuum
76,144,vacuum
77,144,vacuum
78,144,vacuum
79,144,vacuum
80,144,vacuum
81,144,vacuum
82,144,vacuum
83,144,vacuum
84,144,vacuum
85,144,vacuum
86,144,vacuum
87,144,vacuum
88,144,vacuum
89,144,vacuum
90,144,vacuum
91,144,vacuum
92,144,vacuum
93,144,vacuum
94,144,vacuum
95,144,vacuum
96,144,vacuum
97,144,vacuum
98,144,vacuum
99,144,vacuum
100,144,vacuum
101,144,vacuum
102,144,vacuum
103,144,vacuum
104,144,vacuum
105,144,vacuum
106,144,vacuum
107,144,vacuum
108,144,vacuum
109,144,vacuum
110,144,vacuum
111,144,vacuum
112,144,vacuum
113,144,vacuum
114,144,vacuum
115,144,vacuum
116,144,vacuum
117,144,vacuum
118,144,vacuum
119,144,vacuum
120,144,vacuum
121,144,vacuum
122,144,vacuum
123,144,vacuum
124,144,vacuum
125,144,vacuum
126,144,vacuum
127,144,vacuum
128,144,vacuum
129,144,vacuum
130,144,vacuum
131,144,vacuum
132,144,vacuum
133,144,vacuum
134,144,vacuum
135,144,vacuum
136,144,vacuum
137,144,vacuum
138,144,vacuum
139,144,vacuum
140,144,vacuum
141,144,vacuum
142,144,vacuum
143,144,vacuum
144,144,vacuum
145,144,vacuum
146,144,vacuum
147,144,vacuum
148,144,vacuum
149,144,vacuum
150,144,vacuum
151,144,vacuum
152,144,vacuum
153,144,vacuum
154,144,vacuum
155,144,vacuum
156,144,vacuum
157,144,vacuum
158,144,vacuum
159,144,vacuum
160,144,vacuum
161,144,vacuum
162,144,vacuum
163,144,vacuum
164,144,vacuum
165,144,vacuum
166,144,vacuum
167,144,vacuum
168,144,vacuum
169,144,vacuum
170,144,vacuum
171,144,vacuum
172,144,vacuum
173,144,vacuum
174,144,vacuum
175,144,vacuum
176,144,vacuum
177,144,vacuum
178,144,vacuum
179,144,vacuum
180,144,vacuum
181,144,vacuum
182,144,vacuum
183,144,vacuum
184,144,vacuum
185,144,vacuum
186,144,vacuum
187,144,vacuum
188,144,vacuum
189,144,vacuum
190,144,vacuum
191,144,vacuum
192,144,vacuum
193,144,vacuum
194,144,vacuum
195,144,vacuum
196,144,vacuum
197,144,vacuum
198,144,vacuum
199,144,vacuum
200,144,vacuum
201,144,vacuum
202,144,vacuum
203,144,vacuum
204,144,vacuum
205,144,vacuum
206,144,vacuum
207,144,vacuum
208,144,vacuum
209,144,vacuum
210,144,vacuum
211,144,vacuum
212,144,vacuum
213,144,vacuum
214,144,vacuum
215,144,vacuum
216,144,vacuum
217,144,vacuum
218,144,vacuum
219,144,vacuum
220,144,vacuum
221,144,vacuum
222,144,vacuum
223,144,vacuum
224,144,vacuum
225,144,vacuum
226,144,vacuum
227,144,vacuum
228,144,vacuum
229,144,vacuum
230,144,vacuum
231,144,vacuum
232,144,vacuum
233,144,vacuum
234,144,vacuum
235,144,vacuum
236,144,vacuum
237,144,vacuum
0,145,vacuum
1,145,vacuum
2,145,vacuum
3,145,vacuum
4,145,vacuum
5,145,vacuum
6,145,vacuum
7,145,vacuum
8,145,vacuum
9,145,vacuum
10,145,vacuum
11,145,vacuum
12,145,vacuum
13,145,vacuum
14,145,vacuum
15,145,vacuum
16,145,vacuum
17,145,vacuum
18,145,vacuum
19,145,vacuum
20,145,vacuum
21,145,vacuum
22,145,vacuum
23,145,vacuum
24,145,vacuum
25,145,vacuum
26,145,vacuum
27,145,vacuum
28,145,vacuum
29,145,vacuum
30,145,vacuum
31,145,vacuum
32,145,vacuum
33,145,vacuum
34,145,vacuum
35,145,vacuum
36,145,vacuum
37,145,vacuum
38,145,vacuum
39,145,vacuum
40,145,vacuum
41,145,vacuum
42,145,vacuum
43,145,vacuum
44,145,vacuum
45,145,vacuum
46,145,vacuum
47,145,vacuum
48,145,vacuum
49,145,vacuum
50,145,vacuum
51,145,vacuum
52,145,vacuum
53,145,vacuum
54,145,vacuum
55,145,vacuum
56,145,vacuum
57,145,vacuum
58,145,vacuum
59,145,vacuum
60,145,vacuum
61,145,vacuum
62,145,vacuum
63,145,vacuum
64,145,vacuum
65,145,vacuum
66,145,vacuum
67,145,vacuum
68,145,vacuum
69,145,vacuum
70,145,vacuum
71,145,vacuum
72,145,vacuum
73,145,vacuum
74,145,vacuum
75,145,vacuum
76,145,vacuum
77,145,vacuum
78,145,vacuum
79,145,vacuum
80,145,vacuum
81,145,vacuum
82,145,vacuum
83,145,vacuum
84,145,vacuum
85,145,vacuum
86,145,vacuum
87,145,vacuum
88,145,vacuum
89,145,vacuum
90,145,vacuum
91,145,vacuum
92,145,vacuum
93,145,vacuum
94,145,vacuum
95,145,vacuum
96,145,vacuum
97,145,vacuum
98,145,vacuum
99,145,vacuum
100,145,vacuum
101,145,vacuum
102,145,vacuum
103,145,vacuum
104,145,vacuum
105,145,vacuum
106,145,vacuum
107,145,vacuum
108,145,vacuum
109,145,vacuum
110,145,vacuum
111,145,vacuum
112,145,vacuum
113,145,vacuum
114,145,vacuum
115,145,vacuum
116,145,vacuum
117,145,vacuum
118,145,vacuum
119,145,vacuum
120,145,vacuum
121,145,vacuum
122,145,vacuum
123,145,vacuum
124,145,vacuum
125,145,vacuum
126,145,vacuum
127,145,vacuum
128,145,vacuum
129,145,vacuum
130,145,vacuum
131,145,vacuum
132,145,vacuum
133,145,vacuum
134,145,vacuum
135,145,vacuum
136,145,vacuum
137,145,vacuum
138,145,vacuum
139,145,vacuum
140,145,vacuum
141,145,vacuum
142,145,vacuum
143,145,vacuum
144,145,vacuum
145,145,vacuum
146,145,vacuum
147,145,vacuum
148,145,vacuum
149,145,vacuum
150,145,vacuum
151,145,vacuum
152,145,vacuum
153,145,vacuum
154,145,vacuum
155,145,vacuum
156,145,vacuum
157,145,vacuum
158,145,vacuum
159,145,vacuum
160,145,vacuum
161,145,vacuum
162,145,vacuum
163,145,vacuum
164,145,vacuum
165,145,vacuum
166,145,vacuum
167,145,vacuum
168,145,vacuum
169,145,vacuum
170,145,vacuum
171,145,vacuum
172,145,vacuum
173,145,vacuum
174,145,vacuum
175,145,vacuum
176,145,vacuum
177,145,vacuum
178,145,vacuum
179,145,vacuum
180,145,vacuum
181,145,vacuum
182,145,vacuum
183,145,vacuum
184,145,vacuum
185,145,vacuum
186,145,vacuum
187,145,vacuum
188,145,vacuum
189,145,vacuum
190,145,vacuum
191,145,vacuum
192,145,vacuum
193,145,vacuum
194,145,vacuum
195,145,vacuum
196,145,vacuum
197,145,vacuum
198,145,vacuum
199,145,vacuum
200,145,vacuum
201,145,vacuum
202,145,vacuum
203,145,vacuum
204,145,vacuum
205,145,vacuum
206,145,vacuum
207,145,vacuum
208,145,vacuum
209,145,vacuum
210,145,vacuum
211,145,vacuum
212,145,vacuum
213,145,vacuum
214,145,vacuum
