# strukturiertes Volumennetz: Knoten (i,j) -> (r,z)
# nr=239 nz=313
i,j,r_m,z_m
116,2,1.758610799e-04,-4.672976521e-03
117,2,1.798823926e-04,-4.672976521e-03
118,2,1.835651336e-04,-4.672976521e-03
119,2,1.869383710e-04,-4.672976521e-03
120,2,1.900294091e-04,-4.672976521e-03
121,2,1.928581583e-04,-4.672976521e-03
122,2,1.954511466e-04,-4.672976521e-03
123,2,1.978250706e-04,-4.672976521e-03
124,2,2.000000000e-04,-4.672976521e-03
125,2,2.023073590e-04,-4.672976521e-03
126,2,2.048262778e-04,-4.672976521e-03
127,2,2.075787525e-04,-4.672976521e-03
128,2,2.105843091e-04,-4.672976521e-03
129,2,2.138679432e-04,-4.672976521e-03
130,2,2.174546697e-04,-4.672976521e-03
131,2,2.213724959e-04,-4.672976521e-03
132,2,2.256503856e-04,-4.672976521e-03
133,2,2.303242912e-04,-4.672976521e-03
134,2,2.354283816e-04,-4.672976521e-03
135,2,2.410037832e-04,-4.672976521e-03
136,2,2.470936058e-04,-4.672976521e-03
137,2,2.537446444e-04,-4.672976521e-03
138,2,2.610133227e-04,-4.672976521e-03
139,2,2.689484386e-04,-4.672976521e-03
140,2,2.776157494e-04,-4.672976521e-03
141,2,2.870851727e-04,-4.672976521e-03
142,2,2.974263273e-04,-4.672976521e-03
143,2,3.087203809e-04,-4.672976521e-03
144,2,3.210579460e-04,-4.672976521e-03
145,2,3.345353188e-04,-4.672976521e-03
146,2,3.492615949e-04,-4.672976521e-03
147,2,3.653317449e-04,-4.672976521e-03
148,2,3.828930231e-04,-4.672976521e-03
149,2,4.020809215e-04,-4.672976521e-03
150,2,4.230318110e-04,-4.672976521e-03
151,2,4.459114310e-04,-4.672976521e-03
152,2,4.709074923e-04,-4.672976521e-03
153,2,4.982272631e-04,-4.672976521e-03
154,2,5.280468223e-04,-4.672976521e-03
155,2,5.606176878e-04,-4.672976521e-03
156,2,5.961968980e-04,-4.672976521e-03
157,2,6.350512450e-04,-4.672976521e-03
158,2,6.774964929e-04,-4.672976521e-03
159,2,7.238672441e-04,-4.672976521e-03
160,2,7.745057743e-04,-4.672976521e-03
161,2,8.298365598e-04,-4.672976521e-03
162,2,8.902404685e-04,-4.672976521e-03
163,2,9.562452265e-04,-4.672976521e-03
164,2,1.028315419e-03,-4.672976521e-03
165,2,1.107064121e-03,-4.672976521e-03
166,2,1.193057227e-03,-4.672976521e-03
167,2,1.286983765e-03,-4.672976521e-03
168,2,1.389582490e-03,-4.672976521e-03
169,2,1.501687528e-03,-4.672976521e-03
170,2,1.618967549e-03,-4.672976521e-03
171,2,1.727165678e-03,-4.672976521e-03
172,2,1.826235815e-03,-4.672976521e-03
173,2,1.916950625e-03,-4.672976521e-03
174,2,2.000000000e-03,-4.672976521e-03
175,2,2.082774889e-03,-4.672976521e-03
176,2,2.173107050e-03,-4.672976521e-03
177,2,2.271750002e-03,-4.672976521e-03
178,2,2.379493458e-03,-4.672976521e-03
179,2,2.497113169e-03,-4.672976521e-03
180,2,2.625517812e-03,-4.672976521e-03
181,2,2.765775452e-03,-4.672976521e-03
182,2,2.918996293e-03,-4.672976521e-03
183,2,3.080897764e-03,-4.672976521e-03
184,2,3.243063259e-03,-4.672976521e-03
185,2,3.405228754e-03,-4.672976521e-03
186,2,3.567394249e-03,-4.672976521e-03
187,2,3.729559744e-03,-4.672976521e-03
188,2,3.891725240e-03,-4.672976521e-03
189,2,4.053890735e-03,-4.672976521e-03
190,2,4.216056230e-03,-4.672976521e-03
191,2,4.378221725e-03,-4.672976521e-03
192,2,4.540387220e-03,-4.672976521e-03
193,2,4.702552716e-03,-4.672976521e-03
194,2,4.864718211e-03,-4.672976521e-03
195,2,5.026883706e-03,-4.672976521e-03
196,2,5.189049201e-03,-4.672976521e-03
197,2,5.351214697e-03,-4.672976521e-03
198,2,5.513380192e-03,-4.672976521e-03
199,2,5.675545687e-03,-4.672976521e-03
200,2,5.837711182e-03,-4.672976521e-03
201,2,5.999876677e-03,-4.672976521e-03
202,2,6.162042173e-03,-4.672976521e-03
203,2,6.324207668e-03,-4.672976521e-03
204,2,6.486373163e-03,-4.672976521e-03
205,2,6.648538658e-03,-4.672976521e-03
206,2,6.810704153e-03,-4.672976521e-03
207,2,6.972869649e-03,-4.672976521e-03
208,2,7.135035144e-03,-4.672976521e-03
209,2,7.297200639e-03,-4.672976521e-03
210,2,7.459366134e-03,-4.672976521e-03
211,2,7.621531629e-03,-4.672976521e-03
212,2,7.783697125e-03,-4.672976521e-03
213,2,7.945862620e-03,-4.672976521e-03
214,2,8.108028115e-03,-4.672976521e-03
215,2,8.270193610e-03,-4.672976521e-03
216,2,8.432359105e-03,-4.672976521e-03
217,2,8.594524601e-03,-4.672976521e-03
218,2,8.756690096e-03,-4.672976521e-03
219,2,8.918855591e-03,-4.672976521e-03
220,2,9.081021086e-03,-4.672976521e-03
221,2,9.243186581e-03,-4.672976521e-03
222,2,9.405352077e-03,-4.672976521e-03
223,2,9.567517572e-03,-4.672976521e-03
224,2,9.729683067e-03,-4.672976521e-03
225,2,9.891848562e-03,-4.672976521e-03
226,2,1.005401406e-02,-4.672976521e-03
227,2,1.021617955e-02,-4.672976521e-03
228,2,1.037834505e-02,-4.672976521e-03
229,2,1.054051054e-02,-4.672976521e-03
230,2,1.070267604e-02,-4.672976521e-03
231,2,1.086484153e-02,-4.672976521e-03
232,2,1.102700703e-02,-4.672976521e-03
233,2,1.118917252e-02,-4.672976521e-03
234,2,1.135133802e-02,-4.672976521e-03
235,2,1.151350351e-02,-4.672976521e-03
236,2,1.167566901e-02,-4.672976521e-03
237,2,1.183783450e-02,-4.672976521e-03
238,2,1.200000000e-02,-4.672976521e-03
0,3,0.000000000e+00,-4.509464781e-03
1,3,2.253927972e-07,-4.509464781e-03
2,3,4.710108625e-07,-4.509464781e-03
3,3,7.388114821e-07,-4.509464781e-03
4,3,1.030777353e-06,-4.509464781e-03
5,3,1.349134956e-06,-4.509464781e-03
6,3,1.696071563e-06,-4.509464781e-03
7,3,2.065284294e-06,-4.509464781e-03
8,3,2.411371865e-06,-4.509464781e-03
9,3,2.728827367e-06,-4.509464781e-03
10,3,3.019944202e-06,-4.509464781e-03
11,3,3.287031469e-06,-4.509464781e-03
12,3,3.531983203e-06,-4.509464781e-03
13,3,3.756739224e-06,-4.509464781e-03
14,3,3.962851098e-06,-4.509464781e-03
15,3,4.151964219e-06,-4.509464781e-03
16,3,4.325432522e-06,-4.509464781e-03
17,3,4.484611324e-06,-4.509464781e-03
18,3,4.630594259e-06,-4.509464781e-03
19,3,4.764494569e-06,-4.509464781e-03
20,3,4.887303601e-06,-4.509464781e-03
21,3,5.000000000e-06,-4.509464781e-03
22,3,5.344545024e-06,-4.509464781e-03
23,3,5.720728404e-06,-4.509464781e-03
24,3,6.131424688e-06,-4.509464781e-03
25,3,6.579792067e-06,-4.509464781e-03
26,3,7.069682790e-06,-4.509464781e-03
27,3,7.604221304e-06,-4.509464781e-03
28,3,8.187924336e-06,-4.509464781e-03
29,3,8.825326016e-06,-4.509464781e-03
30,3,9.521221193e-06,-4.509464781e-03
31,3,1.028089317e-05,-4.509464781e-03
32,3,1.111056343e-05,-4.509464781e-03
33,3,1.201639249e-05,-4.509464781e-03
34,3,1.298360751e-05,-4.509464781e-03
35,3,1.388943657e-05,-4.509464781e-03
36,3,1.471910683e-05,-4.509464781e-03
37,3,1.547877881e-05,-4.509464781e-03
38,3,1.617467398e-05,-4.509464781e-03
39,3,1.681207566e-05,-4.509464781e-03
40,3,1.739577870e-05,-4.509464781e-03
41,3,1.793031721e-05,-4.509464781e-03
42,3,1.842020793e-05,-4.509464781e-03
43,3,1.886857531e-05,-4.509464781e-03
44,3,1.927927160e-05,-4.509464781e-03
45,3,1.965545498e-05,-4.509464781e-03
46,3,2.000000000e-05,-4.509464781e-03
47,3,2.010805618e-05,-4.509464781e-03
48,3,2.022595285e-05,-4.509464781e-03
49,3,2.035459775e-05,-4.509464781e-03
50,3,2.049498821e-05,-4.509464781e-03
51,3,2.064826006e-05,-4.509464781e-03
52,3,2.081535157e-05,-4.509464781e-03
53,3,2.099777754e-05,-4.509464781e-03
54,3,2.119689800e-05,-4.509464781e-03
55,3,2.141410532e-05,-4.509464781e-03
56,3,2.165116416e-05,-4.509464781e-03
57,3,2.190983090e-05,-4.509464781e-03
58,3,2.219208379e-05,-4.509464781e-03
59,3,2.250020445e-05,-4.509464781e-03
60,3,2.283635452e-05,-4.509464781e-03
61,3,2.320312564e-05,-4.509464781e-03
62,3,2.360338148e-05,-4.509464781e-03
63,3,2.404015658e-05,-4.509464781e-03
64,3,2.451665868e-05,-4.509464781e-03
65,3,2.503676791e-05,-4.509464781e-03
66,3,2.560437513e-05,-4.509464781e-03
67,3,2.622369757e-05,-4.509464781e-03
68,3,2.688064397e-05,-4.509464781e-03
69,3,2.749373137e-05,-4.509464781e-03
70,3,2.805529321e-05,-4.509464781e-03
71,3,2.856987281e-05,-4.509464781e-03
72,3,2.904145948e-05,-4.509464781e-03
73,3,2.947368421e-05,-4.509464781e-03
74,3,2.990868297e-05,-4.509464781e-03
75,3,3.038341652e-05,-4.509464781e-03
76,3,3.090184239e-05,-4.509464781e-03
77,3,3.146778324e-05,-4.509464781e-03
78,3,3.208581625e-05,-4.509464781e-03
79,3,3.276073484e-05,-4.509464781e-03
80,3,3.349724986e-05,-4.509464781e-03
81,3,3.430131728e-05,-4.509464781e-03
82,3,3.517965823e-05,-4.509464781e-03
83,3,3.613813726e-05,-4.509464781e-03
84,3,3.718507681e-05,-4.509464781e-03
85,3,3.832780448e-05,-4.509464781e-03
86,3,3.957561045e-05,-4.509464781e-03
87,3,4.093854473e-05,-4.509464781e-03
88,3,4.242542050e-05,-4.509464781e-03
89,3,4.404956552e-05,-4.509464781e-03
90,3,4.582227382e-05,-4.509464781e-03
91,3,4.775808616e-05,-4.509464781e-03
92,3,4.987178140e-05,-4.509464781e-03
93,3,5.217920429e-05,-4.509464781e-03
94,3,5.469866297e-05,-4.509464781e-03
95,3,5.744905551e-05,-4.509464781e-03
96,3,6.045387799e-05,-4.509464781e-03
97,3,6.373271678e-05,-4.509464781e-03
98,3,6.731217269e-05,-4.509464781e-03
99,3,7.122108778e-05,-4.509464781e-03
100,3,7.548786712e-05,-4.509464781e-03
101,3,8.014712385e-05,-4.509464781e-03
102,3,8.523466155e-05,-4.509464781e-03
103,3,9.078843638e-05,-4.509464781e-03
104,3,9.685525750e-05,-4.509464781e-03
105,3,1.034758769e-04,-4.509464781e-03
106,3,1.107020219e-04,-4.509464781e-03
107,3,1.185948933e-04,-4.509464781e-03
108,3,1.271212752e-04,-4.509464781e-03
109,3,1.352404309e-04,-4.509464781e-03
110,3,1.426794381e-04,-4.509464781e-03
111,3,1.494903129e-04,-4.509464781e-03
112,3,1.557277722e-04,-4.509464781e-03
113,3,1.614435061e-04,-4.509464781e-03
114,3,1.666778448e-04,-4.509464781e-03
115,3,1.714708543e-04,-4.509464781e-03
116,3,1.758610799e-04,-4.509464781e-03
117,3,1.798823926e-04,-4.509464781e-03
118,3,1.835651336e-04,-4.509464781e-03
119,3,1.869383710e-04,-4.509464781e-03
120,3,1.900294091e-04,-4.509464781e-03
121,3,1.928581583e-04,-4.509464781e-03
122,3,1.954511466e-04,-4.509464781e-03
123,3,1.978250706e-04,-4.509464781e-03
124,3,2.000000000e-04,-4.509464781e-03
125,3,2.023073590e-04,-4.509464781e-03
126,3,2.048262778e-04,-4.509464781e-03
127,3,2.075787525e-04,-4.509464781e-03
128,3,2.105843091e-04,-4.509464781e-03
129,3,2.138679432e-04,-4.509464781e-03
130,3,2.174546697e-04,-4.509464781e-03
131,3,2.213724959e-04,-4.509464781e-03
132,3,2.256503856e-04,-4.509464781e-03
133,3,2.303242912e-04,-4.509464781e-03
134,3,2.354283816e-04,-4.509464781e-03
135,3,2.410037832e-04,-4.509464781e-03
136,3,2.470936058e-04,-4.509464781e-03
137,3,2.537446444e-04,-4.509464781e-03
138,3,2.610133227e-04,-4.509464781e-03
139,3,2.689484386e-04,-4.509464781e-03
140,3,2.776157494e-04,-4.509464781e-03
141,3,2.870851727e-04,-4.509464781e-03
142,3,2.974263273e-04,-4.509464781e-03
143,3,3.087203809e-04,-4.509464781e-03
144,3,3.210579460e-04,-4.509464781e-03
145,3,3.345353188e-04,-4.509464781e-03
146,3,3.492615949e-04,-4.509464781e-03
147,3,3.653317449e-04,-4.509464781e-03
148,3,3.828930231e-04,-4.509464781e-03
149,3,4.020809215e-04,-4.509464781e-03
150,3,4.230318110e-04,-4.509464781e-03
151,3,4.459114310e-04,-4.509464781e-03
152,3,4.709074923e-04,-4.509464781e-03
153,3,4.982272631e-04,-4.509464781e-03
154,3,5.280468223e-04,-4.509464781e-03
155,3,5.606176878e-04,-4.509464781e-03
156,3,5.961968980e-04,-4.509464781e-03
157,3,6.350512450e-04,-4.509464781e-03
158,3,6.774964929e-04,-4.509464781e-03
159,3,7.238672441e-04,-4.509464781e-03
160,3,7.745057743e-04,-4.509464781e-03
161,3,8.298365598e-04,-4.509464781e-03
162,3,8.902404685e-04,-4.509464781e-03
163,3,9.562452265e-04,-4.509464781e-03
164,3,1.028315419e-03,-4.509464781e-03
165,3,1.107064121e-03,-4.509464781e-03
166,3,1.193057227e-03,-4.509464781e-03
167,3,1.286983765e-03,-4.509464781e-03
168,3,1.389582490e-03,-4.509464781e-03
169,3,1.501687528e-03,-4.509464781e-03
170,3,1.618967549e-03,-4.509464781e-03
171,3,1.727165678e-03,-4.509464781e-03
172,3,1.826235815e-03,-4.509464781e-03
173,3,1.916950625e-03,-4.509464781e-03
174,3,2.000000000e-03,-4.509464781e-03
175,3,2.082774889e-03,-4.509464781e-03
176,3,2.173107050e-03,-4.509464781e-03
177,3,2.271750002e-03,-4.509464781e-03
178,3,2.379493458e-03,-4.509464781e-03
179,3,2.497113169e-03,-4.509464781e-03
180,3,2.625517812e-03,-4.509464781e-03
181,3,2.765775452e-03,-4.509464781e-03
182,3,2.918996293e-03,-4.509464781e-03
183,3,3.080897764e-03,-4.509464781e-03
184,3,3.243063259e-03,-4.509464781e-03
185,3,3.405228754e-03,-4.509464781e-03
186,3,3.567394249e-03,-4.509464781e-03
187,3,3.729559744e-03,-4.509464781e-03
188,3,3.891725240e-03,-4.509464781e-03
189,3,4.053890735e-03,-4.509464781e-03
190,3,4.216056230e-03,-4.509464781e-03
191,3,4.378221725e-03,-4.509464781e-03
192,3,4.540387220e-03,-4.509464781e-03
193,3,4.702552716e-03,-4.509464781e-03
194,3,4.864718211e-03,-4.509464781e-03
195,3,5.026883706e-03,-4.509464781e-03
196,3,5.189049201e-03,-4.509464781e-03
197,3,5.351214697e-03,-4.509464781e-03
198,3,5.513380192e-03,-4.509464781e-03
199,3,5.675545687e-03,-4.509464781e-03
200,3,5.837711182e-03,-4.509464781e-03
201,3,5.999876677e-03,-4.509464781e-03
202,3,6.162042173e-03,-4.509464781e-03
203,3,6.324207668e-03,-4.509464781e-03
204,3,6.486373163e-03,-4.509464781e-03
205,3,6.648538658e-03,-4.509464781e-03
206,3,6.810704153e-03,-4.509464781e-03
207,3,6.972869649e-03,-4.509464781e-03
208,3,7.135035144e-03,-4.509464781e-03
209,3,7.297200639e-03,-4.509464781e-03
210,3,7.459366134e-03,-4.509464781e-03
211,3,7.621531629e-03,-4.509464781e-03
212,3,7.783697125e-03,-4.509464781e-03
213,3,7.945862620e-03,-4.509464781e-03
214,3,8.108028115e-03,-4.509464781e-03
215,3,8.270193610e-03,-4.509464781e-03
216,3,8.432359105e-03,-4.509464781e-03
217,3,8.594524601e-03,-4.509464781e-03
218,3,8.756690096e-03,-4.509464781e-03
219,3,8.918855591e-03,-4.509464781e-03
220,3,9.081021086e-03,-4.509464781e-03
221,3,9.243186581e-03,-4.509464781e-03
222,3,9.405352077e-03,-4.509464781e-03
223,3,9.567517572e-03,-4.509464781e-03
224,3,9.729683067e-03,-4.509464781e-03
225,3,9.891848562e-03,-4.509464781e-03
226,3,1.005401406e-02,-4.509464781e-03
227,3,1.021617955e-02,-4.509464781e-03
228,3,1.037834505e-02,-4.509464781e-03
229,3,1.054051054e-02,-4.509464781e-03
230,3,1.070267604e-02,-4.509464781e-03
231,3,1.086484153e-02,-4.509464781e-03
232,3,1.102700703e-02,-4.509464781e-03
233,3,1.118917252e-02,-4.509464781e-03
234,3,1.135133802e-02,-4.509464781e-03
235,3,1.151350351e-02,-4.509464781e-03
236,3,1.167566901e-02,-4.509464781e-03
237,3,1.183783450e-02,-4.509464781e-03
238,3,1.200000000e-02,-4.509464781e-03
0,4,0.000000000e+00,-4.345953042e-03
1,4,2.253927972e-07,-4.345953042e-03
2,4,4.710108625e-07,-4.345953042e-03
3,4,7.388114821e-07,-4.345953042e-03
4,4,1.030777353e-06,-4.345953042e-03
5,4,1.349134956e-06,-4.345953042e-03
6,4,1.696071563e-06,-4.345953042e-03
7,4,2.065284294e-06,-4.345953042e-03
8,4,2.411371865e-06,-4.345953042e-03
9,4,2.728827367e-06,-4.345953042e-03
10,4,3.019944202e-06,-4.345953042e-03
11,4,3.287031469e-06,-4.345953042e-03
12,4,3.531983203e-06,-4.345953042e-03
13,4,3.756739224e-06,-4.345953042e-03
14,4,3.962851098e-06,-4.345953042e-03
15,4,4.151964219e-06,-4.345953042e-03
16,4,4.325432522e-06,-4.345953042e-03
17,4,4.484611324e-06,-4.345953042e-03
18,4,4.630594259e-06,-4.345953042e-03
19,4,4.764494569e-06,-4.345953042e-03
20,4,4.887303601e-06,-4.345953042e-03
21,4,5.000000000e-06,-4.345953042e-03
22,4,5.344545024e-06,-4.345953042e-03
23,4,5.720728404e-06,-4.345953042e-03
24,4,6.131424688e-06,-4.345953042e-03
25,4,6.579792067e-06,-4.345953042e-03
26,4,7.069682790e-06,-4.345953042e-03
27,4,7.604221304e-06,-4.345953042e-03
28,4,8.187924336e-06,-4.345953042e-03
29,4,8.825326016e-06,-4.345953042e-03
30,4,9.521221193e-06,-4.345953042e-03
31,4,1.028089317e-05,-4.345953042e-03
32,4,1.111056343e-05,-4.345953042e-03
33,4,1.201639249e-05,-4.345953042e-03
34,4,1.298360751e-05,-4.345953042e-03
35,4,1.388943657e-05,-4.345953042e-03
36,4,1.471910683e-05,-4.345953042e-03
37,4,1.547877881e-05,-4.345953042e-03
38,4,1.617467398e-05,-4.345953042e-03
39,4,1.681207566e-05,-4.345953042e-03
40,4,1.739577870e-05,-4.345953042e-03
41,4,1.793031721e-05,-4.345953042e-03
42,4,1.842020793e-05,-4.345953042e-03
43,4,1.886857531e-05,-4.345953042e-03
44,4,1.927927160e-05,-4.345953042e-03
45,4,1.965545498e-05,-4.345953042e-03
46,4,2.000000000e-05,-4.345953042e-03
47,4,2.010805618e-05,-4.345953042e-03
48,4,2.022595285e-05,-4.345953042e-03
49,4,2.035459775e-05,-4.345953042e-03
50,4,2.049498821e-05,-4.345953042e-03
51,4,2.064826006e-05,-4.345953042e-03
52,4,2.081535157e-05,-4.345953042e-03
53,4,2.099777754e-05,-4.345953042e-03
54,4,2.119689800e-05,-4.345953042e-03
55,4,2.141410532e-05,-4.345953042e-03
56,4,2.165116416e-05,-4.345953042e-03
57,4,2.190983090e-05,-4.345953042e-03
58,4,2.219208379e-05,-4.345953042e-03
59,4,2.250020445e-05,-4.345953042e-03
60,4,2.283635452e-05,-4.345953042e-03
61,4,2.320312564e-05,-4.345953042e-03
62,4,2.360338148e-05,-4.345953042e-03
63,4,2.404015658e-05,-4.345953042e-03
64,4,2.451665868e-05,-4.345953042e-03
65,4,2.503676791e-05,-4.345953042e-03
66,4,2.560437513e-05,-4.345953042e-03
67,4,2.622369757e-05,-4.345953042e-03
68,4,2.688064397e-05,-4.345953042e-03
69,4,2.749373137e-05,-4.345953042e-03
70,4,2.805529321e-05,-4.345953042e-03
71,4,2.856987281e-05,-4.345953042e-03
72,4,2.904145948e-05,-4.345953042e-03
73,4,2.947368421e-05,-4.345953042e-03
74,4,2.990868297e-05,-4.345953042e-03
75,4,3.038341652e-05,-4.345953042e-03
76,4,3.090184239e-05,-4.345953042e-03
77,4,3.146778324e-05,-4.345953042e-03
78,4,3.208581625e-05,-4.345953042e-03
79,4,3.276073484e-05,-4.345953042e-03
80,4,3.349724986e-05,-4.345953042e-03
81,4,3.430131728e-05,-4.345953042e-03
82,4,3.517965823e-05,-4.345953042e-03
83,4,3.613813726e-05,-4.345953042e-03
84,4,3.718507681e-05,-4.345953042e-03
85,4,3.832780448e-05,-4.345953042e-03
86,4,3.957561045e-05,-4.345953042e-03
87,4,4.093854473e-05,-4.345953042e-03
88,4,4.242542050e-05,-4.345953042e-03
89,4,4.404956552e-05,-4.345953042e-03
90,4,4.582227382e-05,-4.345953042e-03
91,4,4.775808616e-05,-4.345953042e-03
92,4,4.987178140e-05,-4.345953042e-03
93,4,5.217920429e-05,-4.345953042e-03
94,4,5.469866297e-05,-4.345953042e-03
95,4,5.744905551e-05,-4.345953042e-03
96,4,6.045387799e-05,-4.345953042e-03
97,4,6.373271678e-05,-4.345953042e-03
98,4,6.731217269e-05,-4.345953042e-03
99,4,7.122108778e-05,-4.345953042e-03
100,4,7.548786712e-05,-4.345953042e-03
101,4,8.014712385e-05,-4.345953042e-03
102,4,8.523466155e-05,-4.345953042e-03
103,4,9.078843638e-05,-4.345953042e-03
104,4,9.685525750e-05,-4.345953042e-03
105,4,1.034758769e-04,-4.345953042e-03
106,4,1.107020219e-04,-4.345953042e-03
107,4,1.185948933e-04,-4.345953042e-03
108,4,1.271212752e-04,-4.345953042e-03
109,4,1.352404309e-04,-4.345953042e-03
110,4,1.426794381e-04,-4.345953042e-03
111,4,1.494903129e-04,-4.345953042e-03
112,4,1.557277722e-04,-4.345953042e-03
113,4,1.614435061e-04,-4.345953042e-03
114,4,1.666778448e-04,-4.345953042e-03
115,4,1.714708543e-04,-4.345953042e-03
116,4,1.758610799e-04,-4.345953042e-03
117,4,1.798823926e-04,-4.345953042e-03
118,4,1.835651336e-04,-4.345953042e-03
119,4,1.869383710e-04,-4.345953042e-03
120,4,1.900294091e-04,-4.345953042e-03
121,4,1.928581583e-04,-4.345953042e-03
122,4,1.954511466e-04,-4.345953042e-03
123,4,1.978250706e-04,-4.345953042e-03
124,4,2.000000000e-04,-4.345953042e-03
125,4,2.023073590e-04,-4.345953042e-03
126,4,2.048262778e-04,-4.345953042e-03
127,4,2.075787525e-04,-4.345953042e-03
128,4,2.105843091e-04,-4.345953042e-03
129,4,2.138679432e-04,-4.345953042e-03
130,4,2.174546697e-04,-4.345953042e-03
131,4,2.213724959e-04,-4.345953042e-03
132,4,2.256503856e-04,-4.345953042e-03
133,4,2.303242912e-04,-4.345953042e-03
134,4,2.354283816e-04,-4.345953042e-03
135,4,2.410037832e-04,-4.345953042e-03
136,4,2.470936058e-04,-4.345953042e-03
137,4,2.537446444e-04,-4.345953042e-03
138,4,2.610133227e-04,-4.345953042e-03
139,4,2.689484386e-04,-4.345953042e-03
140,4,2.776157494e-04,-4.345953042e-03
141,4,2.870851727e-04,-4.345953042e-03
142,4,2.974263273e-04,-4.345953042e-03
143,4,3.087203809e-04,-4.345953042e-03
144,4,3.210579460e-04,-4.345953042e-03
145,4,3.345353188e-04,-4.345953042e-03
146,4,3.492615949e-04,-4.345953042e-03
147,4,3.653317449e-04,-4.345953042e-03
148,4,3.828930231e-04,-4.345953042e-03
149,4,4.020809215e-04,-4.345953042e-03
150,4,4.230318110e-04,-4.345953042e-03
151,4,4.459114310e-04,-4.345953042e-03
152,4,4.709074923e-04,-4.345953042e-03
153,4,4.982272631e-04,-4.345953042e-03
154,4,5.280468223e-04,-4.345953042e-03
155,4,5.606176878e-04,-4.345953042e-03
156,4,5.961968980e-04,-4.345953042e-03
157,4,6.350512450e-04,-4.345953042e-03
158,4,6.774964929e-04,-4.345953042e-03
159,4,7.238672441e-04,-4.345953042e-03
160,4,7.745057743e-04,-4.345953042e-03
161,4,8.298365598e-04,-4.345953042e-03
162,4,8.902404685e-04,-4.345953042e-03
163,4,9.562452265e-04,-4.345953042e-03
164,4,1.028315419e-03,-4.345953042e-03
165,4,1.107064121e-03,-4.345953042e-03
166,4,1.193057227e-03,-4.345953042e-03
167,4,1.286983765e-03,-4.345953042e-03
168,4,1.389582490e-03,-4.345953042e-03
169,4,1.501687528e-03,-4.345953042e-03
170,4,1.618967549e-03,-4.345953042e-03
171,4,1.727165678e-03,-4.345953042e-03
172,4,1.826235815e-03,-4.345953042e-03
173,4,1.916950625e-03,-4.345953042e-03
174,4,2.000000000e-03,-4.345953042e-03
175,4,2.082774889e-03,-4.345953042e-03
176,4,2.173107050e-03,-4.345953042e-03
177,4,2.271750002e-03,-4.345953042e-03
178,4,2.379493458e-03,-4.345953042e-03
179,4,2.497113169e-03,-4.345953042e-03
180,4,2.625517812e-03,-4.345953042e-03
181,4,2.765775452e-03,-4.345953042e-03
182,4,2.918996293e-03,-4.345953042e-03
183,4,3.080897764e-03,-4.345953042e-03
184,4,3.243063259e-03,-4.345953042e-03
185,4,3.405228754e-03,-4.345953042e-03
186,4,3.567394249e-03,-4.345953042e-03
187,4,3.729559744e-03,-4.345953042e-03
188,4,3.891725240e-03,-4.345953042e-03
189,4,4.053890735e-03,-4.345953042e-03
190,4,4.216056230e-03,-4.345953042e-03
191,4,4.378221725e-03,-4.345953042e-03
192,4,4.540387220e-03,-4.345953042e-03
193,4,4.702552716e-03,-4.345953042e-03
194,4,4.864718211e-03,-4.345953042e-03
195,4,5.026883706e-03,-4.345953042e-03
196,4,5.189049201e-03,-4.345953042e-03
197,4,5.351214697e-03,-4.345953042e-03
198,4,5.513380192e-03,-4.345953042e-03
199,4,5.675545687e-03,-4.345953042e-03
200,4,5.837711182e-03,-4.345953042e-03
201,4,5.999876677e-03,-4.345953042e-03
202,4,6.162042173e-03,-4.345953042e-03
203,4,6.324207668e-03,-4.345953042e-03
204,4,6.486373163e-03,-4.345953042e-03
205,4,6.648538658e-03,-4.345953042e-03
206,4,6.810704153e-03,-4.345953042e-03
207,4,6.972869649e-03,-4.345953042e-03
208,4,7.135035144e-03,-4.345953042e-03
209,4,7.297200639e-03,-4.345953042e-03
210,4,7.459366134e-03,-4.345953042e-03
211,4,7.621531629e-03,-4.345953042e-03
