# nur die festgehaltenen Knoten; alle uebrigen sind frei
r_m,z_m,role
1.030777353e-06,-1.401884922e-04,liquid_conductor
1.349134956e-06,-1.401884922e-04,liquid_conductor
1.696071563e-06,-1.401884922e-04,liquid_conductor
2.065284294e-06,-1.401884922e-04,liquid_conductor
2.411371865e-06,-1.401884922e-04,liquid_conductor
2.728827367e-06,-1.401884922e-04,liquid_conductor
3.019944202e-06,-1.401884922e-04,liquid_conductor
3.287031469e-06,-1.401884922e-04,liquid_conductor
3.531983203e-06,-1.401884922e-04,liquid_conductor
3.756739224e-06,-1.401884922e-04,liquid_conductor
3.962851098e-06,-1.401884922e-04,liquid_conductor
4.151964219e-06,-1.401884922e-04,liquid_conductor
4.325432522e-06,-1.401884922e-04,liquid_conductor
4.484611324e-06,-1.401884922e-04,liquid_conductor
4.630594259e-06,-1.401884922e-04,liquid_conductor
4.764494569e-06,-1.401884922e-04,liquid_conductor
4.887303601e-06,-1.401884922e-04,liquid_conductor
5.000000000e-06,-1.401884922e-04,liquid_conductor
0.000000000e+00,-1.310358074e-04,liquid_conductor
2.253927972e-07,-1.310358074e-04,liquid_conductor
4.710108625e-07,-1.310358074e-04,liquid_conductor
7.388114821e-07,-1.310358074e-04,liquid_conductor
1.030777353e-06,-1.310358074e-04,liquid_conductor
1.349134956e-06,-1.310358074e-04,liquid_conductor
1.696071563e-06,-1.310358074e-04,liquid_conductor
2.065284294e-06,-1.310358074e-04,liquid_conductor
2.411371865e-06,-1.310358074e-04,liquid_conductor
2.728827367e-06,-1.310358074e-04,liquid_conductor
3.019944202e-06,-1.310358074e-04,liquid_conductor
3.287031469e-06,-1.310358074e-04,liquid_conductor
3.531983203e-06,-1.310358074e-04,liquid_conductor
3.756739224e-06,-1.310358074e-04,liquid_conductor
3.962851098e-06,-1.310358074e-04,liquid_conductor
4.151964219e-06,-1.310358074e-04,liquid_conductor
4.325432522e-06,-1.310358074e-04,liquid_conductor
4.484611324e-06,-1.310358074e-04,liquid_conductor
4.630594259e-06,-1.310358074e-04,liquid_conductor
4.764494569e-06,-1.310358074e-04,liquid_conductor
4.887303601e-06,-1.310358074e-04,liquid_conductor
5.000000000e-06,-1.310358074e-04,liquid_conductor
0.000000000e+00,-1.226381302e-04,liquid_conductor
2.253927972e-07,-1.226381302e-04,liquid_conductor
4.710108625e-07,-1.226381302e-04,liquid_conductor
7.388114821e-07,-1.226381302e-04,liquid_conductor
1.030777353e-06,-1.226381302e-04,liquid_conductor
1.349134956e-06,-1.226381302e-04,liquid_conductor
1.696071563e-06,-1.226381302e-04,liquid_conductor
2.065284294e-06,-1.226381302e-04,liquid_conductor
2.411371865e-06,-1.226381302e-04,liquid_conductor
2.728827367e-06,-1.226381302e-04,liquid_conductor
3.019944202e-06,-1.226381302e-04,liquid_conductor
3.287031469e-06,-1.226381302e-04,liquid_conductor
3.531983203e-06,-1.226381302e-04,liquid_conductor
3.756739224e-06,-1.226381302e-04,liquid_conductor
3.962851098e-06,-1.226381302e-04,liquid_conductor
4.151964219e-06,-1.226381302e-04,liquid_conductor
4.325432522e-06,-1.226381302e-04,liquid_conductor
4.484611324e-06,-1.226381302e-04,liquid_conductor
4.630594259e-06,-1.226381302e-04,liquid_conductor
4.764494569e-06,-1.226381302e-04,liquid_conductor
4.887303601e-06,-1.226381302e-04,liquid_conductor
5.000000000e-06,-1.226381302e-04,liquid_conductor
0.000000000e+00,-1.149423351e-04,liquid_conductor
2.253927972e-07,-1.149423351e-04,liquid_conductor
4.710108625e-07,-1.149423351e-04,liquid_conductor
7.388114821e-07,-1.149423351e-04,liquid_conductor
1.030777353e-06,-1.149423351e-04,liquid_conductor
1.349134956e-06,-1.149423351e-04,liquid_conductor
1.696071563e-06,-1.149423351e-04,liquid_conductor
2.065284294e-06,-1.149423351e-04,liquid_conductor
2.411371865e-06,-1.149423351e-04,liquid_conductor
2.728827367e-06,-1.149423351e-04,liquid_conductor
3.019944202e-06,-1.149423351e-04,liquid_conductor
3.287031469e-06,-1.149423351e-04,liquid_conductor
3.531983203e-06,-1.149423351e-04,liquid_conductor
3.756739224e-06,-1.149423351e-04,liquid_conductor
3.962851098e-06,-1.149423351e-04,liquid_conductor
4.151964219e-06,-1.149423351e-04,liquid_conductor
4.325432522e-06,-1.149423351e-04,liquid_conductor
4.484611324e-06,-1.149423351e-04,liquid_conductor
4.630594259e-06,-1.149423351e-04,liquid_conductor
4.764494569e-06,-1.149423351e-04,liquid_conductor
4.887303601e-06,-1.149423351e-04,liquid_conductor
5.000000000e-06,-1.149423351e-04,liquid_conductor
0.000000000e+00,-1.078859276e-04,liquid_conductor
2.253927972e-07,-1.078859276e-04,liquid_conductor
4.710108625e-07,-1.078859276e-04,liquid_conductor
7.388114821e-07,-1.078859276e-04,liquid_conductor
1.030777353e-06,-1.078859276e-04,liquid_conductor
1.349134956e-06,-1.078859276e-04,liquid_conductor
1.696071563e-06,-1.078859276e-04,liquid_conductor
2.065284294e-06,-1.078859276e-04,liquid_conductor
2.411371865e-06,-1.078859276e-04,liquid_conductor
2.728827367e-06,-1.078859276e-04,liquid_conductor
3.019944202e-06,-1.078859276e-04,liquid_conductor
3.287031469e-06,-1.078859276e-04,liquid_conductor
3.531983203e-06,-1.078859276e-04,liquid_conductor
3.756739224e-06,-1.078859276e-04,liquid_conductor
3.962851098e-06,-1.078859276e-04,liquid_conductor
4.151964219e-06,-1.078859276e-04,liquid_conductor
4.325432522e-06,-1.078859276e-04,liquid_conductor
4.484611324e-06,-1.078859276e-04,liquid_conductor
4.630594259e-06,-1.078859276e-04,liquid_conductor
4.764494569e-06,-1.078859276e-04,liquid_conductor
4.887303601e-06,-1.078859276e-04,liquid_conductor
5.000000000e-06,-1.078859276e-04,liquid_conductor
0.000000000e+00,-1.014153165e-04,liquid_conductor
2.253927972e-07,-1.014153165e-04,liquid_conductor
4.710108625e-07,-1.014153165e-04,liquid_conductor
7.388114821e-07,-1.014153165e-04,liquid_conductor
1.030777353e-06,-1.014153165e-04,liquid_conductor
1.349134956e-06,-1.014153165e-04,liquid_conductor
1.696071563e-06,-1.014153165e-04,liquid_conductor
2.065284294e-06,-1.014153165e-04,liquid_conductor
2.411371865e-06,-1.014153165e-04,liquid_conductor
2.728827367e-06,-1.014153165e-04,liquid_conductor
3.019944202e-06,-1.014153165e-04,liquid_conductor
3.287031469e-06,-1.014153165e-04,liquid_conductor
3.531983203e-06,-1.014153165e-04,liquid_conductor
3.756739224e-06,-1.014153165e-04,liquid_conductor
3.962851098e-06,-1.014153165e-04,liquid_conductor
4.151964219e-06,-1.014153165e-04,liquid_conductor
4.325432522e-06,-1.014153165e-04,liquid_conductor
4.484611324e-06,-1.014153165e-04,liquid_conductor
4.630594259e-06,-1.014153165e-04,liquid_conductor
4.764494569e-06,-1.014153165e-04,liquid_conductor
4.887303601e-06,-1.014153165e-04,liquid_conductor
5.000000000e-06,-1.014153165e-04,liquid_conductor
0.000000000e+00,-9.548380855e-05,liquid_conductor
2.253927972e-07,-9.548380855e-05,liquid_conductor
4.710108625e-07,-9.548380855e-05,liquid_conductor
7.388114821e-07,-9.548380855e-05,liquid_conductor
1.030777353e-06,-9.548380855e-05,liquid_conductor
1.349134956e-06,-9.548380855e-05,liquid_conductor
1.696071563e-06,-9.548380855e-05,liquid_conductor
2.065284294e-06,-9.548380855e-05,liquid_conductor
2.411371865e-06,-9.548380855e-05,liquid_conductor
2.728827367e-06,-9.548380855e-05,liquid_conductor
3.019944202e-06,-9.548380855e-05,liquid_conductor
3.287031469e-06,-9.548380855e-05,liquid_conductor
3.531983203e-06,-9.548380855e-05,liquid_conductor
3.756739224e-06,-9.548380855e-05,liquid_conductor
3.962851098e-06,-9.548380855e-05,liquid_conductor
4.151964219e-06,-9.548380855e-05,liquid_conductor
4.325432522e-06,-9.548380855e-05,liquid_conductor
4.484611324e-06,-9.548380855e-05,liquid_conductor
4.630594259e-06,-9.548380855e-05,liquid_conductor
4.764494569e-06,-9.548380855e-05,liquid_conductor
4.887303601e-06,-9.548380855e-05,liquid_conductor
5.000000000e-06,-9.548380855e-05,liquid_conductor
0.000000000e+00,-9.004410843e-05,liquid_conductor
2.253927972e-07,-9.004410843e-05,liquid_conductor
4.710108625e-07,-9.004410843e-05,liquid_conductor
7.388114821e-07,-9.004410843e-05,liquid_conductor
1.030777353e-06,-9.004410843e-05,liquid_conductor
1.349134956e-06,-9.004410843e-05,liquid_conductor
1.696071563e-06,-9.004410843e-05,liquid_conductor
2.065284294e-06,-9.004410843e-05,liquid_conductor
2.411371865e-06,-9.004410843e-05,liquid_conductor
2.728827367e-06,-9.004410843e-05,liquid_conductor
3.019944202e-06,-9.004410843e-05,liquid_conductor
3.287031469e-06,-9.004410843e-05,liquid_conductor
3.531983203e-06,-9.004410843e-05,liquid_conductor
3.756739224e-06,-9.004410843e-05,liquid_conductor
3.962851098e-06,-9.004410843e-05,liquid_conductor
4.151964219e-06,-9.004410843e-05,liquid_conductor
4.325432522e-06,-9.004410843e-05,liquid_conductor
4.484611324e-06,-9.004410843e-05,liquid_conductor
4.630594259e-06,-9.004410843e-05,liquid_conductor
4.764494569e-06,-9.004410843e-05,liquid_conductor
4.887303601e-06,-9.004410843e-05,liquid_conductor
5.000000000e-06,-9.004410843e-05,liquid_conductor
0.000000000e+00,-8.505453038e-05,liquid_conductor
2.253927972e-07,-8.505453038e-05,liquid_conductor
4.710108625e-07,-8.505453038e-05,liquid_conductor
7.388114821e-07,-8.505453038e-05,liquid_conductor
1.030777353e-06,-8.505453038e-05,liquid_conductor
1.349134956e-06,-8.505453038e-05,liquid_conductor
1.696071563e-06,-8.505453038e-05,liquid_conductor
2.065284294e-06,-8.505453038e-05,liquid_conductor
2.411371865e-06,-8.505453038e-05,liquid_conductor
2.728827367e-06,-8.505453038e-05,liquid_conductor
3.019944202e-06,-8.505453038e-05,liquid_conductor
3.287031469e-06,-8.505453038e-05,liquid_conductor
3.531983203e-06,-8.505453038e-05,liquid_conductor
3.756739224e-06,-8.505453038e-05,liquid_conductor
3.962851098e-06,-8.505453038e-05,liquid_conductor
4.151964219e-06,-8.505453038e-05,liquid_conductor
4.325432522e-06,-8.505453038e-05,liquid_conductor
4.484611324e-06,-8.505453038e-05,liquid_conductor
4.630594259e-06,-8.505453038e-05,liquid_conductor
4.764494569e-06,-8.505453038e-05,liquid_conductor
4.887303601e-06,-8.505453038e-05,liquid_conductor
5.000000000e-06,-8.505453038e-05,liquid_conductor
0.000000000e+00,-8.048230788e-05,liquid_conductor
2.253927972e-07,-8.048230788e-05,liquid_conductor
4.710108625e-07,-8.048230788e-05,liquid_conductor
7.388114821e-07,-8.048230788e-05,liquid_conductor
1.030777353e-06,-8.048230788e-05,liquid_conductor
1.349134956e-06,-8.048230788e-05,liquid_conductor
1.696071563e-06,-8.048230788e-05,liquid_conductor
2.065284294e-06,-8.048230788e-05,liquid_conductor
2.411371865e-06,-8.048230788e-05,liquid_conductor
2.728827367e-06,-8.048230788e-05,liquid_conductor
3.019944202e-06,-8.048230788e-05,liquid_conductor
3.287031469e-06,-8.048230788e-05,liquid_conductor
3.531983203e-06,-8.048230788e-05,liquid_conductor
3.756739224e-06,-8.048230788e-05,liquid_conductor
3.962851098e-06,-8.048230788e-05,liquid_conductor
4.151964219e-06,-8.048230788e-05,liquid_conductor
4.325432522e-06,-8.048230788e-05,liquid_conductor
4.484611324e-06,-8.048230788e-05,liquid_conductor
4.630594259e-06,-8.048230788e-05,liquid_conductor
4.764494569e-06,-8.048230788e-05,liquid_conductor
4.887303601e-06,-8.048230788e-05,liquid_conductor
5.000000000e-06,-8.048230788e-05,liquid_conductor
0.000000000e+00,-7.628687194e-05,liquid_conductor
2.253927972e-07,-7.628687194e-05,liquid_conductor
4.710108625e-07,-7.628687194e-05,liquid_conductor
7.388114821e-07,-7.628687194e-05,liquid_conductor
1.030777353e-06,-7.628687194e-05,liquid_conductor
1.349134956e-06,-7.628687194e-05,liquid_conductor
1.696071563e-06,-7.628687194e-05,liquid_conductor
2.065284294e-06,-7.628687194e-05,liquid_conductor
2.411371865e-06,-7.628687194e-05,liquid_conductor
2.728827367e-06,-7.628687194e-05,liquid_conductor
3.019944202e-06,-7.628687194e-05,liquid_conductor
3.287031469e-06,-7.628687194e-05,liquid_conductor
3.531983203e-06,-7.628687194e-05,liquid_conductor
3.756739224e-06,-7.628687194e-05,liquid_conductor
3.962851098e-06,-7.628687194e-05,liquid_conductor
4.151964219e-06,-7.628687194e-05,liquid_conductor
4.325432522e-06,-7.628687194e-05,liquid_conductor
4.484611324e-06,-7.628687194e-05,liquid_conductor
4.630594259e-06,-7.628687194e-05,liquid_conductor
4.764494569e-06,-7.628687194e-05,liquid_conductor
4.887303601e-06,-7.628687194e-05,liquid_conductor
5.000000000e-06,-7.628687194e-05,liquid_conductor
0.000000000e+00,-7.244175723e-05,liquid_conductor
2.253927972e-07,-7.244175723e-05,liquid_conductor
4.710108625e-07,-7.244175723e-05,liquid_conductor
7.388114821e-07,-7.244175723e-05,liquid_conductor
1.030777353e-06,-7.244175723e-05,liquid_conductor
1.349134956e-06,-7.244175723e-05,liquid_conductor
1.696071563e-06,-7.244175723e-05,liquid_conductor
2.065284294e-06,-7.244175723e-05,liquid_conductor
2.411371865e-06,-7.244175723e-05,liquid_conductor
2.728827367e-06,-7.244175723e-05,liquid_conductor
3.019944202e-06,-7.244175723e-05,liquid_conductor
3.287031469e-06,-7.244175723e-05,liquid_conductor
3.531983203e-06,-7.244175723e-05,liquid_conductor
3.756739224e-06,-7.244175723e-05,liquid_conductor
3.962851098e-06,-7.244175723e-05,liquid_conductor
4.151964219e-06,-7.244175723e-05,liquid_conductor
4.325432522e-06,-7.244175723e-05,liquid_conductor
4.484611324e-06,-7.244175723e-05,liquid_conductor
4.630594259e-06,-7.244175723e-05,liquid_conductor
4.764494569e-06,-7.244175723e-05,liquid_conductor
4.887303601e-06,-7.244175723e-05,liquid_conductor
5.000000000e-06,-7.244175723e-05,liquid_conductor
0.000000000e+00,-6.891611399e-05,liquid_conductor
2.253927972e-07,-6.891611399e-05,liquid_conductor
4.710108625e-07,-6.891611399e-05,liquid_conductor
7.388114821e-07,-6.891611399e-05,liquid_conductor
1.030777353e-06,-6.891611399e-05,liquid_conductor
1.349134956e-06,-6.891611399e-05,liquid_conductor
1.696071563e-06,-6.891611399e-05,liquid_conductor
2.065284294e-06,-6.891611399e-05,liquid_conductor
2.411371865e-06,-6.891611399e-05,liquid_conductor
2.728827367e-06,-6.891611399e-05,liquid_conductor
3.019944202e-06,-6.891611399e-05,liquid_conductor
3.287031469e-06,-6.891611399e-05,liquid_conductor
3.531983203e-06,-6.891611399e-05,liquid_conductor
3.756739224e-06,-6.891611399e-05,liquid_conductor
3.962851098e-06,-6.891611399e-05,liquid_conductor
4.151964219e-06,-6.891611399e-05,liquid_conductor
4.325432522e-06,-6.891611399e-05,liquid_conductor
4.484611324e-06,-6.891611399e-05,liquid_conductor
4.630594259e-06,-6.891611399e-05,liquid_conductor
4.764494569e-06,-6.891611399e-05,liquid_conductor
4.887303601e-06,-6.891611399e-05,liquid_conductor
5.000000000e-06,-6.891611399e-05,liquid_conductor
0.000000000e+00,-6.568340672e-05,liquid_conductor
2.253927972e-07,-6.568340672e-05,liquid_conductor
4.710108625e-07,-6.568340672e-05,liquid_conductor
7.388114821e-07,-6.568340672e-05,liquid_conductor
1.030777353e-06,-6.568340672e-05,liquid_conductor
1.349134956e-06,-6.568340672e-05,liquid_conductor
1.696071563e-06,-6.568340672e-05,liquid_conductor
2.065284294e-06,-6.568340672e-05,liquid_conductor
2.411371865e-06,-6.568340672e-05,liquid_conductor
2.728827367e-06,-6.568340672e-05,liquid_conductor
3.019944202e-06,-6.568340672e-05,liquid_conductor
3.287031469e-06,-6.568340672e-05,liquid_conductor
3.531983203e-06,-6.568340672e-05,liquid_conductor
3.756739224e-06,-6.568340672e-05,liquid_conductor
3.962851098e-06,-6.568340672e-05,liquid_conductor
4.151964219e-06,-6.568340672e-05,liquid_conductor
4.325432522e-06,-6.568340672e-05,liquid_conductor
4.484611324e-06,-6.568340672e-05,liquid_conductor
4.630594259e-06,-6.568340672e-05,liquid_conductor
4.764494569e-06,-6.568340672e-05,liquid_conductor
4.887303601e-06,-6.568340672e-05,liquid_conductor
5.000000000e-06,-6.568340672e-05,liquid_conductor
0.000000000e+00,-6.271821107e-05,liquid_conductor
2.253927972e-07,-6.271821107e-05,liquid_conductor
4.710108625e-07,-6.271821107e-05,liquid_conductor
7.388114821e-07,-6.271821107e-05,liquid_conductor
1.030777353e-06,-6.271821107e-05,liquid_conductor
1.349134956e-06,-6.271821107e-05,liquid_conductor
1.696071563e-06,-6.271821107e-05,liquid_conductor
2.065284294e-06,-6.271821107e-05,liquid_conductor
2.411371865e-06,-6.271821107e-05,liquid_conductor
2.728827367e-06,-6.271821107e-05,liquid_conductor
3.019944202e-06,-6.271821107e-05,liquid_conductor
3.287031469e-06,-6.271821107e-05,liquid_conductor
3.531983203e-06,-6.271821107e-05,liquid_conductor
3.756739224e-06,-6.271821107e-05,liquid_conductor
3.962851098e-06,-6.271821107e-05,liquid_conductor
4.151964219e-06,-6.271821107e-05,liquid_conductor
4.325432522e-06,-6.271821107e-05,liquid_conductor
4.484611324e-06,-6.271821107e-05,liquid_conductor
4.630594259e-06,-6.271821107e-05,liquid_conductor
4.764494569e-06,-6.271821107e-05,liquid_conductor
4.887303601e-06,-6.271821107e-05,liquid_conductor
5.000000000e-06,-6.271821107e-05,liquid_conductor
0.000000000e+00,-6.000000000e-05,liquid_conductor
2.253927972e-07,-6.000000000e-05,liquid_conductor
4.710108625e-07,-6.000000000e-05,liquid_conductor
7.388114821e-07,-6.000000000e-05,liquid_conductor
1.030777353e-06,-6.000000000e-05,liquid_conductor
1.349134956e-06,-6.000000000e-05,liquid_conductor
1.696071563e-06,-6.000000000e-05,liquid_conductor
2.065284294e-06,-6.000000000e-05,liquid_conductor
2.411371865e-06,-6.000000000e-05,liquid_conductor
2.728827367e-06,-6.000000000e-05,liquid_conductor
3.019944202e-06,-6.000000000e-05,liquid_conductor
3.287031469e-06,-6.000000000e-05,liquid_conductor
3.531983203e-06,-6.000000000e-05,liquid_conductor
3.756739224e-06,-6.000000000e-05,liquid_conductor
3.962851098e-06,-6.000000000e-05,liquid_conductor
4.151964219e-06,-6.000000000e-05,liquid_conductor
4.325432522e-06,-6.000000000e-05,liquid_conductor
4.484611324e-06,-6.000000000e-05,liquid_conductor
4.630594259e-06,-6.000000000e-05,liquid_conductor
4.764494569e-06,-6.000000000e-05,liquid_conductor
4.887303601e-06,-6.000000000e-05,liquid_conductor
5.000000000e-06,-6.000000000e-05,liquid_conductor
0.000000000e+00,-5.719910816e-05,liquid_conductor
2.253927972e-07,-5.719910816e-05,liquid_conductor
4.710108625e-07,-5.719910816e-05,liquid_conductor
7.388114821e-07,-5.719910816e-05,liquid_conductor
1.030777353e-06,-5.719910816e-05,liquid_conductor
1.349134956e-06,-5.719910816e-05,liquid_conductor
1.696071563e-06,-5.719910816e-05,liquid_conductor
2.065284294e-06,-5.719910816e-05,liquid_conductor
2.411371865e-06,-5.719910816e-05,liquid_conductor
2.728827367e-06,-5.719910816e-05,liquid_conductor
3.019944202e-06,-5.719910816e-05,liquid_conductor
3.287031469e-06,-5.719910816e-05,liquid_conductor
3.531983203e-06,-5.719910816e-05,liquid_conductor
3.756739224e-06,-5.719910816e-05,liquid_conductor
3.962851098e-06,-5.719910816e-05,liquid_conductor
4.151964219e-06,-5.719910816e-05,liquid_conductor
4.325432522e-06,-5.719910816e-05,liquid_conductor
4.484611324e-06,-5.719910816e-05,liquid_conductor
4.630594259e-06,-5.719910816e-05,liquid_conductor
4.764494569e-06,-5.719910816e-05,liquid_conductor
4.887303601e-06,-5.719910816e-05,liquid_conductor
5.000000000e-06,-5.719910816e-05,liquid_conductor
0.000000000e+00,-5.413613907e-05,liquid_conductor
2.253927972e-07,-5.413613907e-05,liquid_conductor
4.710108625e-07,-5.413613907e-05,liquid_conductor
7.388114821e-07,-5.413613907e-05,liquid_conductor
1.030777353e-06,-5.413613907e-05,liquid_conductor
1.349134956e-06,-5.413613907e-05,liquid_conductor
1.696071563e-06,-5.413613907e-05,liquid_conductor
2.065284294e-06,-5.413613907e-05,liquid_conductor
2.411371865e-06,-5.413613907e-05,liquid_conductor
2.728827367e-06,-5.413613907e-05,liquid_conductor
3.019944202e-06,-5.413613907e-05,liquid_conductor
3.287031469e-06,-5.413613907e-05,liquid_conductor
3.531983203e-06,-5.413613907e-05,liquid_conductor
3.756739224e-06,-5.413613907e-05,liquid_conductor
3.962851098e-06,-5.413613907e-05,liquid_conductor
4.151964219e-06,-5.413613907e-05,liquid_conductor
4.325432522e-06,-5.413613907e-05,liquid_conductor
4.484611324e-06,-5.413613907e-05,liquid_conductor
4.630594259e-06,-5.413613907e-05,liquid_conductor
4.764494569e-06,-5.413613907e-05,liquid_conductor
4.887303601e-06,-5.413613907e-05,liquid_conductor
5.000000000e-06,-5.413613907e-05,liquid_conductor
0.000000000e+00,-5.078809634e-05,liquid_conductor
2.253927972e-07,-5.078809634e-05,liquid_conductor
4.710108625e-07,-5.078809634e-05,liquid_conductor
7.388114821e-07,-5.078809634e-05,liquid_conductor
1.030777353e-06,-5.078809634e-05,liquid_conductor
1.349134956e-06,-5.078809634e-05,liquid_conductor
1.696071563e-06,-5.078809634e-05,liquid_conductor
