# nur die festgehaltenen Knoten; alle uebrigen sind frei
r_m,z_m,role
2.065284294e-06,-5.078809634e-05,liquid_conductor
2.411371865e-06,-5.078809634e-05,liquid_conductor
2.728827367e-06,-5.078809634e-05,liquid_conductor
3.019944202e-06,-5.078809634e-05,liquid_conductor
3.287031469e-06,-5.078809634e-05,liquid_conductor
3.531983203e-06,-5.078809634e-05,liquid_conductor
3.756739224e-06,-5.078809634e-05,liquid_conductor
3.962851098e-06,-5.078809634e-05,liquid_conductor
4.151964219e-06,-5.078809634e-05,liquid_conductor
4.325432522e-06,-5.078809634e-05,liquid_conductor
4.484611324e-06,-5.078809634e-05,liquid_conductor
4.630594259e-06,-5.078809634e-05,liquid_conductor
4.764494569e-06,-5.078809634e-05,liquid_conductor
4.887303601e-06,-5.078809634e-05,liquid_conductor
5.000000000e-06,-5.078809634e-05,liquid_conductor
0.000000000e+00,-4.712734941e-05,liquid_conductor
2.253927972e-07,-4.712734941e-05,liquid_conductor
4.710108625e-07,-4.712734941e-05,liquid_conductor
7.388114821e-07,-4.712734941e-05,liquid_conductor
1.030777353e-06,-4.712734941e-05,liquid_conductor
1.349134956e-06,-4.712734941e-05,liquid_conductor
1.696071563e-06,-4.712734941e-05,liquid_conductor
2.065284294e-06,-4.712734941e-05,liquid_conductor
2.411371865e-06,-4.712734941e-05,liquid_conductor
2.728827367e-06,-4.712734941e-05,liquid_conductor
3.019944202e-06,-4.712734941e-05,liquid_conductor
3.287031469e-06,-4.712734941e-05,liquid_conductor
3.531983203e-06,-4.712734941e-05,liquid_conductor
3.756739224e-06,-4.712734941e-05,liquid_conductor
3.962851098e-06,-4.712734941e-05,liquid_conductor
4.151964219e-06,-4.712734941e-05,liquid_conductor
4.325432522e-06,-4.712734941e-05,liquid_conductor
4.484611324e-06,-4.712734941e-05,liquid_conductor
4.630594259e-06,-4.712734941e-05,liquid_conductor
4.764494569e-06,-4.712734941e-05,liquid_conductor
4.887303601e-06,-4.712734941e-05,liquid_conductor
5.000000000e-06,-4.712734941e-05,liquid_conductor
0.000000000e+00,-4.315692302e-05,liquid_conductor
2.253927972e-07,-4.315692302e-05,liquid_conductor
4.710108625e-07,-4.315692302e-05,liquid_conductor
7.388114821e-07,-4.315692302e-05,liquid_conductor
1.030777353e-06,-4.315692302e-05,liquid_conductor
1.349134956e-06,-4.315692302e-05,liquid_conductor
1.696071563e-06,-4.315692302e-05,liquid_conductor
2.065284294e-06,-4.315692302e-05,liquid_conductor
2.411371865e-06,-4.315692302e-05,liquid_conductor
2.728827367e-06,-4.315692302e-05,liquid_conductor
3.019944202e-06,-4.315692302e-05,liquid_conductor
3.287031469e-06,-4.315692302e-05,liquid_conductor
3.531983203e-06,-4.315692302e-05,liquid_conductor
3.756739224e-06,-4.315692302e-05,liquid_conductor
3.962851098e-06,-4.315692302e-05,liquid_conductor
4.151964219e-06,-4.315692302e-05,liquid_conductor
4.325432522e-06,-4.315692302e-05,liquid_conductor
4.484611324e-06,-4.315692302e-05,liquid_conductor
4.630594259e-06,-4.315692302e-05,liquid_conductor
4.764494569e-06,-4.315692302e-05,liquid_conductor
4.887303601e-06,-4.315692302e-05,liquid_conductor
5.000000000e-06,-4.315692302e-05,liquid_conductor
0.000000000e+00,-3.936482770e-05,liquid_conductor
2.253927972e-07,-3.936482770e-05,liquid_conductor
4.710108625e-07,-3.936482770e-05,liquid_conductor
7.388114821e-07,-3.936482770e-05,liquid_conductor
1.030777353e-06,-3.936482770e-05,liquid_conductor
1.349134956e-06,-3.936482770e-05,liquid_conductor
1.696071563e-06,-3.936482770e-05,liquid_conductor
2.065284294e-06,-3.936482770e-05,liquid_conductor
2.411371865e-06,-3.936482770e-05,liquid_conductor
2.728827367e-06,-3.936482770e-05,liquid_conductor
3.019944202e-06,-3.936482770e-05,liquid_conductor
3.287031469e-06,-3.936482770e-05,liquid_conductor
3.531983203e-06,-3.936482770e-05,liquid_conductor
3.756739224e-06,-3.936482770e-05,liquid_conductor
3.962851098e-06,-3.936482770e-05,liquid_conductor
4.151964219e-06,-3.936482770e-05,liquid_conductor
4.325432522e-06,-3.936482770e-05,liquid_conductor
4.484611324e-06,-3.936482770e-05,liquid_conductor
4.630594259e-06,-3.936482770e-05,liquid_conductor
4.764494569e-06,-3.936482770e-05,liquid_conductor
4.887303601e-06,-3.936482770e-05,liquid_conductor
5.000000000e-06,-3.936482770e-05,liquid_conductor
0.000000000e+00,-3.589748005e-05,liquid_conductor
2.253927972e-07,-3.589748005e-05,liquid_conductor
4.710108625e-07,-3.589748005e-05,liquid_conductor
7.388114821e-07,-3.589748005e-05,liquid_conductor
1.030777353e-06,-3.589748005e-05,liquid_conductor
1.349134956e-06,-3.589748005e-05,liquid_conductor
1.696071563e-06,-3.589748005e-05,liquid_conductor
2.065284294e-06,-3.589748005e-05,liquid_conductor
2.411371865e-06,-3.589748005e-05,liquid_conductor
2.728827367e-06,-3.589748005e-05,liquid_conductor
3.019944202e-06,-3.589748005e-05,liquid_conductor
3.287031469e-06,-3.589748005e-05,liquid_conductor
3.531983203e-06,-3.589748005e-05,liquid_conductor
3.756739224e-06,-3.589748005e-05,liquid_conductor
3.962851098e-06,-3.589748005e-05,liquid_conductor
4.151964219e-06,-3.589748005e-05,liquid_conductor
4.325432522e-06,-3.589748005e-05,liquid_conductor
4.484611324e-06,-3.589748005e-05,liquid_conductor
4.630594259e-06,-3.589748005e-05,liquid_conductor
4.764494569e-06,-3.589748005e-05,liquid_conductor
4.887303601e-06,-3.589748005e-05,liquid_conductor
5.000000000e-06,-3.589748005e-05,liquid_conductor
0.000000000e+00,-3.272535986e-05,liquid_conductor
2.253927972e-07,-3.272535986e-05,liquid_conductor
4.710108625e-07,-3.272535986e-05,liquid_conductor
7.388114821e-07,-3.272535986e-05,liquid_conductor
1.030777353e-06,-3.272535986e-05,liquid_conductor
1.349134956e-06,-3.272535986e-05,liquid_conductor
1.696071563e-06,-3.272535986e-05,liquid_conductor
2.065284294e-06,-3.272535986e-05,liquid_conductor
2.411371865e-06,-3.272535986e-05,liquid_conductor
2.728827367e-06,-3.272535986e-05,liquid_conductor
3.019944202e-06,-3.272535986e-05,liquid_conductor
3.287031469e-06,-3.272535986e-05,liquid_conductor
3.531983203e-06,-3.272535986e-05,liquid_conductor
3.756739224e-06,-3.272535986e-05,liquid_conductor
3.962851098e-06,-3.272535986e-05,liquid_conductor
4.151964219e-06,-3.272535986e-05,liquid_conductor
4.325432522e-06,-3.272535986e-05,liquid_conductor
4.484611324e-06,-3.272535986e-05,liquid_conductor
4.630594259e-06,-3.272535986e-05,liquid_conductor
4.764494569e-06,-3.272535986e-05,liquid_conductor
4.887303601e-06,-3.272535986e-05,liquid_conductor
5.000000000e-06,-3.272535986e-05,liquid_conductor
0.000000000e+00,-2.982463992e-05,liquid_conductor
2.253927972e-07,-2.982463992e-05,liquid_conductor
4.710108625e-07,-2.982463992e-05,liquid_conductor
7.388114821e-07,-2.982463992e-05,liquid_conductor
1.030777353e-06,-2.982463992e-05,liquid_conductor
1.349134956e-06,-2.982463992e-05,liquid_conductor
1.696071563e-06,-2.982463992e-05,liquid_conductor
2.065284294e-06,-2.982463992e-05,liquid_conductor
2.411371865e-06,-2.982463992e-05,liquid_conductor
2.728827367e-06,-2.982463992e-05,liquid_conductor
3.019944202e-06,-2.982463992e-05,liquid_conductor
3.287031469e-06,-2.982463992e-05,liquid_conductor
3.531983203e-06,-2.982463992e-05,liquid_conductor
3.756739224e-06,-2.982463992e-05,liquid_conductor
3.962851098e-06,-2.982463992e-05,liquid_conductor
4.151964219e-06,-2.982463992e-05,liquid_conductor
4.325432522e-06,-2.982463992e-05,liquid_conductor
4.484611324e-06,-2.982463992e-05,liquid_conductor
4.630594259e-06,-2.982463992e-05,liquid_conductor
4.764494569e-06,-2.982463992e-05,liquid_conductor
4.887303601e-06,-2.982463992e-05,liquid_conductor
5.000000000e-06,-2.982463992e-05,liquid_conductor
0.000000000e+00,-2.717059602e-05,liquid_conductor
2.253927972e-07,-2.717059602e-05,liquid_conductor
4.710108625e-07,-2.717059602e-05,liquid_conductor
7.388114821e-07,-2.717059602e-05,liquid_conductor
1.030777353e-06,-2.717059602e-05,liquid_conductor
1.349134956e-06,-2.717059602e-05,liquid_conductor
1.696071563e-06,-2.717059602e-05,liquid_conductor
2.065284294e-06,-2.717059602e-05,liquid_conductor
2.411371865e-06,-2.717059602e-05,liquid_conductor
2.728827367e-06,-2.717059602e-05,liquid_conductor
3.019944202e-06,-2.717059602e-05,liquid_conductor
3.287031469e-06,-2.717059602e-05,liquid_conductor
3.531983203e-06,-2.717059602e-05,liquid_conductor
3.756739224e-06,-2.717059602e-05,liquid_conductor
3.962851098e-06,-2.717059602e-05,liquid_conductor
4.151964219e-06,-2.717059602e-05,liquid_conductor
4.325432522e-06,-2.717059602e-05,liquid_conductor
4.484611324e-06,-2.717059602e-05,liquid_conductor
4.630594259e-06,-2.717059602e-05,liquid_conductor
4.764494569e-06,-2.717059602e-05,liquid_conductor
4.887303601e-06,-2.717059602e-05,liquid_conductor
5.000000000e-06,-2.717059602e-05,liquid_conductor
0.000000000e+00,-2.474437791e-05,liquid_conductor
2.253927972e-07,-2.474437791e-05,liquid_conductor
4.710108625e-07,-2.474437791e-05,liquid_conductor
7.388114821e-07,-2.474437791e-05,liquid_conductor
1.030777353e-06,-2.474437791e-05,liquid_conductor
1.349134956e-06,-2.474437791e-05,liquid_conductor
1.696071563e-06,-2.474437791e-05,liquid_conductor
2.065284294e-06,-2.474437791e-05,liquid_conductor
2.411371865e-06,-2.474437791e-05,liquid_conductor
2.728827367e-06,-2.474437791e-05,liquid_conductor
3.019944202e-06,-2.474437791e-05,liquid_conductor
3.287031469e-06,-2.474437791e-05,liquid_conductor
3.531983203e-06,-2.474437791e-05,liquid_conductor
3.756739224e-06,-2.474437791e-05,liquid_conductor
3.962851098e-06,-2.474437791e-05,liquid_conductor
4.151964219e-06,-2.474437791e-05,liquid_conductor
4.325432522e-06,-2.474437791e-05,liquid_conductor
4.484611324e-06,-2.474437791e-05,liquid_conductor
4.630594259e-06,-2.474437791e-05,liquid_conductor
4.764494569e-06,-2.474437791e-05,liquid_conductor
4.887303601e-06,-2.474437791e-05,liquid_conductor
5.000000000e-06,-2.474437791e-05,liquid_conductor
0.000000000e+00,-2.252430930e-05,liquid_conductor
2.253927972e-07,-2.252430930e-05,liquid_conductor
4.710108625e-07,-2.252430930e-05,liquid_conductor
7.388114821e-07,-2.252430930e-05,liquid_conductor
1.030777353e-06,-2.252430930e-05,liquid_conductor
1.349134956e-06,-2.252430930e-05,liquid_conductor
1.696071563e-06,-2.252430930e-05,liquid_conductor
2.065284294e-06,-2.252430930e-05,liquid_conductor
2.411371865e-06,-2.252430930e-05,liquid_conductor
2.728827367e-06,-2.252430930e-05,liquid_conductor
3.019944202e-06,-2.252430930e-05,liquid_conductor
3.287031469e-06,-2.252430930e-05,liquid_conductor
3.531983203e-06,-2.252430930e-05,liquid_conductor
3.756739224e-06,-2.252430930e-05,liquid_conductor
3.962851098e-06,-2.252430930e-05,liquid_conductor
4.151964219e-06,-2.252430930e-05,liquid_conductor
4.325432522e-06,-2.252430930e-05,liquid_conductor
4.484611324e-06,-2.252430930e-05,liquid_conductor
4.630594259e-06,-2.252430930e-05,liquid_conductor
4.764494569e-06,-2.252430930e-05,liquid_conductor
4.887303601e-06,-2.252430930e-05,liquid_conductor
5.000000000e-06,-2.252430930e-05,liquid_conductor
0.000000000e+00,-2.049503879e-05,liquid_conductor
2.253927972e-07,-2.049503879e-05,liquid_conductor
4.710108625e-07,-2.049503879e-05,liquid_conductor
7.388114821e-07,-2.049503879e-05,liquid_conductor
1.030777353e-06,-2.049503879e-05,liquid_conductor
1.349134956e-06,-2.049503879e-05,liquid_conductor
1.696071563e-06,-2.049503879e-05,liquid_conductor
2.065284294e-06,-2.049503879e-05,liquid_conductor
2.411371865e-06,-2.049503879e-05,liquid_conductor
2.728827367e-06,-2.049503879e-05,liquid_conductor
3.019944202e-06,-2.049503879e-05,liquid_conductor
3.287031469e-06,-2.049503879e-05,liquid_conductor
3.531983203e-06,-2.049503879e-05,liquid_conductor
3.756739224e-06,-2.049503879e-05,liquid_conductor
3.962851098e-06,-2.049503879e-05,liquid_conductor
4.151964219e-06,-2.049503879e-05,liquid_conductor
4.325432522e-06,-2.049503879e-05,liquid_conductor
4.484611324e-06,-2.049503879e-05,liquid_conductor
4.630594259e-06,-2.049503879e-05,liquid_conductor
4.764494569e-06,-2.049503879e-05,liquid_conductor
4.887303601e-06,-2.049503879e-05,liquid_conductor
5.000000000e-06,-2.049503879e-05,liquid_conductor
0.000000000e+00,-1.863768169e-05,liquid_conductor
2.253927972e-07,-1.863768169e-05,liquid_conductor
4.710108625e-07,-1.863768169e-05,liquid_conductor
7.388114821e-07,-1.863768169e-05,liquid_conductor
1.030777353e-06,-1.863768169e-05,liquid_conductor
1.349134956e-06,-1.863768169e-05,liquid_conductor
1.696071563e-06,-1.863768169e-05,liquid_conductor
2.065284294e-06,-1.863768169e-05,liquid_conductor
2.411371865e-06,-1.863768169e-05,liquid_conductor
2.728827367e-06,-1.863768169e-05,liquid_conductor
3.019944202e-06,-1.863768169e-05,liquid_conductor
3.287031469e-06,-1.863768169e-05,liquid_conductor
3.531983203e-06,-1.863768169e-05,liquid_conductor
3.756739224e-06,-1.863768169e-05,liquid_conductor
3.962851098e-06,-1.863768169e-05,liquid_conductor
4.151964219e-06,-1.863768169e-05,liquid_conductor
4.325432522e-06,-1.863768169e-05,liquid_conductor
4.484611324e-06,-1.863768169e-05,liquid_conductor
4.630594259e-06,-1.863768169e-05,liquid_conductor
4.764494569e-06,-1.863768169e-05,liquid_conductor
4.887303601e-06,-1.863768169e-05,liquid_conductor
5.000000000e-06,-1.863768169e-05,liquid_conductor
0.000000000e+00,-1.693949782e-05,liquid_conductor
2.253927972e-07,-1.693949782e-05,liquid_conductor
4.710108625e-07,-1.693949782e-05,liquid_conductor
7.388114821e-07,-1.693949782e-05,liquid_conductor
1.030777353e-06,-1.693949782e-05,liquid_conductor
1.349134956e-06,-1.693949782e-05,liquid_conductor
1.696071563e-06,-1.693949782e-05,liquid_conductor
2.065284294e-06,-1.693949782e-05,liquid_conductor
2.411371865e-06,-1.693949782e-05,liquid_conductor
2.728827367e-06,-1.693949782e-05,liquid_conductor
3.019944202e-06,-1.693949782e-05,liquid_conductor
3.287031469e-06,-1.693949782e-05,liquid_conductor
3.531983203e-06,-1.693949782e-05,liquid_conductor
3.756739224e-06,-1.693949782e-05,liquid_conductor
3.962851098e-06,-1.693949782e-05,liquid_conductor
4.151964219e-06,-1.693949782e-05,liquid_conductor
4.325432522e-06,-1.693949782e-05,liquid_conductor
4.484611324e-06,-1.693949782e-05,liquid_conductor
4.630594259e-06,-1.693949782e-05,liquid_conductor
4.764494569e-06,-1.693949782e-05,liquid_conductor
4.887303601e-06,-1.693949782e-05,liquid_conductor
5.000000000e-06,-1.693949782e-05,liquid_conductor
0.000000000e+00,-1.538643288e-05,liquid_conductor
2.253927972e-07,-1.538643288e-05,liquid_conductor
4.710108625e-07,-1.538643288e-05,liquid_conductor
7.388114821e-07,-1.538643288e-05,liquid_conductor
1.030777353e-06,-1.538643288e-05,liquid_conductor
1.349134956e-06,-1.538643288e-05,liquid_conductor
1.696071563e-06,-1.538643288e-05,liquid_conductor
2.065284294e-06,-1.538643288e-05,liquid_conductor
2.411371865e-06,-1.538643288e-05,liquid_conductor
2.728827367e-06,-1.538643288e-05,liquid_conductor
3.019944202e-06,-1.538643288e-05,liquid_conductor
3.287031469e-06,-1.538643288e-05,liquid_conductor
3.531983203e-06,-1.538643288e-05,liquid_conductor
3.756739224e-06,-1.538643288e-05,liquid_conductor
3.962851098e-06,-1.538643288e-05,liquid_conductor
4.151964219e-06,-1.538643288e-05,liquid_conductor
4.325432522e-06,-1.538643288e-05,liquid_conductor
4.484611324e-06,-1.538643288e-05,liquid_conductor
4.630594259e-06,-1.538643288e-05,liquid_conductor
4.764494569e-06,-1.538643288e-05,liquid_conductor
4.887303601e-06,-1.538643288e-05,liquid_conductor
5.000000000e-06,-1.538643288e-05,liquid_conductor
0.000000000e+00,-1.396596745e-05,liquid_conductor
2.253927972e-07,-1.396596745e-05,liquid_conductor
4.710108625e-07,-1.396596745e-05,liquid_conductor
7.388114821e-07,-1.396596745e-05,liquid_conductor
1.030777353e-06,-1.396596745e-05,liquid_conductor
1.349134956e-06,-1.396596745e-05,liquid_conductor
1.696071563e-06,-1.396596745e-05,liquid_conductor
2.065284294e-06,-1.396596745e-05,liquid_conductor
2.411371865e-06,-1.396596745e-05,liquid_conductor
2.728827367e-06,-1.396596745e-05,liquid_conductor
3.019944202e-06,-1.396596745e-05,liquid_conductor
3.287031469e-06,-1.396596745e-05,liquid_conductor
3.531983203e-06,-1.396596745e-05,liquid_conductor
3.756739224e-06,-1.396596745e-05,liquid_conductor
3.962851098e-06,-1.396596745e-05,liquid_conductor
4.151964219e-06,-1.396596745e-05,liquid_conductor
4.325432522e-06,-1.396596745e-05,liquid_conductor
4.484611324e-06,-1.396596745e-05,liquid_conductor
4.630594259e-06,-1.396596745e-05,liquid_conductor
4.764494569e-06,-1.396596745e-05,liquid_conductor
4.887303601e-06,-1.396596745e-05,liquid_conductor
5.000000000e-06,-1.396596745e-05,liquid_conductor
0.000000000e+00,-1.266637602e-05,liquid_conductor
2.253927972e-07,-1.266637602e-05,liquid_conductor
4.710108625e-07,-1.266637602e-05,liquid_conductor
7.388114821e-07,-1.266637602e-05,liquid_conductor
1.030777353e-06,-1.266637602e-05,liquid_conductor
1.349134956e-06,-1.266637602e-05,liquid_conductor
1.696071563e-06,-1.266637602e-05,liquid_conductor
2.065284294e-06,-1.266637602e-05,liquid_conductor
2.411371865e-06,-1.266637602e-05,liquid_conductor
2.728827367e-06,-1.266637602e-05,liquid_conductor
3.019944202e-06,-1.266637602e-05,liquid_conductor
3.287031469e-06,-1.266637602e-05,liquid_conductor
3.531983203e-06,-1.266637602e-05,liquid_conductor
3.756739224e-06,-1.266637602e-05,liquid_conductor
3.962851098e-06,-1.266637602e-05,liquid_conductor
4.151964219e-06,-1.266637602e-05,liquid_conductor
4.325432522e-06,-1.266637602e-05,liquid_conductor
4.484611324e-06,-1.266637602e-05,liquid_conductor
4.630594259e-06,-1.266637602e-05,liquid_conductor
4.764494569e-06,-1.266637602e-05,liquid_conductor
4.887303601e-06,-1.266637602e-05,liquid_conductor
5.000000000e-06,-1.266637602e-05,liquid_conductor
0.000000000e+00,-1.147805350e-05,liquid_conductor
2.253927972e-07,-1.147805350e-05,liquid_conductor
4.710108625e-07,-1.147805350e-05,liquid_conductor
7.388114821e-07,-1.147805350e-05,liquid_conductor
1.030777353e-06,-1.147805350e-05,liquid_conductor
1.349134956e-06,-1.147805350e-05,liquid_conductor
1.696071563e-06,-1.147805350e-05,liquid_conductor
2.065284294e-06,-1.147805350e-05,liquid_conductor
2.411371865e-06,-1.147805350e-05,liquid_conductor
2.728827367e-06,-1.147805350e-05,liquid_conductor
3.019944202e-06,-1.147805350e-05,liquid_conductor
3.287031469e-06,-1.147805350e-05,liquid_conductor
3.531983203e-06,-1.147805350e-05,liquid_conductor
3.756739224e-06,-1.147805350e-05,liquid_conductor
3.962851098e-06,-1.147805350e-05,liquid_conductor
4.151964219e-06,-1.147805350e-05,liquid_conductor
4.325432522e-06,-1.147805350e-05,liquid_conductor
4.484611324e-06,-1.147805350e-05,liquid_conductor
4.630594259e-06,-1.147805350e-05,liquid_conductor
4.764494569e-06,-1.147805350e-05,liquid_conductor
4.887303601e-06,-1.147805350e-05,liquid_conductor
5.000000000e-06,-1.147805350e-05,liquid_conductor
0.000000000e+00,-1.039168509e-05,liquid_conductor
2.253927972e-07,-1.039168509e-05,liquid_conductor
4.710108625e-07,-1.039168509e-05,liquid_conductor
7.388114821e-07,-1.039168509e-05,liquid_conductor
1.030777353e-06,-1.039168509e-05,liquid_conductor
1.349134956e-06,-1.039168509e-05,liquid_conductor
1.696071563e-06,-1.039168509e-05,liquid_conductor
2.065284294e-06,-1.039168509e-05,liquid_conductor
2.411371865e-06,-1.039168509e-05,liquid_conductor
2.728827367e-06,-1.039168509e-05,liquid_conductor
3.019944202e-06,-1.039168509e-05,liquid_conductor
3.287031469e-06,-1.039168509e-05,liquid_conductor
3.531983203e-06,-1.039168509e-05,liquid_conductor
3.756739224e-06,-1.039168509e-05,liquid_conductor
3.962851098e-06,-1.039168509e-05,liquid_conductor
4.151964219e-06,-1.039168509e-05,liquid_conductor
4.325432522e-06,-1.039168509e-05,liquid_conductor
4.484611324e-06,-1.039168509e-05,liquid_conductor
4.630594259e-06,-1.039168509e-05,liquid_conductor
4.764494569e-06,-1.039168509e-05,liquid_conductor
4.887303601e-06,-1.039168509e-05,liquid_conductor
5.000000000e-06,-1.039168509e-05,liquid_conductor
0.000000000e+00,-9.397341481e-06,liquid_conductor
2.253927972e-07,-9.397341481e-06,liquid_conductor
4.710108625e-07,-9.397341481e-06,liquid_conductor
7.388114821e-07,-9.397341481e-06,liquid_conductor
1.030777353e-06,-9.397341481e-06,liquid_conductor
1.349134956e-06,-9.397341481e-06,liquid_conductor
1.696071563e-06,-9.397341481e-06,liquid_conductor
2.065284294e-06,-9.397341481e-06,liquid_conductor
2.411371865e-06,-9.397341481e-06,liquid_conductor
2.728827367e-06,-9.397341481e-06,liquid_conductor
3.019944202e-06,-9.397341481e-06,liquid_conductor
3.287031469e-06,-9.397341481e-06,liquid_conductor
3.531983203e-06,-9.397341481e-06,liquid_conductor
3.756739224e-06,-9.397341481e-06,liquid_conductor
3.962851098e-06,-9.397341481e-06,liquid_conductor
4.151964219e-06,-9.397341481e-06,liquid_conductor
4.325432522e-06,-9.397341481e-06,liquid_conductor
4.484611324e-06,-9.397341481e-06,liquid_conductor
4.630594259e-06,-9.397341481e-06,liquid_conductor
4.764494569e-06,-9.397341481e-06,liquid_conductor
4.887303601e-06,-9.397341481e-06,liquid_conductor
5.000000000e-06,-9.397341481e-06,liquid_conductor
0.000000000e+00,-8.488159303e-06,liquid_conductor
2.253927972e-07,-8.488159303e-06,liquid_conductor
4.710108625e-07,-8.488159303e-06,liquid_conductor
7.388114821e-07,-8.488159303e-06,liquid_conductor
1.030777353e-06,-8.488159303e-06,liquid_conductor
1.349134956e-06,-8.488159303e-06,liquid_conductor
1.696071563e-06,-8.488159303e-06,liquid_conductor
2.065284294e-06,-8.488159303e-06,liquid_conductor
2.411371865e-06,-8.488159303e-06,liquid_conductor
2.728827367e-06,-8.488159303e-06,liquid_conductor
3.019944202e-06,-8.488159303e-06,liquid_conductor
3.287031469e-06,-8.488159303e-06,liquid_conductor
3.531983203e-06,-8.488159303e-06,liquid_conductor
3.756739224e-06,-8.488159303e-06,liquid_conductor
3.962851098e-06,-8.488159303e-06,liquid_conductor
4.151964219e-06,-8.488159303e-06,liquid_conductor
4.325432522e-06,-8.488159303e-06,liquid_conductor
4.484611324e-06,-8.488159303e-06,liquid_conductor
4.630594259e-06,-8.488159303e-06,liquid_conductor
4.764494569e-06,-8.488159303e-06,liquid_conductor
4.887303601e-06,-8.488159303e-06,liquid_conductor
5.000000000e-06,-8.488159303e-06,liquid_conductor
0.000000000e+00,-7.656650922e-06,liquid_conductor
2.253927972e-07,-7.656650922e-06,liquid_conductor
4.710108625e-07,-7.656650922e-06,liquid_conductor
7.388114821e-07,-7.656650922e-06,liquid_conductor
1.030777353e-06,-7.656650922e-06,liquid_conductor
1.349134956e-06,-7.656650922e-06,liquid_conductor
1.696071563e-06,-7.656650922e-06,liquid_conductor
2.065284294e-06,-7.656650922e-06,liquid_conductor
2.411371865e-06,-7.656650922e-06,liquid_conductor
2.728827367e-06,-7.656650922e-06,liquid_conductor
3.019944202e-06,-7.656650922e-06,liquid_conductor
3.287031469e-06,-7.656650922e-06,liquid_conductor
3.531983203e-06,-7.656650922e-06,liquid_conductor
3.756739224e-06,-7.656650922e-06,liquid_conductor
3.962851098e-06,-7.656650922e-06,liquid_conductor
4.151964219e-06,-7.656650922e-06,liquid_conductor
4.325432522e-06,-7.656650922e-06,liquid_conductor
4.484611324e-06,-7.656650922e-06,liquid_conductor
4.630594259e-06,-7.656650922e-06,liquid_conductor
4.764494569e-06,-7.656650922e-06,liquid_conductor
4.887303601e-06,-7.656650922e-06,liquid_conductor
5.000000000e-06,-7.656650922e-06,liquid_conductor
0.000000000e+00,-6.896081093e-06,liquid_conductor
2.253927972e-07,-6.896081093e-06,liquid_conductor
4.710108625e-07,-6.896081093e-06,liquid_conductor
7.388114821e-07,-6.896081093e-06,liquid_conductor
1.030777353e-06,-6.896081093e-06,liquid_conductor
1.349134956e-06,-6.896081093e-06,liquid_conductor
1.696071563e-06,-6.896081093e-06,liquid_conductor
2.065284294e-06,-6.896081093e-06,liquid_conductor
2.411371865e-06,-6.896081093e-06,liquid_conductor
2.728827367e-06,-6.896081093e-06,liquid_conductor
3.019944202e-06,-6.896081093e-06,liquid_conductor
3.287031469e-06,-6.896081093e-06,liquid_conductor
3.531983203e-06,-6.896081093e-06,liquid_conductor
3.756739224e-06,-6.896081093e-06,liquid_conductor
3.962851098e-06,-6.896081093e-06,liquid_conductor
4.151964219e-06,-6.896081093e-06,liquid_conductor
4.325432522e-06,-6.896081093e-06,liquid_conductor
4.484611324e-06,-6.896081093e-06,liquid_conductor
4.630594259e-06,-6.896081093e-06,liquid_conductor
4.764494569e-06,-6.896081093e-06,liquid_conductor
4.887303601e-06,-6.896081093e-06,liquid_conductor
5.000000000e-06,-6.896081093e-06,liquid_conductor
0.000000000e+00,-6.200474499e-06,liquid_conductor
2.253927972e-07,-6.200474499e-06,liquid_conductor
4.710108625e-07,-6.200474499e-06,liquid_conductor
7.388114821e-07,-6.200474499e-06,liquid_conductor
1.030777353e-06,-6.200474499e-06,liquid_conductor
1.349134956e-06,-6.200474499e-06,liquid_conductor
1.696071563e-06,-6.200474499e-06,liquid_conductor
2.065284294e-06,-6.200474499e-06,liquid_conductor
2.411371865e-06,-6.200474499e-06,liquid_conductor
2.728827367e-06,-6.200474499e-06,liquid_conductor
3.019944202e-06,-6.200474499e-06,liquid_conductor
3.287031469e-06,-6.200474499e-06,liquid_conductor
3.531983203e-06,-6.200474499e-06,liquid_conductor
3.756739224e-06,-6.200474499e-06,liquid_conductor
3.962851098e-06,-6.200474499e-06,liquid_conductor
4.151964219e-06,-6.200474499e-06,liquid_conductor
4.325432522e-06,-6.200474499e-06,liquid_conductor
4.484611324e-06,-6.200474499e-06,liquid_conductor
4.630594259e-06,-6.200474499e-06,liquid_conductor
4.764494569e-06,-6.200474499e-06,liquid_conductor
4.887303601e-06,-6.200474499e-06,liquid_conductor
5.000000000e-06,-6.200474499e-06,liquid_conductor
0.000000000e+00,-5.564470060e-06,liquid_conductor
2.253927972e-07,-5.564470060e-06,liquid_conductor
4.710108625e-07,-5.564470060e-06,liquid_conductor
7.388114821e-07,-5.564470060e-06,liquid_conductor
1.030777353e-06,-5.564470060e-06,liquid_conductor
1.349134956e-06,-5.564470060e-06,liquid_conductor
1.696071563e-06,-5.564470060e-06,liquid_conductor
2.065284294e-06,-5.564470060e-06,liquid_conductor
2.411371865e-06,-5.564470060e-06,liquid_conductor
2.728827367e-06,-5.564470060e-06,liquid_conductor
3.019944202e-06,-5.564470060e-06,liquid_conductor
3.287031469e-06,-5.564470060e-06,liquid_conductor
3.531983203e-06,-5.564470060e-06,liquid_conductor
3.756739224e-06,-5.564470060e-06,liquid_conductor
3.962851098e-06,-5.564470060e-06,liquid_conductor
4.151964219e-06,-5.564470060e-06,liquid_conductor
4.325432522e-06,-5.564470060e-06,liquid_conductor
4.484611324e-06,-5.564470060e-06,liquid_conductor
