# Abtastung fuer die Abbildungen: uebersicht
# |E| ist im Inneren der Fluessigkeit nicht definiert (idealer Leiter) und dort 0
r_m,z_m,phi_V,E_V_per_m,region
0.0000000e+00,-2.3000000e-04,6.5143877e+02,1.2840570e+07,vacuum
2.2284123e-06,-2.3000000e-04,6.5109616e+02,1.2792373e+07,vacuum
4.4568245e-06,-2.3000000e-04,6.5016485e+02,1.2651633e+07,vacuum
6.6852368e-06,-2.3000000e-04,6.4781739e+02,1.2408702e+07,vacuum
8.9136490e-06,-2.3000000e-04,6.4471231e+02,1.2125037e+07,vacuum
1.1142061e-05,-2.3000000e-04,6.4077897e+02,1.1789086e+07,vacuum
1.3370474e-05,-2.3000000e-04,6.3592299e+02,1.1441962e+07,vacuum
1.5598886e-05,-2.3000000e-04,6.3026541e+02,1.1072682e+07,vacuum
1.7827298e-05,-2.3000000e-04,6.2391156e+02,1.0693101e+07,vacuum
2.0055710e-05,-2.3000000e-04,6.1703687e+02,1.0291714e+07,vacuum
2.2284123e-05,-2.3000000e-04,6.0950165e+02,9.8796312e+06,vacuum
2.4512535e-05,-2.3000000e-04,6.0166832e+02,9.4664692e+06,vacuum
2.6740947e-05,-2.3000000e-04,5.9352708e+02,9.0578592e+06,vacuum
2.8969359e-05,-2.3000000e-04,5.8513201e+02,8.6522158e+06,vacuum
3.1197772e-05,-2.3000000e-04,5.7654594e+02,8.2518878e+06,vacuum
3.3426184e-05,-2.3000000e-04,5.6784147e+02,7.8762723e+06,vacuum
3.5654596e-05,-2.3000000e-04,5.5908097e+02,7.5209208e+06,vacuum
3.7883008e-05,-2.3000000e-04,5.5032067e+02,7.1856760e+06,vacuum
4.0111421e-05,-2.3000000e-04,5.4160554e+02,6.8704314e+06,vacuum
4.2339833e-05,-2.3000000e-04,5.3296593e+02,6.5735117e+06,vacuum
4.4568245e-05,-2.3000000e-04,5.2444442e+02,6.2962444e+06,vacuum
4.6796657e-05,-2.3000000e-04,5.1605021e+02,6.0355134e+06,vacuum
4.9025070e-05,-2.3000000e-04,5.0779935e+02,5.7905211e+06,vacuum
5.1253482e-05,-2.3000000e-04,4.9970604e+02,5.5604149e+06,vacuum
5.3481894e-05,-2.3000000e-04,4.9177834e+02,5.3441832e+06,vacuum
5.5710306e-05,-2.3000000e-04,4.8401683e+02,5.1405025e+06,vacuum
5.7938719e-05,-2.3000000e-04,4.7641385e+02,4.9479031e+06,vacuum
6.0167131e-05,-2.3000000e-04,4.6898368e+02,4.7666363e+06,vacuum
6.2395543e-05,-2.3000000e-04,4.6176296e+02,4.5974728e+06,vacuum
6.4623955e-05,-2.3000000e-04,4.5467616e+02,4.4357527e+06,vacuum
6.6852368e-05,-2.3000000e-04,4.4774390e+02,4.2823370e+06,vacuum
6.9080780e-05,-2.3000000e-04,4.4102811e+02,4.1394871e+06,vacuum
7.1309192e-05,-2.3000000e-04,4.3437991e+02,4.0001017e+06,vacuum
7.3537604e-05,-2.3000000e-04,4.2800615e+02,3.8727804e+06,vacuum
7.5766017e-05,-2.3000000e-04,4.2166937e+02,3.7472082e+06,vacuum
7.7994429e-05,-2.3000000e-04,4.1559190e+02,3.6321887e+06,vacuum
8.0222841e-05,-2.3000000e-04,4.0952476e+02,3.5177797e+06,vacuum
