# application : branch_figure
# state       : emitter and extractor geometry
# voltage     : 1154.5 V (emitter minus extractor)
# note        : meniscus in this mesh is the lower one
# WARNUNG     : Prototyp, keine validierte Simulation. Siehe docs/.
i,r_a,z_a,r_b,z_b,r_mid,z_mid,len,area,nr,nz,tag,body,potential
129,2.818909584e-04,5.000000000e-04,2.936329362e-04,5.000000000e-04,2.877619473e-04,5.000000000e-04,1.174197779e-05,2.123021961e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
130,2.936329362e-04,5.000000000e-04,3.059787784e-04,5.000000000e-04,2.998058573e-04,5.000000000e-04,1.234584222e-05,2.325630445e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
131,3.059787784e-04,5.000000000e-04,3.189595405e-04,5.000000000e-04,3.124691595e-04,5.000000000e-04,1.298076209e-05,2.548515138e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
132,3.189595405e-04,5.000000000e-04,3.326078750e-04,5.000000000e-04,3.257837077e-04,5.000000000e-04,1.364833450e-05,2.793758668e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
133,3.326078750e-04,5.000000000e-04,3.469581137e-04,5.000000000e-04,3.397829944e-04,5.000000000e-04,1.435023872e-05,3.063660472e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
134,3.469581137e-04,5.000000000e-04,3.620463541e-04,5.000000000e-04,3.545022339e-04,5.000000000e-04,1.508824034e-05,3.360759524e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
135,3.620463541e-04,5.000000000e-04,3.779105498e-04,5.000000000e-04,3.699784520e-04,5.000000000e-04,1.586419579e-05,3.687859445e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
136,3.779105498e-04,5.000000000e-04,3.945906068e-04,5.000000000e-04,3.862505783e-04,5.000000000e-04,1.668005694e-05,4.048056263e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
137,3.945906068e-04,5.000000000e-04,4.121284829e-04,5.000000000e-04,4.033595448e-04,5.000000000e-04,1.753787606e-05,4.444769084e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
138,4.121284829e-04,5.000000000e-04,4.305682938e-04,5.000000000e-04,4.213483883e-04,5.000000000e-04,1.843981096e-05,4.881773999e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
139,4.305682938e-04,5.000000000e-04,4.499564242e-04,5.000000000e-04,4.402623590e-04,5.000000000e-04,1.938813041e-05,5.363241546e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
140,4.499564242e-04,5.000000000e-04,4.703416441e-04,5.000000000e-04,4.601490342e-04,5.000000000e-04,2.038521987e-05,5.893778133e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
141,4.703416441e-04,5.000000000e-04,4.917752316e-04,5.000000000e-04,4.810584378e-04,5.000000000e-04,2.143358748e-05,6.478471801e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
142,4.917752316e-04,5.000000000e-04,5.143111019e-04,5.000000000e-04,5.030431668e-04,5.000000000e-04,2.253587035e-05,7.122942818e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
143,5.143111019e-04,5.000000000e-04,5.380059432e-04,5.000000000e-04,5.261585225e-04,5.000000000e-04,2.369484124e-05,7.833399591e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
144,5.380059432e-04,5.000000000e-04,5.629193587e-04,5.000000000e-04,5.504626509e-04,5.000000000e-04,2.491341549e-05,8.616700474e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
145,5.629193587e-04,5.000000000e-04,5.891140170e-04,5.000000000e-04,5.760166879e-04,5.000000000e-04,2.619465837e-05,9.480422073e-08,0.000000,-1.000000,extractor,1,0.000000000e+00
146,5.891140170e-04,5.000000000e-04,6.166558098e-04,5.000000000e-04,6.028849134e-04,5.000000000e-04,2.754179279e-05,1.043293475e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
147,6.166558098e-04,5.000000000e-04,6.456140172e-04,5.000000000e-04,6.311349135e-04,5.000000000e-04,2.895820741e-05,1.148348607e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
148,6.456140172e-04,5.000000000e-04,6.760614824e-04,5.000000000e-04,6.608377498e-04,5.000000000e-04,3.044746515e-05,1.264229308e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
149,6.760614824e-04,5.000000000e-04,7.080747946e-04,5.000000000e-04,6.920681385e-04,5.000000000e-04,3.201331219e-05,1.392064421e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
150,7.080747946e-04,5.000000000e-04,7.417344819e-04,5.000000000e-04,7.249046382e-04,5.000000000e-04,3.365968734e-05,1.533101203e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
151,7.417344819e-04,5.000000000e-04,7.771252139e-04,5.000000000e-04,7.594298479e-04,5.000000000e-04,3.539073200e-05,1.688717780e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
152,7.771252139e-04,5.000000000e-04,8.143360144e-04,5.000000000e-04,7.957306142e-04,5.000000000e-04,3.721080052e-05,1.860436916e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
153,8.143360144e-04,5.000000000e-04,8.534604856e-04,5.000000000e-04,8.338982500e-04,5.000000000e-04,3.912447121e-05,2.049941236e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
154,8.534604856e-04,5.000000000e-04,8.945970435e-04,5.000000000e-04,8.740287646e-04,5.000000000e-04,4.113655784e-05,2.259090049e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
155,8.945970435e-04,5.000000000e-04,9.378491652e-04,5.000000000e-04,9.162231043e-04,5.000000000e-04,4.325212171e-05,2.489937947e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
156,9.378491652e-04,5.000000000e-04,9.833256496e-04,5.000000000e-04,9.605874074e-04,5.000000000e-04,4.547648444e-05,2.744755358e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
157,9.833256496e-04,5.000000000e-04,1.031140891e-03,5.000000000e-04,1.007233270e-03,5.000000000e-04,4.781524131e-05,3.026051277e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
158,1.031140891e-03,5.000000000e-04,1.081415166e-03,5.000000000e-04,1.056278029e-03,5.000000000e-04,5.027427538e-05,3.336598378e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
159,1.081415166e-03,5.000000000e-04,1.134274939e-03,5.000000000e-04,1.107845052e-03,5.000000000e-04,5.285977223e-05,3.679460782e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
160,1.134274939e-03,5.000000000e-04,1.189853174e-03,5.000000000e-04,1.162064056e-03,5.000000000e-04,5.557823557e-05,4.058024753e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
161,1.189853174e-03,5.000000000e-04,1.248289678e-03,5.000000000e-04,1.219071426e-03,5.000000000e-04,5.843650358e-05,4.476032623e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
162,1.248289678e-03,5.000000000e-04,1.309731444e-03,5.000000000e-04,1.279010561e-03,5.000000000e-04,6.144176610e-05,4.937620296e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
163,1.309731444e-03,5.000000000e-04,1.374333027e-03,5.000000000e-04,1.342032235e-03,5.000000000e-04,6.460158276e-05,5.447358707e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
164,1.374333027e-03,5.000000000e-04,1.442256928e-03,5.000000000e-04,1.408294978e-03,5.000000000e-04,6.792390193e-05,6.010299654e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
165,1.442256928e-03,5.000000000e-04,1.513674009e-03,5.000000000e-04,1.477965469e-03,5.000000000e-04,7.141708076e-05,6.632026451e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
166,1.513674009e-03,5.000000000e-04,1.588763915e-03,5.000000000e-04,1.551218962e-03,5.000000000e-04,7.508990619e-05,7.318709938e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
167,1.588763915e-03,5.000000000e-04,1.667715533e-03,5.000000000e-04,1.628239724e-03,5.000000000e-04,7.895161706e-05,8.077170377e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
168,1.667715533e-03,5.000000000e-04,1.750727460e-03,5.000000000e-04,1.709221496e-03,5.000000000e-04,8.301192734e-05,8.914945895e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
169,1.750727460e-03,5.000000000e-04,1.838008510e-03,5.000000000e-04,1.794367985e-03,5.000000000e-04,8.728105057e-05,9.840368122e-07,0.000000,-1.000000,extractor,1,0.000000000e+00
170,1.838008510e-03,5.000000000e-04,1.929778236e-03,5.000000000e-04,1.883893373e-03,5.000000000e-04,9.176972553e-05,1.086264582e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
171,1.929778236e-03,5.000000000e-04,2.026267479e-03,5.000000000e-04,1.978022858e-03,5.000000000e-04,9.648924331e-05,1.199195734e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
172,2.026267479e-03,5.000000000e-04,2.127718955e-03,5.000000000e-04,2.076993217e-03,5.000000000e-04,1.014514756e-04,1.323955277e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
173,2.127718955e-03,5.000000000e-04,2.234387860e-03,5.000000000e-04,2.181053407e-03,5.000000000e-04,1.066689048e-04,1.461786695e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
174,2.234387860e-03,5.000000000e-04,2.346542515e-03,5.000000000e-04,2.290465187e-03,5.000000000e-04,1.121546550e-04,1.614064433e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
175,2.346542515e-03,5.000000000e-04,2.464465040e-03,5.000000000e-04,2.405503777e-03,5.000000000e-04,1.179225255e-04,1.782307699e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
176,2.464465040e-03,5.000000000e-04,2.588452065e-03,5.000000000e-04,2.526458553e-03,5.000000000e-04,1.239870250e-04,1.968195732e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
177,2.588452065e-03,5.000000000e-04,2.718815474e-03,5.000000000e-04,2.653633769e-03,5.000000000e-04,1.303634085e-04,2.173584662e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
178,2.718815474e-03,5.000000000e-04,2.855883189e-03,5.000000000e-04,2.787349331e-03,5.000000000e-04,1.370677156e-04,2.400526167e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
179,2.855883189e-03,5.000000000e-04,3.000000000e-03,5.000000000e-04,2.927941595e-03,5.000000000e-04,1.441168107e-04,2.651288087e-06,0.000000,-1.000000,extractor,1,0.000000000e+00
180,3.000000000e-03,5.000000000e-04,3.000000000e-03,6.000000000e-04,3.000000000e-03,5.500000000e-04,1.000000000e-04,1.884955592e-06,1.000000,-0.000000,extractor,1,0.000000000e+00
181,3.000000000e-03,6.000000000e-04,2.855883189e-03,6.000000000e-04,2.927941595e-03,6.000000000e-04,1.441168107e-04,2.651288087e-06,0.000000,1.000000,extractor,1,0.000000000e+00
182,2.855883189e-03,6.000000000e-04,2.718815474e-03,6.000000000e-04,2.787349331e-03,6.000000000e-04,1.370677156e-04,2.400526167e-06,0.000000,1.000000,extractor,1,0.000000000e+00
183,2.718815474e-03,6.000000000e-04,2.588452065e-03,6.000000000e-04,2.653633769e-03,6.000000000e-04,1.303634085e-04,2.173584662e-06,0.000000,1.000000,extractor,1,0.000000000e+00
184,2.588452065e-03,6.000000000e-04,2.464465040e-03,6.000000000e-04,2.526458553e-03,6.000000000e-04,1.239870250e-04,1.968195732e-06,0.000000,1.000000,extractor,1,0.000000000e+00
185,2.464465040e-03,6.000000000e-04,2.346542515e-03,6.000000000e-04,2.405503777e-03,6.000000000e-04,1.179225255e-04,1.782307699e-06,0.000000,1.000000,extractor,1,0.000000000e+00
186,2.346542515e-03,6.000000000e-04,2.234387860e-03,6.000000000e-04,2.290465187e-03,6.000000000e-04,1.121546550e-04,1.614064433e-06,0.000000,1.000000,extractor,1,0.000000000e+00
187,2.234387860e-03,6.000000000e-04,2.127718955e-03,6.000000000e-04,2.181053407e-03,6.000000000e-04,1.066689048e-04,1.461786695e-06,0.000000,1.000000,extractor,1,0.000000000e+00
188,2.127718955e-03,6.000000000e-04,2.026267479e-03,6.000000000e-04,2.076993217e-03,6.000000000e-04,1.014514756e-04,1.323955277e-06,0.000000,1.000000,extractor,1,0.000000000e+00
189,2.026267479e-03,6.000000000e-04,1.929778236e-03,6.000000000e-04,1.978022858e-03,6.000000000e-04,9.648924331e-05,1.199195734e-06,0.000000,1.000000,extractor,1,0.000000000e+00
190,1.929778236e-03,6.000000000e-04,1.838008510e-03,6.000000000e-04,1.883893373e-03,6.000000000e-04,9.176972553e-05,1.086264582e-06,0.000000,1.000000,extractor,1,0.000000000e+00
191,1.838008510e-03,6.000000000e-04,1.750727460e-03,6.000000000e-04,1.794367985e-03,6.000000000e-04,8.728105057e-05,9.840368122e-07,0.000000,1.000000,extractor,1,0.000000000e+00
192,1.750727460e-03,6.000000000e-04,1.667715533e-03,6.000000000e-04,1.709221496e-03,6.000000000e-04,8.301192734e-05,8.914945895e-07,0.000000,1.000000,extractor,1,0.000000000e+00
193,1.667715533e-03,6.000000000e-04,1.588763915e-03,6.000000000e-04,1.628239724e-03,6.000000000e-04,7.895161706e-05,8.077170377e-07,0.000000,1.000000,extractor,1,0.000000000e+00
194,1.588763915e-03,6.000000000e-04,1.513674009e-03,6.000000000e-04,1.551218962e-03,6.000000000e-04,7.508990619e-05,7.318709938e-07,0.000000,1.000000,extractor,1,0.000000000e+00
195,1.513674009e-03,6.000000000e-04,1.442256928e-03,6.000000000e-04,1.477965469e-03,6.000000000e-04,7.141708076e-05,6.632026451e-07,0.000000,1.000000,extractor,1,0.000000000e+00
196,1.442256928e-03,6.000000000e-04,1.374333027e-03,6.000000000e-04,1.408294978e-03,6.000000000e-04,6.792390193e-05,6.010299654e-07,0.000000,1.000000,extractor,1,0.000000000e+00
197,1.374333027e-03,6.000000000e-04,1.309731444e-03,6.000000000e-04,1.342032235e-03,6.000000000e-04,6.460158276e-05,5.447358707e-07,0.000000,1.000000,extractor,1,0.000000000e+00
198,1.309731444e-03,6.000000000e-04,1.248289678e-03,6.000000000e-04,1.279010561e-03,6.000000000e-04,6.144176610e-05,4.937620296e-07,0.000000,1.000000,extractor,1,0.000000000e+00
199,1.248289678e-03,6.000000000e-04,1.189853174e-03,6.000000000e-04,1.219071426e-03,6.000000000e-04,5.843650358e-05,4.476032623e-07,0.000000,1.000000,extractor,1,0.000000000e+00
200,1.189853174e-03,6.000000000e-04,1.134274939e-03,6.000000000e-04,1.162064056e-03,6.000000000e-04,5.557823557e-05,4.058024753e-07,0.000000,1.000000,extractor,1,0.000000000e+00
201,1.134274939e-03,6.000000000e-04,1.081415166e-03,6.000000000e-04,1.107845052e-03,6.000000000e-04,5.285977223e-05,3.679460782e-07,0.000000,1.000000,extractor,1,0.000000000e+00
202,1.081415166e-03,6.000000000e-04,1.031140891e-03,6.000000000e-04,1.056278029e-03,6.000000000e-04,5.027427538e-05,3.336598378e-07,0.000000,1.000000,extractor,1,0.000000000e+00
203,1.031140891e-03,6.000000000e-04,9.833256496e-04,6.000000000e-04,1.007233270e-03,6.000000000e-04,4.781524131e-05,3.026051277e-07,0.000000,1.000000,extractor,1,0.000000000e+00
204,9.833256496e-04,6.000000000e-04,9.378491652e-04,6.000000000e-04,9.605874074e-04,6.000000000e-04,4.547648444e-05,2.744755358e-07,0.000000,1.000000,extractor,1,0.000000000e+00
205,9.378491652e-04,6.000000000e-04,8.945970435e-04,6.000000000e-04,9.162231043e-04,6.000000000e-04,4.325212171e-05,2.489937947e-07,0.000000,1.000000,extractor,1,0.000000000e+00
206,8.945970435e-04,6.000000000e-04,8.534604856e-04,6.000000000e-04,8.740287646e-04,6.000000000e-04,4.113655784e-05,2.259090049e-07,0.000000,1.000000,extractor,1,0.000000000e+00
207,8.534604856e-04,6.000000000e-04,8.143360144e-04,6.000000000e-04,8.338982500e-04,6.000000000e-04,3.912447121e-05,2.049941236e-07,0.000000,1.000000,extractor,1,0.000000000e+00
208,8.143360144e-04,6.000000000e-04,7.771252139e-04,6.000000000e-04,7.957306142e-04,6.000000000e-04,3.721080052e-05,1.860436916e-07,0.000000,1.000000,extractor,1,0.000000000e+00
209,7.771252139e-04,6.000000000e-04,7.417344819e-04,6.000000000e-04,7.594298479e-04,6.000000000e-04,3.539073200e-05,1.688717780e-07,0.000000,1.000000,extractor,1,0.000000000e+00
210,7.417344819e-04,6.000000000e-04,7.080747946e-04,6.000000000e-04,7.249046382e-04,6.000000000e-04,3.365968734e-05,1.533101203e-07,0.000000,1.000000,extractor,1,0.000000000e+00
211,7.080747946e-04,6.000000000e-04,6.760614824e-04,6.000000000e-04,6.920681385e-04,6.000000000e-04,3.201331219e-05,1.392064421e-07,0.000000,1.000000,extractor,1,0.000000000e+00
212,6.760614824e-04,6.000000000e-04,6.456140172e-04,6.000000000e-04,6.608377498e-04,6.000000000e-04,3.044746515e-05,1.264229308e-07,0.000000,1.000000,extractor,1,0.000000000e+00
213,6.456140172e-04,6.000000000e-04,6.166558098e-04,6.000000000e-04,6.311349135e-04,6.000000000e-04,2.895820741e-05,1.148348607e-07,0.000000,1.000000,extractor,1,0.000000000e+00
214,6.166558098e-04,6.000000000e-04,5.891140170e-04,6.000000000e-04,6.028849134e-04,6.000000000e-04,2.754179279e-05,1.043293475e-07,0.000000,1.000000,extractor,1,0.000000000e+00
215,5.891140170e-04,6.000000000e-04,5.629193587e-04,6.000000000e-04,5.760166879e-04,6.000000000e-04,2.619465837e-05,9.480422073e-08,0.000000,1.000000,extractor,1,0.000000000e+00
216,5.629193587e-04,6.000000000e-04,5.380059432e-04,6.000000000e-04,5.504626509e-04,6.000000000e-04,2.491341549e-05,8.616700474e-08,0.000000,1.000000,extractor,1,0.000000000e+00
217,5.380059432e-04,6.000000000e-04,5.143111019e-04,6.000000000e-04,5.261585225e-04,6.000000000e-04,2.369484124e-05,7.833399591e-08,0.000000,1.000000,extractor,1,0.000000000e+00
218,5.143111019e-04,6.000000000e-04,4.917752316e-04,6.000000000e-04,5.030431668e-04,6.000000000e-04,2.253587035e-05,7.122942818e-08,0.000000,1.000000,extractor,1,0.000000000e+00
219,4.917752316e-04,6.000000000e-04,4.703416441e-04,6.000000000e-04,4.810584378e-04,6.000000000e-04,2.143358748e-05,6.478471801e-08,0.000000,1.000000,extractor,1,0.000000000e+00
220,4.703416441e-04,6.000000000e-04,4.499564242e-04,6.000000000e-04,4.601490342e-04,6.000000000e-04,2.038521987e-05,5.893778133e-08,0.000000,1.000000,extractor,1,0.000000000e+00
221,4.499564242e-04,6.000000000e-04,4.305682938e-04,6.000000000e-04,4.402623590e-04,6.000000000e-04,1.938813041e-05,5.363241546e-08,0.000000,1.000000,extractor,1,0.000000000e+00
222,4.305682938e-04,6.000000000e-04,4.121284829e-04,6.000000000e-04,4.213483883e-04,6.000000000e-04,1.843981096e-05,4.881773999e-08,0.000000,1.000000,extractor,1,0.000000000e+00
223,4.121284829e-04,6.000000000e-04,3.945906068e-04,6.000000000e-04,4.033595448e-04,6.000000000e-04,1.753787606e-05,4.444769084e-08,0.000000,1.000000,extractor,1,0.000000000e+00
224,3.945906068e-04,6.000000000e-04,3.779105498e-04,6.000000000e-04,3.862505783e-04,6.000000000e-04,1.668005694e-05,4.048056263e-08,0.000000,1.000000,extractor,1,0.000000000e+00
225,3.779105498e-04,6.000000000e-04,3.620463541e-04,6.000000000e-04,3.699784520e-04,6.000000000e-04,1.586419579e-05,3.687859445e-08,0.000000,1.000000,extractor,1,0.000000000e+00
226,3.620463541e-04,6.000000000e-04,3.469581137e-04,6.000000000e-04,3.545022339e-04,6.000000000e-04,1.508824034e-05,3.360759524e-08,0.000000,1.000000,extractor,1,0.000000000e+00
227,3.469581137e-04,6.000000000e-04,3.326078750e-04,6.000000000e-04,3.397829944e-04,6.000000000e-04,1.435023872e-05,3.063660472e-08,0.000000,1.000000,extractor,1,0.000000000e+00
228,3.326078750e-04,6.000000000e-04,3.189595405e-04,6.000000000e-04,3.257837077e-04,6.000000000e-04,1.364833450e-05,2.793758668e-08,0.000000,1.000000,extractor,1,0.000000000e+00
229,3.189595405e-04,6.000000000e-04,3.059787784e-04,6.000000000e-04,3.124691595e-04,6.000000000e-04,1.298076209e-05,2.548515138e-08,0.000000,1.000000,extractor,1,0.000000000e+00
230,3.059787784e-04,6.000000000e-04,2.936329362e-04,6.000000000e-04,2.998058573e-04,6.000000000e-04,1.234584222e-05,2.325630445e-08,0.000000,1.000000,extractor,1,0.000000000e+00
231,2.936329362e-04,6.000000000e-04,2.818909584e-04,6.000000000e-04,2.877619473e-04,6.000000000e-04,1.174197779e-05,2.123021961e-08,0.000000,1.000000,extractor,1,0.000000000e+00
232,2.818909584e-04,6.000000000e-04,2.707233086e-04,6.000000000e-04,2.763071335e-04,6.000000000e-04,1.116764980e-05,1.938803310e-08,0.000000,1.000000,extractor,1,0.000000000e+00
233,2.707233086e-04,6.000000000e-04,2.601018950e-04,6.000000000e-04,2.654126018e-04,6.000000000e-04,1.062141356e-05,1.771265757e-08,0.000000,1.000000,extractor,1,0.000000000e+00
234,2.601018950e-04,6.000000000e-04,2.500000000e-04,6.000000000e-04,2.550509475e-04,6.000000000e-04,1.010189503e-05,1.618861374e-08,0.000000,1.000000,extractor,1,0.000000000e+00
235,2.500000000e-04,6.000000000e-04,2.402454839e-04,5.990392640e-04,2.451227419e-04,5.995196320e-04,9.801714033e-06,1.509612566e-08,-0.098017,0.995185,extractor,1,0.000000000e+00
236,2.402454839e-04,5.990392640e-04,2.308658284e-04,5.961939766e-04,2.355556561e-04,5.976166203e-04,9.801714033e-06,1.450692725e-08,-0.290285,0.956940,extractor,1,0.000000000e+00
237,2.308658284e-04,5.961939766e-04,2.222214883e-04,5.915734806e-04,2.265436584e-04,5.938837286e-04,9.801714033e-06,1.395191448e-08,-0.471397,0.881921,extractor,1,0.000000000e+00
238,2.222214883e-04,5.915734806e-04,2.146446609e-04,5.853553391e-04,2.184330746e-04,5.884644098e-04,9.801714033e-06,1.345241619e-08,-0.634393,0.773010,extractor,1,0.000000000e+00
239,2.146446609e-04,5.853553391e-04,2.084265194e-04,5.777785117e-04,2.115355902e-04,5.815669254e-04,9.801714033e-06,1.302762781e-08,-0.773010,0.634393,extractor,1,0.000000000e+00
240,2.084265194e-04,5.777785117e-04,2.038060234e-04,5.691341716e-04,2.061162714e-04,5.734563416e-04,9.801714033e-06,1.269387372e-08,-0.881921,0.471397,extractor,1,0.000000000e+00
241,2.038060234e-04,5.691341716e-04,2.009607360e-04,5.597545161e-04,2.023833797e-04,5.644443439e-04,9.801714033e-06,1.246397991e-08,-0.956940,0.290285,extractor,1,0.000000000e+00
242,2.009607360e-04,5.597545161e-04,2.000000000e-04,5.500000000e-04,2.004803680e-04,5.548772581e-04,9.801714033e-06,1.234678106e-08,-0.995185,0.098017,extractor,1,0.000000000e+00
243,1.000000000e-05,0.000000000e+00,9.715000850e-06,1.322017016e-07,9.857500425e-06,6.610085081e-08,3.141684344e-07,1.945849382e-11,0.420799,0.907154,meniscus,2,1.154497914e+03
244,9.715000850e-06,1.322017016e-07,9.434380863e-06,2.637755800e-07,9.574690857e-06,1.979886408e-07,3.099342874e-07,1.864550940e-11,0.424522,0.905418,meniscus,2,1.154497914e+03
245,9.434380863e-06,2.637755800e-07,9.157792439e-06,3.939435497e-07,9.296086651e-06,3.288595649e-07,3.056875147e-07,1.785491276e-11,0.425820,0.904808,meniscus,2,1.154497914e+03
246,9.157792439e-06,3.939435497e-07,8.885009932e-06,5.221934663e-07,9.021401186e-06,4.580685080e-07,3.014271677e-07,1.708583695e-11,0.425476,0.904970,meniscus,2,1.154497914e+03
247,8.885009932e-06,5.221934663e-07,8.615894204e-06,6.481948567e-07,8.750452068e-06,5.851941615e-07,2.971525291e-07,1.633765758e-11,0.424029,0.905648,meniscus,2,1.154497914e+03
248,8.615894204e-06,6.481948567e-07,8.350340092e-06,7.716853357e-07,8.483117148e-06,7.099400962e-07,2.928632528e-07,1.560990337e-11,0.421666,0.906751,meniscus,2,1.154497914e+03
249,8.350340092e-06,7.716853357e-07,8.088233678e-06,8.923769841e-07,8.219286885e-06,8.320311599e-07,2.885589124e-07,1.490213523e-11,0.418257,0.908329,meniscus,2,1.154497914e+03
250,8.088233678e-06,8.923769841e-07,7.829524503e-06,1.010110493e-06,7.958879091e-06,9.512437385e-07,2.842386611e-07,1.421395461e-11,0.414207,0.910183,meniscus,2,1.154497914e+03
251,7.829524503e-06,1.010110493e-06,7.574170415e-06,1.124738591e-06,7.701847459e-06,1.067424542e-06,2.799023246e-07,1.354507102e-11,0.409529,0.912297,meniscus,2,1.154497914e+03
252,7.574170415e-06,1.124738591e-06,7.322134242e-06,1.236117682e-06,7.448152328e-06,1.180428136e-06,2.755495133e-07,1.289519954e-11,0.404207,0.914667,meniscus,2,1.154497914e+03
253,7.322134242e-06,1.236117682e-06,7.073390681e-06,1.344122748e-06,7.197762461e-06,1.290120215e-06,2.711797437e-07,1.226407010e-11,0.398279,0.917265,meniscus,2,1.154497914e+03
254,7.073390681e-06,1.344122748e-06,6.827925682e-06,1.448646318e-06,6.950658182e-06,1.396384533e-06,2.667925081e-07,1.165143534e-11,0.391779,0.920060,meniscus,2,1.154497914e+03
255,6.827925682e-06,1.448646318e-06,6.585737081e-06,1.549600454e-06,6.706831382e-06,1.499123386e-06,2.623872254e-07,1.105706705e-11,0.384752,0.923020,meniscus,2,1.154497914e+03
256,6.585737081e-06,1.549600454e-06,6.346832957e-06,1.646913968e-06,6.466285019e-06,1.598257211e-06,2.579633709e-07,1.048075949e-11,0.377238,0.926116,meniscus,2,1.154497914e+03
257,6.346832957e-06,1.646913968e-06,6.111231166e-06,1.740532308e-06,6.229032061e-06,1.693723138e-06,2.535204086e-07,9.922323004e-12,0.369273,0.929321,meniscus,2,1.154497914e+03
258,6.111231166e-06,1.740532308e-06,5.878958405e-06,1.830416463e-06,5.995094785e-06,1.785474386e-06,2.490578176e-07,9.381582466e-12,0.360897,0.932606,meniscus,2,1.154497914e+03
259,5.878958405e-06,1.830416463e-06,5.650050619e-06,1.916545234e-06,5.764504512e-06,1.873480849e-06,2.445750189e-07,8.858372680e-12,0.352157,0.935941,meniscus,2,1.154497914e+03
260,5.650050619e-06,1.916545234e-06,5.424550995e-06,1.998911773e-06,5.537300807e-06,1.957728504e-06,2.400715045e-07,8.352540674e-12,0.343092,0.939302,meniscus,2,1.154497914e+03
261,5.424550995e-06,1.998911773e-06,5.202509401e-06,2.077523405e-06,5.313530198e-06,2.038217589e-06,2.355467213e-07,7.863938074e-12,0.333741,0.942665,meniscus,2,1.154497914e+03
262,5.202509401e-06,2.077523405e-06,4.983958213e-06,2.152331885e-06,5.093233807e-06,2.114927645e-06,2.309998497e-07,7.392395241e-12,0.323846,0.946110,meniscus,2,1.154497914e+03
263,4.983958213e-06,2.152331885e-06,4.768959730e-06,2.223369281e-06,4.876458971e-06,2.187850583e-06,2.264302528e-07,6.937753965e-12,0.313727,0.949513,meniscus,2,1.154497914e+03
264,4.768959730e-06,2.223369281e-06,4.557600510e-06,2.290741285e-06,4.663280120e-06,2.257055283e-06,2.218371172e-07,6.499883688e-12,0.303700,0.952768,meniscus,2,1.154497914e+03
265,4.557600510e-06,2.290741285e-06,4.349908972e-06,2.354370647e-06,4.453754741e-06,2.322555966e-06,2.172198676e-07,6.078630021e-12,0.292926,0.956135,meniscus,2,1.154497914e+03
266,4.349908972e-06,2.354370647e-06,4.145989489e-06,2.414421477e-06,4.247949230e-06,2.384396062e-06,2.125776514e-07,5.673836157e-12,0.282489,0.959271,meniscus,2,1.154497914e+03
267,4.145989489e-06,2.414421477e-06,3.945883942e-06,2.470849817e-06,4.045936715e-06,2.442635647e-06,2.079095652e-07,5.285346008e-12,0.271408,0.962464,meniscus,2,1.154497914e+03
